地域階層,地域コード,地域,1月中／増減,2月中／増減,3月中／増減,4月中／増減,5月中／増減,6月中／増減,7月中／増減,8月中／増減,9月中／増減,10月中／増減,11月中／増減,12月中／増減,平成22年中の増減
4,13223,武蔵村山市,-5,-5,20,-4,11,9,6,8,15,-11,-5,-3,36
4,13224,多摩市,19,22,28,-1,-7,9,29,8,24,26,24,6,187
4,13225,稲城市,27,15,32,23,33,18,44,36,33,29,18,29,337
4,13227,羽村市,0,4,25,16,5,9,0,19,7,9,-1,17,110
4,13228,あきる野市,-48,-25,-7,-7,-11,-30,-12,-20,10,-9,-23,-1,-183
4,13229,西東京市,8,18,-1,4,-3,35,34,24,30,33,13,45,240
1,13550,町村部,-76,-54,-70,-54,-74,-37,-74,-47,-36,-64,-60,-64,-710
2,13300,郡部,-59,-28,-53,-47,-56,-20,-51,-32,-24,-41,-41,-48,-500
4,13303,瑞穂町,-14,-6,-14,-6,-15,10,-13,-5,-6,-13,-12,-16,-110
4,13305,日の出町,-16,-6,-16,-14,-21,-15,-21,-11,-2,-12,-11,-13,-158
4,13307,檜原村,-7,-7,-9,-8,-14,-4,-6,-5,-5,-9,-8,-4,-86
4,13308,奥多摩町,-22,-9,-14,-19,-6,-11,-11,-11,-11,-7,-10,-15,-146
2,13350,島部,-17,-26,-17,-7,-18,-17,-23,-15,-12,-23,-19,-16,-210
3,13360,大島支庁,-16,-14,-13,-6,-12,-11,-6,-3,-10,-13,-15,-11,-130
4,13361,大島町,-9,-12,-11,-6,-6,-7,-5,-1,-9,-6,-11,-5,-88
4,13362,利島村,0,0,0,0,-1,1,0,-2,-2,0,1,0,-3
4,13363,新島村,-6,0,1,-1,-5,-2,1,-1,-1,-4,-3,-5,-26
4,13364,神津島村,-1,-2,-3,1,0,-3,-2,1,2,-3,-2,-1,-13
3,13380,三宅支庁,-1,-4,-2,0,-3,1,-4,-3,-5,-3,-2,0,-26
4,13381,三宅村,-1,-4,-3,0,-3,0,-3,-5,-4,-4,-3,1,-29
4,13382,御蔵島村,0,0,1,0,0,1,-1,2,-1,1,1,-1,3
3,13400,八丈支庁,-5,-9,-4,-5,-7,-8,-15,-8,1,-10,-5,-8,-83
4,13401,八丈町,-5,-10,-4,-5,-7,-8,-15,-9,1,-10,-4,-8,-84
4,13402,青ヶ島村,0,1,0,0,0,0,0,1,0,0,-1,0,1
3,13420,小笠原支庁,5,1,2,4,4,1,2,-1,2,3,3,3,29
4,13421,小笠原村,5,1,2,4,4,1,2,-1,2,3,3,3,29
,,,,,,,,-,,,,,,,
人口の動き（平成22年中）,,,,,,,,,,,,,,,
第12表　区市町村別、月別自然増減,,,,,,,,,,,,,,,
地域階層（0:総数　1:区部・市部・町村部　2:郡部・島部　3:支庁　4:区市町村）,,,,,,,,,,,,,,,
