地域階層,地域コード,地域,1月中／増減,2月中／増減,3月中／増減,4月中／増減,5月中／増減,6月中／増減,7月中／増減,8月中／増減,9月中／増減,10月中／増減,11月中／増減,12月中／増減,平成22年中の増減
4,13211,小平市,-137,-193,-374,671,22,-21,44,86,128,-23,-11,-179,13
4,13212,日野市,113,-7,298,499,115,48,3,-57,21,27,101,-56,1105
4,13213,東村山市,136,81,230,280,-4,112,78,46,8,9,-70,-75,831
4,13214,国分寺市,-51,-120,70,231,-67,-26,-145,-70,-73,-80,-138,-102,-571
4,13215,国立市,2,-82,6,348,-15,-31,46,-10,-44,-11,-49,-116,44
4,13218,福生市,-55,-36,-46,-29,-78,-75,-16,-28,-37,-59,-44,-76,-579
4,13219,狛江市,-104,-46,157,-15,-13,-5,-64,-8,12,-7,-28,-62,-183
4,13220,東大和市,30,-48,135,41,55,29,58,-20,-14,34,10,356,666
4,13221,清瀬市,27,-38,12,168,42,7,53,12,-6,-15,-27,10,245
4,13222,東久留米市,4,14,-106,260,-33,-12,-12,28,63,-79,-85,-72,-30
4,13223,武蔵村山市,-50,71,33,110,3,-4,28,60,56,-31,77,31,384
4,13224,多摩市,-69,-44,66,-25,-73,-39,-95,-91,-56,-32,-41,-137,-636
4,13225,稲城市,57,-21,502,360,111,135,5,104,72,101,78,62,1566
4,13227,羽村市,-1,-9,125,14,-29,-6,67,24,-26,-46,-22,-55,36
4,13228,あきる野市,22,-30,-47,28,-8,16,40,34,3,24,10,30,122
4,13229,西東京市,17,-121,288,360,17,72,23,-117,42,-56,1573,676,2774
1,13550,町村部,-86,-17,-392,329,-18,11,-46,-67,32,-39,28,-53,-318
2,13300,郡部,-59,-1,5,26,-8,18,-31,-44,34,-34,20,-18,-92
4,13303,瑞穂町,-30,-29,8,16,-17,31,-30,-45,2,-48,28,-6,-120
4,13305,日の出町,-2,40,37,32,14,-10,15,26,50,35,0,-4,233
4,13307,檜原村,-9,-9,-19,-7,-7,-2,-6,-13,-7,-15,-7,11,-90
4,13308,奥多摩町,-18,-3,-21,-15,2,-1,-10,-12,-11,-6,-1,-19,-115
2,13350,島部,-27,-16,-397,303,-10,-7,-15,-23,-2,-5,8,-35,-226
3,13360,大島支庁,-24,-4,-167,129,-5,-2,2,-9,-4,-8,-8,-12,-112
4,13361,大島町,-18,-12,-141,98,-3,1,1,-9,-14,-9,-4,-3,-113
4,13362,利島村,-1,2,-1,16,-2,1,1,2,-1,0,5,0,22
4,13363,新島村,1,7,-15,8,-1,-4,0,0,7,-1,-4,-7,-9
4,13364,神津島村,-6,-1,-10,7,1,0,0,-2,4,2,-5,-2,-12
3,13380,三宅支庁,-5,0,-46,57,-5,3,-12,-3,-4,5,0,4,-6
4,13381,三宅村,-5,0,-40,52,-7,0,-12,-8,-3,4,-1,7,-13
4,13382,御蔵島村,0,0,-6,5,2,3,0,5,-1,1,1,-3,7
3,13400,八丈支庁,-1,-12,-112,61,-4,-7,-17,0,4,-3,2,-22,-111
4,13401,八丈町,0,-13,-103,56,-8,-8,-17,-2,4,-5,1,-20,-115
4,13402,青ヶ島村,-1,1,-9,5,4,1,0,2,0,2,1,-2,4
3,13420,小笠原支庁,3,0,-72,56,4,-1,12,-11,2,1,14,-5,3
4,13421,小笠原村,3,0,-72,56,4,-1,12,-11,2,1,14,-5,3
,,,,,,,,,,,,,,,
人口の動き（平成22年中）,,,,,,,,,,,,,,,
第５表  区市町村別、月別人口増減（総数）,,,,,,,,,,,,,,,
地域階層（0:総数　1:区部・市部・町村部　2:郡部・島部　3:支庁　4:区市町村）,,,,,,,,,,,,,,,
