地域階層,地域コード,地域,1月中／増減,2月中／増減,3月中／増減,4月中／増減,5月中／増減,6月中／増減,7月中／増減,8月中／増減,9月中／増減,10月中／増減,11月中／増減,12月中／増減,平成22年中の増減
0,13000,総数,-1642,-3301,10559,13296,430,1001,173,950,326,986,-307,-2411,20060
1,13100,区部,-906,-2277,9230,8328,198,866,353,1211,-31,1123,-706,-2181,15208
1,13200,市部,-689,-1019,1546,4736,246,133,-164,-225,340,-125,399,-205,4973
2,13300,郡部,-36,2,11,23,-6,4,-16,-20,18,-12,-4,-12,-48
2,13350,島部,-11,-7,-228,209,-8,-2,0,-16,-1,0,4,-13,-73
1,13100,区部,-906,-2277,9230,8328,198,866,353,1211,-31,1123,-706,-2181,15208
4,13101,千代田区,15,53,87,132,51,-23,-34,5,17,-10,60,-52,301
4,13102,中央区,82,163,382,180,98,49,64,-6,13,48,27,160,1260
4,13103,港区,52,-205,345,190,280,361,79,329,142,6,76,23,1678
4,13104,新宿区,-179,-283,405,734,-330,79,38,278,8,17,19,1,787
4,13105,文京区,14,15,87,242,-59,14,-6,100,230,159,77,-36,837
4,13106,台東区,-8,16,205,327,-7,13,125,71,97,151,78,17,1085
4,13107,墨田区,152,35,455,329,53,38,20,38,-18,71,-56,-13,1104
4,13108,江東区,-28,-7,435,669,224,345,145,169,172,200,154,53,2531
4,13109,品川区,-49,66,463,13,37,-6,192,22,36,77,27,18,896
4,13110,目黒区,-78,-133,288,303,37,37,30,134,48,79,-75,-121,549
4,13111,大田区,-213,-381,379,329,149,-87,-246,71,-134,193,-211,-369,-520
4,13112,世田谷区,-15,-315,826,795,-143,176,55,344,-47,-25,-120,-77,1454
4,13113,渋谷区,-217,0,101,168,-48,-17,19,8,61,41,69,-79,106
4,13114,中野区,-21,-25,330,313,-66,-57,-103,-96,-150,-76,-211,-151,-313
4,13115,杉並区,-80,-320,477,222,-137,33,-170,-125,-47,-136,-152,-95,-530
4,13116,豊島区,75,-15,344,742,3,28,83,-68,-13,81,-36,-51,1173
4,13117,北区,-179,-111,125,101,-14,-45,-44,-21,-88,-78,-111,-157,-622
4,13118,荒川区,80,59,540,412,-14,-37,49,-13,11,43,35,-44,1121
4,13119,板橋区,-82,-296,281,329,-194,-52,-109,-100,-153,-37,-268,-255,-936
4,13120,練馬区,-93,-231,494,227,0,-197,-128,3,-19,-59,-218,-300,-521
4,13121,足立区,18,-14,586,285,72,103,-9,-133,26,53,39,46,1072
4,13122,葛飾区,-5,-65,620,461,111,77,298,157,16,73,136,-135,1744
4,13123,江戸川区,-147,-283,975,825,95,34,5,44,-239,252,-45,-564,952
1,13200,市部,-689,-1019,1546,4736,246,133,-164,-225,340,-125,399,-205,4973
4,13201,八王子市,-68,-275,-160,1198,145,167,14,-82,-45,36,96,-10,1016
4,13202,立川市,-88,-32,46,70,15,19,14,-49,42,86,-32,-88,3
4,13203,武蔵野市,-22,-61,177,275,12,-3,-61,38,-3,-2,-157,-77,116
4,13204,三鷹市,-67,-90,7,68,-83,-60,-82,-11,15,48,-56,-128,-439
4,13205,青梅市,-53,22,97,18,-9,-16,-54,22,-2,17,8,-7,43
4,13206,府中市,-12,-62,269,607,201,-32,-28,-272,412,-53,-192,-53,785
4,13207,昭島市,9,8,110,118,-8,-16,-29,-17,-33,-9,6,-23,116
4,13208,調布市,-102,-109,215,182,21,-86,-29,47,-83,-34,46,25,93
