地域階層,地域コード,地域,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月,平成23年1月
0,130000,総数,12991242,12989726,12984660,13010279,13038856,13039875,13043441,13044818,13047270,13048873,13051965,13053011,13050454
1,13100,区部,8803182,8802501,8799060,8820440,8839097,8839406,8842208,8843344,8845729,8846580,8849664,8849389,8846996
1,13200,市部,4101744,4100995,4099387,4104018,4113609,4114337,4115090,4115377,4115511,4116231,4116278,4117571,4117460
2,13300,郡部,58629,58570,58569,58574,58600,58592,58610,58579,58535,58569,58535,58555,58537
2,13350,島部,27687,27660,27644,27247,27550,27540,27533,27518,27495,27493,27488,27496,27461
1,13100,区部,8803182,8802501,8799060,8820440,8839097,8839406,8842208,8843344,8845729,8846580,8849664,8849389,8846996
4,13101,千代田区,45651,45719,45817,46043,46301,46397,46408,46345,46351,46413,46377,46473,46440
4,13102,中央区,116193,116373,116653,117367,117718,118038,118305,118483,118614,118730,118898,119040,119374
4,13103,港区,214823,215055,214787,215467,215973,216489,217312,217492,218127,218482,218481,218676,218759
4,13104,新宿区,317719,317405,316922,318106,319668,318944,319257,319346,319684,319857,319875,319925,319988
4,13105,文京区,199718,199753,199706,200349,200908,200779,200759,200753,200941,201323,201674,201850,201858
4,13106,台東区,174433,174488,174544,174914,175415,175340,175346,175495,175639,175820,176078,176281,176297
4,13107,墨田区,244982,245224,245335,246257,246814,246844,247009,247071,247169,247193,247303,247221,247250
4,13108,江東区,458617,458628,458713,459728,461041,461644,462207,462618,462978,463292,463810,464119,464322
4,13109,品川区,362535,362453,362507,363577,363805,363959,364022,364470,364511,364581,364696,364883,365027
4,13110,目黒区,268615,268473,268356,268962,269700,269801,269787,269782,270003,269961,270024,269863,269617
4,13111,大田区,683357,683034,682363,683464,684095,684322,684304,683994,683990,683867,684253,684026,683453
4,13112,世田谷区,863850,863938,863410,865429,867356,867156,867511,867722,868309,868272,868351,868280,868287
4,13113,渋谷区,202880,202550,202519,202857,203380,203382,203329,203330,203387,203522,203633,203732,203690
4,13114,中野区,313804,313716,313810,314646,315288,315103,314928,314615,314436,314184,314051,313597,313264
4,13115,杉並区,540342,540194,539629,540871,541566,541361,541431,541066,540750,540816,540633,540399,540135
4,13116,豊島区,261907,262079,262009,262954,264474,264313,264369,264542,264428,264425,264671,264643,264592
4,13117,北区,334327,334076,333890,334306,334571,334566,334561,334529,334436,334266,334087,333758,333432
4,13118,荒川区,202343,202459,202624,203642,204402,204371,204424,204539,204534,204597,204771,204818,204766
