項目,階層,大分類,中分類,小分類,中間計,符号,項目名,都平均／実数（円）,都平均／対前年増加率（％）,35歳未満（円）,35～39歳（円）,40～44歳（円）,45～49歳（円）,50～54歳（円）,55～59歳（円）,60～64歳（円）,65歳以上（円）,（再掲）75歳以上（円）
0,0,0,0,0,0,0,世帯数分布,10000,-,475,559,877,1081,1040,765,844,4358,2039
0,0,0,0,0,0,0,調査世帯数,717,-,31,41,64,74,73,56,62,317,150
0,0,0,0,0,0,0,世帯人員,2.92,-,3.17,3.58,3.63,3.56,3.4,3.11,2.79,2.39,2.32
0,0,0,0,0,0,0,有業人員,1.34,-,1.53,1.55,1.56,1.7,1.78,1.9,1.91,0.85,0.6
0,0,0,0,0,0,0,世帯主平均年齢,59.7,-,30.4,37.1,42,47.2,51.9,57,62,74.4,80.5
2,2,0,0,0,0,0,生計支出,323328,-2.3,258157,319350,319676,392791,389014,383681,355682,282371,255026
2,3,0,0,0,0,0,消費支出,322314,-1.7,253074,319350,319481,392791,389014,383681,355682,280598,255026
2,4,1,0,0,0,0,食料,91615,-0.3,72299,88867,85215,102192,93039,97647,100238,89686,83754
2,5,1,1,0,0,0,穀類,6777,1.9,5430,6592,6499,7570,7179,6611,7290,6648,6380
2,6,1,1,1,0,0,米類,1945,3.7,1250,1375,1718,2171,2040,1793,1755,2125,2307
2,7,1,1,1,0,102,米,1945,3.7,1250,1375,1718,2171,2040,1793,1755,2125,2307
2,6,1,1,2,0,0,パン,2915,2,2487,3217,2891,3156,3131,2953,3597,2682,2349
2,7,1,1,2,0,120,食パン,876,1,607,875,799,872,943,851,1045,880,836
2,7,1,1,2,0,129,他のパン,2040,2.5,1880,2342,2092,2284,2187,2101,2552,1802,1513
2,6,1,1,3,0,0,麺類,1425,1.1,1290,1416,1411,1701,1422,1344,1445,1385,1305
2,7,1,1,3,0,130,生うどん・そば,254,-4.5,241,214,246,268,240,203,267,267,261
2,7,1,1,3,0,131,乾うどん・そば,199,-0.5,70,130,90,139,128,187,140,292,347
2,7,1,1,3,0,134,スパゲッティ,119,9.2,132,148,151,172,157,136,114,83,61
2,7,1,1,3,0,133,中華麺,351,4.2,314,325,388,419,352,316,354,339,313
2,7,1,1,3,0,135,カップ麺,291,1,374,407,336,414,299,304,373,206,159
2,7,1,1,3,0,132,即席麺,129,2.4,98,116,126,179,136,117,116,124,104
2,7,1,1,3,0,139,他の麺類,83,-1.2,62,77,75,109,111,81,82,75,60
2,6,1,1,4,0,0,他の穀類,492,-3,402,584,479,542,586,522,493,455,419
2,7,1,1,4,0,140,小麦粉,41,-18,42,64,44,36,39,40,44,40,34
2,7,1,1,4,0,150,もち,163,-9.4,73,104,106,116,140,115,159,216,224
2,7,1,1,4,0,160,他の穀類のその他,288,4.3,288,416,328,390,407,367,291,200,161
2,5,1,2,0,0,0,魚介類,6517,-5.4,3019,3899,4246,5248,5450,6005,7117,8219,8332
2,6,1,2,1,0,0,生鮮魚介,3700,-5.5,1843,2047,2450,3103,3302,3366,4197,4569,4637
2,7,1,2,1,170-189,0,鮮魚,3388,-5.4,1739,1868,2251,2874,3082,3143,3871,4139,4210
2,7,1,2,1,170-189,170,まぐろ,670,-1.6,257,273,400,495,525,607,799,885,955
2,7,1,2,1,170-189,172,あじ,98,-12.5,16,54,56,67,99,79,98,131,129
2,7,1,2,1,170-189,173,いわし,48,-14.3,13,18,18,28,35,35,50,71,79
2,7,1,2,1,170-189,174,かつお,116,-3.3,52,55,66,81,112,142,139,142,132
2,7,1,2,1,170-189,175,かれい,56,-25.3,30,21,26,26,30,33,64,86,97
2,7,1,2,1,170-189,176,さけ,419,9.4,267,266,404,436,497,463,388,436,445
2,7,1,2,1,170-189,177,さば,64,-8.6,40,62,60,46,70,70,62,70,72
2,7,1,2,1,170-189,178,さんま,95,31.9,35,73,77,73,85,100,106,113,114
2,7,1,2,1,170-189,180,たい,68,-20.9,23,36,33,62,57,43,84,91,94
2,7,1,2,1,170-189,181,ぶり,230,-8,139,143,147,193,234,216,246,275,283
2,7,1,2,1,170-189,182,いか,129,-5.8,30,66,75,98,89,90,186,170,171
2,7,1,2,1,170-189,183,たこ,112,-20,57,70,90,113,98,113,147,124,123
2,7,1,2,1,170-189,185,えび,226,-8.9,147,127,172,181,199,213,315,258,227
2,7,1,2,1,170-189,186,かに,96,-14.3,63,83,37,53,83,53,99,132,148
2,7,1,2,1,170-189,189,他の鮮魚,562,-4.3,379,356,371,529,446,457,582,698,678
2,7,1,2,1,170-189,187,さしみ盛合わせ,400,-11.9,191,168,220,393,423,429,507,457,465
2,7,1,2,1,190-194,0,貝類,312,-5.5,104,180,199,230,220,223,326,429,426
2,7,1,2,1,190-194,190,あさり,72,-18.2,34,66,63,54,62,61,68,88,93
2,7,1,2,1,190-194,192,しじみ,39,-7.1,8,21,30,16,26,24,49,55,57
2,7,1,2,1,190-194,191,かき(貝),86,6.2,30,38,40,61,51,55,94,126,130
2,7,1,2,1,190-194,194,ほたて貝,83,13.7,23,32,37,58,58,48,89,122,116
2,7,1,2,1,190-194,193,他の貝,33,-28.3,9,24,29,40,23,35,27,38,31
2,6,1,2,2,0,0,塩干魚介,1176,-8.2,592,773,790,950,888,962,1009,1559,1612
2,7,1,2,2,0,195,塩さけ,168,-8.2,64,93,82,108,102,151,141,244,274
2,7,1,2,2,0,196,たらこ,180,-14.7,88,151,144,181,146,207,159,209,227
2,7,1,2,2,0,197,しらす干し,165,8.6,123,132,149,126,169,128,136,196,223
2,7,1,2,2,0,198,干しあじ,88,-6.4,22,34,64,66,65,72,61,127,145
2,7,1,2,2,0,202,他の塩干魚介,574,-10.5,296,363,352,469,407,404,512,782,744
2,6,1,2,3,0,0,魚肉練製品,650,-2.3,215,466,444,480,511,614,719,828,819
2,7,1,2,3,0,203,揚げかまぼこ,167,-3.5,34,77,114,101,143,166,191,221,243
2,7,1,2,3,0,204,ちくわ,110,6.8,50,141,83,102,87,77,88,136,127
2,7,1,2,3,0,205,かまぼこ,239,-2.8,66,158,157,170,163,245,252,312,311
