実数・増減率,年次コード,年次,調査世帯数(世帯）,世帯人員（人）,有業人員（人）,世帯主平均年齢（歳）,実収入（円）,実収入／経常収入（円）,実収入／経常収入／勤め先収入（円）,実収入／経常収入／勤め先収入／世帯主収入（円）,実収入／経常収入／勤め先収入／世帯主収入／うち男（円）,実収入／経常収入／勤め先収入／世帯主収入／定期収入（円）,実収入／経常収入／勤め先収入／世帯主収入／臨時収入（円）,実収入／経常収入／勤め先収入／世帯主収入／賞与（円）,実収入／経常収入／勤め先収入／世帯主の配偶者の収入（円）,実収入／経常収入／勤め先収入／世帯主の配偶者の収入／うち女（円）,実収入／経常収入／勤め先収入／他の世帯員収入（円）,実収入／経常収入／事業・内職収入（円）,実収入／経常収入／事業・内職収入／家賃収入（円）,実収入／経常収入／事業・内職収入／他の事業収入（円）,実収入／経常収入／事業・内職収入／内職収入（円）,実収入／経常収入／他の経常収入（円）,実収入／特別収入（円）,可処分所得（円）,実支出（円）,実支出／生計支出（円）,実支出／生計支出／消費支出（円）,実支出／生計支出／消費支出／食料（円）,実支出／生計支出／消費支出／食料／穀類（円）,実支出／生計支出／消費支出／食料／魚介類（円）,実支出／生計支出／消費支出／食料／肉類（円）,実支出／生計支出／消費支出／食料／乳卵類（円）,実支出／生計支出／消費支出／食料／野菜・海藻（円）,実支出／生計支出／消費支出／食料／果物（円）,実支出／生計支出／消費支出／食料／油脂・調味料（円）,実支出／生計支出／消費支出／食料／菓子類（円）,実支出／生計支出／消費支出／食料／調理食品（円）,実支出／生計支出／消費支出／食料／飲料（円）,実支出／生計支出／消費支出／食料／酒類（円）,実支出／生計支出／消費支出／食料／外食（円）,実支出／生計支出／消費支出／住居（円）,実支出／生計支出／消費支出／住居／家賃地代（円）,実支出／生計支出／消費支出／住居／設備修繕・維持（円）,実支出／生計支出／消費支出／光熱・水道（円）,実支出／生計支出／消費支出／光熱・水道／電気代（円）,実支出／生計支出／消費支出／光熱・水道／ガス代（円）,実支出／生計支出／消費支出／光熱・水道／他の光熱（円）,実支出／生計支出／消費支出／光熱・水道／上下水道料（円）,実支出／生計支出／消費支出／家具・家事用品（円）,実支出／生計支出／消費支出／家具・家事用品／家庭用耐久財（円）,実支出／生計支出／消費支出／家具・家事用品／室内装備・装飾品（円）,実支出／生計支出／消費支出／家具・家事用品／寝具類（円）,実支出／生計支出／消費支出／家具・家事用品／家事雑貨（円）,実支出／生計支出／消費支出／家具・家事用品／家事用消耗品（円）,実支出／生計支出／消費支出／家具・家事用品／家事サービス（円）,実支出／生計支出／消費支出／被服及び履物（円）,実支出／生計支出／消費支出／被服及び履物／和服（円）,実支出／生計支出／消費支出／被服及び履物／洋服（円）,実支出／生計支出／消費支出／被服及び履物／シャツ・セーター類（円）,実支出／生計支出／消費支出／被服及び履物／下着類（円）,実支出／生計支出／消費支出／被服及び履物／生地・糸類（円）,実支出／生計支出／消費支出／被服及び履物／他の被服（円）,実支出／生計支出／消費支出／被服及び履物／履物類（円）,実支出／生計支出／消費支出／被服及び履物／被服関連サービス（円）,実支出／生計支出／消費支出／保健医療（円）,実支出／生計支出／消費支出／保健医療／医薬品（円）,実支出／生計支出／消費支出／保健医療／健康保持用摂取品（円）,実支出／生計支出／消費支出／保健医療／保健医療用品 ・器具（円）,実支出／生計支出／消費支出／保健医療／保健医療サービス（円）,実支出／生計支出／消費支出／交通・通信（円）,実支出／生計支出／消費支出／交通・通信／交通（円）,実支出／生計支出／消費支出／交通・通信／自動車等関係費（円）,実支出／生計支出／消費支出／交通・通信／通信（円）,実支出／生計支出／消費支出／教育（円）,実支出／生計支出／消費支出／教育／授業料等（円）,実支出／生計支出／消費支出／教育／教科書・学習参考教材（円）,実支出／生計支出／消費支出／教育／補習教育（円）,実支出／生計支出／消費支出／教養娯楽（円）,実支出／生計支出／消費支出／教養娯楽／教養娯楽用耐久財（円）,実支出／生計支出／消費支出／教養娯楽／教養娯楽用品（円）,実支出／生計支出／消費支出／教養娯楽／書籍・他の印刷物（円）,実支出／生計支出／消費支出／教養娯楽／教養娯楽サービス（円）,実支出／生計支出／消費支出／その他の消費支出（円）,実支出／生計支出／消費支出／その他の消費支出／諸雑費（円）,実支出／生計支出／消費支出／その他の消費支出／こづかい（円）,実支出／生計支出／消費支出／その他の消費支出／交際費（円）,実支出／生計支出／消費支出／その他の消費支出／仕送り金（円）,実支出／生計支出／土地家屋購入（円）,実支出／その他の実支出（円）,平均消費性向（％）,エンゲル係数（％）,選択的支出係数（％）,公共的料金負担率（％）,公共的料金負担率／公共料金等負担率（％）,公共的料金負担率／準公共料金等負担率（％）
Jissu,nen,実数_平成29年,350,3.33,1.67,49.6,580063,573254,546946,479004,450690,408402,4190,66412,62406,60206,5536,3879,1969,1307,604,22429,6810,467754,482914,370605,364470,88082,6765,5297,8083,4145,9155,2714,3633,6575,11339,4982,3570,21825,27837,19421,8416,20449,9145,5855,176,5273,12250,4121,657,827,2738,3141,767,17369,123,7872,3198,1244,172,1240,2320,1200,13933,2312,1373,2842,7406,47120,11927,19580,15613,32903,24872,415,7617,42284,3356,8218,3776,26935,62242,25215,13461,19599,3968,6135,112309,77.9,24.2,54,28.7,16.8,11.9
Jissu,nen,実数_平成30年,359,3.27,1.71,49.8,632404,626646,592054,503688,481432,409714,5573,88400,77226,76899,11141,7671,4151,2646,874,26921,5757,503418,483473,354487,353941,88365,6836,5127,7988,4071,9265,2740,3606,6805,11571,5241,3085,22031,26641,20097,6545,20830,9631,5756,209,5235,11294,3221,628,973,2591,3033,849,16722,97,7603,2993,1266,114,1169,2405,1074,14161,2110,1070,2823,8158,43335,12330,15275,15730,34420,26504,304,7612,39168,2450,7601,3559,25557,59006,25071,12399,18993,2543,546,128986,70.3,25,52.7,30.1,17.9,12.2
Jissu,tuki,実数_平成30年 1月,336,3.28,1.73,50.1,528651,517705,503450,434411,411059,416128,3712,14571,61972,61891,7067,8247,3382,4352,514,6008,10946,417399,468114,356862,350813,86648,6686,4989,8288,4261,9554,2654,3699,6886,11470,4772,2930,20459,24277,18581,5696,26511,11713,8660,585,5553,11460,3677,773,556,2681,2838,935,20963,245,11298,2664,1467,221,1756,2615,697,12203,1976,1030,2443,6754,40083,9776,14181,16126,22324,13310,83,8931,41529,1205,8704,3605,28015,64815,23231,12674,26803,2108,6049,111252,84,24.7,50.3,27.1,17.6,9.5
Jissu,tuki,実数_平成30年 2月,342,3.29,1.69,49.9,547920,544498,484531,413544,390752,403549,4791,5205,59626,58293,11360,5393,2532,2236,625,54574,3422,437986,414008,304074,303577,81941,6360,5077,7755,4073,8976,2785,3578,6860,11366,4262,2521,18328,19341,16754,2587,27297,12328,8846,480,5643,9952,2118,686,982,2127,2824,1215,11594,150,5401,1775,793,180,895,1607,792,15892,2138,1145,2150,10458,35767,7622,13720,14425,17901,13045,221,4634,37465,610,8248,3106,25502,46428,20150,11613,12172,2492,497,109934,69.3,27,48.3,30.6,20.8,9.9
Jissu,tuki,実数_平成30年 3月,351,3.25,1.71,49.8,525062,516373,497678,430625,403452,410940,6774,12911,54319,54319,12734,7428,3130,3481,817,11267,8688,424471,457827,357236,357236,89258,7248,5039,7953,4092,8932,2839,3664,7523,11509,4858,2926,22676,24375,17694,6681,25456,11384,8689,331,5052,13687,5346,733,1163,2736,2951,758,20235,321,11124,2962,1175,133,1064,2029,1427,15320,2737,1006,3220,8356,37581,11544,11481,14556,32191,23462,720,8009,41644,3002,10421,4576,23645,57487,22667,12738,19926,2156,-,100591,84.2,25,51.8,29.6,17.5,12.1
Jissu,tuki,実数_平成30年 4月,344,3.27,1.7,49.4,564192,560763,513352,437778,415974,421338,10241,6199,62014,62014,13561,7627,3620,3549,459,39784,3428,453176,561990,450974,450974,85368,6927,4820,7718,4067,8442,2539,3426,6202,10678,5051,2919,22578,33781,17109,16673,21419,9573,7274,43,4528,11824,2619,1115,1217,3113,3013,748,20510,3,9437,4170,1253,114,1364,2474,1694,14439,2115,1328,3011,7985,44369,17010,12166,15194,111403,104269,1186,5948,38587,3709,7732,3207,23939,69274,33524,11865,19025,4861,-,111016,99.5,18.9,59.7,40.8,14.3,26.5
Jissu,tuki,実数_平成30年 5月,350,3.31,1.72,50.2,526475,523097,505992,428951,407204,417859,6418,4674,64519,64138,12522,4814,491,3387,936,12291,3378,403140,455085,331749,331749,86995,6928,4939,8202,4101,8959,2468,3423,6714,10851,5559,3256,21594,21649,19155,2494,18955,8118,5434,22,5381,12233,3603,757,1286,2795,3080,712,16428,-,5959,3912,1473,57,1192,2584,1252,13191,2066,1261,2213,7651,39231,11235,11727,16269,34263,27286,139,6838,38296,2264,7860,3178,24994,50508,22295,10901,15627,1686,-,123336,82.3,26.2,53.2,31.4,19.6,11.8
Jissu,tuki,実数_平成30年 6月,365,3.34,1.73,49.4,998194,995548,939886,827337,799576,418959,3484,404893,100739,100356,11810,5492,1069,3147,1276,50170,2645,767344,523187,292338,292338,84326,6832,4507,7971,3911,8879,2560,3511,6097,10247,5351,3640,20821,20968,19306,1662,16723,6964,4670,12,5077,9960,2991,348,653,2163,3278,527,13697,145,4969,2972,1184,124,889,2435,978,14562,1865,1159,2863,8675,30503,8069,8662,13772,19349,13447,77,5826,29802,1203,6213,2967,19419,52448,22160,11882,17076,1330,-,230849,38.1,28.8,50,29.5,19.5,9.9
Jissu,tuki,実数_平成30年 7月,364,3.28,1.74,49.6,681695,679736,660726,559332,531409,416517,4409,138406,88917,88917,12476,9672,5897,2487,1288,9339,1959,527361,533286,378951,378951,91091,6678,4368,7506,4101,9545,2845,3436,6939,12118,6586,3434,23535,36331,22603,13728,17537,8010,4325,13,5190,12082,3767,461,913,2577,3210,1154,16940,170,6666,3691,1499,82,937,2877,1017,14849,2093,1169,3088,8498,66206,11751,38580,15874,23646,14588,107,8952,42399,3868,7141,3340,28050,57871,24858,11307,18874,2832,-,154334,71.9,24,53.4,24.4,16.2,8.3
Jissu,tuki,実数_平成30年 8月,369,3.26,1.73,49.3,575871,570062,529692,437828,419271,418028,3333,16466,80238,80238,11626,8749,5734,2360,656,31621,5809,468307,451896,344332,344332,91517,6656,4475,7389,4024,9208,2883,3542,7132,11632,6206,3459,24912,31457,24605,6852,18939,10314,3433,35,5157,10901,3229,695,578,2429,3005,966,10996,52,4001,2319,1313,69,679,1722,841,13262,2222,1260,2812,6967,46301,18387,12128,15785,15438,8678,252,6509,43653,1949,5749,3495,32460,61867,26026,12400,18394,5047,-,107564,73.5,26.6,50.5,27.8,19.6,8.2
Jissu,tuki,実数_平成30年 9月,376,3.29,1.72,49.7,518719,517018,503087,415680,399233,406551,4961,4168,76858,76000,10549,7935,5477,1619,839,5997,1701,420615,438519,340414,340414,87367,6748,5212,7950,4173,9898,2817,3599,6392,11030,4994,2901,21652,23569,19889,3680,19838,11391,3213,105,5129,9748,2408,299,1138,2500,2940,463,13141,1,5741,2162,975,83,815,2266,1097,15583,1793,815,2664,10311,45731,15723,14686,15322,35857,28898,266,6694,35021,4156,5456,3453,21956,54559,23486,11713,16689,2672,-,98105,80.9,25.7,52.5,31.6,19.9,11.7
Jissu,tuki,実数_平成30年10月,372,3.24,1.74,50,563791,559496,498985,402850,388492,390017,9614,3219,85223,84647,10911,8068,5010,2163,894,52443,4295,459325,464479,360013,360013,90009,6733,5150,8014,4108,10040,2896,3643,6380,12139,5326,2809,22770,26845,24841,2004,18922,9379,3943,63,5537,9521,1760,554,833,2239,3043,1092,17845,11,8227,2919,1326,113,1115,3035,1099,12059,1884,1071,2353,6751,42092,14619,11307,16167,46421,36879,226,9315,34895,625,5775,3728,24767,61403,30402,12675,15960,2366,-,104466,78.4,25,54.6,34,18.4,15.7
Jissu,tuki,実数_平成30年11月,371,3.2,1.66,49.9,505964,500667,484868,407517,392681,398084,3771,5661,69053,68741,8298,9536,7420,1170,945,6264,5297,408304,431559,333899,333899,84268,6540,4678,7797,3816,8981,2464,3566,6342,11332,4707,2729,21317,26713,20192,6521,17914,8227,4551,183,4954,10305,3111,511,723,2201,2847,912,17861,54,8383,3419,1184,84,1393,2483,861,15216,2276,877,4311,7751,43261,11169,14533,17559,28203,17858,178,10168,34327,2640,6245,3990,21452,55830,24134,12226,17567,1903,-,97660,81.8,25.2,52.6,27.9,18,9.9
Jissu,tuki,実数_平成30年12月,366,3.19,1.65,50.5,1052313,1034792,982406,848397,818083,398599,5370,444428,123231,123231,10778,9093,6050,1806,1237,43293,17521,853588,601726,403001,403001,101587,7693,8265,9310,4130,9763,3127,4182,8198,14477,5215,3499,23728,30390,20432,9958,20451,8167,6039,632,5613,13856,4017,608,1633,3525,3361,711,20448,12,10025,2953,1555,111,1931,2732,1130,13352,2150,724,2744,7734,48891,11053,20128,17710,26044,16330,196,9518,52396,4174,11672,4065,32485,75587,27921,16794,29807,1065,-,198726,47.2,25.2,52.1,24.1,15.7,8.3
meimoku,nen,対前年（同月）名目増加率_平成19年,-,-,-,-,-1.9,-2.6,-2.9,-1.5,-2.4,-2.7,38,4.1,-18.6,-18.2,23.5,1.9,-8.8,46.9,-20,8,44.9,-2,12.6,16.6,-1.3,-4,-1.7,-6.9,-3.6,-4,-4.5,3.1,-1.5,-1.3,-6.8,-0.1,-2.1,-5.8,0.6,2.2,-7.7,-4,-3.4,-3.7,-29.7,-3.3,-9.5,-19,10.6,-27.3,1.9,1.3,-28.9,-5.9,-62.3,-7.3,1.7,-7.4,7.9,-5.5,2.2,-8.1,-4.1,-7.9,-14.9,-3.4,-2.5,-1.1,-8.7,3.6,-0.1,10.8,11.6,5,8.8,-2.3,7,1.8,-8.2,-3.9,1.3,1.1,-0.2,8.2,-31.8,395,-1.7,,,,,,
meimoku,nen,対前年（同月）名目増加率_平成20年,-,-,-,-,1.2,1.6,1.7,2.6,3.3,2.3,-18,4.8,-2,-2,-38.2,-19.3,-37.1,10.2,-30,4.8,-17.8,0.1,-12.4,-16.8,-0.7,3.6,5.5,-0.1,10.4,3.9,5.6,2.5,11.2,6.1,0.7,-1.5,-6.3,3.5,-11.3,-12.3,-5.3,6.5,10.7,6.9,5.1,-0.7,6.4,7.5,12.2,16.5,4.3,4.3,-2.3,-1.5,6.4,0.1,-6.2,-2.3,-15.2,4.8,-2.7,-0.8,-1.6,3.5,14.5,-10.3,-1.2,1.3,0.8,3.1,-0.6,-3.3,-5.6,-11.3,4.1,4.2,-16.7,4.9,3.7,8.3,-6.5,-1.3,-13.1,-12.2,63.5,-84.9,6.3,,,,,,
meimoku,nen,対前年（同月）名目増加率_平成21年,-,-,-,-,3,2.3,2.1,0.6,-0.4,3.2,-15.8,-12.1,14.6,16.3,41.2,61.5,159.7,10.8,-10,-5.1,48.3,2,5.1,4.4,4.4,4.2,2.5,1.6,0.5,4.4,-1.3,1,1.8,2.3,6.6,5.1,12.1,8.3,11.1,8.5,25.6,-0.3,-3.3,2.8,-24.6,2.4,8.2,11,28.8,-10.3,6.8,1.9,22,9.4,-69.8,7.5,17.1,2.2,2.3,12.2,12.5,14.5,5.8,22.3,-3.5,28.9,-2.9,1.9,2.1,-3.5,8.8,9.5,8.8,3.3,11.8,5.8,28.7,-2.8,-2.4,6.7,0.1,-0.1,-2.8,4,-5,3.4,7.5,,,,,,
meimoku,nen,対前年（同月）名目増加率_平成22年,-,-,-,-,2.8,3.9,3,4.4,5.5,1.9,34.4,18.4,-16.6,-15.8,47.8,-14,-0.8,-39.8,-6.5,39.6,-40.3,2.4,1.5,0.5,1.1,-3.5,-4.5,-7,-2.2,-1.8,0.4,-1.6,-3.5,-0.4,-3.1,-1.1,-11.8,-5.1,0.9,-7.2,39,2,6.6,-5.3,17.2,2.9,3,17.7,-46.5,-10.9,-2.1,2.7,47.3,2.3,313.8,5.2,-2.4,-3.2,-11.3,-4,-1.2,3.8,1.4,9,47.6,-5.7,-2.4,0.8,8.6,-4.3,0.7,-0.5,-2.7,56,2.4,7.6,23.8,4.3,1.3,6.8,2.7,14,1.1,-5.3,-14.8,-18.5,4.9,,,,,,
meimoku,nen,対前年（同月）名目増加率_平成23年,-,-,-,-,-8.2,-8.3,-8.1,-9.7,-10.5,-6.8,-14.4,-24.5,11.4,11.2,-4.5,-40.8,-70.4,22.4,14.7,-5.4,-5.7,-7.8,-6.1,-4.9,-7.1,-1.1,-0.3,-5.8,-1.4,-2.7,-5.2,-3.3,0.4,0.4,-0.1,9.5,-1,-1.1,-7.4,3.6,-41.7,-5.5,-7.8,-4.2,5.1,-3.4,-10.1,-23.2,19.5,6.7,-7.5,0.6,-19.1,-15.5,-3.3,-18.4,-17.3,-1.4,17.2,-10.2,-11.7,-22.5,-2.2,-3,-24.1,-8.4,3.5,-5.5,-14.3,-1.2,-2.8,0.5,5,-36.4,-8.1,-15.5,-38.6,-8.2,-9.6,-13.7,-10.9,-10.3,-18.9,-2.5,-20.7,72.7,-9.9,,,,,,
