実数・増減率,年次コード,年次,調査世帯数(世帯）,世帯人員（人）,有業人員（人）,世帯主平均年齢（歳）,実収入（円）,実収入／経常収入（円）,実収入／経常収入／勤め先収入（円）,実収入／経常収入／勤め先収入／世帯主収入（円）,実収入／経常収入／勤め先収入／世帯主収入／うち男（円）,実収入／経常収入／勤め先収入／世帯主収入／定期収入（円）,実収入／経常収入／勤め先収入／世帯主収入／臨時収入（円）,実収入／経常収入／勤め先収入／世帯主収入／賞与（円）,実収入／経常収入／勤め先収入／世帯主の配偶者の収入（円）,実収入／経常収入／勤め先収入／世帯主の配偶者の収入／うち女（円）,実収入／経常収入／勤め先収入／他の世帯員収入（円）,実収入／経常収入／事業・内職収入（円）,実収入／経常収入／事業・内職収入／家賃収入（円）,実収入／経常収入／事業・内職収入／他の事業収入（円）,実収入／経常収入／事業・内職収入／内職収入（円）,実収入／経常収入／他の経常収入（円）,実収入／特別収入（円）,可処分所得（円）,実支出（円）,実支出／生計支出（円）,実支出／生計支出／消費支出（円）,実支出／生計支出／消費支出／食料（円）,実支出／生計支出／消費支出／食料／穀類（円）,実支出／生計支出／消費支出／食料／魚介類（円）,実支出／生計支出／消費支出／食料／肉類（円）,実支出／生計支出／消費支出／食料／乳卵類（円）,実支出／生計支出／消費支出／食料／野菜・海藻（円）,実支出／生計支出／消費支出／食料／果物（円）,実支出／生計支出／消費支出／食料／油脂・調味料（円）,実支出／生計支出／消費支出／食料／菓子類（円）,実支出／生計支出／消費支出／食料／調理食品（円）,実支出／生計支出／消費支出／食料／飲料（円）,実支出／生計支出／消費支出／食料／酒類（円）,実支出／生計支出／消費支出／食料／外食（円）,実支出／生計支出／消費支出／住居（円）,実支出／生計支出／消費支出／住居／家賃地代（円）,実支出／生計支出／消費支出／住居／設備修繕・維持（円）,実支出／生計支出／消費支出／光熱・水道（円）,実支出／生計支出／消費支出／光熱・水道／電気代（円）,実支出／生計支出／消費支出／光熱・水道／ガス代（円）,実支出／生計支出／消費支出／光熱・水道／他の光熱（円）,実支出／生計支出／消費支出／光熱・水道／上下水道料（円）,実支出／生計支出／消費支出／家具・家事用品（円）,実支出／生計支出／消費支出／家具・家事用品／家庭用耐久財（円）,実支出／生計支出／消費支出／家具・家事用品／室内装備・装飾品（円）,実支出／生計支出／消費支出／家具・家事用品／寝具類（円）,実支出／生計支出／消費支出／家具・家事用品／家事雑貨（円）,実支出／生計支出／消費支出／家具・家事用品／家事用消耗品（円）,実支出／生計支出／消費支出／家具・家事用品／家事サービス（円）,実支出／生計支出／消費支出／被服及び履物（円）,実支出／生計支出／消費支出／被服及び履物／和服（円）,実支出／生計支出／消費支出／被服及び履物／洋服（円）,実支出／生計支出／消費支出／被服及び履物／シャツ・セーター類（円）,実支出／生計支出／消費支出／被服及び履物／下着類（円）,実支出／生計支出／消費支出／被服及び履物／生地・糸類（円）,実支出／生計支出／消費支出／被服及び履物／他の被服（円）,実支出／生計支出／消費支出／被服及び履物／履物類（円）,実支出／生計支出／消費支出／被服及び履物／被服関連サービス（円）,実支出／生計支出／消費支出／保健医療（円）,実支出／生計支出／消費支出／保健医療／医薬品（円）,実支出／生計支出／消費支出／保健医療／健康保持用摂取品（円）,実支出／生計支出／消費支出／保健医療／保健医療用品 ・器具（円）,実支出／生計支出／消費支出／保健医療／保健医療サービス（円）,実支出／生計支出／消費支出／交通・通信（円）,実支出／生計支出／消費支出／交通・通信／交通（円）,実支出／生計支出／消費支出／交通・通信／自動車等関係費（円）,実支出／生計支出／消費支出／交通・通信／通信（円）,実支出／生計支出／消費支出／教育（円）,実支出／生計支出／消費支出／教育／授業料等（円）,実支出／生計支出／消費支出／教育／教科書・学習参考教材（円）,実支出／生計支出／消費支出／教育／補習教育（円）,実支出／生計支出／消費支出／教養娯楽（円）,実支出／生計支出／消費支出／教養娯楽／教養娯楽用耐久財（円）,実支出／生計支出／消費支出／教養娯楽／教養娯楽用品（円）,実支出／生計支出／消費支出／教養娯楽／書籍・他の印刷物（円）,実支出／生計支出／消費支出／教養娯楽／教養娯楽サービス（円）,実支出／生計支出／消費支出／その他の消費支出（円）,実支出／生計支出／消費支出／その他の消費支出／諸雑費（円）,実支出／生計支出／消費支出／その他の消費支出／こづかい（円）,実支出／生計支出／消費支出／その他の消費支出／交際費（円）,実支出／生計支出／消費支出／その他の消費支出／仕送り金（円）,実支出／生計支出／土地家屋購入（円）,実支出／その他の実支出（円）,平均消費性向（％）,エンゲル係数（％）,選択的支出係数（％）,公共的料金負担率（％）,公共的料金負担率／公共料金等負担率（％）,公共的料金負担率／準公共料金等負担率（％）
meimoku,nen,対前年（同月）名目増加率_平成24年,-,-,-,-,1.8,1.5,1.7,0.6,1.3,-0.1,-0.6,5.7,14.5,14.1,-11.7,16.9,30.4,11.6,6,-4.5,25,1.3,2,1.4,3.2,0.8,-2.2,-1,-2.5,1.8,-0.6,-1.3,-1.8,-3.9,4,-0.3,7.2,3.8,8.2,-4.2,76.7,8.3,10.1,12.1,11.5,0.7,5.6,0.8,89.7,5.3,5.9,-1.3,-29.5,8.4,-14.2,6.8,15.7,1.7,-23.4,4.5,12.3,13.5,5.4,5,10.8,8.1,4,8.2,16,9.9,0.6,-4.6,-3.5,6,-8.2,-0.1,-20.9,2.8,-9.5,4,2.6,3.2,9.2,-3.9,5.6,-31.4,4.1,,,,,,
meimoku,nen,対前年（同月）名目増加率_平成25年,-,-,-,-,0.6,0.9,1.9,0.9,1.7,0.2,16.7,4.4,10.8,9.2,0.2,-31.8,-9,-69.5,16.3,-18.4,-16.8,0.4,5.8,7.3,4.5,3.8,3.9,-0.5,7.8,0.9,1,-2.9,2.9,10.1,0.3,10,-2.7,6,15.9,18.6,7.7,1.9,9.6,-3.9,-11.3,-3.5,5.6,15.5,-48.4,53.4,1.1,9.5,20.2,3.9,-13,6.1,-0.8,9.7,17,3.8,7.4,-6.2,0.6,2.8,-4.3,2.2,0.1,10.2,1,21.4,4.2,-1.6,0,-1.6,-6.7,1.4,-4.2,4.1,2.5,1.1,2.6,5.3,-13.7,4.6,70.8,86,1.1,,,,,,
meimoku,nen,対前年（同月）名目増加率_平成26年,-,-,-,-,1.2,1,0.7,2.4,0.9,1.6,-0.1,7.3,-9.3,-8.4,-28,65.6,-18.9,347.3,18.2,-2.3,18.6,0.2,-4.7,-7.6,-2.9,0.8,-3.3,6.1,9,5.1,4.5,9.9,3.5,1.4,4.7,-6.1,2.3,-6.2,-11.1,-13,-5,0.2,0,2.2,3.9,-2.3,9.2,19.7,18.1,-10,4,3.9,17.2,2.3,90.7,-0.9,3,0.3,-7.3,4.1,4.9,2.9,-8.1,0.7,-16.9,-4.8,-10.5,-3.1,-5.9,-1.9,-2.7,-8.3,-12.8,-12.9,6.9,2.3,0,3.6,-7.6,3.8,-7.7,-1.2,-11.3,-7.8,-34.8,-83.5,5.4,,,,,,
meimoku,nen,対前年（同月）名目増加率_平成27年,-,-,-,-,-1.9,-1.6,-2.1,-2.6,-0.3,-2.6,4.5,-3,4.3,3.2,-21.7,-19.3,25.9,-34.8,-32.2,20,-19,-1.3,0.3,1.8,0.3,3.2,-1.5,2.1,0.7,5.2,5.2,9.7,1.9,2.1,1.5,-1.3,1.9,6.8,-4.8,-3.2,-9.9,-2.9,-6.1,0.5,-35.6,1.1,-8.1,-15.1,3.8,-5.8,-6.1,-4.6,-3.1,-1.7,-16.2,7.8,-7.3,-7.5,-11.8,-7,-6.6,-13.9,1.9,1.5,11.2,-8.4,4.8,-8.5,-3.3,-21.2,5.8,20,27.2,16.7,0.7,-2.9,-20.1,-7.7,3.3,-0.5,2.6,0.6,-0.1,6.8,6.2,139.8,-4.1,,,,,,
meimoku,nen,対前年（同月）名目増加率_平成28年,-,-,-,-,5.4,5.7,5.6,2.4,0.4,1.9,-2.6,5.4,26.4,26.3,90.6,34.2,112.9,-8.7,-29.3,3.2,-20.9,5.2,0.6,-1.1,0.7,2.1,1.2,-2.6,1.6,6.7,-2.5,-0.5,1.2,0.6,8.9,8.5,-9.6,3.5,-4.5,-1.3,-14.8,-11.7,-12.2,-19.5,-13.2,-0.2,2.8,-1,-0.2,13.5,-3.1,12.2,-0.8,0.1,-72.3,-0.1,4,10.9,-1.5,-8.7,-2.5,14,3,-2.7,22,18.9,-2.6,-7,5.5,-24.9,3.3,13.1,11.6,-22.1,20.3,2.5,7.4,14.1,-7.4,0.4,3,3.6,3.6,-4.6,43.8,-74.5,5.9,,,,,,
meimoku,nen,対前年（同月）名目増加率_平成29年,-,-,-,-,-4.2,-4.4,-4.5,-2.8,-4.2,-0.9,13.3,-14.1,-12.7,-12.9,-32.2,-23,-35.7,-13,27.4,3.3,11.7,-3.3,0.4,3.2,2.1,-0.4,1.6,-5.5,1.9,-6.4,-2.9,-8.2,2,0.9,2.5,-2.8,11.6,-0.7,4.1,-8.2,50.1,4.2,4,5.3,6.7,3.1,-0.4,8.4,-25.3,-25.7,5,0.8,-1.4,-5.3,43,-5,-3.8,-10.5,29.3,0.1,-7.6,-12.2,0.9,7.6,29,-4.4,-2.7,19.4,2.9,60.3,-0.2,-3.8,-3.2,25,-6.7,2.7,39.1,-2.3,-2.3,1.7,-0.8,-5.5,0.3,6.5,-6.7,166.6,-7.7,,,,,,
meimoku,nen,対前年（同月）名目増加率_平成30年,-,-,-,-,9,9.3,8.2,5.2,6.8,0.3,33,33.1,23.7,27.7,101.2,97.8,110.8,102.4,44.7,20,-15.5,7.6,0.1,-4.3,-2.9,0.3,1,-3.2,-1.2,-1.8,1.2,1,-0.7,3.5,2,5.2,-13.6,0.9,-4.3,3.5,-22.2,1.9,5.3,-1.7,18.8,-0.7,-7.8,-21.8,-4.4,17.7,-5.4,-3.4,10.7,-3.7,-21.1,-3.4,-6.4,1.8,-33.7,-5.7,3.7,-10.5,1.6,-8.7,-22.1,-0.7,10.2,-8,3.4,-22,0.7,4.6,6.6,-26.7,-0.1,-7.4,-27,-7.5,-5.7,-5.1,-5.2,-0.6,-7.9,-3.1,-35.9,-91.1,14.8,,,,,,
meimoku,tuki,対前年（同月）名目増加率_平成30年 1月,-,-,-,-,2.1,2.5,1.1,-0.1,0.8,-2.4,110.4,114.8,9.3,14.6,7.9,50.3,24.1,119.1,-33.8,242.3,-11.5,-0.4,-0.2,-3.7,-5.4,-0.6,2.3,-7.6,-1,-1.8,1.9,-11.2,-2.1,-0.1,2.1,-0.9,10.5,-1.6,2.1,-17.4,339.2,15.4,18.1,14,-0.3,14.1,-42.8,-64.7,-26.9,-64.6,-20,-4.2,33.4,2,620.6,13.5,-9,12.3,51.4,6.2,-19.5,-45.5,-0.4,3.1,2,-13.6,3.9,-22.5,-20.9,-37.5,-3,-20,-24.5,-69,-10.8,1.5,-60.4,-1.1,-15.1,12.8,2.2,-2.4,-14.1,14.4,43.1,...,13,,,,,,
meimoku,tuki,対前年（同月）名目増加率_平成30年 2月,-,-,-,-,3,3.3,0.9,-1.8,-1.8,-3.5,65.8,...,10.8,14.7,117.2,4.8,-3.1,26,-17.9,31.4,-29.6,0.1,-9.7,-16.6,-16.7,0.4,-3,-1.1,3.4,-1.9,3.4,-13,6.5,-2.6,5.6,5.1,2.1,-2.1,-37.9,-28.5,-66.5,5.8,11.8,9.9,42.9,-11.6,-4.7,-29.8,-10.8,-7,-0.4,-2.9,116.6,-9.5,476.9,-18.6,3.1,9.2,37.4,-20.3,-3.2,1,16.3,-3.7,-1.5,-30.1,45.1,-24.6,6.8,-47.3,0.9,-66.1,-69.6,18.2,-52.6,12.4,-82.4,31.7,-21.8,29.9,-16.2,-32.3,0.9,-2.5,54.1,...,16.8,,,,,,
meimoku,tuki,対前年（同月）名目増加率_平成30年 3月,-,-,-,-,-0.5,0.6,-0.6,-3.3,-2.7,-3.8,17.7,6.5,7.6,15.7,151.9,27.2,8.7,49.5,29.5,66.9,-38.6,-0.9,-5.5,-7.3,-7.3,-0.5,2.1,-6.9,0.2,-0.9,-0.6,3.2,-1.9,9,-0.5,0.9,-12.3,-1.7,-22,-11.4,-40.8,5.8,8.5,7.6,35.7,-3.6,54,178.6,179.8,70.3,0.3,0.3,115.3,-10.2,...,-11.2,-8.1,34.4,-49.2,-13.8,-31.9,0.2,1.6,2.1,-35,-9.1,14.3,-22.4,-9.4,-38.8,-14,16.4,51.6,-59.8,-22.9,-9,-62.3,17.9,25.7,-6.6,-20.3,-20.7,-0.2,-12.1,-73.3,-,1.5,,,,,,
meimoku,tuki,対前年（同月）名目増加率_平成30年 4月,-,-,-,-,10.1,11.7,8.9,4.9,7.1,3.9,35.3,51.5,25.8,35.1,190,166.1,397.9,318,-64.4,43.2,-67.5,6.6,-4,-9.5,6.2,-2,-3.5,-11.7,-6,-2.5,-7.6,-4.9,-6.1,-2.4,0.1,0.7,-17,6.9,19.6,-6.3,67,-7.2,-5.1,-4.8,-63.6,-13.7,26.4,21.4,81.6,245.7,5.5,-1.3,231,16.5,0,35.2,15.6,4.4,-2.6,7.7,-5.5,-6.4,-4.9,-1.9,-27.2,-24.6,10.7,4.1,-4.2,21.1,2.6,21,26.2,-0.8,-27.7,-13.8,49.9,-11.6,-9.5,-20.2,7.3,27.4,-1.6,-4.4,-22.6,-100,27.1,,,,,,
meimoku,tuki,対前年（同月）名目増加率_平成30年 5月,-,-,-,-,15,15.2,13.1,9.2,11.3,7.5,82.4,...,26.9,36.1,235.3,108.8,-63.2,482,140.6,161.5,-0.4,12.3,-4.9,-12.6,-12.6,-4.7,1.2,-4.7,-1.4,-2.7,-3.2,-6.1,-3.7,0.6,-2.1,1.9,-21,-9.7,-50.2,4.5,-90.1,-3.8,-1.1,-16,-31.3,7.8,0.5,-10.9,59.4,59.8,-2.4,-11.9,46.5,-6.2,-100,-10.6,3.9,-2.9,-45.2,-5.2,1.7,-20.6,5.9,-16.4,-27.1,-8.9,31.4,-36,5.9,-64.1,-9.9,57.7,65.7,-45.7,36.8,-4.2,-10.4,-17.3,-10.6,2.5,-16,-9.8,-11.8,-15.1,-63.8,-,25,,,,,,
meimoku,tuki,対前年（同月）名目増加率_平成30年 6月,-,-,-,-,31.5,31.7,32.9,31,35.8,5.8,28.8,73.8,43,52.5,129.7,178.4,139.1,308.2,68.8,6.8,-10.5,31.7,3.8,-10.8,-10.8,2.1,2.1,-5.7,2.7,-0.3,-2.1,2.6,-2.9,7.7,5.9,8.4,-4.9,3.1,-26.4,-3.7,-80.3,-5.7,-2.5,-7,-84,-7.8,-3.6,3.8,-57.9,99.7,-3.9,6.1,-44.9,-6.9,168.5,-1.8,-22,12.9,-15.6,-16.4,10.7,-26.4,16.5,-18.6,-12.3,35.8,28,-17.4,-18.3,-33.4,-2.2,1.8,20.5,-62.3,-23.8,-39.5,-77.1,-9.8,-12.6,-42.5,-6.5,-4.7,-13.4,0.6,-37.7,-,30.9,,,,,,
meimoku,tuki,対前年（同月）名目増加率_平成30年 7月,-,-,-,-,11.6,11.7,10,3.6,5,2.2,2.3,8.2,62.7,67.5,96.6,175.2,493.3,37.9,79.6,121.5,-19.9,6.8,9.6,2.6,2.6,2.2,6,-5.2,-2.2,1.7,4.7,6,-2.3,16.3,3.8,14.8,-10.8,-1.9,42.9,10.5,175.6,2,2.1,1.9,-35,2.1,-26.5,-50.5,-43.9,29.5,-15,-1.4,13,-5.2,-41.6,-3.8,-12.1,-16.1,-42.7,-20.9,19.2,9.6,-2.4,-17.7,-35.4,22.6,1.9,8.7,-7.2,18.2,1.6,5.1,5.8,-61.9,6.2,-4.8,2.1,-3.9,-7.6,-5.6,-3.6,-3.8,-20,20.2,-35,-,31.5,,,,,,
meimoku,tuki,対前年（同月）名目増加率_平成30年 8月,-,-,-,-,10,9.6,9.7,3.6,5.7,4.9,26.4,-22.6,48.2,52.6,94.1,183.1,282.3,109.6,41.4,-7.4,55.5,10.6,0.8,-1.1,-1.1,3.3,6.9,1.3,0.2,4.7,7.4,11.4,8.5,16.7,10.6,15.3,-13.9,-5.2,13.4,38.3,-31.2,-0.1,8.1,-6.9,34.6,-9.6,3,-8.1,65.9,21.9,-5.5,2.5,41.9,-12.5,6.1,-23.6,-13,57.8,-61,3.8,-6.4,-24.6,-4.3,-9,-32.4,17.8,-2.7,2.4,27.8,-19.8,0.5,3.8,-6.9,83.9,20.1,-12.7,-28.9,-19,-8.9,-10.7,-5.8,6,-15.2,-22.5,81,-,7.4,,,,,,
meimoku,tuki,対前年（同月）名目増加率_平成30年 9月,-,-,-,-,4.1,4.1,2.8,-0.6,-0.1,2,-11,-70.3,19.9,20,52.6,121.3,164,54,83.2,69.6,-14.1,4.2,1.8,1.3,1.3,3.3,1.1,4.6,1.5,1,7.2,9.2,4.4,6.8,5,-4.1,-20.1,6.3,19.1,14.2,54.6,8.7,16.4,-10.1,238.7,5.6,-25,-60.2,-23.7,136.6,-2.6,-4.6,8.7,-12.8,-99.9,-18.2,-14,-6.5,-54.6,-3.9,9.9,56.5,13.5,-23.4,-14.7,-0.4,32.8,18.7,16.9,25.4,14.7,-5.9,-9.4,66.3,10.4,-11.2,34.3,-19.5,4.9,-16.4,-1.9,6.5,-13,5.2,-36.8,-,3.7,,,,,,
meimoku,tuki,対前年（同月）名目増加率_平成30年10月,-,-,-,-,5.3,4.9,4.9,-1.8,-1,-3.2,54.1,160.6,37.8,36.8,199.3,127.6,181.1,75.1,69.3,-3.1,120.9,6.4,0.2,0.1,0.1,7.8,3.8,2.8,-3.2,-1.5,11,9.8,0.6,2.2,9.2,9.4,-22.2,23.8,-19.3,21.6,-84.4,8.6,13.5,3.2,0,4.9,15.5,196.3,-44.5,43.4,-2.9,-2.2,68.8,7.1,57.1,15,-5.5,5.4,-62.3,-14.6,30.9,-11.1,-13.7,-6.5,25.3,-20.2,-17.2,-8.3,-4.1,-26.9,6.6,13,9.2,7.1,31.3,-10.1,-56,-16.5,-2.6,-7,0.8,23.9,15.1,-25.3,-40.8,-,0.6,,,,,,
meimoku,tuki,対前年（同月）名目増加率_平成30年11月,-,-,-,-,1.8,1.5,0.9,-1.1,0.2,-2.8,54.5,...,11,11.8,37.6,98,120.1,20.2,99.4,-24.5,58.6,2.8,4.9,7.1,7.1,-1.1,-2.4,-8.9,-3.6,-6.5,0.1,2.5,-5.3,-1.4,-1.1,6.9,-16.9,4,33.9,21.6,94.6,-4.9,1.3,-13.6,1.1,-5.9,-12.2,15.5,-4.3,-59.1,-4,-4.5,-37.8,-9.7,260,-17.3,6.5,-16.1,-53.1,-11.9,15.1,-20.7,3,-6.9,1,41.6,-7.9,24.5,33.2,40.1,9.9,105.7,141.1,1.7,65.9,-4.2,122.2,-24.3,13.5,-6.2,-2.3,5.7,-2.4,-1.3,-52,-,-2.1,,,,,,
meimoku,tuki,対前年（同月）名目増加率_平成30年12月,-,-,-,-,6.4,6.8,5.7,5.8,8,-5.3,10,18.1,2.5,3.1,51.4,107.6,90.5,49.9,...,22.7,-12.3,5.2,4.9,1.8,1.8,-4.4,-2.3,2.8,-3.5,-9.1,-6.3,6.6,-2.5,-5,-8.4,2.5,-22.6,-3.3,41.4,14.5,172.5,-4.4,-12.3,-11.5,59.2,15.6,-12.1,-11.9,-14.7,45.3,-7.5,-13.3,-57.6,-1.6,-94.3,-1.4,-18.9,-19.1,-36.2,12.9,51.1,-0.6,-8,-3.2,-52.6,8,-6,-5.5,30,-24,5.7,11.6,2.1,75,31.8,17.1,26,-10.9,-16.5,38.4,-0.3,6.1,-9.8,11,-73.8,-,11.7,,,,,,
jissitu,nen,対前年（同月）実質増加率_平成19年,-,-,-,-,-1.8,-2.5,-2.8,-1.4,-2.3,-2.6,38.1,4.2,-18.5,-18.1,23.6,2,-8.7,47,-19.9,8.1,45,-1.9,-,-,-1.2,-4.2,-0.8,-7.5,-6.7,-3.1,-2.8,-0.1,-1.6,-1.4,-7.5,1.6,-1.7,-6.2,0.8,2.5,-7.8,-5,-4.3,-6,-31.6,-3.3,-7.8,-13.6,15.8,-27.1,0,0.2,-28.5,-5.4,-62,-4.7,0.4,-3.9,-,-5.9,-2.4,-9.1,-4.1,-6.8,-13.9,-2.1,-3.5,-0.9,-8.7,2.5,1.9,9.5,10.9,3.6,5.8,-1.3,28.5,2.9,-8.4,-4.7,-,0.6,-,-,-,-,-,,,,,,
jissitu,nen,対前年（同月）実質増加率_平成20年,-,-,-,-,0.1,0.5,0.6,1.5,2.2,1.2,-18.9,3.7,-3.1,-3.1,-38.9,-20.2,-37.8,9,-30.8,3.7,-18.7,-1,-,-,-1.8,1.5,1.2,-1.2,6.6,-0.4,4,9.2,6.5,1.5,-2.2,-0.4,-7.9,1.6,-11.5,-12.6,-5.4,2.3,5.9,1.3,-16.8,-0.7,7.7,11.4,18.1,17.4,3.5,3,-1.6,-1.6,4.3,1.4,-8,-0.2,-,7,-5.5,-2.4,-1.6,3.4,14.4,-9.1,-1.4,0.1,-0.3,0.8,-0.4,-4,-6.3,-11.4,3.2,4.4,1.8,3.9,3.5,7,-,-1.9,-,-,-,-,-,,,,,,
jissitu,nen,対前年（同月）実質増加率_平成21年,-,-,-,-,4.3,3.5,3.3,1.8,0.8,4.5,-14.8,-11,16,17.7,42.9,63.5,162.9,12.1,-8.9,-3.9,50.1,3.2,-,-,5.7,4.7,2.3,4.3,4.4,2.2,0.5,6.2,0.6,-0.3,6.2,9,12.2,7.4,11.5,8.9,26.4,1.6,-0.8,3.1,9.3,2.4,11,17.7,33.7,-8.2,7.1,2.2,25.1,11.2,-70.3,9.9,19.6,3.3,-,13.9,13.8,14.2,5.7,24.7,-1.6,29.7,-4.1,4.6,2.4,2.8,9,8.7,7.8,-3.1,12,9.2,67.6,-0.1,-2.6,9.1,-,0.7,-,-,-,-,-,,,,,,
jissitu,nen,対前年（同月）実質増加率_平成22年,-,-,-,-,3.8,4.9,4,5.5,6.6,2.9,35.8,19.6,-15.8,-14.9,49.3,-13.1,0.2,-39.2,-5.6,41,-39.7,3.4,-,-,2.1,-3.1,-1.3,-4.8,0.6,-1.7,-5.5,-7.2,-2.1,0.8,-0.3,1.5,-10.5,-5,1.6,-6.8,41.1,4.3,10,-1.7,7.3,2.9,7.5,27.1,-44.2,-9.1,-0.4,8.1,47.3,3.9,317.1,6.9,-1.7,-0.5,-,-1,1.6,4,1.9,10,48.9,-1.2,-3.1,0.6,9.1,-5.5,1.3,4.5,5,54.8,0.7,9.2,53.8,7.5,1.1,7,-,12.9,-,-,-,-,-,,,,,,
jissitu,nen,対前年（同月）実質増加率_平成23年,-,-,-,-,-7.7,-7.8,-7.6,-9.2,-10.1,-6.3,-14,-24.1,12,11.8,-4,-40.5,-70.3,23,15.3,-4.9,-5.2,-7.3,-,-,-6.6,-0.4,1.1,-6.9,-1.7,-3,-1,-2.9,1.9,1.3,-0.3,10.7,1.7,-1.2,-6.8,3.8,-40.9,-8,-11.1,-7.1,-8.6,-3.4,-4.8,-9.6,19.7,6.1,-6.7,2.9,-19,-15.8,0.9,-18.6,-19.6,2.6,-,-9.8,-12.7,-22.3,-1.6,-0.8,-22.4,-8,3.4,-6.1,-15.3,-2.8,-1.8,0.5,5.7,-36.5,-9.5,-12.5,-13,-5.3,-9.9,-15.1,-,-12.7,-,-,-,-,-,,,,,,
jissitu,nen,対前年（同月）実質増加率_平成24年,-,-,-,-,2.3,2,2.2,1.1,1.8,0.4,-0.1,6.2,15.1,14.7,-11.3,17.5,31.1,12.2,6.5,-4,25.6,1.8,-,-,3.7,1.5,-3.8,0.3,-0.9,5.5,0.5,-2.2,0.9,-2.6,3.6,1.6,10.2,3.8,8.9,-3.6,78.1,2,0.3,5.9,8,0.7,12.1,22.8,90.8,4.7,4.6,2,-29.5,8.6,-13.7,7.3,15.8,4.1,-,4.8,11,13,5.7,7,12.9,8.6,3.6,8.3,16.2,9.2,1.6,-4.9,-3.8,4.2,-8.3,2.5,-4.7,5.5,-10,5.1,-,3.8,-,-,-,-,-,,,,,,
jissitu,nen,対前年（同月）実質増加率_平成25年,-,-,-,-,0.4,0.7,1.7,0.7,1.5,0,16.5,4.2,10.6,9,0,-31.9,-9.2,-69.6,16.1,-18.6,-17,0.2,-,-,4.3,4.2,4.8,0.7,6.5,1.8,0.4,-2.3,3.5,10.4,1.5,12.7,-1.4,5.7,16.5,19.2,8,-3.7,-0.4,-7.1,-17.6,-3.5,8.3,24.5,-46.6,55.7,1.8,10.2,20.3,4.3,-11.5,6,0.4,11,-,4.5,7.9,-6.2,1.2,3.9,-3.2,4.6,0,9.8,1.1,18.9,5,-1.8,-0.2,-4.1,-6.9,2.4,1.7,5.8,2.2,1.5,-,4.3,-,-,-,-,-,,,,,,
jissitu,nen,対前年（同月）実質増加率_平成26年,-,-,-,-,-1.7,-1.9,-2.2,-0.6,-2,-1.4,-3,4.2,-11.9,-11.1,-30.1,60.8,-21.3,334.3,14.8,-5.1,15.1,-2.7,-,-,-5.7,-2.5,-2.5,-3.2,2.3,0.5,2.6,5,0.7,-2.2,1,-6.5,0.7,-8.5,-11.6,-12.7,-7.4,-5,-6.8,-2.8,-0.7,-4.1,5.7,12.6,19.8,-12.7,1.6,0.3,16.3,0.5,90.1,-3,1.6,-4.3,-,1.8,6.5,0.4,-8.7,-0.5,-17.9,-5.7,-11,-5.4,-9.4,-4,-3.9,-10.4,-13.9,-14.8,2.8,-1.4,-5.8,-1.1,-9.8,0.3,-,-4.8,-,-,-,-,-,,,,,,
jissitu,nen,対前年（同月）実質増加率_平成27年,-,-,-,-,-2.9,-2.6,-3.1,-3.6,-1.3,-3.6,3.5,-4,3.3,2.2,-22.5,-20.1,24.7,-35.4,-32.9,18.8,-19.8,-2.3,-,-,-0.7,0.6,-0.9,-0.4,-3.9,2.6,0.7,3,1.4,-1.7,-0.6,-1.8,2.3,4.5,-4.9,-2.8,-11,-0.3,-3.2,4.7,-22,0.1,-8.5,-15.4,2.1,-6.4,-6.6,-5.2,-2.7,-2.6,-16.6,6.8,-6.5,-11.6,-,-10.1,-7.2,-14.8,0.6,-0.2,9.3,-9.7,3.8,-8,-5.3,-18.6,5.6,18.6,25.7,15.3,-0.4,-4.7,-23.5,-9,1.9,-2.1,-,-0.5,-,-,-,-,-,,,,,,
jissitu,nen,対前年（同月）実質増加率_平成28年,-,-,-,-,5.5,5.8,5.7,2.5,0.5,2,-2.5,5.5,26.5,26.4,90.8,34.3,113.1,-8.6,-29.2,3.3,-20.8,5.3,-,-,0.8,0.6,-0.5,-4.2,0.1,6.6,-5,-6.1,0.1,-1.3,7.5,8.2,-9.5,2.6,-3.9,-1.1,-13.8,-1.7,-0.9,-4.2,3.1,-0.2,2.8,-0.4,0.9,13.6,-5.8,13.9,-0.4,-0.6,-72.6,-0.1,4,9.2,-,-9.2,-6.4,13.4,2.1,-2.3,22.5,17,-3.9,-5.9,5.8,-23.4,4.2,12.1,10.7,-22.4,19.1,1,6,12.2,-7.7,-1.3,-,2.9,-,-,-,-,-,,,,,,
jissitu,nen,対前年（同月）実質増加率_平成29年,-,-,-,-,-4.4,-4.6,-4.7,-3,-4.4,-1.1,13.1,-14.3,-12.9,-13.1,-32.3,-23.2,-35.8,-13.2,27.1,3.1,11.5,-3.5,-,-,1.9,-0.8,0.7,-9.5,0.3,-5.5,-1.4,-7,2.8,0.3,2.2,-2.7,9.4,-0.9,4.3,-7.8,50,2.8,1,5.5,-6.3,3.1,-0.3,8.1,-26,-27.8,4.3,3.5,-1.2,-5.8,42.9,-5.2,-4.2,-11.1,-,-1.1,-8.2,-12.5,0.2,9,30.7,-4.8,-4.2,20,3.1,57,3.7,-4.1,-3.4,24.3,-7.4,2.2,44,-1.8,-2.8,0.7,-,-5.4,-,-,-,-,-,,,,,,
