自治体名,人口,自治体面積（k㎡）,A　施設各自治体の図書館（設置）条例に記載された図書館数,A　施設サービスポイント数,A　施設自動車図書館台数（台）,A　施設自動車図書館巡回箇所,A　施設年間開館日数 , B　蔵書数図書総数(冊) , B　蔵書数図書総数内訳うち児童資料 , B　蔵書数図書総数内訳うち外国語資料 , B　蔵書数図書総数内訳うち地域資料（郷土及び行政資料）, B　蔵書数図書総数内訳うち閉架資料 , B　蔵書数雑誌（種） , B　蔵書数新聞（種） , B　蔵書数レコード（枚） , B　蔵書数カセット（巻） , B　蔵書数 ＣＤ（枚）  , B　蔵書数ＬＤ（枚） , B　蔵書数ビデオ（巻） , B　蔵書数DVD（枚） , B　蔵書数フィルム（巻） , B　蔵書数その他（点） , C　サービス・貸出・予約来館者数（人）       , C　サービス・貸出・予約個人貸出登録者登録者総数(人)       , C　サービス・貸出・予約個人貸出登録者内訳うち児童       , C　サービス・貸出・予約個人貸出登録者有効登録者数(人)         , C　サービス・貸出・予約個人貸出登録者有効登録者数(人) 内訳うち自治体内有効登録者数         , C　サービス・貸出・予約貸出冊数貸出総数(冊)       , C　サービス・貸出・予約貸出冊数貸出総内訳うち自治体内貸出数      , C　サービス・貸出・予約貸出冊数貸出総数内訳うち児童資料      , C　サービス・貸出・予約貸出冊数貸出総数内訳うち視聴覚資料      , C　サービス・貸出・予約 団体貸出団体数       , C　サービス・貸出・予約団体貸出貸出冊数（冊）       , C　サービス・貸出・予約他自治体への貸出貸出総数(冊)      , C　サービス・貸出・予約 他自治体への貸出貸出総数内訳２３区へ    , C　サービス・貸出・予約 他自治体への貸出貸出総数内訳多摩地区へ, C　サービス・貸出・予約 他自治体への貸出貸出総数内訳他県その他へ     , C　サービス・貸出・予約予約受付予約受付総数（冊）      , C　サービス・貸出・予約予約受付予約受付総数予約内訳所蔵資料を提供（冊）    , C　サービス・貸出・予約予約受付予約受付総数予約内訳購入して提供      , C　サービス・貸出・予約予約受付予約受付総数予約内訳他から借用して提供      , C　サービス・貸出・予約予約受付予約受付総数予約内訳他から借用して提供内訳都立から  , C　サービス・貸出・予約予約受付予約受付総数予約内訳他から借用して提供内訳２３区から  , C　サービス・貸出・予約予約受付予約受付総数予約内訳他から借用して提供内訳多摩地区から, C　サービス・貸出・予約予約受付予約受付総数予約内訳他から借用して提供内訳他県から        , C　サービス・貸出・予約予約受付予約受付総数予約内訳他から借用して提供内訳国会   , C　サービス・貸出・予約予約受付予約受付総数予約内訳他から借用して提供内訳大学等  , C　サービス・貸出・予約予約受付予約受付総数予約内訳他から借用して提供内訳不明  , C　サービス・貸出・予約予約受付予約受付総数予約内訳未提供等      ,C　サービス・貸出・予約文献複写枚数（枚）,C　サービス・貸出・予約参考業務専用カウンター設置数（館）,C　サービス・貸出・予約参考業務受付件数（件）,D　電子資料等の利用利用者向けCD-ROMの利用可能館数,D　電子資料等の利用利用者向けｲﾝﾀｰﾈｯﾄ情報の利用可能館数,D　電子資料等の利用利用者向け商用ｵﾝﾗｲﾝﾃﾞｰﾀﾍﾞｰｽの利用可能館数,"D　電子資料等の利用館外貸出
有：1
無：0","D　電子資料等の利用機器提供
有：1
無：0",E　職員数館長専任事務,E　職員数館長専任司書資格あり,E　職員数館長兼任事務,E　職員数館長兼任司書資格あり,E　職員数館長その他非常勤資格なし,E　職員数館長その他非常勤資格あり,E　職員数館長その他PFI・指定管理資格なし,E　職員数館長その他PFI・指定管理資格あり,E　職員数常勤職員（人）総数,E　職員数常勤職員（人）総数うち司書,E　職員数非常勤職員（人）総数,E　職員数非常勤職員（人）総数うち司書,E　職員数臨時職員（人）総数,E　職員数臨時職員（人）総数うち司書,"F　運営形態・ボランティアの受入運営形態直営(委託なし）
（館）","F　運営形態・ボランティアの受入運営形態直営（一部業務委託導入）
（館）",F　運営形態・ボランティアの受入運営形態直営（一部業務委託導入）（館）内訳窓口業務導入,F　運営形態・ボランティアの受入運営形態直営（一部業務委託導入）（館）内訳窓口業務一部導入,F　運営形態・ボランティアの受入運営形態直営（一部業務委託導入）（館）内訳装備導入,F　運営形態・ボランティアの受入運営形態直営（一部業務委託導入）（館）内訳装備一部導入,F　運営形態・ボランティアの受入運営形態直営（一部業務委託導入）（館）内訳資料搬送（車）導入,F　運営形態・ボランティアの受入運営形態直営（一部業務委託導入）（館）内訳資料搬送（車）一部導入,F　運営形態・ボランティアの受入運営形態直営（一部業務委託導入）（館）内訳その他委託,F　運営形態・ボランティアの受入運営形態PFI・指定管理による運営（館）,F　運営形態・ボランティアの受入運営形態PFI・指定管理による運営（館）内訳業務全部,"F　運営形態・ボランティアの受入運営形態PFI・指定管理による運営（館）内訳一部除外
業務あり",F　運営形態・ボランティアの受入ボランティアの受入児童サービス（館）,F　運営形態・ボランティアの受入ボランティアの受入児童サービス（館）,F　運営形態・ボランティアの受入ボランティアの受入障害者サービス（館）,F　運営形態・ボランティアの受入ボランティアの受入その他（館）,G　図書館の予算（千円） 図書館費(a+b+c+d+e+f)（一般職員給料は除く）  ,G　図書館の予算（千円）   経常費 資料費総額(ｱ+ｲ+ｳ+ｴ+ｵ)  ,G　図書館の予算（千円）経常費 資料費総額(ｱ+ｲ+ｳ+ｴ+ｵ) a ア  図書費（千円）,G　図書館の予算（千円）経常費 資料費総額(ｱ+ｲ+ｳ+ｴ+ｵ) a ア  図書費（千円） うち児童関係図書費（千円）,G　図書館の予算（千円） 経常費 資料費総額(ｱ+ｲ+ｳ+ｴ+ｵ) a イ  雑誌・新聞費（千円）,G　図書館の予算（千円） 経常費 資料費総額(ｱ+ｲ+ｳ+ｴ+ｵ) a ウ  視聴覚資料費（千円）,G　図書館の予算（千円） 経常費 資料費総額(ｱ+ｲ+ｳ+ｴ+ｵ) a エ  その他図書館資料費（千円）,G　図書館の予算（千円） 経常費 資料費総額(ｱ+ｲ+ｳ+ｴ+ｵ) a オ  資料費区分せず(千円),"G　図書館の予算（千円）経常費 資料費総額(ｱ+ｲ+ｳ+ｴ+ｵ)ｂ賃金・報酬
（千円）",G　図書館の予算（千円） 経常費 資料費総額(ｱ+ｲ+ｳ+ｴ+ｵ)ｃ講師・謝礼（千円）,G　図書館の予算（千円）  経常費 資料費総額(ｱ+ｲ+ｳ+ｴ+ｵ)ｄ委託費（千円）,G　図書館の予算（千円）経常費 資料費総額(ｱ+ｲ+ｳ+ｴ+ｵ)ｄ委託費（千円）うち図書館関連委託費（千円）,G　図書館の予算（千円）経常費 資料費総額(ｱ+ｲ+ｳ+ｴ+ｵ)ｅ その他の図書館費（千円）,G　図書館の予算（千円） 経常費 資料費総額(ｱ+ｲ+ｳ+ｴ+ｵ)ｆ 臨時的経費（千円）,G　図書館の予算（千円） 経常費 資料費総額(ｱ+ｲ+ｳ+ｴ+ｵ)ｆ 臨時的経費（千円）うち臨時資料費（千円）,H　 備考備考
中野区,"332,957",15.59,8,0,0,0,"2,653","982,176","197,532","14,198","35,592","313,096","1,139",318,"2,389","1,163","22,053",0,"5,051",234,"1,631",0,"741,627","54,430","7,767",不明,不明,"1,977,553",不明,不明,"66,037",447,"28,981","9,901","9,098",783,20,"702,524","578,413","1,625","12,174",496,"11,181",422,不明,69,不明,6,"110,312","177,289",1,"72,803",1,8,1,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,8,0,3,0,"743,376","78,534","62,501","11,354","13,734",306,"1,993",0,0,656,"520,685","520,423","60,605","82,896","2,424",
杉並区,"571,512",34.06,13,4,0,0,"4,327","2,045,985","610,496","9,825","37,326","726,480","1,911",230,"1,245",461,"28,524",0,0,0,"1,592",17,"2,835,617","191,982","27,557",不明,不明,"4,551,100",不明,"907,214","90,407","1,120","226,104","11,726","10,959",722,45,"1,514,233","1,507,260",不明,"6,075",599,"5,146",275,45,10,不明,不明,898,"308,636",5,"29,461",0,13,13,0,0,1,2,1,0,3,0,0,6,52,29,35,9,1,0,0,7,3,0,0,0,7,0,0,6,0,6,1,0,13,1,"2,162,378","154,399","104,986","34,144","27,215",0,"22,198",0,0,"2,627","728,470","517,476","120,623","1,156,259",0,臨時的経費は改修関連の経費が含まれる。
豊島区,"289,573",13.01,7,0,0,0,"2,318","776,260","191,358","7,736","16,258","122,918",921,93,0,0,"18,281",0,123,"4,135",0,0,"1,996,087","114,771","10,721",不明,不明,"2,241,479","1,612,754","722,516","113,322",946,"64,160","7,135","6,739",391,5,"618,830","613,685",不明,"5,145",364,"4,461",266,8,41,5,0,不明,"193,212",1,"53,639",0,1,1,1,0,1,1,0,0,1,0,2,2,16,6,57.6,53.6,14.4,4.3,0,3,0,1,7,0,7,0,0,4,4,0,1,0,1,0,"865,267","95,554","76,833",不明,"11,959","2,338","4,424",0,"164,089","6,135","451,122","346,644","148,367",0,0,
北区,"352,289",20.61,14,1,0,0,"4,140","1,363,692","287,758","14,965","52,775",不明,"2,048",210,0,383,"54,815",0,51,"4,997",106,183,"3,005,365","148,444","12,309",不明,不明,"3,851,325",不明,"856,710","325,746","21,161","122,270","9,916",不明,不明,不明,"267,337",不明,不明,"4,624",不明,不明,不明,不明,不明,不明,"4,624",不明,"257,950",14,"214,352",0,5,1,0,0,3,0,0,0,0,0,0,0,60,22,2,0,2.5,1.1,0,14,14,0,14,0,14,0,1,0,0,0,14,0,1,0,"1,091,990","192,915","136,076","23,667","29,190","9,076","1,257","17,316","11,156","3,177","679,269",不明,"205,473",0,0,図書総数(冊)には共通資料を含む（内訳は不明）/CD（枚）には共通資料を含まない　共通資料：所蔵館を持たない資料で、返却された館の書架に配架される。
荒川区,"216,063",10.16,5,2,0,0,"1,519","820,480","175,257","13,705","39,395","183,260","1,216",92,0,"1,874","45,477",0,"1,704","3,397",919,0,"1,642,968","91,594","14,156","91,594","71,667","2,087,466","1,725,941","554,649","185,983",929,"46,139","2,911",不明,不明,不明,未取得,未取得,未取得,未取得,未取得,未取得,未取得,未取得,未取得,未取得,未取得,未取得,"84,813",1,"4,524",0,5,5,0,0,4,1,0,0,0,0,0,0,30,3,129,99,26.6,0,0,5,0,0,5,0,5,0,0,0,0,0,5,1,5,0,"1,208,676","97,905","71,144","17,893","17,947","8,340",474,0,"404,903","5,793","217,397","36,009","251,685","230,993","21,129",
板橋区,"568,721",32.22,12,0,0,0,"3,879","1,487,399","338,386","32,967","34,391","402,102",222,"1,817",0,"1,884","86,345","1,765",794,817,0,0,"2,873,175","186,671","17,556",不明,不明,"3,095,871",不明,"1,017,047","249,871","1,077","73,473","10,045","9,305",275,465,"885,267",不明,不明,"10,101",601,"8,957",483,38,16,0,6,不明,"263,748",5,"56,994",1,11,11,0,0,2,0,0,0,0,0,5,5,31,5,0,0,0,0,1,1,1,0,1,0,1,0,1,10,10,0,12,0,5,0,"2,218,233","92,686","78,932",不明,"3,275",995,"9,484",0,0,"3,654","882,650","882,650","240,745","1,021,186","90,984",臨時的経費.…中央図書館改築経費（令和２年度移転予定）、単年度工事及びシステム経費等。
練馬区,"734,689",48.08,13,6,0,0,"4,034","1,809,523","613,831","14,296","46,759","551,661","2,092",326,"1,016","1,521","98,556",0,852,"2,772",0,"6,438","4,560,847","202,465","35,848","145,597","130,160","6,641,306","5,944,870","2,357,550","520,265","1,265","152,969","6,289","5,854",432,3,"1,994,467",不明,不明,"14,835","1,089","12,707",533,202,302,0,0,70,"367,283",12,"17,719",0,12,2,0,0,3,0,0,0,0,0,0,9,48,8,58.5,55.6,0,0,0,3,0,3,1,0,1,0,0,10,0,10,13,0,1,0,"2,160,889","225,933","176,272","13,805","29,241","5,366","15,054",0,"146,672","7,141","1,458,671","1,458,671","262,186","60,286",0,"【B蔵書数】昨年度までマイクロフィルム3,140巻を誤って「フィルム」に計上していたため、今年度は「その他」に計上した。"
足立区,"689,242",53.25,15,6,0,0,"4,709","1,599,991","429,419",不明,"25,079",不明,"2,462",213,0,0,"19,047",0,"1,870","2,363",0,0,"2,731,936","176,313","20,186",不明,不明,"3,146,503",不明,"1,187,936","78,791","2,476","222,531","13,765","13,131",575,59,"909,135",不明,不明,"4,372",174,"3,948",241,不明,2,不明,7,不明,"195,156",3,"43,287",0,15,1,0,0,1,0,0,0,0,0,0,14,20,3,29,27,1,0,0,1,1,0,1,0,1,0,1,14,0,14,15,0,1,0,"437,113","143,219","117,296","22,646","23,983","1,695",245,0,"1,166","1,230","166,848","166,848","58,475","66,175",0,"図書館の予算に地域図書館の指定管理料、区雇用の非常勤職員の報酬は含まず。
職員数に、一部業務委託業者の従業員は含まず。"
葛飾区,"463,099",34.8,13,2,0,0,"3,812","1,260,042","362,591","11,965","53,050",不明,"1,638",170,28,"2,565","36,791",0,338,"4,739",0,16,"2,779,825","219,585","21,233",不明,不明,"3,252,938",不明,"893,804","180,199","1,677","47,342","6,132","5,668",405,59,"921,268",不明,不明,"9,950",356,"9,187",348,不明,43,不明,16,不明,"157,649",2,"13,129",1,8,7,0,0,5,2,0,0,0,0,0,0,43,8,124.6,76.2,33,不明,12,1,0,1,0,1,13,0,0,0,0,0,9,0,7,1,"1,680,614","128,058","96,110","34,837","22,284","5,011","4,653",0,"258,153","1,689","424,658","326,085","541,756","326,300",0,図書館の予算は、新宿図書センター解体工事費用を含む。
江戸川区,"697,801",49.9,12,0,0,0,"4,141","1,548,518","466,474","6,801","32,145","359,390","1,938",257,0,0,"67,663",0,0,"13,407",0,0,未取得,"235,396","41,888","115,535","108,253","5,326,750","4,779,049","2,139,464","376,637",585,"176,662","6,263",不明,不明,不明,"1,026,387",不明,不明,"5,684",不明,不明,不明,不明,不明,不明,"5,684",不明,"121,094",1,"1,267",1,11,8,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,10,1,0,6,"1,886,914","199,087","145,439","43,452","30,985","11,899","10,764",0,0,0,"1,321,447","1,321,447","233,203","133,177",0,
区部計,"9,514,625",618.97,228,42,0,0,"72,636","27,763,508","6,932,342","265,444","821,510","5,922,233","34,093","5,579","29,212","44,096","1,122,533","3,563","29,494","94,797","6,914","7,610","44,836,960","3,489,915","403,126","1,263,824","845,484","77,118,419","33,816,811","23,188,627","5,395,289","39,399","2,304,172","176,897","143,369","10,814","3,479","20,917,108","12,436,877","86,482","151,603","8,765","123,899","5,707","1,036",934,24,"10,509","593,550","4,236,036",99,"801,873",30,186,113,3,3,52,16,1,0,5,0,28,93,723,203,718.8,469.6,83.4,5.4,13,90,55,9,52,26,114,0,22,126,77,49,179,12,78,22,"27,940,248","2,903,749","2,136,557","341,060","423,834","125,034","132,044","86,280","1,519,508","64,583","14,639,878","12,007,845","3,917,256","4,917,962","129,402",
八王子市,"561,407",186.38,7,0,0,0,"2,184","1,658,069","444,269","6,937","127,543","1,011,057",903,131,"4,497","16,594","54,689","2,548","5,387","4,931",未取得,"2,962","1,606,924","128,652","10,290","128,652","120,050","2,455,356","2,351,852","741,207","144,400","1,155","32,075","3,238",490,"2,721",27,"729,918",不明,不明,"13,354","2,901","1,485","8,939",8,14,7,0,不明,"138,423",1,"26,589",2,0,2,1,0,4,0,3,0,0,0,0,0,48,13,74.5,73.5,65,13.8,0,7,3,0,7,0,7,0,7,0,0,0,4,4,4,0,"724,230","82,029","67,906",不明,"12,246","1,877",0,0,"327,099","1,974","105,332","105,332","235,758",0,0,
立川市,"183,923",24.36,9,0,0,0,"2,941","911,259","313,579","16,673","55,201","197,616",826,98,0,322,"39,120","2,593","4,557",276,"1,442",0,"609,499","63,823","9,388",不明,不明,"1,679,820",不明,"611,427","138,081",553,"81,779","4,415",412,"3,984",19,"374,907",不明,不明,"8,128","2,409",635,"5,049",24,5,0,6,不明,"68,527",1,"4,776",1,9,9,0,0,1,0,0,0,0,0,0,0,31,17,14,12,5,0,0,1,0,0,0,0,1,0,1,8,0,8,9,0,1,0,"619,581","74,433","57,381",不明,"13,085","3,083",884,0,"13,815","2,605","343,497","300,170","185,231",0,0,
武蔵野市,"146,645",10.98,3,0,0,0,884,"921,590","177,523","10,540","30,696","455,549","1,312",108,0,0,"11,520",0,"2,246","3,145",0,0,"3,187,554","186,013","19,159","76,876","40,431","2,567,810",不明,"767,126","62,552",30,"16,175","5,519",不明,不明,30,"656,618","647,922","4,432","4,264","1,425",不明,不明,17,69,26,"2,727",不明,"246,592",0,902,0,3,3,0,0,2,1,0,0,0,0,0,0,20,9,25.5,15,4,3,0,1,0,0,0,1,1,0,1,2,0,2,3,0,1,3,"654,069","93,866","65,842","8,859","20,820","3,670","3,534",0,"105,881","2,995","139,729","139,729","309,575","2,023",0,
三鷹市,"187,571",16.42,5,0,1,19,"1,327","788,666","254,624","1,967","18,485","172,370",675,66,0,"2,987","6,117",0,0,0,0,62,"845,725","209,569","9,061","43,220","37,231","1,656,103","1,467,958","621,763","18,795",320,"44,645","3,893",211,"3,665",17,"294,861","240,831",237,"1,725",620,126,942,12,6,0,19,"52,068","30,036",1,807,1,5,3,0,0,3,2,0,0,0,0,0,0,26,12,22.2,15.5,5.7,1.8,0,5,0,0,0,0,5,0,0,0,0,0,1,1,1,1,"350,158","70,581","59,400",不明,"9,410",364,"1,407",0,"59,809","1,333","82,560","82,560","89,177","46,698",0,
青梅市,"133,574",103.31,10,0,0,0,"3,294","578,380","168,394",不明,"23,054","165,980",555,67,0,0,"10,308",0,0,"7,613",0,0,"600,135","56,021","7,419",不明,不明,"926,784",不明,"272,954","121,237",190,"10,694","2,868",121,"2,725",22,"40,090","33,478","1,771","4,791","1,928",318,"2,519",2,15,9,0,50,"17,100",1,"6,232",1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,1,4,0,0,"410,283","43,625","28,812","7,780","6,809","7,303",701,0,0,0,0,0,"366,658",0,0,【E】中央図書館以外の9館を分館館長（1名）が管掌。【G】の項目b､c､dは、項目eに含まれるものとする。
府中市,"259,573",29.43,13,0,0,0,"4,119","1,497,296","349,277","14,953","85,488","691,711","1,250",121,0,"8,438","43,001","3,219","10,662","7,689","3,998",0,"750,372","151,479","20,381",不明,不明,"2,096,069",不明,"643,207","182,056",63,"9,449","4,308",588,"3,665",55,"600,922","530,638",不明,"8,756","2,937",多摩地区からに含む,"5,741",17,26,35,0,"61,528","103,361",1,"4,845",1,1,1,0,0,1,0,0,0,0,0,0,0,20,7,16,12,64,22,0,12,0,0,0,12,12,0,0,1,0,1,13,0,13,0,"794,673","107,540","75,019",不明,"19,178","5,000","8,343",0,"72,256",456,"316,379","316,379","298,042",0,0,"①「貸出冊数」には、市政情報センターでの貸出分を含む。
②「予約受付総数」、「未提出等」には、ＷＥＢ・携帯電話からの予約を含む。"
昭島市,"113,360",17.34,5,0,1,13,"1,359","419,731","112,006","1,486","53,043","198,100",298,17,0,445,"4,117",0,0,0,0,0,"277,964","24,756","4,533","24,756","21,178","655,494","572,695","212,729","12,315",82,"20,821","5,448",251,"5,197",0,"131,453","121,142","4,001","6,310","2,229",462,"3,576",12,31,0,0,0,"9,777",1,191,0,1,1,0,0,0,0,0,0,0,0,1,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,2,0,1,"411,917","96,340","91,560",不明,"3,379","1,401",0,0,0,0,"3,086","3,086","28,299","284,192",0,図書館の予算の「臨時的経費」には、指定管理費（図書費以外の資料費等）他を含む。
調布市,"235,805",21.58,11,0,0,0,"3,251","1,378,521","274,894","7,565","75,036",不明,"1,167",116,0,"1,686","7,925",0,"5,355","2,446",426,241,"612,286","88,342","10,784","88,342","73,859","2,560,006",不明,"646,644","54,959",436,"41,270","4,933",718,"4,142",73,"667,472","656,849",不明,"10,623","4,001",980,"5,213",50,100,221,58,不明,"98,928",1,"15,500",0,11,1,0,0,0,1,0,0,0,0,0,0,64,47,110.1,41.8,0,0,0,11,0,0,0,11,11,0,11,0,0,0,0,11,11,2,"491,735","92,307","68,044",不明,"15,092","2,249","6,922",0,"181,047","6,556","141,863","141,863","69,252",710,710,自館資料の予約については，所蔵資料を提供，購入して提供しての区別をしていないため，一律で所蔵資料を提供の欄に入力した。
町田市,"428,706",71.55,8,0,3,66,"2,406","1,170,302","265,527","4,992","62,618","330,081",767,82,0,835,"31,448","4,826","3,198","2,569",0,0,"2,089,332","439,993",不明,"107,641","91,783","3,697,166","3,390,363","1,093,239","119,399",209,"19,190","5,443",742,"4,590",111,"642,241",不明,不明,"10,535","3,996",832,"5,455",120,114,18,0,不明,"64,514",1,"48,561",1,1,1,0,0,0,1,0,0,0,0,0,0,54,20,111.5,102.6,18.7,0,0,8,0,0,0,0,8,0,8,0,0,0,8,0,8,0,"821,842","46,547","34,039",不明,"9,228",715,"2,565",0,"319,247","1,565","166,554","8,461","278,187","9,742",0,
小金井市,"121,629",11.3,4,1,0,0,"1,231","478,149","164,225","1,065","15,831","193,334",349,77,0,6,"16,471",0,0,0,0,0,"254,612","151,417","5,802","21,427","19,443","930,785","867,788","357,698","52,840",197,"29,048","2,724",79,"2,642",3,"199,196","194,114",不明,"4,983","1,720",210,"3,000",13,40,0,0,99,"13,125",1,84,0,1,1,0,0,0,1,0,0,0,0,0,0,13,2,18.8,18.8,0.7,0,0,4,2,0,4,0,4,0,1,0,0,0,4,0,1,0,"187,630","54,273","50,113","18,548","2,884",456,820,0,"39,658",684,"12,758","5,765","27,789","52,468","5,848",
小平市,"193,588",20.51,11,0,0,0,"3,028","1,190,121","351,523","1,466","69,275","425,416",831,76,"1,312","6,666","6,287","1,845","1,277","1,224",0,0,"539,508","162,297","11,854","38,850","35,154","1,464,967","1,321,580","468,132","15,894",17,"11,180","6,054",447,"5,584",23,"314,034","269,769","2,591","6,032","2,156",460,"3,366",14,36,0,0,"35,642","24,915",1,"47,249",0,8,2,0,0,5,3,0,0,0,0,0,0,41,8,51,0,0,0,0,11,0,0,0,0,11,0,11,0,0,0,1,1,8,1,"461,864","48,889","37,000","9,112","10,966",330,593,0,"119,371","16,612","153,331","27,894","123,661",0,0,
日野市,"185,530",27.55,7,0,1,20,"2,163","835,633","181,237",985,"49,127","188,000",942,186,0,3,"4,282",0,387,166,0,28,"459,673","36,028","5,240","36,028","32,863","1,624,753",不明,"529,405","14,864",52,"45,968","5,361",453,"4,878",30,"486,539","476,835",不明,"9,460","3,822",568,"4,905",93,72,0,0,244,"103,027",1,"3,776",0,7,0,0,0,0,6,0,0,0,1,0,0,30,27,32.9,4,8.3,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,3,0,"247,164","64,742","48,221",不明,"11,305",309,"4,907",0,"45,839","2,097","40,855","21,999","4,930","88,701",0,
東村山市,"150,748",17.14,5,0,0,0,"1,458","708,184","225,328","9,601","26,149","383,271",290,57,0,835,"12,818",0,0,0,0,0,未取得,未取得,未取得,"27,783","25,369","1,052,635","954,263","398,540","22,887",321,"37,044","6,330",332,"5,978",20,"234,113","226,890",不明,"6,986","2,537",480,"3,932",16,21,0,0,237,"22,091",1,"2,891",0,5,5,0,0,0,5,0,0,0,0,0,0,22,14,33.8,31.3,4.7,0.7,0,5,0,0,5,0,5,0,0,0,0,0,5,5,5,5,"334,258","38,727","33,025","11,620","4,504",586,612,0,"116,006",564,"45,392","28,818","11,930","121,639","1,635",
国分寺市,"124,312",11.46,6,2,0,0,"1,785","607,722","182,191","1,878","18,849","120,767",371,54,"1,224",0,"9,359",0,0,0,0,0,未取得,"59,351",不明,"22,263","20,419","865,544","835,658","296,338","19,721",312,"33,623","7,930",432,"4,076","3,422","154,142","143,508","2,672","7,930","3,248",432,"4,076",47,37,0,90,32,"12,455",0,未取得,0,6,1,0,0,3,2,0,0,0,0,0,0,14,5,13.7,13.7,4,0.8,0,6,0,4,0,6,6,0,0,0,0,0,0,5,0,1,"152,645","27,313","21,268",不明,"5,243",331,471,0,"39,818",553,"78,293","78,293","6,668",0,0,
国立市,"75,984",8.15,2,5,0,0,608,"257,784","59,987",不明,"20,771",不明,246,32,0,288,"2,520",0,0,0,0,0,未取得,"15,062",不明,"15,062",不明,"447,534","308,267","139,267",不明,142,"7,460","1,604",多摩地区へに含む,"1,604",不明,"76,970","72,663",不明,"4,307","1,769",多摩地区からに含む,"2,528",1,9,他県からに含む,0,不明,"12,938",0,"6,866",0,2,0,0,0,1,0,0,0,0,0,0,0,10,6,15,14,2.4,0,0,1,0,0,0,0,1,0,0,0,0,0,2,2,1,1,"225,066","23,125",不明,不明,"1,125",不明,不明,"22,000","48,032","1,709","51,300","35,586","100,900",0,0,貸出冊数の「うち視聴覚資料」は一般資料に含む。
福生市,"57,975",10.16,4,0,0,0,"1,201","450,849","139,292",不明,"39,780","134,003",372,52,0,"1,884","9,598",0,"3,852","1,192",0,0,"324,845","11,352","1,577","11,352","8,852","598,884",不明,"185,484","34,781",22,"6,733","2,554",不明,不明,不明,"43,891","40,933",523,"2,130",988,83,"1,051",4,4,0,0,305,"4,619",1,"4,509",0,4,1,0,0,0,0,0,0,1,0,0,0,16,7,18.6,17.3,2.3,0,4,0,0,0,0,0,0,0,0,0,0,0,4,2,1,1,"120,769","25,591","17,071","3,740","5,820","2,137",563,0,"33,923",620,"23,632","23,632","37,003",0,0,
狛江市　,"82,900",6.39,1,5,0,0,296,"293,272","99,638","1,287","13,323","103,790",194,15,0,0,159,0,0,0,0,0,"153,322","25,575","4,508","14,578","13,243","533,931","487,922","206,842","6,578",56,"3,870","1,663",83,"1,569",11,"110,193","90,908","3,530","3,987",949,166,"2,855",13,4,0,0,"11,768",未取得,0,"8,998",0,0,0,0,0,1,0,0,0,0,0,0,0,6,3,11.5,8.8,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,1,1,"67,227","21,829","13,120","2,624","2,118",0,711,"5,880","27,139",613,"6,077","6,077","11,569",0,0,数値については、図書館設置条例に含まれない図書室分を含む。
東大和市,"85,337",13.42,3,0,1,5,793,"476,167","140,860","2,499","14,922",不明,359,34,0,73,"10,687",0,0,0,0,0,"183,289","35,730","4,323","16,031",不明,"686,174",不明,"186,350","35,750","6,529","29,292","5,337",不明,不明,不明,"91,448","84,009","3,053","4,292","1,622",多摩地区からに含む,"2,565",79,26,他県からに含む,0,94,"13,774",1,"27,512",3,3,3,0,0,1,2,0,0,0,0,0,0,14,3,11,11,21,1,2,1,0,0,0,1,0,0,0,0,0,0,3,0,3,0,"115,193","34,583","29,311",不明,"4,472",800,0,0,"45,345",210,"3,428",327,"31,627",0,0,予約受付件数と処理件数が同一でないのは、インターネット予約分の処理（貸出）が各館に分かれているため。また、前後年度での持越分、繰越分があるため。
清瀬市,"74,714",10.23,6,0,0,0,"1,756","406,812","100,729","2,329","6,668","41,651",167,26,"1,119","1,676","7,894",498,"7,041","2,807",0,222,"486,594","88,984","3,894","16,481","1,990","541,012","401,613","192,444","30,804",51,"11,926","3,412",111,"3,297",4,"132,598","119,958","1,927","6,733","2,470",327,"3,908",14,14,0,0,"3,980","6,504",0,"1,189",0,0,0,0,0,0,0,0,0,1,0,0,0,13,7,31.1,25,5.4,0.6,0,6,0,0,0,6,6,0,0,0,0,0,6,0,0,0,"145,212","23,220",不明,不明,"2,745",不明,475,"20,000","77,388",254,"6,817","2,400","37,533",0,0,
東久留米市,"116,719",12.88,4,0,0,0,"1,158","469,236","150,105","6,318","12,335","213,970",444,45,0,"2,486","23,083",0,"1,476",824,0,0,未取得,"21,452","3,628","21,452","16,712","818,066",不明,"255,781","70,328",119,"10,747","2,376",38,"2,334",4,"166,377","161,673",不明,"4,685","1,279",274,"3,130",0,2,0,0,19,"15,984",1,"2,336",0,1,1,0,0,1,0,0,0,0,0,2,1,8,3,17,17,5,不明,0,1,0,0,0,0,1,0,1,3,0,3,4,1,1,0,"313,819","36,981","29,622",不明,"5,871",450,"1,038",0,"49,862",529,"157,419","127,303","39,066","29,962",0,登録者については、有効登録者を登録者として計上。
