国籍区分,地域階層,地域コード,地域,1月中／転出者数,2月中／転出者数,3月中／転出者数,4月中／転出者数,5月中／転出者数,6月中／転出者数,7月中／転出者数,8月中／転出者数,9月中／転出者数,10月中／転出者数,11月中／転出者数,12月中／転出者数,平成28年中の転出者数
外国人,2,13300,郡部,1,0,7,2,2,2,2,4,3,3,2,7,35
外国人,2,13350,島部,0,0,6,1,0,0,2,1,0,0,0,0,10
外国人,1,13100,区部,3399,3546,6400,5381,3812,4066,3959,3967,4568,4627,3872,3732,51329
外国人,4,13101,千代田区,45,36,50,53,41,35,48,56,59,51,32,37,543
外国人,4,13102,中央区,45,61,113,99,63,82,61,66,78,61,54,56,839
外国人,4,13103,港区,160,169,234,170,151,164,179,202,191,195,172,147,2134
外国人,4,13104,新宿区,482,455,967,828,548,620,635,512,724,711,549,579,7610
外国人,4,13105,文京区,94,123,228,179,106,80,94,109,118,132,127,95,1485
外国人,4,13106,台東区,173,170,278,283,214,185,214,185,248,296,225,173,2644
外国人,4,13107,墨田区,93,80,155,144,106,138,123,104,129,86,103,119,1380
外国人,4,13108,江東区,155,168,299,255,146,210,172,241,222,207,183,187,2445
外国人,4,13109,品川区,91,91,110,127,114,87,79,112,102,130,95,99,1237
外国人,4,13110,目黒区,60,94,112,74,63,86,92,86,88,82,68,56,961
外国人,4,13111,大田区,80,99,179,120,132,130,104,104,84,93,71,80,1276
外国人,4,13112,世田谷区,135,149,251,196,109,130,139,123,153,165,144,136,1830
外国人,4,13113,渋谷区,85,109,165,101,96,92,94,99,98,136,126,131,1332
外国人,4,13114,中野区,170,216,350,294,209,220,179,214,253,262,215,176,2758
外国人,4,13115,杉並区,161,146,250,248,177,174,148,178,173,197,168,141,2161
外国人,4,13116,豊島区,361,304,595,589,375,385,380,363,518,445,343,372,5030
外国人,4,13117,北区,173,168,329,310,218,256,234,225,264,280,232,245,2934
外国人,4,13118,荒川区,166,179,293,248,191,210,177,176,210,207,164,173,2394
外国人,4,13119,板橋区,169,192,347,263,195,171,200,172,223,208,190,172,2502
外国人,4,13120,練馬区,113,130,261,194,106,164,148,182,152,146,108,124,1828
外国人,4,13121,足立区,113,129,193,162,105,125,128,139,126,132,145,120,1617
外国人,4,13122,葛飾区,94,79,228,182,129,113,132,115,131,143,136,143,1625
外国人,4,13123,江戸川区,181,199,413,262,218,209,199,204,224,262,222,171,2764
外国人,1,13200,市部,447,551,1084,810,531,467,498,476,558,557,479,464,6922
外国人,4,13201,八王子市,56,53,108,96,65,63,49,44,53,50,47,52,736
外国人,4,13202,立川市,20,28,46,29,20,25,24,20,22,22,20,25,301
外国人,4,13203,武蔵野市,19,22,55,37,21,22,18,24,30,25,21,22,316
外国人,4,13204,三鷹市,16,25,92,38,32,31,32,38,32,33,29,32,430
外国人,4,13205,青梅市,5,4,6,10,11,4,7,4,5,3,5,5,69
外国人,4,13206,府中市,32,28,75,62,32,39,26,35,30,39,24,28,450
外国人,4,13207,昭島市,21,16,19,27,23,10,20,23,23,17,17,28,244
外国人,4,13208,調布市,26,54,73,50,29,27,25,24,36,35,22,17,418
外国人,4,13209,町田市,21,26,38,35,16,14,13,20,28,23,13,12,259
外国人,4,13210,小金井市,23,19,37,31,28,16,31,17,25,23,29,17,296
外国人,4,13211,小平市,27,44,143,67,38,32,36,44,50,33,37,24,575
外国人,4,13212,日野市,18,31,43,45,18,14,24,21,30,27,16,20,307
外国人,4,13213,東村山市,25,20,31,39,19,15,12,18,15,27,10,33,264
外国人,4,13214,国分寺市,16,26,35,32,24,20,36,23,36,28,24,28,328
外国人,4,13215,国立市,10,14,44,24,12,5,5,16,15,17,7,8,177
外国人,4,13218,福生市,14,29,37,55,29,11,24,16,18,19,31,18,301
外国人,4,13219,狛江市,9,4,13,17,11,5,8,11,15,21,6,7,127
外国人,4,13220,東大和市,3,16,5,11,12,4,16,7,4,10,8,9,105
外国人,4,13221,清瀬市,9,7,15,5,13,12,8,11,9,9,4,5,107
外国人,4,13222,東久留米市,10,11,21,16,12,22,11,17,10,7,18,11,166
外国人,4,13223,武蔵村山市,1,4,5,4,7,4,2,1,6,4,7,6,51
外国人,4,13224,多摩市,12,23,27,11,11,11,14,7,12,35,12,10,185
外国人,4,13225,稲城市,0,3,12,5,6,10,3,4,5,3,8,1,60
外国人,4,13227,羽村市,8,5,12,4,5,4,4,8,3,1,8,4,66
外国人,4,13228,あきる野市,7,2,9,4,4,4,3,2,1,1,2,3,42
外国人,4,13229,西東京市,39,37,83,56,33,43,47,21,45,45,54,39,542
外国人,1,13550,町村部,1,0,13,3,2,2,4,5,3,3,2,7,45
外国人,2,13300,郡部,1,0,7,2,2,2,2,4,3,3,2,7,35
外国人,4,13303,瑞穂町,1,0,4,2,2,2,2,3,3,2,2,7,30
外国人,4,13305,日の出町,0,0,2,0,0,0,0,1,0,0,0,0,3
外国人,4,13307,檜原村,0,0,1,0,0,0,0,0,0,0,0,0,1
外国人,4,13308,奥多摩町,0,0,0,0,0,0,0,0,0,1,0,0,1
外国人,2,13350,島部,0,0,6,1,0,0,2,1,0,0,0,0,10
外国人,3,13360,大島支庁,0,0,0,1,0,0,0,1,0,0,0,0,2
外国人,4,13361,大島町,0,0,0,1,0,0,0,0,0,0,0,0,1
外国人,4,13362,利島村,0,0,0,0,0,0,0,0,0,0,0,0,0
外国人,4,13363,新島村,0,0,0,0,0,0,0,1,0,0,0,0,1
外国人,4,13364,神津島村,0,0,0,0,0,0,0,0,0,0,0,0,0
外国人,3,13380,三宅支庁,0,0,5,0,0,0,2,0,0,0,0,0,7
外国人,4,13381,三宅村,0,0,5,0,0,0,2,0,0,0,0,0,7
外国人,4,13382,御蔵島村,0,0,0,0,0,0,0,0,0,0,0,0,0
外国人,3,13400,八丈支庁,0,0,1,0,0,0,0,0,0,0,0,0,1
外国人,4,13401,八丈町,0,0,0,0,0,0,0,0,0,0,0,0,0
外国人,4,13402,青ヶ島村,0,0,1,0,0,0,0,0,0,0,0,0,1
外国人,3,13420,小笠原支庁,0,0,0,0,0,0,0,0,0,0,0,0,0
外国人,4,13421,小笠原村,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,
人口の動き（平成28年中）,,,,,,,,,,,,,,,,
第13－１・２・３表　区市町村、月別都内間転出者数（総数、日本人、外国人）,,,,,,,,,,,,,,,,
地域階層（0:総数　1:区部・市部・町村部　2:郡部・島部　3:支庁　4:区市町村）,,,,,,,,,,,,,,,,
