地域階層,地域コード,地域,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月,平成29年1月
0,13000,総数,6857202,6859564,6861053,6880911,6895842,6900776,6903296,6906007,6907604,6912335,6917373,6919071,6918504
1,13100,区部,4713024,4715592,4717557,4734048,4745098,4749267,4751323,4753712,4755145,4758682,4763018,4764568,4764143
1,13200,市部,2102356,2102204,2101742,2105364,2109126,2109899,2110406,2110719,2110918,2112179,2112894,2113120,2113054
2,13300,郡部,29234,29193,29187,29184,29146,29151,29113,29136,29095,29062,29061,29018,28969
2,13350,島部,12588,12575,12567,12315,12472,12459,12454,12440,12446,12412,12400,12365,12338
1,13100,区部,4713024,4715592,4717557,4734048,4745098,4749267,4751323,4753712,4755145,4758682,4763018,4764568,4764143
4,13101,千代田区,29134,29166,29242,29371,29365,29390,29464,29510,29488,29543,29608,29625,29614
4,13102,中央区,74251,74423,74615,75243,75468,75753,75942,76160,76716,76931,77241,77442,77615
4,13103,港区,128766,129118,129574,130149,130522,130776,130783,130817,131065,131270,131412,131662,131670
4,13104,新宿区,167087,167196,167153,167692,168635,168634,168618,168785,168455,168798,169254,169181,168890
4,13105,文京区,113879,113978,113996,114629,114958,115181,115326,115465,115496,115747,115854,115840,115908
4,13106,台東区,96266,96338,96403,96617,96850,96881,96943,97007,96976,97000,97144,97312,97403
4,13107,墨田区,128729,128877,128991,129671,129862,130085,130210,130333,130497,130622,130739,130923,130865
4,13108,江東区,251838,251850,251935,252553,252820,253135,253365,253374,253536,253711,254071,254322,254438
4,13109,品川区,196365,196561,196649,197501,197920,198127,198245,198405,198507,198668,198762,198779,198733
4,13110,目黒区,146629,146648,146621,147046,147308,147472,147526,147553,147453,147484,147543,147632,147606
4,13111,大田区,357402,357516,357597,359056,359432,359763,359835,359918,359855,360054,360281,360244,360264
4,13112,世田谷区,475399,475711,475954,477974,479237,479627,479923,479972,480089,480355,480539,480695,480612
4,13113,渋谷区,116715,116905,117027,117405,117740,117782,117811,117812,117933,118068,118012,118027,117921
4,13114,中野区,162999,163114,163153,163921,164464,164533,164669,164766,164758,164852,164976,164946,164884
4,13115,杉並区,292507,292571,292538,293927,294612,294793,294821,294972,294924,295121,295376,295391,295400
4,13116,豊島区,144449,144544,144519,145040,145857,145881,145912,146102,146048,146218,146543,146540,146493
4,13117,北区,171575,171718,171795,172394,172892,173007,173052,173090,173060,173219,173455,173549,173508
4,13118,荒川区,107454,107539,107549,107791,108023,108016,108024,108117,108165,108218,108395,108439,108387
4,13119,板橋区,285956,286118,286254,287354,288202,288509,288650,288920,289167,289253,289501,289471,289447
4,13120,練馬区,370471,370514,370613,371708,372273,372448,372662,372749,372828,373139,373318,373442,373388
4,13121,足立区,335530,335463,335725,336301,336380,336518,336545,336620,336626,336617,336709,336716,336717
4,13122,葛飾区,221502,221473,221497,221938,222356,222673,222875,222958,223147,223254,223483,223651,223669
