国籍区分,地域階層,地域コード,地域,1月中／転入者数,2月中／転入者数,3月中／転入者数,4月中／転入者数,5月中／転入者数,6月中／転入者数,7月中／転入者数,8月中／転入者数,9月中／転入者数,10月中／転入者数,11月中／転入者数,12月中／転入者数,平成28年中の転入者数
日本人,4,13212,日野市,315,425,625,453,419,357,356,380,368,391,375,413,4877
日本人,4,13213,東村山市,202,316,540,339,248,209,293,259,208,260,306,279,3459
日本人,4,13214,国分寺市,276,358,609,404,343,283,295,302,260,296,345,381,4152
日本人,4,13215,国立市,174,227,361,254,258,238,152,226,173,201,196,205,2665
日本人,4,13218,福生市,120,139,217,156,151,123,159,138,133,135,132,123,1726
日本人,4,13219,狛江市,199,212,369,225,184,190,187,197,180,184,209,174,2510
日本人,4,13220,東大和市,136,151,287,196,180,141,134,156,170,210,185,166,2112
日本人,4,13221,清瀬市,114,156,231,135,123,112,111,131,133,146,132,102,1626
日本人,4,13222,東久留米市,161,228,335,228,218,187,200,261,179,157,200,234,2588
日本人,4,13223,武蔵村山市,127,163,260,171,166,165,129,158,180,134,151,160,1964
日本人,4,13224,多摩市,274,413,456,353,259,275,224,265,219,222,222,292,3474
日本人,4,13225,稲城市,163,140,303,331,187,153,175,155,134,111,127,183,2162
日本人,4,13227,羽村市,93,99,212,161,129,116,139,138,102,135,122,113,1559
日本人,4,13228,あきる野市,132,151,266,174,172,136,152,195,174,150,163,188,2053
日本人,4,13229,西東京市,331,446,791,513,444,425,423,444,419,434,415,455,5540
日本人,1,13550,町村部,125,182,354,609,137,164,179,228,142,155,126,115,2516
日本人,2,13300,郡部,108,149,220,151,108,128,134,138,125,127,113,96,1597
日本人,4,13303,瑞穂町,67,76,96,71,60,70,82,94,76,71,64,40,867
日本人,4,13305,日の出町,24,51,68,58,40,38,34,35,39,46,42,42,517
日本人,4,13307,檜原村,2,7,3,6,5,9,8,2,3,1,2,7,55
日本人,4,13308,奥多摩町,15,15,53,16,3,11,10,7,7,9,5,7,158
日本人,2,13350,島部,17,33,134,458,29,36,45,90,17,28,13,19,919
日本人,3,13360,大島支庁,9,10,57,258,15,12,11,41,9,13,8,6,449
日本人,4,13361,大島町,5,5,38,185,9,3,6,35,5,7,6,4,308
日本人,4,13362,利島村,2,0,9,9,1,1,1,0,0,1,0,1,25
日本人,4,13363,新島村,2,4,8,37,3,6,1,2,3,2,1,0,69
日本人,4,13364,神津島村,0,1,2,27,2,2,3,4,1,3,1,1,47
日本人,3,13380,三宅支庁,2,8,18,60,4,2,8,12,2,6,2,2,126
日本人,4,13381,三宅村,2,7,16,57,2,2,8,9,1,5,2,2,113
日本人,4,13382,御蔵島村,0,1,2,3,2,0,0,3,1,1,0,0,13
日本人,3,13400,八丈支庁,1,11,28,77,9,18,21,22,5,4,3,6,205
日本人,4,13401,八丈町,1,10,26,72,8,17,21,21,4,3,3,6,192
日本人,4,13402,青ヶ島村,0,1,2,5,1,1,0,1,1,1,0,0,13
日本人,3,13420,小笠原支庁,5,4,31,63,1,4,5,15,1,5,0,5,139
日本人,4,13421,小笠原村,5,4,31,63,1,4,5,15,1,5,0,5,139
外国人,0,13000,総数,3799,3894,7001,6569,4512,4313,4592,4355,4925,5265,4369,4178,57772
外国人,1,13100,区部,3358,3437,5820,5569,3931,3812,4045,3858,4317,4666,3862,3712,50387
外国人,1,13200,市部,435,454,1173,997,579,498,542,481,604,595,506,459,7323
外国人,2,13300,郡部,4,2,7,2,1,2,4,15,4,4,0,6,51
外国人,2,13350,島部,2,1,1,1,1,1,1,1,0,0,1,1,11
外国人,1,13100,区部,3358,3437,5820,5569,3931,3812,4045,3858,4317,4666,3862,3712,50387
外国人,4,13101,千代田区,31,31,44,46,35,43,33,42,29,41,37,47,459
外国人,4,13102,中央区,53,51,92,82,48,56,66,134,62,55,63,82,844
外国人,4,13103,港区,108,122,151,135,125,85,134,113,150,121,105,101,1450
外国人,4,13104,新宿区,355,339,549,592,416,367,453,424,458,534,398,336,5221
外国人,4,13105,文京区,107,102,191,212,132,113,112,111,149,149,118,115,1611
外国人,4,13106,台東区,130,125,183,163,144,129,158,145,141,161,137,119,1735
外国人,4,13107,墨田区,104,120,163,171,101,94,107,105,102,153,123,95,1438
外国人,4,13108,江東区,164,132,265,267,246,211,180,176,233,242,253,199,2568
外国人,4,13109,品川区,81,78,152,119,102,94,67,106,105,96,83,118,1201
外国人,4,13110,目黒区,59,87,97,102,72,59,84,77,75,85,90,65,952
外国人,4,13111,大田区,90,98,166,158,110,96,88,103,111,100,110,113,1343
外国人,4,13112,世田谷区,138,163,309,224,159,149,158,140,178,155,159,141,2073
外国人,4,13113,渋谷区,93,91,164,105,84,109,99,122,109,109,93,109,1287
外国人,4,13114,中野区,178,227,345,364,208,251,244,216,274,309,230,214,3060
外国人,4,13115,杉並区,170,167,337,298,194,215,186,181,225,265,173,182,2593
外国人,4,13116,豊島区,319,288,526,615,407,362,413,332,425,454,344,350,4835
外国人,4,13117,北区,205,198,330,321,242,223,220,224,260,289,179,196,2887
外国人,4,13118,荒川区,158,120,256,254,163,158,180,165,181,215,196,133,2179
外国人,4,13119,板橋区,175,196,389,382,249,258,258,210,271,257,226,210,3081
外国人,4,13120,練馬区,158,146,260,242,134,181,218,159,211,205,167,214,2295
外国人,4,13121,足立区,161,199,277,181,158,150,196,170,136,194,171,161,2154
外国人,4,13122,葛飾区,125,180,249,242,174,165,175,174,147,211,157,170,2169
外国人,4,13123,江戸川区,196,177,325,294,228,244,216,229,285,266,250,242,2952
外国人,1,13200,市部,435,454,1173,997,579,498,542,481,604,595,506,459,7323
外国人,4,13201,八王子市,37,50,187,161,70,54,42,41,60,44,61,35,842
外国人,4,13202,立川市,23,23,59,39,46,21,31,34,31,40,34,28,409
外国人,4,13203,武蔵野市,23,27,72,54,19,39,42,25,30,41,29,14,415
外国人,4,13204,三鷹市,24,42,59,64,29,39,24,26,36,31,35,15,424
外国人,4,13205,青梅市,7,4,14,6,3,6,4,11,5,3,6,9,78
外国人,4,13206,府中市,34,26,79,37,32,29,19,27,24,42,19,14,382
外国人,4,13207,昭島市,12,10,31,22,12,17,9,34,19,14,17,10,207
外国人,4,13208,調布市,25,13,77,60,20,22,37,36,68,44,37,30,469
外国人,4,13209,町田市,13,20,65,55,27,27,28,21,23,19,19,15,332
外国人,4,13210,小金井市,28,20,41,51,28,25,25,23,43,30,25,22,361
外国人,4,13211,小平市,25,31,97,131,26,19,50,25,40,42,34,43,563
外国人,4,13212,日野市,15,15,46,32,28,21,20,14,23,26,16,13,269
外国人,4,13213,東村山市,18,20,31,36,27,19,31,25,28,30,27,20,312
外国人,4,13214,国分寺市,12,26,57,47,22,17,12,23,26,16,13,17,288
外国人,4,13215,国立市,15,4,29,22,9,10,8,15,12,7,11,12,154
外国人,4,13218,福生市,20,21,18,17,23,20,24,12,18,30,18,24,245
外国人,4,13219,狛江市,9,8,20,14,9,11,19,8,10,6,6,15,135
外国人,4,13220,東大和市,1,4,17,11,5,3,6,5,10,6,8,10,86
外国人,4,13221,清瀬市,5,5,7,11,7,4,4,6,9,4,3,2,67
外国人,4,13222,東久留米市,9,10,19,20,20,9,13,10,5,21,6,6,148
外国人,4,13223,武蔵村山市,2,14,15,12,20,8,3,7,11,6,10,12,120
外国人,4,13224,多摩市,11,13,38,27,28,31,20,15,11,26,12,24,256
外国人,4,13225,稲城市,2,3,14,15,12,8,4,4,4,4,4,8,82
外国人,4,13227,羽村市,9,7,5,10,8,2,10,4,9,5,9,5,83
外国人,4,13228,あきる野市,6,2,4,6,4,0,3,1,0,7,3,10,46
外国人,4,13229,西東京市,50,36,72,37,45,37,54,29,49,51,44,46,550
外国人,1,13550,町村部,6,3,8,3,2,3,5,16,4,4,1,7,62
外国人,2,13300,郡部,4,2,7,2,1,2,4,15,4,4,0,6,51
外国人,4,13303,瑞穂町,3,2,6,1,1,1,4,15,4,4,0,2,43
外国人,4,13305,日の出町,0,0,1,1,0,1,0,0,0,0,0,4,7
外国人,4,13307,檜原村,0,0,0,0,0,0,0,0,0,0,0,0,0
外国人,4,13308,奥多摩町,1,0,0,0,0,0,0,0,0,0,0,0,1
外国人,2,13350,島部,2,1,1,1,1,1,1,1,0,0,1,1,11
外国人,3,13360,大島支庁,0,0,0,1,0,1,1,1,0,0,0,0,4
外国人,4,13361,大島町,0,0,0,1,0,1,1,1,0,0,0,0,4
外国人,4,13362,利島村,0,0,0,0,0,0,0,0,0,0,0,0,0
外国人,4,13363,新島村,0,0,0,0,0,0,0,0,0,0,0,0,0
外国人,4,13364,神津島村,0,0,0,0,0,0,0,0,0,0,0,0,0
外国人,3,13380,三宅支庁,1,0,0,0,1,0,0,0,0,0,0,0,2
外国人,4,13381,三宅村,1,0,0,0,1,0,0,0,0,0,0,0,2
外国人,4,13382,御蔵島村,0,0,0,0,0,0,0,0,0,0,0,0,0
外国人,3,13400,八丈支庁,0,1,1,0,0,0,0,0,0,0,0,1,3
外国人,4,13401,八丈町,0,1,1,0,0,0,0,0,0,0,0,1,3
外国人,4,13402,青ヶ島村,0,0,0,0,0,0,0,0,0,0,0,0,0
外国人,3,13420,小笠原支庁,1,0,0,0,0,0,0,0,0,0,1,0,2
外国人,4,13421,小笠原村,1,0,0,0,0,0,0,0,0,0,1,0,2
,,,,,,,,,,,,,,,,
人口の動き（平成28年中）,,,,,,,,,,,,,,,,
第12ー１・２・３表　区市町村、月別都内間転入者数（総数、日本人、外国人）,,,,,,,,,,,,,,,,
地域階層（0:総数　1:区部・市部・町村部　2:郡部・島部　3:支庁　4:区市町村）,,,,,,,,,,,,,,,,
