国籍区分,地域階層,地域コード,地域,1月中／増減,2月中／増減,3月中／増減,4月中／増減,5月中／増減,6月中／増減,7月中／増減,8月中／増減,9月中／増減,10月中／増減,11月中／増減,12月中／増減,平成28年中の増減
総数,0,13000,総数,3063,3841,30604,17227,6043,1411,546,3969,1752,2153,1623,107,72339
総数,1,13100,区部,2965,3615,24147,11117,4813,1250,722,3282,1117,1501,1277,-108,55698
総数,1,13200,市部,104,229,6618,6013,1225,180,-182,730,657,623,380,227,16804
総数,2,13300,郡部,-12,-10,-9,-25,14,-25,-2,-44,-21,28,-20,-2,-128
総数,2,13350,島部,6,7,-152,122,-9,6,8,1,-1,1,-14,-10,-35
総数,1,13100,区部,2965,3615,24147,11117,4813,1250,722,3282,1117,1501,1277,-108,55698
総数,4,13101,千代田区,33,39,137,121,70,28,53,-1,40,42,35,65,662
総数,4,13102,中央区,139,97,625,239,208,78,172,458,110,197,116,174,2613
総数,4,13103,港区,237,295,788,469,202,128,-65,145,200,112,86,159,2756
総数,4,13104,新宿区,203,236,713,444,141,82,-1,120,56,101,27,-42,2080
総数,4,13105,文京区,187,189,713,479,160,87,37,185,113,88,43,33,2314
総数,4,13106,台東区,112,131,425,146,133,71,39,85,31,53,185,87,1498
総数,4,13107,墨田区,143,51,962,201,193,45,39,76,87,43,155,-2,1993
総数,4,13108,江東区,65,162,1051,478,229,112,31,211,88,201,157,45,2830
総数,4,13109,品川区,249,171,1176,622,301,120,190,172,243,121,50,-36,3379
総数,4,13110,目黒区,97,147,745,191,186,48,9,120,70,22,85,-3,1717
総数,4,13111,大田区,196,351,2783,266,404,-100,-44,185,186,56,-109,-81,4093
総数,4,13112,世田谷区,290,369,2744,1443,390,124,71,244,97,159,91,-79,5943
総数,4,13113,渋谷区,158,182,625,529,170,78,89,173,27,43,102,4,2180
総数,4,13114,中野区,184,112,1495,478,226,116,26,134,98,1,94,-35,2929
総数,4,13115,杉並区,178,340,2039,1034,268,47,211,190,79,141,126,1,4654
総数,4,13116,豊島区,80,68,780,474,84,64,125,52,20,0,-27,-37,1683
総数,4,13117,北区,50,157,704,495,104,85,-121,17,-27,-51,82,-52,1443
総数,4,13118,荒川区,78,62,322,-14,110,-7,33,45,-10,57,64,-9,731
総数,4,13119,板橋区,126,158,1434,630,214,15,134,127,-12,-16,-14,-160,2636
