地域階層,地域コード,地域,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月,平成29年1月
0,130000,総数,13532060,13536899,13539554,13575559,13605760,13615197,13618982,13623804,13627518,13636222,13646374,13649120,13646764
1,13100,区部,9288215,9293636,9297485,9327687,9349862,9357396,9360565,9365291,9368774,9375279,9384483,9387286,9385465
1,13200,市部,4159103,4158597,4157446,4163926,4171559,4173487,4174129,4174183,4174464,4176760,4177714,4177782,4177369
2,13300,郡部,58338,58294,58262,58242,58187,58189,58162,58208,58147,58099,58122,58051,57976
2,13350,島部,26404,26372,26361,25704,26152,26125,26126,26122,26133,26084,26055,26001,25954
1,13100,区部,9288215,9293636,9297485,9327687,9349862,9357396,9360565,9365291,9368774,9375279,9384483,9387286,9385465
4,13101,千代田区,58525,58645,58791,58991,59097,59192,59324,59436,59465,59503,59629,59746,59737
4,13102,中央区,142428,142793,143190,144437,144929,145442,145722,146130,147322,147716,148282,148654,149073
4,13103,港区,243356,244057,244958,246043,246690,247103,247124,247097,247534,247964,248203,248601,248621
4,13104,新宿区,335429,335849,335886,336746,338799,338710,338663,339044,338691,339408,340519,340424,339724
4,13105,文京区,220034,220309,220381,221173,221856,222234,222452,222675,222805,223307,223590,223631,223691
4,13106,台東区,198562,198745,198876,199323,199874,199914,199969,200044,200033,200047,200385,200613,200635
4,13107,墨田区,257054,257324,257533,258787,259151,259492,259681,259804,260026,260216,260409,260722,260569
4,13108,江東区,498878,499042,499151,500156,500793,501380,501739,501870,502196,502544,503313,503779,503888
4,13109,品川区,388211,388566,388709,390381,391236,391596,391811,392207,392275,392660,392824,392885,392849
4,13110,目黒区,277690,277777,277848,278699,279150,279530,279634,279651,279578,279800,279897,280077,279929
4,13111,大田区,717139,717488,717579,720238,720871,721495,721531,721727,721782,722125,722528,722479,722377
4,13112,世田谷区,904902,905389,905857,909607,911915,912540,913089,913097,913361,913823,914286,914437,914148
4,13113,渋谷区,224888,225278,225570,226301,226791,226930,227020,227040,227289,227568,227512,227470,227268
