地域階層コード,地域コード,地域名,世帯主の性別コード,世帯主の性別区分,2020年,2025年,2030年,2035年,2040年,2045年
0,13000,東京都,0,男女計,3625810,3912958,4016660,4091247,4114181,4100658
1,13100,区部,0,男女計,2786593,3008735,3096158,3166392,3200227,3206235
3,13101,千代田区,0,男女計,21076,23597,25141,26788,28239,29405
3,13102,中央区,0,男女計,48646,61401,67081,72863,78142,82183
3,13103,港区,0,男女計,83099,92755,95925,99697,102593,104334
3,13104,新宿区,0,男女計,150831,151081,150752,150352,148508,146266
3,13105,文京区,0,男女計,77316,83320,86777,90483,93289,94966
3,13106,台東区,0,男女計,71778,76578,78855,80418,81192,80957
3,13107,墨田区,0,男女計,75960,84533,87067,88851,89920,90531
3,13108,江東区,0,男女計,123488,138376,144891,150705,154481,155924
3,13109,品川区,0,男女計,136020,142952,149793,156119,160975,164260
3,13110,目黒区,0,男女計,82777,84376,85758,87346,88151,88239
3,13111,大田区,0,男女計,214237,228132,234467,238166,238529,236835
3,13112,世田谷区,0,男女計,250635,278690,288019,297575,304253,308265
3,13113,渋谷区,0,男女計,96707,96580,99773,102555,104218,105400
3,13114,中野区,0,男女計,129649,135241,135912,136240,135211,133842
3,13115,杉並区,0,男女計,196919,212784,217725,221826,223657,224206
3,13116,豊島区,0,男女計,117608,123757,122409,121905,120648,119117
3,13117,北区,0,男女計,99015,109969,111820,113493,114510,114762
3,13118,荒川区,0,男女計,55368,60798,61814,62650,62755,62347
3,13119,板橋区,0,男女計,170849,184008,188236,190978,190968,189470
3,13120,練馬区,0,男女計,178473,194555,202865,208480,211437,212208
3,13121,足立区,0,男女計,163352,177009,184059,187348,186969,184549
3,13122,葛飾区,0,男女計,93974,101877,104943,106658,106745,105523
3,13123,江戸川区,0,男女計,148816,166366,172076,174896,174837,172646
1,13500,多摩・島しょ,0,男女計,839217,904223,920502,924855,913954,894423
2,13200,市部,0,男女計,826355,891769,908587,913656,903589,884861
3,13201,八王子市,0,男女計,110686,119374,119342,117779,113563,109167
3,13202,立川市,0,男女計,40896,44264,45478,46403,46819,46681
3,13203,武蔵野市,0,男女計,39402,41435,42133,42847,42936,42402
3,13204,三鷹市,0,男女計,45726,48086,49642,50858,51212,50648
3,13205,青梅市,0,男女計,19099,19784,19561,18854,17794,16721
3,13206,府中市,0,男女計,54568,59387,60111,60389,59407,57724
