地域階層コード,地域コード,地域名,世帯主の性別コード,世帯主の性別区分,2020年,2025年,2030年,2035年,2040年,2045年
3,13107,墨田区,2,女,8009,8476,8694,8810,8951,9149
3,13108,江東区,2,女,15929,17864,18204,18135,18067,18264
3,13109,品川区,2,女,10969,12236,12784,13143,13492,13962
3,13110,目黒区,2,女,7585,8284,8426,8420,8393,8477
3,13111,大田区,2,女,20174,20985,21381,21448,21598,22046
3,13112,世田谷区,2,女,26352,27086,27236,27173,27262,27962
3,13113,渋谷区,2,女,5826,6542,6747,6913,7063,7303
3,13114,中野区,2,女,8247,9049,9238,9362,9514,9806
3,13115,杉並区,2,女,14397,14794,15021,15130,15327,15806
3,13116,豊島区,2,女,7884,8260,8368,8396,8406,8533
3,13117,北区,2,女,11321,11459,11534,11499,11475,11576
3,13118,荒川区,2,女,6711,6583,6527,6397,6294,6290
3,13119,板橋区,2,女,17458,18672,18913,18920,18983,19285
3,13120,練馬区,2,女,21584,21869,22287,22471,22807,23348
3,13121,足立区,2,女,23931,24374,24411,24103,23848,23715
3,13122,葛飾区,2,女,14695,14542,14474,14218,14011,13945
3,13123,江戸川区,2,女,22919,20852,20893,20634,20541,20667
1,13500,多摩・島しょ,2,女,128743,134058,135263,132611,129755,128373
2,13200,市部,2,女,126542,131912,133267,130801,128105,126857
3,13201,八王子市,2,女,17086,17146,16974,16400,15833,15429
3,13202,立川市,2,女,5850,5437,5354,5231,5148,5182
3,13203,武蔵野市,2,女,4027,4595,4725,4758,4757,4803
3,13204,三鷹市,2,女,5232,5856,6476,6514,6509,6567
3,13205,青梅市,2,女,4038,3707,3264,3066,2800,2615
3,13206,府中市,2,女,7673,8560,8713,8645,8542,8519
3,13207,昭島市,2,女,3843,3869,3885,3813,3707,3626
3,13208,調布市,2,女,6530,7628,8650,8798,8910,9075
3,13209,町田市,2,女,13004,12916,12626,12018,11477,11154
3,13210,小金井市,2,女,3211,3716,3823,3868,3913,3990
3,13211,小平市,2,女,5805,6722,6912,6919,6901,6925
3,13212,日野市,2,女,5362,5818,5898,5815,5711,5687
3,13213,東村山市,2,女,5159,5227,5206,5070,4937,4839
3,13214,国分寺市,2,女,3335,3844,4005,4061,4125,4227
3,13215,国立市,2,女,2370,2591,2654,2670,2681,2693
3,13218,福生市,2,女,2194,1968,1860,1768,1707,1682
3,13219,狛江市,2,女,2361,2556,2643,2683,2711,2753
3,13220,東大和市,2,女,2849,2608,2535,2402,2276,2190
3,13221,清瀬市,2,女,2620,2591,2575,2508,2432,2378
3,13222,東久留米市,2,女,3965,3867,3768,3587,3407,3275
3,13223,武蔵村山市,2,女,2461,2343,2301,2212,2126,2068
3,13224,多摩市,2,女,4864,4939,4898,4682,4416,4193
3,13225,稲城市,2,女,2347,2703,2805,2809,2817,2863
3,13227,羽村市,2,女,1809,1605,1539,1427,1330,1251
3,13228,あきる野市,2,女,2201,1915,1873,1778,1673,1600
3,13229,西東京市,2,女,6346,7185,7305,7299,7259,7273
2,13300,郡部,2,女,1584,1571,1483,1351,1242,1151
3,13303,瑞穂町,2,女,1012,976,922,844,777,723
3,13305,日の出町,2,女,411,439,424,388,362,345
3,13307,檜原村,2,女,48,42,37,33,29,25
3,13308,奥多摩町,2,女,113,114,100,86,74,58
2,13350,島部,2,女,617,575,513,459,408,365
,,,,,,,,,,
東京都世帯数の予測,,,,,,,,,,
第5表　　区市町村別ひとり親と子供の世帯数　－総数、世帯主：男・女－    （単位　世帯）,,,,,,,,,,
注１）各年10月１日時点の世帯数である。,,,,,,,,,,
注２）令和２(2020)年の世帯数は、総務省統計局「令和２(2020)年国勢調査報告」に基づく世帯について、不詳世帯をあん分補正した世帯数（＝基準世帯数）である。,,,,,,,,,,
地域階層コード（0:東京都　1:区部、多摩・島しょ　2:市部、郡部、島部　3:区市町村）,,,,,,,,,,
世帯主の性別コード（0:男女計　1:男　2:女）,,,,,,,,,,
