階層コード,地域コード,地域,人口総数／平成17年3月１日,人口総数／平成17年2月１日,人口総数／平成16年3月１日,前月との比較／増減数,前月との比較／増減率（％）,前年同月との比較／増減数,前年同月との比較／増減率（％）
0,13000,総数,12512856,12514647,12429580,-1791,-0.01,83276,0.67
1,13100,区部,8476919,8477167,8425513,-248,0,51406,0.61
1,13200,市部,3945158,3946663,3912443,-1505,-0.04,32715,0.84
1,13300,郡部,60766,60809,61184,-43,-0.07,-418,-0.68
1,13350,島部,30013,30008,30440,5,0.02,-427,-1.4
,,,,,,,,,
住民基本台帳による世帯と人口_平成17年3月,,,,,,,,,
＜参考＞前月及び前年同月との比較,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部）,,,,,,,,,
