階層コード,地域コード,地域,人口総数／平成17年12月１日,人口総数／平成17年11月１日,人口総数／平成16年12月１日,前月との比較／増減数,前月との比較／増減率（％）,前年同月との比較／増減数,前年同月との比較／増減率（％）
0,13000,総数,12608732,12603894,12512731,4838,0.04,96001,0.77
1,13100,区部,8547899,8544649,8476813,3250,0.04,71086,0.84
1,13200,市部,3970828,3969225,3944979,1603,0.04,25849,0.66
1,13300,郡部,60471,60480,60865,-9,-0.01,-394,-0.65
1,13350,島部,29534,29540,30074,-6,-0.02,-540,-1.8
,,,,,,,,,
住民基本台帳による世帯と人口_平成17年12月,,,,,,,,,
＜参考＞前月及び前年同月との比較,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部）,,,,,,,,,
