階層コード,地域コード,地域,人口総数／平成17年2月１日,人口総数／平成17年1月１日,人口総数／平成16年2月１日,前月との比較／増減数,前月との比較／増減率（％）,前年同月との比較／増減数,前年同月との比較／増減率（％）
0,13000,総数,12514647,12514855,12429733,-208,0,84914,0.68
1,13100,区部,8477167,8477031,8425097,136,0,52070,0.62
1,13200,市部,3946663,3946912,3913012,-249,-0.01,33651,0.86
1,13300,郡部,60809,60855,61172,-46,-0.08,-363,-0.59
1,13350,島部,30008,30057,30452,-49,-0.16,-444,-1.46
,,,,,,,,,
住民基本台帳による世帯と人口_平成17年2月,,,,,,,,,
＜参考＞前月及び前年同月との比較,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部）,,,,,,,,,
