階層コード,地域コード,地域,人口総数／平成17年5月１日,人口総数／平成17年4月１日,人口総数／平成16年5月１日,前月との比較／増減数,前月との比較／増減率（％）,前年同月との比較／増減数,前年同月との比較／増減率（％）
0,13000,総数,12568036,12523709,12489982,44327,0.35,78054,0.62
1,13100,区部,8518075,8489522,8466120,28553,0.34,51955,0.61
1,13200,市部,3959452,3944083,3932596,15369,0.39,26856,0.68
1,13300,郡部,60663,60623,61085,40,0.07,-422,-0.69
1,13350,島部,29846,29481,30181,365,1.24,-335,-1.11
,,,,,,,,,
住民基本台帳による世帯と人口_平成17年5月,,,,,,,,,
＜参考＞前月及び前年同月との比較,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部）,,,,,,,,,
