階層コード,地域コード,地域,人口総数／平成17年11月１日,人口総数／平成17年10月１日,人口総数／平成16年11月１日,前月との比較／増減数,前月との比較／増減率（％）,前年同月との比較／増減数,前年同月との比較／増減率（％）
0,13000,総数,12603894,12595118,12510028,8776,0.07,93866,0.75
1,13100,区部,8544649,8537855,8476147,6794,0.08,68502,0.81
1,13200,市部,3969225,3967272,3942884,1953,0.05,26341,0.67
1,13300,郡部,60480,60457,60880,23,0.04,-400,-0.66
1,13350,島部,29540,29534,30117,6,0.02,-577,-1.92
,,,,,,,,,
住民基本台帳による世帯と人口_平成17年11月,,,,,,,,,
＜参考＞前月及び前年同月との比較,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部）,,,,,,,,,
