階層コード,地域コード,地域,人口総数／平成17年10月１日,人口総数／平成17年9月１日,人口総数／平成16年10月１日,前月との比較／増減数,前月との比較／増減率（％）,前年同月との比較／増減数,前年同月との比較／増減率（％）
0,13000,総数,12595118,12591624,12502879,3494,0.03,92239,0.74
1,13100,区部,8537855,8534816,8471404,3039,0.04,66451,0.78
1,13200,市部,3967272,3966721,3940417,551,0.01,26855,0.68
1,13300,郡部,60457,60507,60928,-50,-0.08,-471,-0.77
1,13350,島部,29534,29580,30130,-46,-0.16,-596,-1.98
,,,,,,,,,
住民基本台帳による世帯と人口_平成17年10月,,,,,,,,,
＜参考＞前月及び前年同月との比較,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部）,,,,,,,,,
