"登録日","投票区","投票所名","男[人]","女[人]","計[人]"
"20231201","1","虎ノ門いきいきプラザ","1345","1567","2912"
"20231201","2","南桜公園管理棟","900","874","1774"
"20231201","3","生涯学習センター","398","360","758"
"20231201","4","福祉プラザさくら川","2154","2052","4206"
"20231201","5","エコプラザ","2718","2596","5314"
"20231201","6","障害保健福祉センター","2703","2997","5700"
"20231201","7","芝小学校","3035","3345","6380"
"20231201","8","芝コミュニティはうす（芝区民協働スペース）","1015","1444","2459"
"20231201","9","芝浦港南地区総合支所","3564","3833","7397"
"20231201","10","三田中学校","768","866","1634"
"20231201","11","赤羽小学校","2358","3080","5438"
"20231201","12","豊岡いきいきプラザ","2957","3788","6745"
"20231201","13","御田小学校","1192","1547","2739"
"20231201","14","白金の丘学園","5124","6623","11747"
"20231201","15","神応いきいきプラザ","2444","2966","5410"
"20231201","16","白金小学校","3578","4858","8436"
"20231201","17","高輪台小学校","3462","4740","8202"
"20231201","18","シティハイツ桂坂","1998","2474","4472"
"20231201","19","国民生活センタ－","2276","2575","4851"
"20231201","20","港南小学校","3720","4316","8036"
"20231201","21","六本木中学校","1724","1752","3476"
"20231201","22","麻布小学校","2610","2929","5539"
"20231201","23","飯倉いきいきプラザ","2480","2914","5394"
"20231201","24","南山小学校","2087","2511","4598"
"20231201","25","南麻布いきいきプラザ","4558","5819","10377"
"20231201","26","本村小学校","2352","3176","5528"
"20231201","27","笄　小学校","2349","2986","5335"
"20231201","28","西麻布いきいきプラザ","1627","1683","3310"
"20231201","29","高陵中学校","1649","2101","3750"
"20231201","30","赤坂地区総合支所","1571","1551","3122"
"20231201","31","赤坂子ども中高生プラザ","3223","3422","6645"
"20231201","32","赤坂小学校","2752","3159","5911"
"20231201","33","赤坂図書館","1163","1439","2602"
"20231201","34","青山小学校","1279","1682","2961"
"20231201","35","青南小学校","2803","3483","6286"
"20231201","36","赤坂こども中高生プラザ青山館","491","656","1147"
"20231201","37","お台場学園","2001","2222","4223"
"20231201","38","芝浦港南区民センター","3498","3764","7262"
"20231201","39","品川インターシティB棟","1117","1250","2367"
"20231201","40","芝浦アイランド児童高齢者交流プラザ","3943","3955","7898"
"20231201","41","シティハイツ港南","2532","2790","5322"

"選挙人名簿登録者数　令和5年12月1日時点","Ver202312",,,,
