"都道府県コード
又は市区町村コード",NO,都道府県名,市区町村名,名称,名称_カナ,名称_英語,住所,方書,緯度,経度,設置者,電話番号,内線番号,SSID,提供エリア,URL,備考
132071,1,東京都,昭島市,昭島市役所,アキシマシヤクショ,Akishima City Hall,東京都昭島市田中町1-17-1,,35.705706,139.353775,昭島市,042-544-5111,,AkishimaCityFreeWi-Fi,1階市民ロビー,https://www.city.akishima.lg.jp/,
132071,2,東京都,昭島市,昭島市役所,アキシマシヤクショ,Akishima City Hall,東京都昭島市田中町1-17-1,,35.705706,139.353775,昭島市,042-544-5111,,AkishimaCityFreeWi-Fi,1階市民ホール,https://www.city.akishima.lg.jp/,
132071,3,東京都,昭島市,昭島市保健福祉センター（あいぽっく）,アキシマシホケンフクシセンター（アイポック）,Akishima Health and Walfare Center,東京都昭島市昭和町4-7-1,,35.710890,139.364088,昭島市,042-544-5126,,AkishimaCityFreeWi-Fi,1階事務室前ロビー,https://www.city.akishima.lg.jp/,
132071,4,東京都,昭島市,FOSTERホール（昭島市民会館）・公民館,フォスターホール（アキシマシミンカイカン）・コウミンカン,"Akishima Civic Hall ""FOSTER Hall"" and Public Hall",東京都昭島市つつじが丘3-7-7,,35.713437,139.366187,昭島市,042-546-1711,,AkishimaCityFreeWi-Fi,公民館1階事務室前ロビー、市民交流ロビー,https://www.city.akishima.lg.jp/,
132071,5,東京都,昭島市,昭島市総合スポーツセンター,アキシマシソウゴウスポーツセンター,Akishima General Sports Center,東京都昭島市東町5-13-1,,35.703334,139.384320,昭島市,042-544-4152,,AkishimaCityFreeWi-Fi,A棟1階受付前ロビー,https://www.city.akishima.lg.jp/,
132071,6,東京都,昭島市,玉川会館（東部出張所）,タマガワカイカン（トウブシュッチョウジョ）,"Tamagawa hall,Tobu Branch Office",東京都昭島市玉川町3-10-15,,35.703703,139.382054,昭島市,042-544-3748,,AkishimaCityFreeWi-Fi,１階受付前ロビー,https://www.city.akishima.lg.jp/,
132071,7,東京都,昭島市,朝日会館,アサヒカイカン,Asahi Hall,東京都昭島市朝日町5-6-20,,35.705061,139.372835,昭島市,042-544-7200,,AkishimaCityFreeWi-Fi,１階受付前ロビー,https://www.city.akishima.lg.jp/,
132071,8,東京都,昭島市,大神会館,オオガミカイカン,Ogami Hall,東京都昭島市大神町3-10-5,,35.700742,139.360806,昭島市,042-544-5550,,AkishimaCityFreeWi-Fi,１階受付前ロビー,https://www.city.akishima.lg.jp/,
132071,9,東京都,昭島市,拝島会館,ハイジマカイカン,Haijima Hall,東京都昭島市拝島町2-4-13,,35.707257,139.341968,昭島市,042-541-1004,,AkishimaCityFreeWi-Fi,１階受付前ロビー,https://www.city.akishima.lg.jp/,
132071,10,東京都,昭島市,福島会館,フクジマカイカン,Fukujima Hall,東京都昭島市福島町1-19-1,,35.696753,139.381077,昭島市,042-546-2264,,AkishimaCityFreeWi-Fi,１階受付前ロビー,https://www.city.akishima.lg.jp/,
132071,11,東京都,昭島市,昭和会館,ショウワカイカン,Showa Hall,東京都昭島市松原町1-2-25,,35.712896,139.357669,昭島市,042-544-0610,,AkishimaCityFreeWi-Fi,１階受付前ロビー,https://www.city.akishima.lg.jp/,
132071,12,東京都,昭島市,緑会館,ミドリカイカン,Midori Hall,東京都昭島市緑町4-13-26,,35.714276,139.344637,昭島市,042-541-8799,,AkishimaCityFreeWi-Fi,１階受付前ロビー,https://www.city.akishima.lg.jp/,
132071,13,東京都,昭島市,堀向会館,ホリムコウカイカン,Horimuko Hall,東京都昭島市美堀町2-6-11,,35.723174,139.363703,昭島市,042-543-0755,,AkishimaCityFreeWi-Fi,１階受付前ロビー,https://www.city.akishima.lg.jp/,
132071,14,東京都,昭島市,富士見会館,フジミカイカン,Fujimi Hall,東京都昭島市中神町1282,,35.712249,139.382554,昭島市,042-544-9416,,AkishimaCityFreeWi-Fi,１階受付前ロビー,https://www.city.akishima.lg.jp/,
132071,15,東京都,昭島市,やまのかみ会館,ヤマノカミカイカン,Yamanokami Hall,東京都昭島市拝島町3-10-3,,35.710898,139.335471,昭島市,042-545-9848,,AkishimaCityFreeWi-Fi,１階受付前ロビー,https://www.city.akishima.lg.jp/,
132071,16,東京都,昭島市,武蔵野会館,ムサシノカイカン,Musashino Hall,東京都昭島市中神町1172-1,,35.711183,139.375667,昭島市,042-500-4320,,AkishimaCityFreeWi-Fi,１階受付前ロビー,https://www.city.akishima.lg.jp/,
132071,17,東京都,昭島市,松原町コミュニティセンター,マツバラチョウコミュニティセンター,Matsubara-cho Community Center,東京都昭島市松原町1-3-10,,35.712060,139.356957,昭島市,042-500-2273,,AkishimaCityFreeWi-Fi,1階ロビー,https://www.city.akishima.lg.jp/,
132071,18,東京都,昭島市,児童センター「ぱれっと」,ジドウセンター「パレット」,"Children's Center ""Palette""",東京都昭島市つつじが丘2-3-21,,35.714301,139.367027,昭島市,042-544-5132,,AkishimaCityFreeWi-Fi,1階ロビー,https://www.city.akishima.lg.jp/,
132071,19,東京都,昭島市,勤労商工市民センター,キンロウショウコウシミンセンター,Labor and Commerce Citizen's Center,東京都昭島市昭和町3-10-2,,35.707038,139.367005,昭島市,042-545-2305,,AkishimaCityFreeWi-Fi,1階事務室前ロビー、廊下,https://www.city.akishima.lg.jp/,
132071,20,東京都,昭島市,朝日町高齢者福祉センター,アサヒチョウコウレイシャフクシセンター,Asahi-cho The Elderly Walfare Center,東京都昭島市朝日町4-5-9,,35.706258,139.370460,昭島市,042-546-5167,,AkishimaCityFreeWi-Fi,ホール及び廊下,https://www.city.akishima.lg.jp/,
132071,21,東京都,昭島市,松原町高齢者福祉センター,マツバラチョウコウレイシャフクシセンター,Matsubara-cho The Elderly Walfare Center,東京都昭島市松原町1-13-3,,35.714701,139.354453,昭島市,042-541-3107,,AkishimaCityFreeWi-Fi,館内,https://www.city.akishima.lg.jp/,
132071,22,東京都,昭島市,拝島町高齢者福祉センター,ハイジマチョウコウレイシャフクシセンター,Haijima-cho The Elderly Walfare Center,東京都昭島市拝島町3-10-4,,35.710487,139.335016,昭島市,042-542-4083,,AkishimaCityFreeWi-Fi,ホール及び廊下、談話ロビー,https://www.city.akishima.lg.jp/,
132071,23,東京都,昭島市,青少年交流センター,セイショウネンコウリュウセンター,Akishima Youth Friendship Center,東京都昭島市昭和町1-6-11,,35.711044,139.365627,昭島市,042-544-1116,,AkishimaCityFreeWi-Fi,センター内全域,https://www.city.akishima.lg.jp/,
132071,24,東京都,昭島市,環境コミュニケーションセンター,カンキョウコミュニケーションセンター,Environment Communication Center,東京都昭島市美堀町3-8-1,,35.723219,139.354547,昭島市,042-546-5300,,AkishimaCityFreeWi-Fi,1階玄関ホール、再生粗大ごみ展示室,https://www.city.akishima.lg.jp/,
132071,25,東京都,昭島市,水道部,スイドウブ,Akishima Waterworks Division,東京都昭島市朝日町4-23-28,,35.708730,139.370352,昭島市,042-543-6111,,AkishimaCityFreeWi-Fi,1階受付前ロビー,https://www.city.akishima.lg.jp/,
132071,26,東京都,昭島市,アキシマエンシス（国際交流教養文化棟）,アキシマエンシス（コクサイコウリュウキョウヨウブンカトウ）,AKISHIMAENSIS,東京都昭島市つつじが丘3-3-15,,35.711714,139.369350,昭島市,042-543-1523,,AkishimaCityFreeWi-Fi,館内,https://www.city.akishima.lg.jp/,
132071,27,東京都,昭島市,アキシマエンシス（校舎棟）,アキシマエンシス（コウシャトウ）,AKISHIMAENSIS,東京都昭島市つつじが丘3-3-15,,35.712009,139.369303,昭島市,042-543-1523,,AkishimaCityFreeWi-Fi,館内,https://www.city.akishima.lg.jp/,
132071,28,東京都,昭島市,アキシマエンシス（体育館棟）,アキシマエンシス（タイイクカントウ）,AKISHIMAENSIS,東京都昭島市つつじが丘3-3-15,,35.711743,139.368486,昭島市,042-543-1523,,AkishimaCityFreeWi-Fi,館内,https://www.city.akishima.lg.jp/,
132071,29,東京都,昭島市,昭島市保健福祉センター（あいぽっく）,アキシマシホケンフクシセンター（アイポック）,Akishima Health and Walfare Center,東京都昭島市昭和町4-7-1,,35.710890,139.364088,昭島市,042-544-5126,,AkishimaWiFi01,3階,https://www.city.akishima.lg.jp/,
132071,30,東京都,昭島市,昭島市保健福祉センター（あいぽっく）,アキシマシホケンフクシセンター（アイポック）,Akishima Health and Walfare Center,東京都昭島市昭和町4-7-1,,35.710890,139.364088,昭島市,042-544-5126,,AkishimaWiFi02,4階,https://www.city.akishima.lg.jp/,
132071,31,東京都,昭島市,松原町コミュニティセンター,マツバラチョウコミュニティセンター,Matsubara-cho Community Center,東京都昭島市松原町1-3-10,,35.712060,139.356957,昭島市,042-500-2273,,AkishimaWiFi03,2階,https://www.city.akishima.lg.jp/,
132071,32,東京都,昭島市,福島会館,フクジマカイカン,Fukujima Hall,東京都昭島市福島町1-19-1,,35.696753,139.381077,昭島市,042-546-2264,,AkishimaWiFi04,学習室、会議室,https://www.city.akishima.lg.jp/,
132071,33,東京都,昭島市,玉川会館（東部出張所）,タマガワカイカン（トウブシュッチョウジョ）,"Tamagawa hall,Tobu Branch Office",東京都昭島市玉川町3-10-15,,35.703703,139.382054,昭島市,042-544-3748,,AkishimaWiFi05,学習室、会議室,https://www.city.akishima.lg.jp/,
132071,34,東京都,昭島市,朝日会館,アサヒカイカン,Asahi Hall,東京都昭島市朝日町5-6-20,,35.705061,139.372835,昭島市,042-544-7200,,AkishimaWiFi06,学習室、会議室,https://www.city.akishima.lg.jp/,
132071,35,東京都,昭島市,堀向会館,ホリムコウカイカン,Horimuko Hall,東京都昭島市美堀町2-6-11,,35.723174,139.363703,昭島市,042-543-0755,,AkishimaWiFi07,学習室、会議室,https://www.city.akishima.lg.jp/,
132071,36,東京都,昭島市,大神会館,オオガミカイカン,Ogami Hall,東京都昭島市大神町3-10-5,,35.700742,139.360806,昭島市,042-544-5550,,AkishimaWiFi08,学習室、会議室,https://www.city.akishima.lg.jp/,
132071,37,東京都,昭島市,昭和会館,ショウワカイカン,Showa Hall,東京都昭島市松原町1-2-25,,35.712896,139.357669,昭島市,042-544-0610,,AkishimaWiFi09,学習室、会議室,https://www.city.akishima.lg.jp/,
132071,38,東京都,昭島市,緑会館,ミドリカイカン,Midori Hall,東京都昭島市緑町4-13-26,,35.714276,139.344637,昭島市,042-541-8799,,AkishimaWiFi10,学習室、会議室,https://www.city.akishima.lg.jp/,
132071,39,東京都,昭島市,拝島会館,ハイジマカイカン,Haijima Hall,東京都昭島市拝島町2-4-13,,35.707257,139.341968,昭島市,042-541-1004,,AkishimaWiFi11,学習室、会議室,https://www.city.akishima.lg.jp/,
132071,40,東京都,昭島市,やまのかみ会館,ヤマノカミカイカン,Yamanokami Hall,東京都昭島市拝島町3-10-3,,35.710898,139.335471,昭島市,042-545-9848,,AkishimaWiFi12,学習室、会議室,https://www.city.akishima.lg.jp/,
132071,41,東京都,昭島市,武蔵野会館,ムサシノカイカン,Musashino Hall,東京都昭島市中神町1172-1,,35.711183,139.375667,昭島市,042-500-4320,,AkishimaWiFi13,学習室、会議室,https://www.city.akishima.lg.jp/,
