地域階層,地域コード,国・地域(人),総数,男,女,アジア,アフガニスタン,アラブ首長国連邦,ミャンマー,バーレーン,ブータン,バングラデシュ,ブルネイ,カンボジア,スリランカ,中国,キプロス,インド,インドネシア,イラン,イラク,イスラエル,ヨルダン,韓国・朝鮮,クウェート,ラオス,レバノン,マレーシア,モンゴル,オマーン,モルディブ,ネパール,パキスタン,フィリピン,カタール,サウジアラビア,シリア,シンガポール,タイ,東ティモール,トルコ,ベトナム,イエメン,ヨーロッパ,アルバニア,オーストリア,ベルギー,ブルガリア,ベラルーシ,クロアチア,チェコ,デンマーク,エストニア,フィンランド,フランス,ドイツ,ギリシャ,ハンガリー,アイスランド,アイルランド,イタリア,キルギス,カザフスタン,リヒテンシュタイン,ルクセンブルク,ラトビア,リトアニア,マルタ,モルドバ,マケドニア,オランダ,ノルウェー,ポーランド,ポルトガル,ルーマニア,ロシア,スペイン,スウェーデン,スイス,トルクメニスタン,タジキスタン,英国,ウクライナ,ウズベキスタン,アルメニア,アゼルバイジャン,グルジア,スロベニア,スロバキア,ボスニア・ヘルツェゴビナ,注3）セルビア・モンテネグロ,アフリカ,アルジェリア,ブルンジ,ボツワナ,カメルーン,中央アフリカ,チャド,コンゴ共和国,コンゴ民主共和国,ベナン,ジブチ,エチオピア,エリトリア,ガボン,ガーナ,ギニア,ガンビア,コートジボアール,ケニア,リベリア,リビア,レソト,マダガスカル,マリ,モロッコ,マラウイ,モーリシャス,モザンビーク,ニジェール,ナイジェリア,ナミビア,ルワンダ,セネガル,シエラレオネ,ソマリア,スーダン,セイシェル,タンザニア,トーゴ,チュニジア,ウガンダ,南アフリカ,エジプト,ブルキナファソ,ザンビア,ジンバブエ,アンゴラ,ギニアビサウ,北米,バルバドス,バハマ,ベリーズ,カナダ,コスタリカ,キューバ,ドミニカ共和国,ドミニカ国,エルサルバドル,グアテマラ,ハイチ,ホンジュラス,ジャマイカ,メキシコ,ニカラグア,パナマ,セント・ヴィンセント,セント・クリストファー・ネイヴィース,トリニダード・トバゴ,米国,グレナダ,アンティグア・バーブーダ,南米,アルゼンチン,ボリビア,ブラジル,チリ,コロンビア,エクアドル,パラグアイ,ペルー,スリナム,ウルグアイ,ベネズエラ,オセアニア,オーストラリア,フィジー,キリバス,マーシャル諸島,ミクロネシア,ニュージーランド,ナウル,パプア・ニューギニア,パラオ,ソロモン諸島,トンガ,バヌアツ,サモア,無国籍・その他
4,13204,三鷹市,3005,1457,1548,2165,0,0,14,0,0,3,0,9,4,937,0,22,18,17,0,3,0,770,0,5,0,21,15,0,0,11,2,184,0,2,0,8,65,0,4,51,0,282,0,3,4,4,3,0,2,1,1,6,43,23,0,1,3,5,12,1,1,0,0,0,3,0,2,0,6,3,8,2,2,19,7,8,3,0,0,88,1,8,6,0,0,0,3,0,0,18,0,0,0,0,0,0,1,1,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,412,0,0,0,71,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,339,0,0,56,4,0,36,9,2,0,1,4,0,0,0,69,47,1,0,0,0,21,0,0,0,0,0,0,0,3
4,13205,青梅市,1478,574,904,1090,0,0,1,0,0,6,0,0,3,311,0,12,12,8,0,1,0,278,0,2,0,5,4,0,0,2,2,372,0,0,0,4,56,0,0,11,0,29,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,6,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,72,0,0,252,5,0,102,0,4,0,0,141,0,0,0,21,3,14,0,0,0,3,0,0,0,0,0,0,1,1
4,13206,府中市,4199,1922,2277,3402,16,0,20,0,1,24,1,7,23,1280,0,80,69,18,0,0,1,1090,0,10,2,32,44,0,0,11,17,489,0,0,2,14,87,1,7,56,0,215,0,0,4,3,2,1,8,1,0,2,16,15,1,6,0,0,14,2,2,0,0,1,1,0,0,0,2,1,5,1,8,22,7,2,1,0,0,61,8,11,0,1,2,2,0,2,0,49,1,0,0,0,0,0,0,1,0,0,0,0,1,11,1,0,0,0,0,0,0,1,0,3,0,0,0,0,5,0,1,1,1,0,2,0,1,1,0,0,0,16,1,1,0,0,0,343,0,0,0,45,0,0,1,0,0,1,0,0,2,5,0,2,0,0,0,287,0,0,119,3,1,83,1,12,0,1,18,0,0,0,70,26,0,0,1,0,39,0,0,1,0,2,0,1,1
4,13207,昭島市,2200,995,1205,1935,0,0,3,0,0,24,0,0,6,781,0,8,25,11,0,0,0,750,0,12,0,9,0,0,0,19,5,235,0,0,0,5,15,0,0,27,0,32,0,0,0,1,0,0,1,0,0,0,3,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,1,0,0,0,0,6,1,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,58,0,0,0,2,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,51,0,0,149,2,4,60,1,3,0,2,77,0,0,0,7,3,0,0,0,0,4,0,0,0,0,0,0,0,0
4,13208,調布市,3705,1757,1948,3162,1,0,12,0,0,37,0,2,30,1186,0,46,46,11,0,2,0,1212,0,4,0,34,20,4,0,4,8,327,0,0,0,13,76,0,4,82,1,200,0,3,2,7,0,1,1,2,2,2,28,11,1,0,1,3,8,0,2,0,0,1,0,0,1,0,4,1,2,2,4,43,7,4,1,0,0,49,4,3,0,0,0,0,0,0,0,30,1,0,0,0,0,0,0,0,1,0,0,0,0,6,1,0,0,1,0,0,0,0,0,2,0,0,0,0,6,0,0,0,2,0,0,0,3,0,5,0,0,2,0,0,0,0,0,218,0,0,0,48,0,3,1,0,0,2,1,1,0,13,0,0,0,0,0,149,0,0,58,4,1,31,1,7,0,2,12,0,0,0,34,27,1,0,0,0,6,0,0,0,0,0,0,0,3
4,13209,町田市,4938,2155,2783,4057,0,0,17,0,0,26,0,5,41,1865,0,72,47,29,0,2,0,1213,0,9,0,21,19,0,0,16,21,492,0,0,1,10,94,0,7,50,0,279,0,4,1,7,8,0,1,2,1,3,12,30,1,6,0,3,8,1,0,0,0,0,7,0,0,0,6,0,4,3,7,33,7,4,3,0,0,105,7,4,0,0,0,0,1,0,0,72,2,0,0,0,0,0,0,3,0,0,1,0,0,19,4,0,0,0,0,0,0,0,2,4,0,0,0,0,17,0,0,0,0,0,0,0,0,0,1,0,3,14,0,0,2,0,0,351,0,0,0,55,1,1,1,1,0,0,0,0,1,6,0,0,0,0,0,284,1,0,120,7,1,50,3,15,0,0,42,0,0,2,55,40,0,0,0,0,14,0,0,0,0,1,0,0,4
4,13210,小金井市,2317,1199,1118,1869,14,0,13,0,0,43,0,2,35,965,0,31,28,3,0,1,0,422,0,2,0,35,13,0,0,35,2,133,0,0,1,4,37,1,4,42,3,144,0,1,1,0,0,0,6,0,0,0,23,17,0,2,1,1,4,0,0,0,0,0,0,0,1,0,4,0,2,0,4,15,10,5,2,0,0,42,1,1,0,0,0,0,1,0,0,27,2,0,0,0,0,0,0,0,0,0,0,1,0,4,2,0,0,1,0,1,0,0,1,2,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,204,0,0,0,33,0,1,0,0,1,0,0,0,0,3,0,1,0,0,0,165,0,0,28,2,1,12,2,3,0,0,7,1,0,0,38,30,1,0,0,0,5,0,0,0,1,0,0,1,7
4,13211,小平市,4028,1987,2041,3498,1,0,10,0,0,20,0,5,13,1045,0,19,39,14,0,0,0,1889,1,3,0,29,42,0,0,9,6,244,0,0,0,5,51,0,1,52,0,132,0,4,1,5,1,0,0,1,0,0,9,14,1,1,0,4,4,3,1,1,0,,1,1,0,0,3,0,3,1,3,13,1,4,3,0,0,30,5,13,0,0,0,0,0,0,1,40,0,0,0,0,0,0,0,0,0,0,3,0,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,3,0,1,1,0,15,0,0,0,0,2,130,0,0,0,12,0,0,0,0,0,0,0,0,0,31,1,0,0,0,1,85,0,0,182,1,1,168,1,3,0,1,7,0,0,0,44,29,1,0,0,1,10,0,3,0,0,0,0,0,2
4,13212,日野市,2374,1131,1243,2064,5,0,7,0,0,20,0,2,54,1036,0,39,31,11,0,2,0,512,0,6,0,27,6,0,1,22,1,226,0,1,0,4,36,0,0,15,0,76,1,1,2,0,0,0,0,2,0,1,7,7,0,0,0,1,3,0,1,0,0,1,0,0,1,0,4,0,0,0,3,4,6,2,0,0,0,29,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,102,0,0,0,26,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,71,0,0,97,1,2,15,0,7,0,2,69,0,0,1,20,5,10,0,0,0,4,0,0,1,0,0,0,0,1
4,13213,東村山市,1766,812,954,1552,4,0,6,0,0,19,0,15,22,506,0,8,19,15,0,0,0,579,0,1,0,14,12,0,0,4,6,274,0,0,0,2,29,0,2,15,0,51,0,0,0,0,1,0,0,0,0,0,3,4,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,2,8,1,0,0,0,0,24,1,1,0,0,0,0,0,0,0,34,1,0,0,1,0,0,0,1,0,0,0,0,0,13,1,0,1,0,0,0,0,1,0,0,0,0,0,0,8,0,0,2,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,85,0,0,0,11,0,1,0,0,0,0,0,0,1,5,0,2,0,0,0,65,0,0,26,0,0,9,0,10,0,0,7,0,0,0,17,15,0,0,0,0,2,0,0,0,0,0,0,0,1
4,13214,国分寺市,1671,786,885,1372,1,0,0,0,0,6,0,0,8,654,0,8,10,5,0,0,0,476,0,0,0,8,6,0,0,7,12,103,0,1,0,9,18,0,3,37,0,101,0,0,2,2,1,0,0,0,0,2,15,7,0,1,0,3,6,0,0,0,0,0,0,0,0,0,2,0,0,2,1,9,3,4,2,0,0,37,1,0,0,0,0,0,1,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,129,0,0,0,24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,104,0,0,28,1,0,17,0,2,0,0,7,0,0,1,28,26,0,0,0,0,2,0,0,0,0,0,0,0,1
4,13215,国立市,1392,654,738,1145,0,0,1,1,0,12,0,0,22,491,1,21,10,8,0,0,0,401,1,1,0,7,11,0,0,17,0,74,0,0,0,1,38,0,2,25,0,115,0,1,0,7,2,0,2,0,0,1,2,25,1,3,0,0,3,0,0,0,0,0,0,0,0,0,2,0,2,0,5,16,1,3,0,0,0,26,8,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,82,0,0,0,16,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,64,0,0,23,2,0,10,1,0,0,0,10,0,0,0,19,17,0,0,0,0,2,0,0,0,0,0,0,0,0
4,13218,福生市,2306,1084,1222,1616,0,0,0,0,0,20,0,0,7,448,0,8,9,10,0,0,0,415,0,9,0,19,1,0,0,58,13,431,0,0,0,5,156,0,2,5,0,22,0,1,0,0,0,0,0,1,0,0,2,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,4,3,0,0,0,0,0,0,1,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,33,11,0,0,1,0,0,0,0,2,0,0,0,0,0,11,0,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,159,1,0,0,6,0,1,3,0,0,0,0,0,1,1,1,0,0,0,0,145,0,0,436,3,1,123,0,9,0,1,299,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,3
4,13219,狛江市,821,357,464,679,0,0,2,0,0,2,0,0,3,273,0,7,6,7,0,0,0,208,0,0,0,12,2,0,0,15,2,109,0,0,0,1,19,0,2,9,0,57,0,1,1,5,1,0,1,0,0,0,7,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,2,6,1,2,0,0,0,18,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,62,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,52,0,0,7,0,0,5,0,0,0,0,2,0,0,0,7,6,0,0,0,0,0,0,0,0,1,0,0,0,1
4,13220,東大和市,930,345,585,824,0,0,1,0,0,1,0,1,3,180,0,4,4,2,0,0,0,313,0,0,0,5,0,0,0,1,2,282,0,0,1,0,23,0,0,1,0,26,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,9,1,0,1,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,32,0,0,28,0,0,21,0,1,0,0,6,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0
4,13221,清瀬市,920,409,511,794,0,0,1,0,0,11,0,0,31,349,0,1,6,8,0,0,0,188,0,0,0,0,1,0,0,5,10,137,0,0,0,0,29,0,1,16,0,25,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,2,0,1,3,2,0,0,0,0,9,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,11,0,4,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,43,0,0,0,4,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,35,0,0,20,0,0,9,0,2,0,0,6,0,3,0,13,10,0,0,0,0,3,0,0,0,0,0,0,0,1
4,13222,東久留米市,1620,727,893,1128,0,0,1,0,0,9,0,1,24,380,0,41,17,10,0,0,0,321,0,0,0,6,9,0,0,2,10,240,0,2,2,8,38,0,5,2,0,85,0,1,2,4,1,0,1,1,0,0,6,13,0,1,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,3,2,2,3,2,0,0,32,4,0,0,0,0,0,1,0,0,37,0,0,0,2,0,0,0,0,0,0,0,0,0,7,4,0,0,1,0,0,0,0,0,0,0,0,0,0,13,0,0,1,0,0,0,0,1,0,0,0,3,5,0,0,0,0,0,300,0,2,0,37,1,0,0,0,0,1,0,0,0,3,1,0,0,0,1,254,0,0,25,1,0,14,1,4,0,0,3,0,2,0,38,33,0,0,0,0,5,0,0,0,0,0,0,0,7
4,13223,武蔵村山市,943,394,549,764,0,0,0,0,0,17,0,2,4,252,0,0,15,8,0,0,0,198,0,0,0,3,0,0,0,5,2,227,0,0,0,0,18,0,0,13,0,10,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,125,0,0,108,0,1,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,13224,多摩市,2056,909,1147,1797,0,0,0,0,0,4,0,0,16,857,0,25,15,13,8,2,1,535,0,0,1,8,6,0,0,21,5,240,0,0,0,6,26,0,0,8,0,94,0,2,0,0,0,0,0,0,0,2,12,5,1,0,0,2,5,0,0,0,0,0,0,0,1,0,2,0,10,0,8,18,1,0,1,0,0,22,2,0,0,0,0,0,0,0,0,22,0,0,0,1,0,0,0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,1,0,0,2,0,0,0,0,1,0,6,0,0,0,0,0,83,0,0,0,9,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,69,0,0,33,1,0,20,2,7,0,0,3,0,0,0,26,19,0,0,0,0,7,0,0,0,0,0,0,0,1
4,13225,稲城市,1000,455,545,868,0,0,2,0,0,3,0,0,10,380,0,11,7,12,0,0,0,276,0,6,1,2,5,0,0,5,1,110,0,0,0,2,17,0,0,18,0,31,0,1,0,1,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,3,6,1,0,1,0,0,8,2,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,42,0,0,0,7,0,1,0,0,2,0,0,0,0,2,0,0,0,0,0,30,0,0,41,0,0,30,0,1,0,2,7,0,0,1,9,7,0,0,0,0,1,0,0,0,0,0,0,1,0
4,13227,羽村市,1771,843,928,807,0,0,2,0,0,17,0,0,1,266,0,19,3,11,0,0,0,167,0,0,0,3,0,0,0,8,7,273,0,0,0,2,18,0,1,9,0,16,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,1,0,0,0,2,2,0,0,0,0,0,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,87,0,0,0,0,5,0,3,0,0,0,0,0,0,1,1,0,0,0,0,77,0,0,849,12,8,268,0,29,0,6,523,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,13228,あきる野市,622,264,358,475,10,0,0,0,0,5,0,0,4,101,0,3,7,5,0,0,0,174,0,46,0,2,0,0,0,3,7,71,0,0,0,0,17,0,0,20,0,14,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,1,0,0,0,0,2,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,50,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,76,1,0,38,0,1,0,4,32,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2
4,13229,西東京市,2823,1295,1528,2427,0,0,10,0,0,12,0,5,24,1008,0,23,31,7,0,0,0,904,0,2,0,13,16,0,0,10,7,280,0,0,0,8,42,0,1,24,0,118,0,0,1,0,0,0,0,1,0,2,18,8,1,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,3,1,0,14,0,0,3,0,0,55,4,2,0,0,0,0,0,0,0,56,0,0,0,2,0,0,0,5,0,0,1,0,0,8,7,0,0,0,0,1,0,0,0,0,0,0,0,0,16,0,0,0,10,0,0,0,3,0,0,1,0,2,0,0,0,0,0,129,0,0,0,23,0,0,1,0,0,0,0,0,0,7,1,0,0,0,0,97,0,0,62,6,0,38,1,10,0,0,7,0,0,0,30,12,0,0,0,0,15,0,0,0,0,3,0,0,1
1,13550,町村部,1005,416,589,755,0,0,3,0,0,49,0,0,0,131,0,11,14,4,0,1,0,163,0,2,0,5,1,0,0,2,5,322,0,0,0,2,34,0,0,6,0,20,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,5,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,149,3,0,92,0,0,0,1,53,0,0,0,5,2,0,0,0,0,3,0,0,0,0,0,0,0,3
2,13300,西多摩郡,765,361,404,553,0,0,3,0,0,49,0,0,0,117,0,11,7,3,0,1,0,73,0,2,0,4,1,0,0,2,5,242,0,0,0,1,26,0,0,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,142,2,0,87,0,0,0,1,52,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1
4,13303,瑞穂町,669,323,346,489,0,0,3,0,0,48,0,0,0,103,0,11,6,3,0,1,0,56,0,0,0,3,1,0,0,2,5,215,0,0,0,1,25,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,136,2,0,82,0,0,0,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,13305,日の出町,66,28,38,44,0,0,0,0,0,1,0,0,0,11,0,0,1,0,0,0,0,10,0,2,0,1,0,0,0,0,0,17,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,6,0,0,5,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0
4,13307,檜原村,10,3,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,13308,奥多摩町,20,7,13,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,13350,島部,240,55,185,202,0,0,0,0,0,0,0,0,0,14,0,0,7,1,0,0,0,90,0,0,0,1,0,0,0,0,0,80,0,0,0,1,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,7,1,0,5,0,0,0,0,1,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,2
3,13360,大島支庁,52,23,29,36,0,0,0,0,0,0,0,0,0,8,0,0,6,1,0,0,0,11,0,0,0,1,0,0,0,0,0,4,0,0,0,1,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,1,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,13380,三宅支庁,38,10,28,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,13400,八丈支庁,134,13,121,124,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,53,0,0,0,0,0,0,0,0,0,61,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1
