地域階層,地域コード,国・地域(人),総数,中国,韓国・朝鮮,フィリピン,米国,インド,英国,タイ,フランス,ブラジル,オーストラリア,その他,前年同月との比較／総数,前年同月との比較／増減数
4,13308,奥多摩町,20,3,5,7,5,0,0,0,0,0,0,0,19,1
2,13350,島部,240,14,90,80,14,0,5,8,0,5,2,22,238,2
3,13360,大島支庁,52,8,11,4,3,0,1,4,0,4,0,17,52,0
3,13380,三宅支庁,38,0,21,14,2,0,0,0,0,0,0,1,36,2
3,13400,八丈支庁,134,5,53,61,5,0,2,4,0,0,2,2,135,-1
3,13420,小笠原支庁,16,1,5,1,4,0,2,0,0,1,0,2,15,1
,,,,,,,,,,,,,,,,
外国人登録人口　平成19年1月,,,,,,,,,,,,,,,,
第１表　区市町村別主要10か国外国人登録人口 （平成19年1月１日現在）,,,,,,,,,,,,,,,,
注１）国籍は、平成１９年１月１日現在で登録人口の多い１０か国とした。,,,,,,,,,,,,,,,,
注２）人口規模を考慮し、島部町村については、支庁単位の集計とした。各支庁管内の町村は次のとおり。大島支庁：大島町、利島村、新島村、神津島村。　八丈支庁 ：八丈町、青ヶ島村。三宅支庁 ：三宅村、御蔵島村。小笠原支庁：小笠原村。,,,,,,,,,,,,,,,,
地域階層（0:総数　1:区部・市部・町村部　2:郡部・島部　3:支庁　4:区市町村）,,,,,,,,,,,,,,,,
