全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,名称_英語,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),設置位置,緯度,経度,高度の種別,高度の値,男性トイレ総数,男性トイレ数（小便器）,男性トイレ数（和式）,男性トイレ数（洋式）,女性トイレ総数,女性トイレ数（和式）,女性トイレ数（洋式）,男女共用トイレ総数,男女共用トイレ数（和式）,男女共用トイレ数（洋式）,バリアフリートイレ数,車椅子使用者用トイレ有無,乳幼児用設備設置トイレ有無,オストメイト設置トイレ有無,利用開始時間,利用終了時間,利用可能時間特記事項,画像,画像_ライセンス,備考
132098,,町田市,べルク町田野津田店,,,132098,,東京都町田市野津田町230,東京都,町田市,野津田町,230,,,35.58529573,139.4366898,,,,,,,,,,,,,,有,,有,0:00,23:59,定休日：1月1日,,,
132098,,町田市,セブン-イレブン町田野津田町店,,,132098,,東京都町田市野津田町36-1,東京都,町田市,野津田町,Jan-36,,,35.58508924,139.4332309,,,,,,,,,,,,,,無,,無,0:00,23:59,定休日：なし,,,
132098,,町田市,ファミリーマート 町田金井町店,,,132098,,東京都町田市金井ヶ丘4-1-21,東京都,町田市,金井ヶ丘,2004/1/21,,,35.57786139,139.4702674,,,,,,,,,,,,,,無,,無,0:00,23:59,定休日：なし,,,
132098,,町田市,島忠　ホームズ町田三輪店,,,132098,,東京都町田市三輪町281-1,東京都,町田市,三輪町,281-1,,,35.57876121,139.5005438,,,,,,,,,,,,,,有,,有,10:00,20:00,定休日：なし,,,
132098,,町田市,セブン-イレブン町田小川２丁目店,,,132098,,東京都町田市小川2-25-3,東京都,町田市,小川,2-25-3,,,35.53041119,139.471763,,,,,,,,,,,,,,有,,無,0:00,23:59,,,,
132098,,町田市,ファミリーマート秀栄町田小川店,,,132098,,東京都町田市小川5-10-20,東京都,町田市,小川,2005/10/20,,,35.52313903,139.4695037,,,,,,,,,,,,,,無,,無,0:00,23:59,定休日：なし,,,
132098,,町田市,セブン-イレブン町田金森店,,,132098,,東京都町田市金森2-21-17,東京都,町田市,金森,2-21-17,,,35.53345565,139.4596182,,,,,,,,,,,,,,無,,無,0:00,23:59,定休日：なし,,,
132098,,町田市,セブン-イレブン町田ポプラヶ丘店,,,132098,,東京都町田市成瀬台2-1-2,東京都,町田市,成瀬台,2002/1/2,,,35.54972519,139.4763024,,,,,,,,,,,,,,有,,無,6:00,23:59,定休日：なし,,,
132098,,町田市,セブン-イレブン町田成瀬台３丁目店,,,132098,,東京都町田市成瀬台3-8-7,東京都,町田市,成瀬台,2003/8/7,,,35.55457522,139.4782797,,,,,,,,,,,,,,有,,無,5:00,23:59,,,,
132098,,町田市,株式会社村山工業所,,,132098,,東京都町田市西成瀬1-49-23,東京都,町田市,西成瀬,1-49-23,,,35.54333527,139.4641462,,,,,,,,,,,,,,無,,無,8:00,19:00,定休日：日,,,
132098,,町田市,ファミリーマート町田鶴間店,,,132098,,東京都町田市南町田4-19-5,東京都,町田市,南町田,4-19-5,,,35.51397935,139.4658381,,,,,,,,,,,,,,有,,無,0:00,23:59,無休,,,
132098,,町田市,ファミリーマート南町田四丁目店,,,132098,,東京都町田市南町田4-2-50,東京都,町田市,南町田,4-2-50,,,35.51745625,139.4651266,,,,,,,,,,,,,,有,,無,0:00,23:59,無休,,,
132098,,町田市,セブン-イレブン町田街道鶴間店,,,132098,,東京都町田市南町田5-3-53,東京都,町田市,南町田,5-3-53,,,35.51338479,139.4748282,,,,,,,,,,,,,,有,,無,0:00,23:59,,,,
132098,,町田市,６８８９ Ｃａｆｅ,,,132098,,東京都町田市南町田5-4-10,東京都,町田市,南町田,2005/4/10,,,35.51316168,139.4741592,,,,,,,,,,,,,,無,,無,11:30,21:00,定休日：月曜日（休日を除く）・火曜日、年末年始（LO 20：30）,,,
132098,,町田市,祐照庵(大戸観音堂）,,,132098,,東京都町田市相原町4643,東京都,町田市,相原町,4643,,,35.61354961,139.2888803,,,,,,,,,,,,,,無,無,無,0:00,23:59,,,,
132098,,町田市,正山寺,,,132098,,東京都町田市上小山田町1504,東京都,町田市,上小山田町,1504,,,35.60119824,139.4017001,,,,,,,,,,,,,,有,無,無,8:00,18:00,,,,
132098,,町田市,浄運寺,,,132098,,東京都町田市原町田6-21-28,東京都,町田市,原町田,6-21-28,,,35.54309338,139.4478158,,,,,,,,,,,,,,無,無,無,7:00,17:00,,,,
132098,,町田市,菅原神社,,,132098,,東京都町田市本町田802,東京都,町田市,本町田,802,,,35.55912926,139.4472652,,,,,,,,,,,,,,無,無,無,0:00,23:59,,,,
132098,,町田市,慶性寺,,,132098,,東京都町田市大蔵町2177-1,東京都,町田市,大蔵町,Jan-77,,,35.58539335,139.4736688,,,,,,,,,,,,,,無,無,無,8:00,18:00,,,,
132098,,町田市,春日神社,,,132098,,東京都町田市大蔵町2822,東京都,町田市,大蔵町,2822,,,35.58582606,139.4593878,,,,,,,,,,,,,,無,無,無,0:00,23:59,,,,
132098,,町田市,小野神社,,,132098,,東京都町田市小野路町885,東京都,町田市,小野路町,885,,,35.59799652,139.4379439,,,,,,,,,,,,,,無,無,無,0:00,23:59,,,,
132098,,町田市,八幡神社,,,132098,,東京都町田市金井ヶ丘2-5-1,東京都,町田市,金井ヶ丘,2002/5/1,,,35.57192535,139.4603878,,,,,,,,,,,,,,無,無,無,0:00,23:59,,,,
132098,,町田市,観泉寺,,,132098,,東京都町田市真光寺町1210,東京都,町田市,真光寺町,1210,,,35.60092068,139.460623,,,,,,,,,,,,,,無,無,無,,,随時,,,
132098,,町田市,能ヶ谷神社,,,132098,,東京都町田市能ヶ谷6-20-1,東京都,町田市,能ヶ谷,6-20-1,,,35.58827914,139.4824017,,,,,,,,,,,,,,無,無,無,0:00,23:59,,,,
132098,,町田市,野津田神社,,,132098,,東京都町田市野津田町2319,東京都,町田市,野津田町,2319,,,35.58418331,139.4472048,,,,,,,,,,,,,,無,無,無,,,日の出～日没,,,
132098,,町田市,高蔵寺,,,132098,,東京都町田市三輪町1739,東京都,町田市,三輪町,1739,,,35.58044899,139.489907,,,,,,,,,,,,,,無,無,無,9:00,16:00,,,,
132098,,町田市,ローソン 町田相原駅西口店,,,132098,,東京都町田市相原町1165-1,東京都,町田市,相原町,1165-1,,,139.3311513,35.60692506,,,,,,,,,,,,,,無,,有,0:00,23:59,無休,,,
