区分,内訳／都内在住者（地点/人回）,内訳／都内在住者対前年差,内訳／道府県在住者（地点/人回）,内訳／道府県在住者対前年差,内訳／外国在住者（地点/人回）,内訳／外国在住者対前年差
宿泊客／観光目的,2.92897922949861,-0.4,3.34893865026061,-1.4,4.98252734762426,-1.8
宿泊客／ビジネス目的,2.50561984251214,0.8,2.58034792780428,0,3.37927670300631,-2.1
日帰り客／観光目的,1.67810898406381,0,1.8726393623419,0,3.35641210529663,0
日帰り客／ビジネス目的,1.49924290420282,0,1.46401646706627,-0.2,2.45126218765638,0
