"年月日時［西暦]","地区","二酸化硫黄[ppb]","一酸化窒素[ppb]","二酸化窒素[ppb]","窒素酸化物[ppb]","オキシダント[ppb]","一酸化炭素[0.1ppm]","ノンメタン炭化水素(非メタン9[0.01ppmC]","メタン[0.01ppmC]","浮遊粒子状物質[μg/立方メートル]","PM2.5[μg/m3]","風速[0.1m/s]","風向","温度[0.1℃]","湿度[%]","THC[0.01ppmC]"
2006120101,"一の橋",9995,9995,9995,9995,1,9995,72,208,25,,5,"ENE",98,62,280
2006120102,"一の橋",9995,9995,9995,9995,0,7,35,195,19,,6,"ENE",95,55,230
2006120103,"一の橋",2,44,34,78,1,7,29,194,17,,4,"ENE",96,52,223
2006120104,"一の橋",2,49,36,85,0,7,28,194,17,,7,"ENE",88,53,222
2006120105,"一の橋",2,46,36,82,0,6,24,194,11,,5,"NE",89,51,218
2006120106,"一の橋",2,53,39,92,1,5,22,194,13,,6,"E",85,47,216
2006120107,"一の橋",2,37,37,74,2,5,18,193,17,,5,"ENE",84,49,211
2006120108,"一の橋",2,47,39,86,3,7,21,193,17,,7,"ENE",95,45,214
2006120109,"一の橋",3,68,42,110,5,8,27,194,15,,6,"ESE",104,42,221
2006120110,"一の橋",3,94,47,141,4,9,35,195,18,,7,"WSW",116,38,230
2006120111,"一の橋",4,101,53,154,4,9,43,197,18,,4,"SE",122,37,240
2006120112,"一の橋",5,126,58,184,2,10,46,198,32,,5,"E",131,39,244
2006120113,"一の橋",8,164,67,231,2,11,50,224,38,,7,"ENE",131,43,274
2006120114,"一の橋",9,150,70,220,2,12,62,252,42,,5,"E",134,42,314
2006120115,"一の橋",11,101,62,163,2,11,49,198,39,,5,"SW",134,42,247
2006120116,"一の橋",8,100,59,159,2,11,55,198,30,,9,"WSW",133,43,253
2006120117,"一の橋",6,70,53,123,3,11,41,195,23,,6,"WSW",133,48,236
2006120118,"一の橋",7,69,53,122,2,11,43,196,24,,11,"WSW",134,52,239
2006120119,"一の橋",8,67,51,118,2,10,41,250,26,,5,"WSW",132,50,291
2006120120,"一の橋",8,59,51,110,2,10,41,230,21,,5,"NE",131,51,271
2006120121,"一の橋",8,58,50,108,2,9,46,257,19,,3,"WSW",126,54,303
2006120122,"一の橋",7,74,50,124,2,13,69,275,23,,6,"SW",123,57,344
