階層コード,地域コード,地域,人口総数／平成13年12月１日,人口総数／平成13年11月１日,人口総数／平成12年12月１日,前月との比較／増減数,前月との比較／増減率（％）,前年同月との比較／増減数,前年同月との比較／増減率（％）
0,13000,総数,12238951,12235087,12128383,3864,0.03,110568,0.91
1,13100,区部,8301451,8299431,8223707,2020,0.02,77744,0.95
1,13200,市部,3844818,3843043,3811416,1775,0.05,33402,0.88
1,13300,郡部,61437,61377,61530,60,0.1,-93,-0.15
1,13350,島部,31245,31236,31730,9,0.03,-485,-1.53
,,,,,,,,,
住民基本台帳による世帯と人口_平成13年12月,,,,,,,,,
＜参考＞前月及び前年同月との比較,,,,,,,,,
地域階層（0:総数1:区部・市部・郡部・島部）,,,,,,,,,
