階層コード,地域コード,地域,人口総数／平成13年11月１日,人口総数／平成13年10月１日,人口総数／平成12年11月１日,前月との比較／増減数,前月との比較／増減率（％）,前年同月との比較／増減数,前年同月との比較／増減率（％）
0,13000,総数,12235087,12222490,12124920,12597,0.1,110167,0.91
1,13100,区部,8299431,8290511,8221836,8920,0.11,77595,0.94
1,13200,市部,3843043,3839284,3809840,3759,0.1,33203,0.87
1,13300,郡部,61377,61431,61487,-54,-0.09,-110,-0.18
1,13350,島部,31236,31264,31757,-28,-0.09,-521,-1.64
,,,,,,,,,
住民基本台帳による世帯と人口_平成13年11月,,,,,,,,,
＜参考＞前月及び前年同月との比較,,,,,,,,,
地域階層（0:総数1:区部・市部・郡部・島部）,,,,,,,,,
