"年月日時［西暦]","地区","二酸化硫黄[ppb]","一酸化窒素[ppb]","二酸化窒素[ppb]","窒素酸化物[ppb]","オキシダント[ppb]","一酸化炭素[0.1ppm]","ノンメタン炭化水素(非メタン9[0.01ppmC]","メタン[0.01ppmC]","浮遊粒子状物質[μg/立方メートル]","PM2.5[μg/m3]","風速[0.1m/s]","風向","温度[0.1℃]","湿度[%]","THC[0.01ppmC]"
2008120101,"赤坂",,3,8,11,22,,,,8,,,,,,
2008120102,"赤坂",,3,8,11,23,,,,2,,,,,,
2008120103,"赤坂",,3,7,10,26,,,,6,,,,,,
2008120104,"赤坂",,6,7,13,26,,,,2,,,,,,
2008120105,"赤坂",,15,16,31,19,,,,4,,,,,,
2008120106,"赤坂",,44,29,73,9,,,,5,,,,,,
2008120107,"赤坂",,70,39,109,2,,,,11,,,,,,
2008120108,"赤坂",,84,40,124,3,,,,9,,,,,,
2008120109,"赤坂",,50,33,83,6,,,,15,,,,,,
2008120110,"赤坂",,31,29,60,9,,,,16,,,,,,
2008120111,"赤坂",,29,28,57,12,,,,9,,,,,,
2008120112,"赤坂",,17,30,47,10,,,,11,,,,,,
2008120113,"赤坂",,8,26,34,17,,,,6,,,,,,
2008120114,"赤坂",,9998,9998,9998,9998,,,,6,,,,,,
2008120115,"赤坂",,9998,9998,9998,17,,,,15,,,,,,
2008120116,"赤坂",,2,25,27,16,,,,14,,,,,,
2008120117,"赤坂",,1,28,29,14,,,,10,,,,,,
2008120118,"赤坂",,1,25,26,17,,,,11,,,,,,
2008120119,"赤坂",,9,32,41,10,,,,15,,,,,,
2008120120,"赤坂",,18,38,56,5,,,,20,,,,,,
2008120121,"赤坂",,25,37,62,6,,,,18,,,,,,
2008120122,"赤坂",,25,33,58,7,,,,8,,,,,,
2008120123,"赤坂",,24,34,58,5,,,,19,,,,,,
2008120124,"赤坂",,27,36,63,2,,,,24,,,,,,
2008120201,"赤坂",,48,36,84,1,,,,24,,,,,,
2008120202,"赤坂",,30,34,64,2,,,,15,,,,,,
2008120203,"赤坂",,20,32,52,2,,,,26,,,,,,
2008120204,"赤坂",,33,31,64,1,,,,19,,,,,,
2008120205,"赤坂",,41,32,73,2,,,,19,,,,,,
2008120206,"赤坂",,44,32,76,2,,,,17,,,,,,
2008120207,"赤坂",,49,33,82,1,,,,20,,,,,,
2008120208,"赤坂",,49,33,82,2,,,,14,,,,,,
2008120209,"赤坂",,72,36,108,2,,,,18,,,,,,
2008120210,"赤坂",,85,35,120,2,,,,16,,,,,,
2008120211,"赤坂",,77,37,114,2,,,,25,,,,,,
2008120212,"赤坂",,49,33,82,4,,,,24,,,,,,
2008120213,"赤坂",,39,33,72,4,,,,32,,,,,,
2008120214,"赤坂",,38,33,71,5,,,,47,,,,,,
2008120215,"赤坂",,29,34,63,5,,,,30,,,,,,
2008120216,"赤坂",,30,36,66,3,,,,34,,,,,,
2008120217,"赤坂",,38,38,76,1,,,,26,,,,,,
2008120218,"赤坂",,41,41,82,1,,,,28,,,,,,
2008120219,"赤坂",,43,40,83,1,,,,30,,,,,,
2008120220,"赤坂",,59,40,99,1,,,,25,,,,,,
2008120221,"赤坂",,51,39,90,1,,,,29,,,,,,
2008120222,"赤坂",,39,38,77,1,,,,25,,,,,,
2008120223,"赤坂",,40,40,80,1,,,,24,,,,,,
2008120224,"赤坂",,62,39,101,1,,,,35,,,,,,
2008120301,"赤坂",,71,38,109,1,,,,40,,,,,,
2008120302,"赤坂",,81,37,118,1,,,,42,,,,,,
2008120303,"赤坂",,71,34,105,1,,,,38,,,,,,
2008120304,"赤坂",,81,35,116,1,,,,36,,,,,,
2008120305,"赤坂",,70,30,100,1,,,,37,,,,,,
2008120306,"赤坂",,46,29,75,1,,,,19,,,,,,
2008120307,"赤坂",,82,32,114,1,,,,23,,,,,,
2008120308,"赤坂",,64,30,94,2,,,,15,,,,,,
2008120309,"赤坂",,69,33,102,3,,,,17,,,,,,
2008120310,"赤坂",,55,37,92,5,,,,12,,,,,,
2008120311,"赤坂",,37,36,73,8,,,,25,,,,,,
2008120312,"赤坂",,30,39,69,10,,,,20,,,,,,
2008120313,"赤坂",,25,40,65,13,,,,26,,,,,,
2008120314,"赤坂",,22,37,59,17,,,,23,,,,,,
2008120315,"赤坂",,29,42,71,14,,,,21,,,,,,
2008120316,"赤坂",,30,48,78,11,,,,25,,,,,,
2008120317,"赤坂",,58,57,115,4,,,,23,,,,,,
2008120318,"赤坂",,86,58,144,1,,,,18,,,,,,
2008120319,"赤坂",,20,44,64,8,,,,20,,,,,,
2008120320,"赤坂",,26,42,68,9,,,,23,,,,,,
2008120321,"赤坂",,35,42,77,6,,,,18,,,,,,
2008120322,"赤坂",,33,40,73,5,,,,22,,,,,,
2008120323,"赤坂",,46,42,88,2,,,,23,,,,,,
2008120324,"赤坂",,60,43,103,2,,,,31,,,,,,
2008120401,"赤坂",,84,45,129,9995,,,,31,,,,,,
2008120402,"赤坂",,145,43,188,1,,,,31,,,,,,
2008120403,"赤坂",,129,39,168,1,,,,30,,,,,,
2008120404,"赤坂",,140,43,183,1,,,,29,,,,,,
2008120405,"赤坂",,170,45,215,1,,,,31,,,,,,
2008120406,"赤坂",,126,42,168,1,,,,37,,,,,,
2008120407,"赤坂",,148,43,191,1,,,,28,,,,,,
2008120408,"赤坂",,187,47,234,1,,,,39,,,,,,
2008120409,"赤坂",,114,44,158,2,,,,38,,,,,,
2008120410,"赤坂",,94,50,144,2,,,,31,,,,,,
2008120411,"赤坂",,75,54,129,3,,,,33,,,,,,
2008120412,"赤坂",,58,56,114,7,,,,33,,,,,,
2008120413,"赤坂",,24,51,75,13,,,,27,,,,,,
2008120414,"赤坂",,8,45,53,15,,,,30,,,,,,
2008120415,"赤坂",,11,52,63,11,,,,33,,,,,,
2008120416,"赤坂",,9,67,76,7,,,,38,,,,,,
2008120417,"赤坂",,27,75,102,1,,,,31,,,,,,
2008120418,"赤坂",,11,65,76,1,,,,30,,,,,,
2008120419,"赤坂",,39,73,112,1,,,,43,,,,,,
2008120420,"赤坂",,12,52,64,1,,,,35,,,,,,
2008120421,"赤坂",,4,40,44,9,,,,33,,,,,,
2008120422,"赤坂",,1,37,38,12,,,,34,,,,,,
2008120423,"赤坂",,5,41,46,7,,,,28,,,,,,
2008120424,"赤坂",,117,62,179,1,,,,54,,,,,,
2008120501,"赤坂",,139,60,199,1,,,,51,,,,,,
2008120502,"赤坂",,124,55,179,1,,,,52,,,,,,
2008120503,"赤坂",,102,47,149,1,,,,51,,,,,,
2008120504,"赤坂",,122,48,170,1,,,,45,,,,,,
2008120505,"赤坂",,113,47,160,1,,,,49,,,,,,
2008120506,"赤坂",,142,51,193,1,,,,52,,,,,,
2008120507,"赤坂",,167,52,219,1,,,,47,,,,,,
2008120508,"赤坂",,234,63,297,1,,,,53,,,,,,
2008120509,"赤坂",,131,62,193,2,,,,40,,,,,,
2008120510,"赤坂",,3,30,33,22,,,,22,,,,,,
2008120511,"赤坂",,2,22,24,30,,,,27,,,,,,
2008120512,"赤坂",,1,16,17,35,,,,18,,,,,,
2008120513,"赤坂",,1,12,13,37,,,,13,,,,,,
2008120514,"赤坂",,1,14,15,34,,,,20,,,,,,
2008120515,"赤坂",,1,15,16,32,,,,14,,,,,,
2008120516,"赤坂",,1,16,17,29,,,,22,,,,,,
2008120517,"赤坂",,0,20,20,23,,,,8,,,,,,
2008120518,"赤坂",,2,27,29,17,,,,29,,,,,,
2008120519,"赤坂",,44,45,89,2,,,,33,,,,,,
2008120520,"赤坂",,22,38,60,5,,,,29,,,,,,
2008120521,"赤坂",,12,22,34,16,,,,13,,,,,,
2008120522,"赤坂",,9,17,26,19,,,,1,,,,,,
2008120523,"赤坂",,12,19,31,16,,,,0,,,,,,
2008120524,"赤坂",,18,27,45,7,,,,14,,,,,,
2008120601,"赤坂",,9995,9995,9995,15,,,,9,,,,,,
2008120602,"赤坂",,9995,9995,9995,20,,,,4,,,,,,
2008120603,"赤坂",,15,21,36,13,,,,6,,,,,,
2008120604,"赤坂",,24,25,49,9,,,,5,,,,,,
2008120605,"赤坂",,62,34,96,1,,,,9,,,,,,
2008120606,"赤坂",,95,41,136,1,,,,9,,,,,,
2008120607,"赤坂",,134,45,179,1,,,,10,,,,,,
2008120608,"赤坂",,189,54,243,1,,,,17,,,,,,
2008120609,"赤坂",,91,41,132,1,,,,17,,,,,,
2008120610,"赤坂",,10,18,28,15,,,,10,,,,,,
2008120611,"赤坂",,4,13,17,21,,,,3,,,,,,
2008120612,"赤坂",,17,21,38,15,,,,12,,,,,,
2008120613,"赤坂",,8,19,27,18,,,,5,,,,,,
2008120614,"赤坂",,27,35,62,9,,,,12,,,,,,
2008120615,"赤坂",,40,38,78,8,,,,13,,,,,,
2008120616,"赤坂",,15,27,42,15,,,,11,,,,,,
2008120617,"赤坂",,19,27,46,14,,,,5,,,,,,
2008120618,"赤坂",,19,26,45,15,,,,9,,,,,,
2008120619,"赤坂",,13,22,35,17,,,,4,,,,,,
2008120620,"赤坂",,10,18,28,20,,,,4,,,,,,
2008120621,"赤坂",,5,12,17,27,,,,0,,,,,,
2008120622,"赤坂",,4,10,14,29,,,,4,,,,,,
2008120623,"赤坂",,3,10,13,28,,,,5,,,,,,
2008120624,"赤坂",,5,12,17,25,,,,6,,,,,,
2008120701,"赤坂",,5,12,17,25,,,,4,,,,,,
2008120702,"赤坂",,5,13,18,24,,,,6,,,,,,
2008120703,"赤坂",,4,12,16,24,,,,3,,,,,,
2008120704,"赤坂",,4,9,13,26,,,,5,,,,,,
2008120705,"赤坂",,8,13,21,21,,,,5,,,,,,
2008120706,"赤坂",,7,15,22,19,,,,7,,,,,,
2008120707,"赤坂",,8,19,27,17,,,,5,,,,,,
2008120708,"赤坂",,12,19,31,18,,,,5,,,,,,
2008120709,"赤坂",,8,15,23,22,,,,9,,,,,,
2008120710,"赤坂",,5,8,13,29,,,,3,,,,,,
2008120711,"赤坂",,5,8,13,28,,,,0,,,,,,
2008120712,"赤坂",,4,7,11,30,,,,11,,,,,,
2008120713,"赤坂",,3,6,9,32,,,,5,,,,,,
2008120714,"赤坂",,4,7,11,31,,,,7,,,,,,
2008120715,"赤坂",,7,12,19,27,,,,17,,,,,,
