項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,35歳未満／実数（円）,35歳未満／構成比（％）,35～39歳／実数（円）,35～39歳／構成比（％）,40～44歳／実数（円）,40～44歳／構成比（％）,45～49歳／実数（円）,45～49歳／構成比（％）,50～54歳／実数（円）,50～54歳／構成比（％）,55～59歳／実数（円）,55～59歳／構成比（％）,60～64歳／実数（円）,60～64歳／構成比（％）,65歳以上／実数（円）,65歳以上／構成比（％）,（再掲）75歳以上／実数（円）,（再掲）75歳以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,543,-,818,-,676,-,1059,-,1038,-,1180,-,796,-,3890,-,1935,-
0,0,0,0,0,調査世帯数,671,-,34,-,58,-,46,-,73,-,69,-,80,-,52,-,259,-,129,-
0,0,0,0,0,世帯人員,2.94,-,2.85,-,3.62,-,3.41,-,3.65,-,3.13,-,3.14,-,2.86,-,2.44,-,2.35,-
0,0,0,0,0,有業人員,1.42,-,1.67,-,1.62,-,1.52,-,1.68,-,1.81,-,1.91,-,1.85,-,0.91,-,0.62,-
0,0,0,0,0,世帯主平均年齢,59,-,30.4,-,37.1,-,42.3,-,46.9,-,51.9,-,57,-,61.8,-,75.6,-,81.6,-
2,2,0,0,0,生計支出,334010,-,545690,-,345701,-,327093,-,364498,-,364822,-,391063,-,287393,-,278897,-,225235,-
2,3,0,0,0,消費支出,330099,100,473726,100,345701,100,327093,100,364498,100,364822,100,391063,100,287393,100,278897,100,225235,100
2,4,1,0,0,食料,92129,27.9,68856,14.5,91239,26.4,86655,26.5,105124,28.8,98597,27,102786,26.3,100992,35.1,86210,30.9,77947,34.6
2,5,1,1,0,穀類,7502,2.3,4549,1,6266,1.8,6868,2.1,8542,2.3,8215,2.3,8571,2.2,8403,2.9,7301,2.6,7495,3.3
2,6,1,1,1,米類,2041,0.6,1025,0.2,1264,0.4,1601,0.5,2275,0.6,2350,0.6,2357,0.6,2049,0.7,2180,0.8,2490,1.1
2,6,1,1,2,パン,3190,1,1851,0.4,2742,0.8,2724,0.8,3712,1,3233,0.9,3842,1,3829,1.3,3071,1.1,3002,1.3
2,6,1,1,3,麺類,1800,0.5,1411,0.3,1752,0.5,1976,0.6,2026,0.6,2086,0.6,1772,0.5,2002,0.7,1663,0.6,1593,0.7
2,6,1,1,4,他の穀類,470,0.1,262,0.1,508,0.1,567,0.2,530,0.1,547,0.1,600,0.2,523,0.2,387,0.1,410,0.2
2,5,1,2,0,魚介類,7239,2.2,3321,0.7,4926,1.4,5039,1.5,7554,2.1,7317,2,7405,1.9,7820,2.7,8379,3,7650,3.4
2,6,1,2,1,生鮮魚介,4409,1.3,1886,0.4,3051,0.9,3331,1,4780,1.3,4598,1.3,4586,1.2,4765,1.7,4955,1.8,4265,1.9
2,6,1,2,2,塩干魚介,1213,0.4,558,0.1,766,0.2,705,0.2,1068,0.3,1184,0.3,1093,0.3,1289,0.4,1555,0.6,1530,0.7
2,6,1,2,3,魚肉練製品,559,0.2,297,0.1,238,0.1,273,0.1,517,0.1,395,0.1,658,0.2,595,0.2,732,0.3,673,0.3
2,6,1,2,4,他の魚介加工品,1058,0.3,580,0.1,872,0.3,730,0.2,1190,0.3,1139,0.3,1068,0.3,1171,0.4,1138,0.4,1181,0.5
2,5,1,3,0,肉類,9774,3,6703,1.4,8420,2.4,8224,2.5,11161,3.1,12251,3.4,11720,3,11074,3.9,8861,3.2,6998,3.1
2,6,1,3,1,生鮮肉,7988,2.4,5452,1.2,6569,1.9,6325,1.9,9257,2.5,10201,2.8,9780,2.5,9070,3.2,7230,2.6,5502,2.4
2,6,1,3,2,加工肉,1785,0.5,1251,0.3,1851,0.5,1898,0.6,1904,0.5,2050,0.6,1940,0.5,2004,0.7,1631,0.6,1496,0.7
2,5,1,4,0,乳卵類,5018,1.5,3431,0.7,5011,1.4,4768,1.5,4822,1.3,5038,1.4,6579,1.7,4707,1.6,4922,1.8,4930,2.2
2,6,1,4,1,牛乳,1472,0.4,1120,0.2,1363,0.4,1350,0.4,1527,0.4,1397,0.4,1882,0.5,1256,0.4,1490,0.5,1634,0.7
2,6,1,4,2,乳製品,2581,0.8,1661,0.4,2869,0.8,2571,0.8,2294,0.6,2745,0.8,3587,0.9,2422,0.8,2411,0.9,2351,1
2,6,1,4,3,卵,965,0.3,650,0.1,779,0.2,847,0.3,1000,0.3,896,0.2,1110,0.3,1029,0.4,1021,0.4,945,0.4
2,5,1,5,0,野菜・海藻,11525,3.5,6082,1.3,8107,2.3,8894,2.7,10309,2.8,10409,2.9,13051,3.3,12401,4.3,13447,4.8,13023,5.8
2,6,1,5,1,生鮮野菜,8115,2.5,4324,0.9,5880,1.7,6195,1.9,7531,2.1,7794,2.1,9255,2.4,8672,3,9233,3.3,8839,3.9
2,6,1,5,2,乾物・海藻,855,0.3,558,0.1,654,0.2,673,0.2,672,0.2,655,0.2,919,0.2,826,0.3,1061,0.4,1110,0.5
2,6,1,5,3,大豆加工品,1245,0.4,722,0.2,809,0.2,957,0.3,1019,0.3,972,0.3,1463,0.4,1519,0.5,1471,0.5,1446,0.6
2,6,1,5,4,他の野菜・海藻加工品,1310,0.4,478,0.1,765,0.2,1068,0.3,1087,0.3,989,0.3,1414,0.4,1384,0.5,1683,0.6,1628,0.7
2,5,1,6,0,果物,3484,1.1,1556,0.3,2563,0.7,2594,0.8,2941,0.8,2997,0.8,3803,1,3165,1.1,4348,1.6,4584,2
2,6,1,6,1,生鮮果物,3025,0.9,1081,0.2,2291,0.7,2240,0.7,2456,0.7,2750,0.8,3091,0.8,2727,0.9,3856,1.4,4193,1.9
2,6,1,6,2,果物加工品,459,0.1,476,0.1,272,0.1,354,0.1,485,0.1,247,0.1,711,0.2,439,0.2,492,0.2,392,0.2
2,5,1,7,0,油脂・調味料,4313,1.3,2848,0.6,4019,1.2,3910,1.2,4706,1.3,4397,1.2,5251,1.3,4766,1.7,4144,1.5,3740,1.7
2,6,1,7,1,油脂,465,0.1,286,0.1,374,0.1,388,0.1,433,0.1,588,0.2,448,0.1,611,0.2,473,0.2,438,0.2
2,6,1,7,2,調味料,3849,1.2,2562,0.5,3645,1.1,3522,1.1,4273,1.2,3809,1,4803,1.2,4155,1.4,3670,1.3,3302,1.5
2,5,1,8,0,菓子類,7540,2.3,6038,1.3,9154,2.6,8378,2.6,10224,2.8,7060,1.9,7976,2,8904,3.1,6251,2.2,5484,2.4
2,5,1,9,0,調理食品,13318,4,10072,2.1,13729,4,12646,3.9,16061,4.4,14554,4,15444,3.9,16250,5.7,11481,4.1,10047,4.5
2,6,1,9,1,主食的調理食品,5919,1.8,4573,1,6029,1.7,5527,1.7,6722,1.8,6143,1.7,6990,1.8,7552,2.6,5215,1.9,4142,1.8
2,6,1,9,2,他の調理食品,7399,2.2,5499,1.2,7699,2.2,7119,2.2,9340,2.6,8410,2.3,8453,2.2,8698,3,6265,2.2,5905,2.6
2,5,1,10,0,飲料,6093,1.8,4811,1,5836,1.7,5304,1.6,6215,1.7,5867,1.6,6684,1.7,6285,2.2,6271,2.2,4979,2.2
2,6,1,10,1,茶類,1503,0.5,982,0.2,1124,0.3,1081,0.3,1061,0.3,1041,0.3,1610,0.4,1743,0.6,1892,0.7,1726,0.8
2,6,1,10,2,コーヒー・ココア,1178,0.4,962,0.2,1204,0.3,892,0.3,1438,0.4,1519,0.4,1328,0.3,1180,0.4,1044,0.4,903,0.4
2,6,1,10,3,他の飲料,3412,1,2867,0.6,3508,1,3331,1,3716,1,3307,0.9,3746,1,3362,1.2,3335,1.2,2350,1
