項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,夫婦のみの世帯／実数（円）,夫婦のみの世帯／構成比（％）,夫婦と未婚の子供から成る世帯／実数（円）,夫婦と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／実数（円）,一人親と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／実数（円）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／構成比（％）,その他／実数（円）,その他／構成比（％）,（再掲）夫婦共働き世帯／実数（円）,（再掲）夫婦共働き世帯／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,3520,-,4778,-,942,-,51,-,760,-,3378,-
0,0,0,0,0,調査世帯数,668,-,236,-,321,-,61,-,3,-,50,-,227,-
0,0,0,0,0,世帯人員,2.92,-,2,-,3.69,-,2.26,-,3.2,-,3.23,-,3.43,-
0,0,0,0,0,有業人員,1.33,-,0.69,-,1.8,-,1.37,-,1,-,1.31,-,2.28,-
0,0,0,0,0,世帯主平均年齢,60.2,-,69.2,-,51.6,-,68.9,-,39.2,-,61.9,-,50.8,-
2,2,0,0,0,生計支出,433058,-,272504,-,620057,-,222718,-,258326,-,261982,-,368599,-
2,3,0,0,0,消費支出,309968,100,272504,100,362416,100,222718,100,258326,100,261982,100,368599,100
2,4,1,0,0,食料,89045,28.7,79282,29.1,99415,27.4,69027,31,66151,25.6,93887,35.8,100152,27.2
2,5,1,1,0,穀類,6938,2.2,5980,2.2,7931,2.2,5587,2.5,5531,2.1,6800,2.6,7338,2
2,6,1,1,1,米類,1997,0.6,1879,0.7,2096,0.6,1892,0.8,-,-,2056,0.8,1969,0.5
2,6,1,1,2,パン,2874,0.9,2390,0.9,3432,0.9,2140,1,2866,1.1,2518,1,3137,0.9
2,6,1,1,3,麺類,1602,0.5,1337,0.5,1820,0.5,1262,0.6,1841,0.7,1873,0.7,1712,0.5
2,6,1,1,4,他の穀類,465,0.2,374,0.1,583,0.2,293,0.1,824,0.3,354,0.1,519,0.1
2,5,1,2,0,魚介類,6704,2.2,7207,2.6,6563,1.8,4760,2.1,2129,0.8,7674,2.9,6248,1.7
