項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,35歳未満／実数（円）,35歳未満／構成比（％）,35～39歳／実数（円）,35～39歳／構成比（％）,40～44歳／実数（円）,40～44歳／構成比（％）,45～49歳／実数（円）,45～49歳／構成比（％）,50～54歳／実数（円）,50～54歳／構成比（％）,55～59歳／実数（円）,55～59歳／構成比（％）,60～64歳／実数（円）,60～64歳／構成比（％）,65歳以上／実数（円）,65歳以上／構成比（％）,（再掲）75歳以上／実数（円）,（再掲）75歳以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,476,-,542,-,866,-,1217,-,970,-,1056,-,1180,-,3694,-,1741,-
0,0,0,0,0,調査世帯数,702,-,34,-,36,-,61,-,83,-,67,-,73,-,82,-,266,-,121,-
0,0,0,0,0,世帯人員,2.89,-,2.88,-,3.39,-,3.63,-,3.56,-,3.27,-,2.99,-,2.79,-,2.33,-,2.22,-
0,0,0,0,0,有業人員,1.35,-,1.62,-,1.77,-,1.59,-,1.67,-,1.65,-,1.89,-,1.7,-,0.75,-,0.49,-
0,0,0,0,0,世帯主平均年齢,59.1,-,31.1,-,36.9,-,42.5,-,47,-,51.9,-,56.7,-,62,-,75.4,-,81.8,-
2,2,0,0,0,生計支出,328864,-,248899,-,323116,-,315751,-,628646,-,365410,-,360416,-,279738,-,241391,-,219313,-
2,3,0,0,0,消費支出,295796,100,248899,100,306202,100,315751,100,364459,100,365410,100,360416,100,279738,100,241391,100,219313,100
2,4,1,0,0,食料,85833,29,61412,24.7,91939,30,98765,31.3,101368,27.8,93616,25.6,100698,27.9,86481,30.9,73436,30.4,66350,30.3
2,5,1,1,0,穀類,6552,2.2,5126,2.1,6746,2.2,7632,2.4,7838,2.2,7004,1.9,6449,1.8,6406,2.3,5989,2.5,5702,2.6
2,6,1,1,1,米類,1527,0.5,1117,0.4,1496,0.5,1638,0.5,2056,0.6,1628,0.4,1259,0.3,1583,0.6,1416,0.6,1298,0.6
2,6,1,1,2,パン,2829,1,2122,0.9,2847,0.9,3145,1,3206,0.9,2947,0.8,2835,0.8,2654,0.9,2743,1.1,2668,1.2
2,6,1,1,3,麺類,1612,0.5,1259,0.5,1783,0.6,2135,0.7,1869,0.5,1788,0.5,1767,0.5,1552,0.6,1355,0.6,1336,0.6
2,6,1,1,4,他の穀類,584,0.2,627,0.3,619,0.2,714,0.2,708,0.2,640,0.2,588,0.2,618,0.2,475,0.2,399,0.2
2,5,1,2,0,魚介類,6055,2,2370,1,4007,1.3,6269,2,5604,1.5,6234,1.7,5415,1.5,7522,2.7,6595,2.7,6526,3
2,6,1,2,1,生鮮魚介,3547,1.2,1363,0.5,2210,0.7,3822,1.2,3436,0.9,3770,1,3157,0.9,4455,1.6,3758,1.6,3565,1.6
2,6,1,2,2,塩干魚介,1037,0.4,415,0.2,717,0.2,1138,0.4,805,0.2,997,0.3,796,0.2,1386,0.5,1184,0.5,1175,0.5
2,6,1,2,3,魚肉練製品,655,0.2,201,0.1,450,0.1,493,0.2,537,0.1,605,0.2,750,0.2,842,0.3,747,0.3,851,0.4
2,6,1,2,4,他の魚介加工品,816,0.3,391,0.2,630,0.2,817,0.3,825,0.2,862,0.2,712,0.2,839,0.3,905,0.4,935,0.4
2,5,1,3,0,肉類,8697,2.9,6199,2.5,7575,2.5,10675,3.4,11425,3.1,10800,3,11035,3.1,8382,3,6702,2.8,5655,2.6
2,6,1,3,1,生鮮肉,7253,2.5,5004,2,6272,2,8882,2.8,9576,2.6,9143,2.5,9326,2.6,6818,2.4,5588,2.3,4581,2.1
2,6,1,3,2,加工肉,1445,0.5,1194,0.5,1303,0.4,1793,0.6,1849,0.5,1657,0.5,1709,0.5,1564,0.6,1114,0.5,1074,0.5
2,5,1,4,0,乳卵類,4345,1.5,3848,1.5,3498,1.1,4858,1.5,5297,1.5,4472,1.2,4704,1.3,4340,1.6,3966,1.6,3633,1.7
2,6,1,4,1,牛乳,1290,0.4,1088,0.4,814,0.3,1458,0.5,1641,0.5,1379,0.4,1191,0.3,1198,0.4,1264,0.5,1182,0.5
2,6,1,4,2,乳製品,2246,0.8,2249,0.9,1864,0.6,2521,0.8,2650,0.7,2290,0.6,2663,0.7,2321,0.8,1950,0.8,1771,0.8
2,6,1,4,3,卵,809,0.3,511,0.2,820,0.3,879,0.3,1006,0.3,803,0.2,850,0.2,822,0.3,751,0.3,679,0.3
2,5,1,5,0,野菜・海藻,10345,3.5,6635,2.7,7960,2.6,9907,3.1,10232,2.8,11826,3.2,10645,3,10456,3.7,10802,4.5,10451,4.8
2,6,1,5,1,生鮮野菜,7212,2.4,4905,2,5710,1.9,6976,2.2,7176,2,8663,2.4,7355,2,7132,2.5,7400,3.1,7073,3.2
2,6,1,5,2,乾物・海藻,757,0.3,428,0.2,625,0.2,742,0.2,800,0.2,784,0.2,762,0.2,794,0.3,788,0.3,797,0.4
2,6,1,5,3,大豆加工品,1203,0.4,779,0.3,753,0.2,1135,0.4,1172,0.3,1300,0.4,1140,0.3,1298,0.5,1312,0.5,1285,0.6
2,6,1,5,4,他の野菜・海藻加工品,1173,0.4,523,0.2,872,0.3,1054,0.3,1083,0.3,1079,0.3,1387,0.4,1232,0.4,1301,0.5,1295,0.6
2,5,1,6,0,果物,3701,1.3,2241,0.9,2971,1,3280,1,3315,0.9,2835,0.8,3401,0.9,3859,1.4,4485,1.9,4402,2
2,6,1,6,1,生鮮果物,3236,1.1,1866,0.7,2582,0.8,3093,1,2826,0.8,2418,0.7,2990,0.8,3236,1.2,3962,1.6,3933,1.8
2,6,1,6,2,果物加工品,465,0.2,375,0.2,390,0.1,187,0.1,489,0.1,417,0.1,411,0.1,623,0.2,523,0.2,469,0.2
2,5,1,7,0,油脂・調味料,4370,1.5,3280,1.3,3687,1.2,5000,1.6,5428,1.5,4894,1.3,4745,1.3,4732,1.7,3755,1.6,3386,1.5
2,6,1,7,1,油脂,405,0.1,266,0.1,250,0.1,467,0.1,514,0.1,455,0.1,391,0.1,430,0.2,377,0.2,404,0.2
2,6,1,7,2,調味料,3966,1.3,3014,1.2,3437,1.1,4533,1.4,4914,1.3,4439,1.2,4355,1.2,4301,1.5,3377,1.4,2982,1.4
2,5,1,8,0,菓子類,6952,2.4,4973,2,7414,2.4,9342,3,8711,2.4,6907,1.9,7852,2.2,7276,2.6,5650,2.3,4917,2.2
2,5,1,9,0,調理食品,13113,4.4,8364,3.4,15557,5.1,13159,4.2,14383,3.9,12853,3.5,13587,3.8,14719,5.3,12357,5.1,11269,5.1
2,6,1,9,1,主食的調理食品,5938,2,3637,1.5,7007,2.3,5703,1.8,6426,1.8,5898,1.6,6304,1.7,6751,2.4,5619,2.3,5612,2.6
2,6,1,9,2,他の調理食品,7174,2.4,4728,1.9,8550,2.8,7456,2.4,7957,2.2,6955,1.9,7284,2,7968,2.8,6737,2.8,5657,2.6
2,5,1,10,0,飲料,5103,1.7,4351,1.7,5630,1.8,6787,2.1,6382,1.8,5837,1.6,5693,1.6,5163,1.8,3925,1.6,3563,1.6
2,6,1,10,1,茶類,1100,0.4,898,0.4,887,0.3,1628,0.5,1117,0.3,1100,0.3,1275,0.4,963,0.3,1022,0.4,961,0.4
2,6,1,10,2,コーヒー・ココア,1307,0.4,768,0.3,1532,0.5,1722,0.5,1531,0.4,2359,0.6,1109,0.3,1416,0.5,919,0.4,647,0.3
2,6,1,10,3,他の飲料,2695,0.9,2686,1.1,3211,1,3438,1.1,3734,1,2378,0.7,3309,0.9,2785,1,1984,0.8,1954,0.9
2,5,1,11,0,酒類,4713,1.6,2212,0.9,6431,2.1,5298,1.7,5780,1.6,5712,1.6,7741,2.1,3754,1.3,3474,1.4,2493,1.1
2,5,1,12,0,外食,11887,4,11813,4.7,20463,6.7,16558,5.2,16974,4.7,14243,3.9,19429,5.4,9871,3.5,5737,2.4,4352,2
2,6,1,12,1,一般外食,11161,3.8,11181,4.5,18707,6.1,14306,4.5,14500,4,13623,3.7,19149,5.3,9743,3.5,5737,2.4,4352,2
2,6,1,12,2,学校給食,726,0.2,632,0.3,1755,0.6,2252,0.7,2474,0.7,620,0.2,280,0.1,128,0,-,-,-,-
2,4,2,0,0,住居,21989,7.4,40566,16.3,29764,9.7,16858,5.3,25433,7,39014,10.7,37650,10.4,17163,6.1,11117,4.6,14425,6.6
2,5,2,1,0,家賃地代,14584,4.9,40220,16.2,28101,9.2,16303,5.2,24417,6.7,13245,3.6,20862,5.8,14367,5.1,4283,1.8,5125,2.3
2,5,2,2,0,設備修繕・維持,7405,2.5,345,0.1,1663,0.5,555,0.2,1017,0.3,25769,7.1,16788,4.7,2795,1,6835,2.8,9301,4.2
2,6,2,2,1,設備材料,798,0.3,256,0.1,55,0,155,0,273,0.1,107,0,174,0,66,0,1893,0.8,2949,1.3
2,6,2,2,2,工事その他のサービス,6608,2.2,89,0,1608,0.5,401,0.1,744,0.2,25662,7,16614,4.6,2729,1,4942,2,6351,2.9
2,4,3,0,0,光熱・水道,22723,7.7,17737,7.1,17462,5.7,20125,6.4,21945,6,26017,7.1,24185,6.7,24000,8.6,23312,9.7,22626,10.3
2,5,3,1,0,電気代,10029,3.4,9406,3.8,6999,2.3,8252,2.6,8507,2.3,11799,3.2,11011,3.1,11443,4.1,10275,4.3,10109,4.6
2,5,3,2,0,ガス代,7341,2.5,6089,2.4,5735,1.9,7136,2.3,7084,1.9,7945,2.2,7531,2.1,7664,2.7,7554,3.1,7622,3.5
