項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,35歳未満／実数（円）,35歳未満／構成比（％）,35～39歳／実数（円）,35～39歳／構成比（％）,40～44歳／実数（円）,40～44歳／構成比（％）,45～49歳／実数（円）,45～49歳／構成比（％）,50～54歳／実数（円）,50～54歳／構成比（％）,55～59歳／実数（円）,55～59歳／構成比（％）,60～64歳／実数（円）,60～64歳／構成比（％）,65歳以上／実数（円）,65歳以上／構成比（％）,（再掲）75歳以上／実数（円）,（再掲）75歳以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,622,-,562,-,674,-,1115,-,914,-,1185,-,1063,-,3866,-,1947,-
0,0,0,0,0,調査世帯数,669,-,40,-,38,-,48,-,75,-,61,-,79,-,69,-,259,-,127,-
0,0,0,0,0,世帯人員,2.86,-,2.84,-,3.41,-,3.42,-,3.57,-,3.25,-,3.06,-,2.71,-,2.38,-,2.26,-
0,0,0,0,0,有業人員,1.35,-,1.66,-,1.71,-,1.52,-,1.72,-,1.61,-,1.82,-,1.68,-,0.81,-,0.53,-
0,0,0,0,0,世帯主平均年齢,59.4,-,31.2,-,36.9,-,42.7,-,46.9,-,51.8,-,56.7,-,62,-,75.6,-,81.6,-
2,2,0,0,0,生計支出,362708,-,308964,-,382675,-,284869,-,475154,-,478057,-,433162,-,372667,-,298000,-,278070,-
2,3,0,0,0,消費支出,362708,100,308964,100,382675,100,284869,100,475154,100,478057,100,433162,100,372667,100,298000,100,278070,100
2,4,1,0,0,食料,91192,25.1,69506,22.5,97415,25.5,84976,29.8,99231,20.9,99333,20.8,109745,25.3,91512,24.6,84843,28.5,77346,27.8
2,5,1,1,0,穀類,7113,2,4649,1.5,6824,1.8,7554,2.7,7401,1.6,7579,1.6,7578,1.7,7812,2.1,6945,2.3,6598,2.4
2,6,1,1,1,米類,1862,0.5,782,0.3,1399,0.4,1832,0.6,1990,0.4,1843,0.4,1677,0.4,2221,0.6,2033,0.7,1889,0.7
2,6,1,1,2,パン,3114,0.9,2100,0.7,3271,0.9,3421,1.2,3311,0.7,3258,0.7,3425,0.8,3413,0.9,2933,1,2737,1
2,6,1,1,3,麺類,1628,0.4,1304,0.4,1758,0.5,1863,0.7,1631,0.3,1913,0.4,1800,0.4,1756,0.5,1464,0.5,1454,0.5
2,6,1,1,4,他の穀類,508,0.1,462,0.1,396,0.1,439,0.2,469,0.1,564,0.1,676,0.2,422,0.1,515,0.2,518,0.2
2,5,1,2,0,魚介類,6707,1.8,2683,0.9,4126,1.1,4593,1.6,5493,1.2,6715,1.4,6502,1.5,7162,1.9,8386,2.8,8092,2.9
2,6,1,2,1,生鮮魚介,4148,1.1,1629,0.5,2474,0.6,2498,0.9,3567,0.8,4155,0.9,3909,0.9,4591,1.2,5202,1.7,4868,1.8
2,6,1,2,2,塩干魚介,1066,0.3,441,0.1,610,0.2,820,0.3,802,0.2,1329,0.3,992,0.2,989,0.3,1333,0.4,1342,0.5
2,6,1,2,3,魚肉練製品,532,0.1,197,0.1,319,0.1,314,0.1,377,0.1,345,0.1,655,0.2,509,0.1,713,0.2,689,0.2
2,6,1,2,4,他の魚介加工品,961,0.3,415,0.1,723,0.2,961,0.3,747,0.2,886,0.2,946,0.2,1072,0.3,1138,0.4,1193,0.4
2,5,1,3,0,肉類,8457,2.3,5291,1.7,6750,1.8,8268,2.9,9595,2,10832,2.3,10669,2.5,8401,2.3,7697,2.6,6892,2.5
2,6,1,3,1,生鮮肉,6877,1.9,4215,1.4,5244,1.4,6842,2.4,7825,1.6,9027,1.9,8836,2,6628,1.8,6234,2.1,5565,2
2,6,1,3,2,加工肉,1581,0.4,1075,0.3,1506,0.4,1426,0.5,1770,0.4,1805,0.4,1833,0.4,1773,0.5,1462,0.5,1327,0.5
2,5,1,4,0,乳卵類,4597,1.3,3515,1.1,4633,1.2,3651,1.3,4445,0.9,4648,1,5478,1.3,4456,1.2,4730,1.6,4507,1.6
2,6,1,4,1,牛乳,1320,0.4,878,0.3,1199,0.3,945,0.3,1562,0.3,1549,0.3,1463,0.3,1156,0.3,1351,0.5,1387,0.5
2,6,1,4,2,乳製品,2410,0.7,2035,0.7,2638,0.7,1979,0.7,2116,0.4,2323,0.5,3048,0.7,2356,0.6,2436,0.8,2231,0.8
2,6,1,4,3,卵,867,0.2,602,0.2,796,0.2,726,0.3,767,0.2,776,0.2,968,0.2,944,0.3,943,0.3,889,0.3
2,5,1,5,0,野菜・海藻,10550,2.9,6062,2,8287,2.2,8137,2.9,8605,1.8,10486,2.2,11083,2.6,11516,3.1,12170,4.1,12218,4.4
2,6,1,5,1,生鮮野菜,7284,2,4440,1.4,5945,1.6,5638,2,5856,1.2,7607,1.6,7471,1.7,8115,2.2,8273,2.8,8209,3
2,6,1,5,2,乾物・海藻,806,0.2,389,0.1,642,0.2,560,0.2,822,0.2,786,0.2,789,0.2,821,0.2,942,0.3,1055,0.4
2,6,1,5,3,大豆加工品,1212,0.3,792,0.3,905,0.2,1031,0.4,1000,0.2,1038,0.2,1400,0.3,1441,0.4,1337,0.4,1385,0.5
2,6,1,5,4,他の野菜・海藻加工品,1248,0.3,442,0.1,796,0.2,908,0.3,927,0.2,1054,0.2,1423,0.3,1140,0.3,1618,0.5,1569,0.6
2,5,1,6,0,果物,3528,1,1348,0.4,2051,0.5,1962,0.7,2562,0.5,2295,0.5,3473,0.8,3793,1,4880,1.6,5106,1.8
2,6,1,6,1,生鮮果物,3109,0.9,1196,0.4,1863,0.5,1753,0.6,2264,0.5,1986,0.4,2971,0.7,3333,0.9,4323,1.5,4580,1.6
2,6,1,6,2,果物加工品,420,0.1,152,0,188,0,209,0.1,298,0.1,309,0.1,502,0.1,460,0.1,557,0.2,526,0.2
2,5,1,7,0,油脂・調味料,4192,1.2,2688,0.9,3706,1,3983,1.4,3820,0.8,4855,1,4733,1.1,4607,1.2,4212,1.4,3908,1.4
