項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,夫婦のみの世帯／実数（円）,夫婦のみの世帯／構成比（％）,夫婦と未婚の子供から成る世帯／実数（円）,夫婦と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／実数（円）,一人親と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／実数（円）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／構成比（％）,その他／実数（円）,その他／構成比（％）,（再掲）夫婦共働き世帯／実数（円）,（再掲）夫婦共働き世帯／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,3538,-,4870,-,907,-,111,-,686,-,3517,-
0,0,0,0,0,調査世帯数,671,-,236,-,329,-,59,-,8,-,47,-,233,-
0,0,0,0,0,世帯人員,2.94,-,2,-,3.65,-,2.32,-,2.73,-,3.56,-,3.3,-
0,0,0,0,0,有業人員,1.42,-,0.83,-,1.85,-,1.2,-,0.73,-,1.7,-,2.28,-
0,0,0,0,0,世帯主平均年齢,59,-,65.7,-,51.7,-,67.7,-,45.1,-,64.5,-,49.4,-
2,2,0,0,0,生計支出,334010,-,314636,-,372633,-,262848,-,382551,-,253766,-,385816,-
2,3,0,0,0,消費支出,330099,100,303581,100,372633,100,262848,100,382551,100,253766,100,374697,100
2,4,1,0,0,食料,92129,27.9,82146,27.1,102448,27.5,74102,28.2,85862,22.4,94190,37.1,99705,26.6
2,5,1,1,0,穀類,7502,2.3,6420,2.1,8355,2.2,6068,2.3,3742,1,8917,3.5,7591,2
2,6,1,1,1,米類,2041,0.6,1675,0.6,2240,0.6,1705,0.6,1137,0.3,2962,1.2,1957,0.5
2,6,1,1,2,パン,3190,1,2801,0.9,3566,1,2540,1,1258,0.3,3390,1.3,3215,0.9
2,6,1,1,3,麺類,1800,0.5,1554,0.5,1999,0.5,1449,0.6,600,0.2,2114,0.8,1964,0.5
2,6,1,1,4,他の穀類,470,0.1,389,0.1,549,0.1,374,0.1,747,0.2,452,0.2,454,0.1
2,5,1,2,0,魚介類,7239,2.2,7373,2.4,7315,2,5694,2.2,5791,1.5,8052,3.2,6993,1.9
2,6,1,2,1,生鮮魚介,4409,1.3,4283,1.4,4638,1.2,3478,1.3,3739,1,4653,1.8,4412,1.2
2,6,1,2,2,塩干魚介,1213,0.4,1342,0.4,1137,0.3,789,0.3,830,0.2,1647,0.6,1018,0.3
2,6,1,2,3,魚肉練製品,559,0.2,581,0.2,536,0.1,562,0.2,413,0.1,608,0.2,443,0.1
2,6,1,2,4,他の魚介加工品,1058,0.3,1167,0.4,1004,0.3,865,0.3,810,0.2,1145,0.5,1120,0.3
2,5,1,3,0,肉類,9774,3,7843,2.6,11490,3.1,7069,2.7,9138,2.4,11118,4.4,10802,2.9
2,6,1,3,1,生鮮肉,7988,2.4,6253,2.1,9463,2.5,5839,2.2,7881,2.1,9314,3.7,8900,2.4
2,6,1,3,2,加工肉,1785,0.5,1590,0.5,2028,0.5,1230,0.5,1257,0.3,1804,0.7,1902,0.5
2,5,1,4,0,乳卵類,5018,1.5,4725,1.6,5421,1.5,3899,1.5,3684,1,5142,2,5028,1.3
2,6,1,4,1,牛乳,1472,0.4,1348,0.4,1660,0.4,837,0.3,652,0.2,1619,0.6,1499,0.4
2,6,1,4,2,乳製品,2581,0.8,2495,0.8,2748,0.7,2235,0.9,2293,0.6,2290,0.9,2598,0.7
2,6,1,4,3,卵,965,0.3,882,0.3,1013,0.3,827,0.3,739,0.2,1233,0.5,931,0.2
2,5,1,5,0,野菜・海藻,11525,3.5,11653,3.8,11603,3.1,9203,3.5,9415,2.5,13384,5.3,10396,2.8
2,6,1,5,1,生鮮野菜,8115,2.5,8144,2.7,8214,2.2,6521,2.5,7156,1.9,9366,3.7,7359,2
2,6,1,5,2,乾物・海藻,855,0.3,909,0.3,831,0.2,690,0.3,636,0.2,970,0.4,758,0.2
2,6,1,5,3,大豆加工品,1245,0.4,1191,0.4,1264,0.3,1205,0.5,732,0.2,1435,0.6,1099,0.3
2,6,1,5,4,他の野菜・海藻加工品,1310,0.4,1409,0.5,1293,0.3,786,0.3,891,0.2,1612,0.6,1180,0.3
2,5,1,6,0,果物,3484,1.1,3830,1.3,3240,0.9,3097,1.2,3966,1,3941,1.6,3052,0.8
2,6,1,6,1,生鮮果物,3025,0.9,3267,1.1,2841,0.8,2799,1.1,3966,1,3373,1.3,2602,0.7
2,6,1,6,2,果物加工品,459,0.1,562,0.2,399,0.1,298,0.1,-,-,568,0.2,450,0.1
2,5,1,7,0,油脂・調味料,4313,1.3,3856,1.3,4765,1.3,3168,1.2,4973,1.3,4980,2,4354,1.2
2,6,1,7,1,油脂,465,0.1,523,0.2,449,0.1,323,0.1,328,0.1,465,0.2,449,0.1
2,6,1,7,2,調味料,3849,1.2,3332,1.1,4317,1.2,2845,1.1,4646,1.2,4515,1.8,3905,1
2,5,1,8,0,菓子類,7540,2.3,6243,2.1,9011,2.4,5117,1.9,6035,1.6,6981,2.8,8469,2.3
2,5,1,9,0,調理食品,13318,4,11553,3.8,14589,3.9,12297,4.7,23231,6.1,14749,5.8,14623,3.9
2,6,1,9,1,主食的調理食品,5919,1.8,5344,1.8,6481,1.7,4480,1.7,2385,0.6,6805,2.7,6549,1.7
2,6,1,9,2,他の調理食品,7399,2.2,6209,2,8108,2.2,7817,3,20845,5.4,7944,3.1,8074,2.2
2,5,1,10,0,飲料,6093,1.8,5510,1.8,6622,1.8,5816,2.2,4242,1.1,5704,2.2,6454,1.7
2,6,1,10,1,茶類,1503,0.5,1767,0.6,1270,0.3,2037,0.8,821,0.2,1098,0.4,1414,0.4
2,6,1,10,2,コーヒー・ココア,1178,0.4,1184,0.4,1263,0.3,682,0.3,814,0.2,1198,0.5,1372,0.4
2,6,1,10,3,他の飲料,3412,1,2559,0.8,4090,1.1,3097,1.2,2607,0.7,3408,1.3,3668,1
2,5,1,11,0,酒類,4978,1.5,5087,1.7,5595,1.5,2561,1,1842,0.5,3230,1.3,6580,1.8
2,5,1,12,0,外食,11347,3.4,8054,2.7,14440,3.9,10113,3.8,9804,2.6,7992,3.1,15364,4.1
2,6,1,12,1,一般外食,10406,3.2,8054,2.7,12606,3.4,9644,3.7,8001,2.1,7919,3.1,14116,3.8
2,6,1,12,2,学校給食,941,0.3,-,-,1835,0.5,469,0.2,1803,0.5,73,0,1248,0.3
2,4,2,0,0,住居,25084,7.6,26995,8.9,21386,5.7,40882,15.6,21562,5.6,20603,8.1,24813,6.6
2,5,2,1,0,家賃地代,14135,4.3,15619,5.1,11153,3,20709,7.9,20444,5.3,18968,7.5,18255,4.9
2,5,2,2,0,設備修繕・維持,10949,3.3,11376,3.7,10233,2.7,20173,7.7,1118,0.3,1635,0.6,6557,1.7
2,6,2,2,1,設備材料,5086,1.5,5786,1.9,2743,0.7,18316,7,-,-,623,0.2,1364,0.4
2,6,2,2,2,工事その他のサービス,5863,1.8,5590,1.8,7490,2,1857,0.7,1118,0.3,1012,0.4,5194,1.4
2,4,3,0,0,光熱・水道,19003,5.8,16739,5.5,20282,5.4,18218,6.9,25190,6.6,22639,8.9,19244,5.1
2,5,3,1,0,電気代,8803,2.7,7859,2.6,8948,2.4,9264,3.5,15660,4.1,12024,4.7,8785,2.3
2,5,3,2,0,ガス代,5858,1.8,5303,1.7,6309,1.7,5272,2,6414,1.7,6292,2.5,6019,1.6
2,5,3,3,0,他の光熱,47,0,14,0,77,0,2,0,-,-,60,0,81,0
2,5,3,4,0,上下水道料,4295,1.3,3563,1.2,4947,1.3,3680,1.4,3116,0.8,4263,1.7,4359,1.2
2,4,4,0,0,家具・家事用品,14449,4.4,12173,4,16711,4.5,11352,4.3,7132,1.9,14224,5.6,16386,4.4
2,5,4,1,0,家庭用耐久財,5062,1.5,4280,1.4,5608,1.5,4663,1.8,-,-,5752,2.3,6873,1.8
2,6,4,1,1,家事用耐久財,2615,0.8,1537,0.5,2721,0.7,4649,1.8,-,-,4733,1.9,3223,0.9
