項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,35歳未満／実数（円）,35歳未満／構成比（％）,35～39歳／実数（円）,35～39歳／構成比（％）,40～44歳／実数（円）,40～44歳／構成比（％）,45～49歳／実数（円）,45～49歳／構成比（％）,50～54歳／実数（円）,50～54歳／構成比（％）,55～59歳／実数（円）,55～59歳／構成比（％）,60～64歳／実数（円）,60～64歳／構成比（％）,65歳以上／実数（円）,65歳以上／構成比（％）,（再掲）75歳以上／実数（円）,（再掲）75歳以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,624,-,627,-,770,-,831,-,1089,-,1036,-,809,-,4215,-,1970,-
0,0,0,0,0,調査世帯数,661,-,36,-,45,-,54,-,56,-,76,-,68,-,49,-,277,-,131,-
0,0,0,0,0,世帯人員,2.95,-,2.95,-,3.85,-,3.76,-,3.68,-,3.37,-,3.04,-,2.72,-,2.43,-,2.29,-
0,0,0,0,0,有業人員,1.35,-,1.62,-,1.56,-,1.47,-,1.72,-,1.77,-,1.9,-,1.76,-,0.86,-,0.51,-
0,0,0,0,0,世帯主平均年齢,59.8,-,30.9,-,37.1,-,42.2,-,46.9,-,51.9,-,57.1,-,61.9,-,75.5,-,82.1,-
2,2,0,0,0,生計支出,306212,-,340173,-,257579,-,320754,-,410688,-,374625,-,332601,-,322738,-,257834,-,233473,-
2,3,0,0,0,消費支出,302089,100,340173,100,257579,100,320754,100,361086,100,374625,100,332601,100,322738,100,257834,100,233473,100
2,4,1,0,0,食料,88928,29.4,72506,21.3,82799,32.1,89692,28,103922,28.8,101876,27.2,98199,29.5,99630,30.9,81496,31.6,73155,31.3
2,5,1,1,0,穀類,6688,2.2,4225,1.2,5619,2.2,7553,2.4,8823,2.4,7014,1.9,7065,2.1,7186,2.2,6360,2.5,5771,2.5
2,6,1,1,1,米類,1688,0.6,1022,0.3,1129,0.4,1620,0.5,1858,0.5,1850,0.5,1551,0.5,1624,0.5,1852,0.7,1747,0.7
2,6,1,1,2,パン,2832,0.9,1713,0.5,2467,1,3298,1,4271,1.2,2724,0.7,3041,0.9,3030,0.9,2622,1,2483,1.1
2,6,1,1,3,麺類,1730,0.6,1114,0.3,1473,0.6,2047,0.6,2051,0.6,1979,0.5,1886,0.6,2088,0.6,1566,0.6,1267,0.5
2,6,1,1,4,他の穀類,439,0.1,376,0.1,550,0.2,589,0.2,642,0.2,461,0.1,586,0.2,445,0.1,321,0.1,275,0.1
2,5,1,2,0,魚介類,6162,2,2500,0.7,4337,1.7,4114,1.3,5507,1.5,5252,1.4,6943,2.1,7145,2.2,7333,2.8,6960,3
2,6,1,2,1,生鮮魚介,3764,1.2,1366,0.4,2337,0.9,2403,0.7,3396,0.9,3382,0.9,4215,1.3,4669,1.4,4468,1.7,4076,1.7
2,6,1,2,2,塩干魚介,1019,0.3,367,0.1,857,0.3,615,0.2,856,0.2,737,0.2,1234,0.4,911,0.3,1287,0.5,1296,0.6
2,6,1,2,3,魚肉練製品,513,0.2,234,0.1,295,0.1,267,0.1,411,0.1,354,0.1,587,0.2,733,0.2,632,0.2,588,0.3
2,6,1,2,4,他の魚介加工品,865,0.3,533,0.2,848,0.3,828,0.3,845,0.2,778,0.2,908,0.3,832,0.3,946,0.4,1000,0.4
2,5,1,3,0,肉類,8874,2.9,6298,1.9,7911,3.1,7868,2.5,10136,2.8,11976,3.2,10735,3.2,10578,3.3,7748,3,6077,2.6
2,6,1,3,1,生鮮肉,7253,2.4,4994,1.5,6211,2.4,6372,2,8395,2.3,9988,2.7,8978,2.7,8877,2.8,6236,2.4,4859,2.1
2,6,1,3,2,加工肉,1621,0.5,1305,0.4,1700,0.7,1496,0.5,1741,0.5,1987,0.5,1757,0.5,1700,0.5,1512,0.6,1217,0.5
2,5,1,4,0,乳卵類,4665,1.5,3012,0.9,4623,1.8,4603,1.4,4214,1.2,5124,1.4,5561,1.7,4435,1.4,4721,1.8,4618,2
2,6,1,4,1,牛乳,1465,0.5,992,0.3,1625,0.6,1496,0.5,1211,0.3,1597,0.4,1621,0.5,1175,0.4,1539,0.6,1626,0.7
2,6,1,4,2,乳製品,2313,0.8,1416,0.4,2240,0.9,2262,0.7,2166,0.6,2591,0.7,2966,0.9,2146,0.7,2295,0.9,2178,0.9
2,6,1,4,3,卵,887,0.3,604,0.2,758,0.3,845,0.3,838,0.2,936,0.2,973,0.3,1115,0.3,887,0.3,814,0.3
2,5,1,5,0,野菜・海藻,10834,3.6,5437,1.6,7949,3.1,8347,2.6,8660,2.4,10521,2.8,12030,3.6,12565,3.9,12400,4.8,11789,5
2,6,1,5,1,生鮮野菜,7829,2.6,3808,1.1,5840,2.3,5901,1.8,6377,1.8,7689,2.1,8830,2.7,8899,2.8,8944,3.5,8374,3.6
2,6,1,5,2,乾物・海藻,691,0.2,350,0.1,542,0.2,755,0.2,599,0.2,711,0.2,606,0.2,805,0.2,763,0.3,714,0.3
2,6,1,5,3,大豆加工品,1206,0.4,710,0.2,797,0.3,881,0.3,912,0.3,1066,0.3,1319,0.4,1494,0.5,1410,0.5,1343,0.6
2,6,1,5,4,他の野菜・海藻加工品,1108,0.4,569,0.2,770,0.3,809,0.3,771,0.2,1054,0.3,1275,0.4,1366,0.4,1283,0.5,1358,0.6
2,5,1,6,0,果物,3872,1.3,1258,0.4,2639,1,2628,0.8,3005,0.8,2972,0.8,3670,1.1,4238,1.3,5053,2,5447,2.3
