項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,35歳未満／実数（円）,35歳未満／構成比（％）,35～39歳／実数（円）,35～39歳／構成比（％）,40～44歳／実数（円）,40～44歳／構成比（％）,45～49歳／実数（円）,45～49歳／構成比（％）,50～54歳／実数（円）,50～54歳／構成比（％）,55～59歳／実数（円）,55～59歳／構成比（％）,60～64歳／実数（円）,60～64歳／構成比（％）,65歳以上／実数（円）,65歳以上／構成比（％）,（再掲）75歳以上／実数（円）,（再掲）75歳以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,489,-,651,-,681,-,784,-,1087,-,1038,-,1068,-,4202,-,2015,-
0,0,0,0,0,調査世帯数,665,-,34,-,44,-,44,-,55,-,68,-,70,-,70,-,280,-,135,-
0,0,0,0,0,世帯人員,2.88,-,3.23,-,3.77,-,3.72,-,3.52,-,3.6,-,2.8,-,2.84,-,2.3,-,2.23,-
0,0,0,0,0,有業人員,1.32,-,1.39,-,1.48,-,1.49,-,1.82,-,1.8,-,1.91,-,1.73,-,0.8,-,0.6,-
0,0,0,0,0,世帯主平均年齢,60.4,-,31.4,-,36.9,-,41.8,-,46.7,-,52.1,-,57,-,62,-,75.5,-,81.5,-
2,2,0,0,0,生計支出,393503,-,294597,-,315120,-,508486,-,645743,-,449534,-,367970,-,500362,-,316091,-,306649,-
2,3,0,0,0,消費支出,373357,100,294597,100,315120,100,508486,100,388909,100,449534,100,367970,100,500362,100,316091,100,306649,100
2,4,1,0,0,食料,110310,29.5,73014,24.8,90365,28.7,111974,22,107593,27.7,139283,31,115824,31.5,128880,25.8,104402,33,97472,31.8
2,5,1,1,0,穀類,7661,2.1,4912,1.7,6883,2.2,7126,1.4,7721,2,8423,1.9,7621,2.1,8718,1.7,7720,2.4,7287,2.4
2,6,1,1,1,米類,1412,0.4,782,0.3,1075,0.3,872,0.2,1388,0.4,1560,0.3,1403,0.4,1603,0.3,1546,0.5,1846,0.6
2,6,1,1,2,パン,3028,0.8,2309,0.8,3262,1,3554,0.7,3275,0.8,3387,0.8,3037,0.8,3287,0.7,2783,0.9,2197,0.7
2,6,1,1,3,麺類,1890,0.5,1309,0.4,1752,0.6,1815,0.4,2043,0.5,2366,0.5,1976,0.5,2168,0.4,1748,0.6,1555,0.5
2,6,1,1,4,他の穀類,1330,0.4,513,0.2,795,0.3,885,0.2,1015,0.3,1110,0.2,1205,0.3,1660,0.3,1643,0.5,1690,0.6
2,5,1,2,0,魚介類,11144,3,4387,1.5,5237,1.7,6254,1.2,7023,1.8,10931,2.4,10150,2.8,14788,3,13781,4.4,14592,4.8
2,6,1,2,1,生鮮魚介,6042,1.6,2304,0.8,2951,0.9,3224,0.6,4439,1.1,6337,1.4,5368,1.5,8246,1.6,7241,2.3,7537,2.5
2,6,1,2,2,塩干魚介,1516,0.4,681,0.2,658,0.2,899,0.2,921,0.2,1419,0.3,1506,0.4,1695,0.3,1938,0.6,2194,0.7
2,6,1,2,3,魚肉練製品,1750,0.5,703,0.2,857,0.3,1037,0.2,828,0.2,1213,0.3,1541,0.4,2332,0.5,2341,0.7,2313,0.8
2,6,1,2,4,他の魚介加工品,1836,0.5,698,0.2,770,0.2,1094,0.2,835,0.2,1962,0.4,1734,0.5,2515,0.5,2261,0.7,2548,0.8
2,5,1,3,0,肉類,10430,2.8,6365,2.2,7847,2.5,10073,2,11029,2.8,14910,3.3,10501,2.9,13143,2.6,9383,3,8092,2.6
2,6,1,3,1,生鮮肉,8681,2.3,4848,1.6,6468,2.1,8160,1.6,8953,2.3,12716,2.8,8850,2.4,11191,2.2,7780,2.5,6767,2.2
2,6,1,3,2,加工肉,1749,0.5,1516,0.5,1379,0.4,1913,0.4,2076,0.5,2194,0.5,1651,0.4,1951,0.4,1603,0.5,1325,0.4
2,5,1,4,0,乳卵類,4802,1.3,3625,1.2,4037,1.3,5006,1,4449,1.1,6935,1.5,4284,1.2,4630,0.9,4710,1.5,4392,1.4
2,6,1,4,1,牛乳,1376,0.4,725,0.2,1451,0.5,1384,0.3,1370,0.4,1934,0.4,1259,0.3,1037,0.2,1412,0.4,1357,0.4
2,6,1,4,2,乳製品,2519,0.7,2307,0.8,1723,0.5,2846,0.6,2257,0.6,3874,0.9,2183,0.6,2542,0.5,2390,0.8,2184,0.7
2,6,1,4,3,卵,906,0.2,592,0.2,864,0.3,776,0.2,821,0.2,1127,0.3,842,0.2,1051,0.2,908,0.3,851,0.3
