項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,夫婦のみの世帯／実数（円）,夫婦のみの世帯／構成比（％）,夫婦と未婚の子供から成る世帯／実数（円）,夫婦と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／実数（円）,一人親と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／実数（円）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／構成比（％）,その他／実数（円）,その他／構成比（％）,（再掲）夫婦共働き世帯／実数（円）,（再掲）夫婦共働き世帯／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,3571,-,4893,-,864,-,92,-,671,-,3387,-
0,0,0,0,0,調査世帯数,667,-,240,-,325,-,57,-,6,-,45,-,225,-
0,0,0,0,0,世帯人員,2.93,-,2,-,3.63,-,2.35,-,2.78,-,3.47,-,3.32,-
0,0,0,0,0,有業人員,1.38,-,0.75,-,1.83,-,1.27,-,0.67,-,1.56,-,2.28,-
0,0,0,0,0,世帯主平均年齢,59.4,-,67.2,-,51.7,-,67.1,-,44.9,-,65,-,49.1,-
2,2,0,0,0,生計支出,298350,-,298450,-,312509,-,237630,-,408966,-,272821,-,346223,-
2,3,0,0,0,消費支出,286222,100,275811,100,304246,100,237630,100,408966,100,272821,100,322352,100
2,4,1,0,0,食料,87483,30.6,78680,28.5,96575,31.7,67597,28.4,96630,23.6,93657,34.3,94594,29.3
2,5,1,1,0,穀類,6783,2.4,5958,2.2,7681,2.5,5020,2.1,3716,0.9,6890,2.5,6773,2.1
2,6,1,1,1,米類,1773,0.6,1571,0.6,2034,0.7,1126,0.5,749,0.2,1785,0.7,1685,0.5
2,6,1,1,2,パン,2892,1,2502,0.9,3268,1.1,2320,1,2114,0.5,2960,1.1,2916,0.9
2,6,1,1,3,麺類,1678,0.6,1479,0.5,1885,0.6,1265,0.5,685,0.2,1764,0.6,1756,0.5
2,6,1,1,4,他の穀類,439,0.2,407,0.1,495,0.2,309,0.1,167,0,380,0.1,416,0.1
2,5,1,2,0,魚介類,6730,2.4,6820,2.5,6698,2.2,5488,2.3,7862,1.9,8082,3,6298,2
2,6,1,2,1,生鮮魚介,4054,1.4,4068,1.5,4111,1.4,3096,1.3,4981,1.2,4786,1.8,3833,1.2
2,6,1,2,2,塩干魚介,1131,0.4,1253,0.5,1069,0.4,794,0.3,1264,0.3,1368,0.5,1017,0.3
2,6,1,2,3,魚肉練製品,555,0.2,554,0.2,548,0.2,516,0.2,393,0.1,660,0.2,458,0.1
2,6,1,2,4,他の魚介加工品,990,0.3,945,0.3,969,0.3,1083,0.5,1224,0.3,1268,0.5,990,0.3
