項目,階層,大分類,中分類,小分類,中間計,符号,項目名,都平均／実数（円）,都平均／対前年増加率（％）,第1階層／実数（円）,第2階層／実数（円）,第3階層／実数（円）,第4階層／実数（円）,第5階層／実数（円）,第6階層／実数（円）,第7階層／実数（円）
2,5,2,2,0,0,0,設備修繕・維持,9402,30.7,6858,7143,4911,7569,6497,5754,26635
2,6,2,2,1,0,0,設備材料,2742,1.1,979,2290,2003,5302,1796,2756,4121
2,7,2,2,1,0,410,設備器具,2255,-0.7,762,1918,1525,4772,1220,2212,3428
2,7,2,2,1,0,419,修繕材料,487,9.9,217,372,478,530,575,544,693
2,6,2,2,2,0,0,工事その他のサービス,6660,48.7,5879,4852,2908,2267,4701,2999,22514
2,7,2,2,2,0,420,畳替え,123,778.6,-,271,-,69,113,-,417
2,7,2,2,2,0,424,給排水関係工事費,416,-13.2,299,276,177,644,145,140,1198
2,7,2,2,2,0,425,外壁・塀等工事費,2739,48.1,-,2129,1468,-,485,783,14181
2,7,2,2,2,0,426,植木・庭手入れ代,110,-23.6,93,91,-,23,124,-,418
2,7,2,2,2,0,427,他の工事費,2474,154.5,5159,1536,377,945,2353,1054,5526
2,7,2,2,2,0,429,火災・地震保険料,800,-21.5,328,549,885,587,1481,1022,774
2,4,3,0,0,0,0,光熱・水道,19528,-5.7,15555,17432,20311,19258,21320,21983,21561
2,5,3,1,0,0,430,電気代,8724,-7.8,6884,7805,9010,8482,10009,9788,9339
2,5,3,2,0,0,0,ガス代,5305,-6.7,4279,4822,5321,5172,5749,6226,5909
2,7,3,2,0,0,431,都市ガス,4978,-5.9,3917,4371,4873,4770,5386,6149,5694
2,7,3,2,0,0,432,プロパンガス,327,-17.2,362,451,448,401,363,77,215
2,5,3,3,0,0,0,他の光熱,164,-7.3,204,176,145,151,150,172,172
2,7,3,3,0,0,433,灯油,138,-8.6,184,156,117,131,135,130,133
2,7,3,3,0,0,439,他の光熱のその他,26,0,20,20,28,20,14,41,38
2,5,3,4,0,0,440,上下水道料,5336,-1.1,4188,4629,5834,5454,5412,5798,6142
2,4,4,0,0,0,0,家具・家事用品,15023,1.8,9564,10927,12573,15335,16347,17553,22898
2,5,4,1,0,0,0,家庭用耐久財,5077,1.3,2540,3338,3819,3834,5734,7122,9288
2,6,4,1,1,0,0,家事用耐久財,2648,-3.7,1008,1828,1991,2459,3482,4090,3803
2,7,4,1,1,0,45X,電子レンジ,220,15.2,-,360,17,316,103,429,304
2,7,4,1,1,0,451,炊事用電気器具,452,-14.6,140,271,207,282,754,1078,448
2,7,4,1,1,0,452,炊事用ガス器具,52,-7.1,17,61,18,3,197,9,53
2,7,4,1,1,0,453,電気冷蔵庫,648,-6,414,121,636,342,1447,1204,420
2,7,4,1,1,0,455,電気掃除機,284,-9.6,154,210,274,40,460,434,438
2,7,4,1,1,0,456,電気洗濯機,719,-4.3,-,486,535,1145,343,710,1881
2,7,4,1,1,0,459,他の家事用耐久財,273,23,283,318,304,331,178,227,258
2,6,4,1,2,0,0,冷暖房用器具,1611,18.5,1111,1111,1343,810,964,1735,4084
2,7,4,1,2,0,470,エアコン,1186,19.7,917,798,1007,403,702,1005,3368
2,7,4,1,2,0,472,ストーブ・温風ヒーター,64,-23.8,43,55,18,33,119,9,170
2,7,4,1,2,0,479,他の冷暖房用器具,361,26.7,151,259,318,374,143,721,547
2,6,4,1,3,0,0,一般家具,819,-8.9,421,399,485,565,1288,1297,1401
2,7,4,1,3,0,480,たんす,72,140,-,-,-,-,131,135,249
2,7,4,1,3,0,482,テーブル・ソファー,312,-48.8,305,110,141,36,619,974,56
2,7,4,1,3,0,483,食器戸棚,83,654.5,-,132,64,-,383,-,-
2,7,4,1,3,0,489,他の家具,352,41.4,116,157,280,528,156,188,1096
2,5,4,2,0,0,0,室内装備・装飾品,1210,43.4,643,778,734,2690,1017,817,1839
2,7,4,2,0,0,491,照明器具,433,286.6,7,17,104,2218,272,124,277
2,7,4,2,0,0,492,室内装飾品,106,-24.3,82,63,53,164,161,58,154
2,7,4,2,0,0,493,敷物,177,-17.3,381,219,114,128,89,145,190
2,7,4,2,0,0,496,カーテン,324,65.3,101,347,189,9,300,313,1038
2,7,4,2,0,0,499,他の室内装備品,171,-5.5,73,132,274,171,195,177,180
2,5,4,3,0,0,0,寝具類,1265,20.8,401,755,654,988,1993,1538,2459
2,7,4,3,0,0,500,ベッド,463,130.3,-,201,30,477,980,535,986
2,7,4,3,0,0,501,布団,212,-34.8,76,136,302,42,204,136,569
2,7,4,3,0,0,503,毛布,45,-6.3,23,49,18,44,33,112,42
2,7,4,3,0,0,505,敷布,57,-6.6,26,47,59,77,37,50,93
2,7,4,3,0,0,509,他の寝具類,488,18.4,275,322,245,348,740,705,769
2,5,4,4,0,0,0,家事雑貨,3321,3,2589,2594,3012,3524,3548,3533,4455
2,7,4,4,0,0,510,茶わん・皿・鉢,166,0.6,129,103,81,129,205,202,309
2,7,4,4,0,0,514,他の食卓用品,337,-9.7,277,230,278,363,319,356,525
2,7,4,4,0,0,515,鍋・やかん,243,28.6,297,114,204,170,299,273,351
2,7,4,4,0,0,517,他の台所用品,344,-0.9,302,353,267,332,437,335,385
2,7,4,4,0,0,518,電球・ランプ,87,4.8,91,59,81,86,97,80,120
2,7,4,4,0,0,519,タオル,234,19.4,192,196,274,184,235,209,337
2,7,4,4,0,0,529,他の家事雑貨,1910,2.1,1302,1540,1828,2261,1955,2078,2428
2,5,4,5,0,0,0,家事用消耗品,3593,-8.5,3086,3239,3754,3603,3489,3860,4067
2,7,4,5,0,531-532,0,ティッシュペーパー・トイレットペーパー,609,-3.6,551,558,596,635,597,715,616
2,7,4,5,0,531-532,531,ティッシュペーパー,228,-6.6,200,228,244,224,224,249,230
2,7,4,5,0,531-532,532,トイレットペーパー,381,-1.6,350,330,353,411,372,466,386
2,7,4,5,0,533-534,0,洗剤,823,-1.1,676,655,851,822,820,946,971
2,7,4,5,0,533-534,533,台所・住居用洗剤,373,-3.4,315,295,379,344,355,439,478
2,7,4,5,0,533-534,534,洗濯用洗剤,449,0.7,360,360,472,478,465,507,493
2,7,4,5,0,530 535-539,0,他の家事用消耗品,2161,-12.3,1860,2026,2307,2145,2071,2199,2481
2,7,4,5,0,530 535-539,530,ポリ袋・ラップ,424,0.7,369,413,425,438,419,446,451
2,7,4,5,0,530 535-539,535,殺虫・防虫剤,193,-10.2,193,195,177,175,169,138,282
2,7,4,5,0,530 535-539,536,柔軟仕上剤,242,3.9,225,243,234,275,212,256,250
2,7,4,5,0,530 535-539,537,芳香・消臭剤,204,-3.3,184,196,232,195,205,190,219
2,7,4,5,0,530 535-539,539,他の家事用消耗品のその他,1099,-20.6,890,978,1239,1063,1067,1168,1279
2,5,4,6,0,0,0,家事サービス,556,-20.3,304,224,599,695,567,684,790
2,7,4,6,0,0,540,家事代行料,72,-59.8,58,-,-,173,32,155,78
2,7,4,6,0,0,541,清掃代,180,-6.3,131,172,164,150,221,188,232
2,7,4,6,0,0,542,家具・家事用品関連サービス,305,-7,116,51,436,372,313,340,480
2,4,5,0,0,0,0,被服及び履物,13348,-1.8,8812,7997,10659,13283,13397,16143,23230
2,5,5,1,0,0,558,和服,123,-30.1,587,35,24,43,16,62,135
2,5,5,2,0,0,0,洋服,5746,1.1,3293,3021,4889,5407,5994,6839,10944
2,6,5,2,1,0,0,男子用洋服,1800,21,772,715,1515,1392,2258,2616,3360
2,7,5,2,1,0,560,背広服,391,23,79,77,351,235,505,688,783
2,7,5,2,1,0,561,男子用上着,158,64.6,93,14,32,72,241,369,272
2,7,5,2,1,0,562,男子用ズボン,367,27.4,162,189,343,281,329,589,660
2,7,5,2,1,0,563,男子用コート,118,-25.8,30,20,23,120,83,265,293
2,7,5,2,1,0,565,男子用学校制服,174,190,91,60,204,77,216,236,384
2,7,5,2,1,0,569,他の男子用洋服,594,4.9,317,355,563,607,882,468,968
2,6,5,2,2,0,0,婦人用洋服,3088,-5.6,2172,1746,2542,3059,3133,3416,5660
2,7,5,2,2,0,570,婦人服,641,26.4,388,293,435,411,649,793,1534
2,7,5,2,2,0,574,婦人用上着,167,40.3,157,145,51,138,206,186,303
2,7,5,2,2,0,571,スカート,152,-43.3,116,42,49,208,143,175,335
2,7,5,2,2,0,572,婦人用スラックス,548,-4.5,484,335,386,545,425,774,906
2,7,5,2,2,0,573,婦人用コート,299,-42.5,269,199,260,286,338,305,466
2,7,5,2,2,0,575,女子用学校制服,133,-30.7,-,-,74,124,136,176,462
2,7,5,2,2,0,576,他の婦人用洋服,1148,5.2,759,733,1287,1346,1236,1007,1654
2,6,5,2,3,0,0,子供用洋服,858,-7.6,349,559,833,957,604,807,1923
2,7,5,2,3,0,580,子供服,754,-9.3,316,354,679,819,562,696,1868
2,7,5,2,3,0,582,乳児服,104,5.1,34,206,154,138,42,111,55
2,5,5,3,0,0,0,シャツ・セーター類,2438,1.2,1644,1502,1777,2504,2388,2959,4295
2,6,5,3,1,0,0,男子用シャツ・セーター類,841,15,506,444,624,883,868,1054,1482
2,7,5,3,1,0,590,ワイシャツ,175,6.7,70,106,128,164,177,232,349
2,7,5,3,1,0,591,他の男子用シャツ,517,7.3,308,288,440,508,535,602,898
2,7,5,3,1,0,592,男子用セーター,150,74.4,128,50,57,211,156,219,235
2,6,5,3,2,0,0,婦人用シャツ・セーター類,1328,-4.9,998,908,827,1322,1233,1624,2408
2,7,5,3,2,0,593,ブラウス,252,-11,182,97,92,266,187,336,622
2,7,5,3,2,0,594,他の婦人用シャツ,647,1.1,516,466,454,756,691,742,880
2,7,5,3,2,0,595,婦人用セーター,429,-9.5,300,344,282,300,356,546,906
2,6,5,3,3,0,596,子供用シャツ・セーター類,269,-4.6,140,151,325,299,287,281,405
2,5,5,4,0,0,0,下着類,1193,9.2,774,902,998,1387,1154,1267,1841
2,6,5,4,1,0,0,男子用下着類,290,2.1,242,236,244,257,320,275,441
2,7,5,4,1,0,600,男子用下着,222,0.5,157,152,206,200,260,255,319
2,7,5,4,1,0,602,男子用寝巻き,68,7.9,85,84,37,57,61,20,122
2,6,5,4,2,0,0,婦人用下着類,691,13.7,438,482,538,878,660,747,1087
2,7,5,4,2,0,610,婦人用ファンデーション,120,25,73,48,31,140,83,142,320
2,7,5,4,2,0,612,他の婦人用下着,454,4.6,284,340,423,565,477,480,600
2,7,5,4,2,0,614,婦人用寝巻き,117,50,81,95,84,173,100,126,167
2,6,5,4,3,0,0,子供用下着類,212,6,93,185,217,252,174,246,312
2,7,5,4,3,0,620,子供用下着,124,-4.6,47,144,107,139,119,132,176
2,7,5,4,3,0,621,子供用寝巻き,89,27.1,46,41,110,113,56,114,136
2,5,5,5,0,0,0,生地・糸類,123,-25,86,102,148,81,69,89,275
2,7,5,5,0,0,631,着尺地・生地,66,-34,35,55,101,48,50,30,138
2,7,5,5,0,0,640,他の生地・糸類,57,-10.9,51,47,47,33,19,59,137
2,5,5,6,0,0,0,他の被服,993,1.2,681,734,812,1048,791,1028,1834
2,7,5,6,0,0,650,帽子,134,21.8,105,127,108,147,145,126,178
2,7,5,6,0,0,651,ネクタイ,52,52.9,9,25,39,43,10,48,187
2,7,5,6,0,0,652,マフラー・スカーフ,57,-31.3,19,47,28,83,9,90,119
2,7,5,6,0,0,653,手袋,68,-15,31,60,54,36,80,61,155
2,7,5,6,0,0,654,男子用靴下,132,-9,98,105,115,143,150,152,161
2,7,5,6,0,0,655,婦人用ストッキング,40,2.6,34,25,35,40,39,46,58
2,7,5,6,0,0,656,婦人用ソックス,136,-9.9,114,120,124,129,125,132,206
2,7,5,6,0,0,657,子供用靴下,60,-7.7,24,35,52,58,64,69,117
2,7,5,6,0,0,659,他の被服のその他,313,14.7,248,191,256,370,170,305,653
2,5,5,7,0,0,0,履物類,1933,3.9,1235,1133,1416,1985,2188,2790,2737
2,7,5,7,0,0,675,大人用運動靴,360,9.1,244,225,242,223,476,499,631
2,7,5,7,0,0,679,大人用サンダル,17,-22.7,10,22,21,12,19,17,15
2,7,5,7,0,0,670,男子靴,439,-2.9,216,265,362,264,587,816,548
2,7,5,7,0,0,672,婦人靴,648,21.6,484,292,291,958,575,919,973
2,7,5,7,0,0,676,子供用靴・サンダル,294,-16.9,121,226,328,311,378,326,365
2,7,5,7,0,0,680,他の履物,176,2.9,160,104,172,216,152,214,204
2,5,5,8,0,0,0,被服関連サービス,799,-34.5,512,567,595,829,796,1108,1168
2,7,5,8,0,0,691,洗濯代,591,-25.3,414,515,438,736,520,659,851
2,7,5,8,0,0,694,被服賃借料,119,-62.9,69,-,112,14,175,382,67
2,7,5,8,0,0,692,他の被服関連サービス,89,-18.3,29,52,45,79,101,67,250
2,4,6,0,0,0,0,保健医療,16865,2.3,12969,13067,14241,19122,14579,20410,23369
2,5,6,1,0,0,0,医薬品,2569,1.3,2640,2293,2541,2580,2321,2794,2777
2,7,6,1,0,0,700,感冒薬,153,-0.6,184,154,109,125,142,190,161
2,7,6,1,0,0,701,胃腸薬,92,-14.8,103,98,69,77,106,125,68
2,7,6,1,0,0,702,栄養剤,259,15.1,171,230,432,225,202,234,311
2,7,6,1,0,0,704,外傷・皮膚病薬,69,-12.7,67,52,75,84,66,72,66
2,7,6,1,0,0,706,他の外用薬,288,-15.3,332,261,293,286,232,302,299
2,7,6,1,0,0,709,他の医薬品,1708,4.7,1784,1498,1562,1784,1573,1870,1873
2,5,6,2,0,0,710,健康保持用摂取品,996,-15.8,805,974,707,847,857,904,1890
2,5,6,3,0,0,0,保健医療用品・器具,3698,-6.3,2182,3103,3134,3819,4094,4982,4576
2,7,6,3,0,0,713,紙おむつ,380,0,170,390,656,500,281,304,349
2,7,6,3,0,0,711,保健用消耗品,1477,-17.8,1246,1174,1311,1632,1505,1595,1875
2,7,6,3,0,0,712,眼鏡,696,8.1,326,786,335,572,623,1075,1153
2,7,6,3,0,0,714,コンタクトレンズ,746,7.6,265,511,549,678,1121,1182,952
2,7,6,3,0,0,719,他の保健医療用品・器具,400,-7.6,175,243,283,438,564,826,247
2,5,6,4,0,0,0,保健医療サービス,9603,8.9,7342,6697,7857,11876,7307,11730,14125
2,7,6,4,0,0,720,医科診療代,3548,10.2,3049,2683,3069,4133,2800,3404,5508
2,7,6,4,0,0,722,歯科診療代,2784,-6.6,1762,1171,2176,4281,2380,3959,3653
2,7,6,4,0,0,723,出産入院料,435,118.6,627,1563,526,-,-,-,326
2,7,6,4,0,0,721,他の入院料,977,11.8,254,435,462,1383,514,1632,2221
2,7,6,4,0,0,724,整骨(接骨)・鍼灸院治療代,414,63,569,133,410,560,300,619,295
2,7,6,4,0,0,728,マッサージ料金等(診療外),599,27.4,489,250,313,617,632,1234,659
2,7,6,4,0,0,727,人間ドック等受診料,337,5,173,181,223,344,229,394,781
2,7,6,4,0,0,729,他の保健医療サービス,511,1.4,419,280,678,559,452,488,682
2,4,7,0,0,0,0,交通・通信,43197,9.9,29357,41962,30663,39076,54867,56323,49053
2,5,7,1,0,0,0,交通,8217,-0.9,4527,5948,5995,7175,9545,11147,13100
2,7,7,1,0,0,730,鉄道運賃,2686,19.9,2166,1740,1918,2183,2890,3039,4678
2,7,7,1,0,0,731,鉄道通学定期代,565,46,227,390,348,560,701,913,881
2,7,7,1,0,0,732,鉄道通勤定期代,2756,-24.5,891,2675,2018,2397,3813,4288,3397
2,7,7,1,0,0,733,バス代,250,-16.1,177,167,362,200,216,310,312
2,7,7,1,0,0,734,バス通学定期代,119,35.2,98,7,169,17,118,293,140
2,7,7,1,0,0,735,バス通勤定期代,177,59.5,206,247,145,236,200,16,181
2,7,7,1,0,0,736,タクシー代,419,-21.2,256,214,268,267,309,677,928
2,7,7,1,0,0,737,航空運賃,566,41.9,209,236,402,628,468,848,1086
2,7,7,1,0,0,738,有料道路料,598,10.7,281,256,324,674,746,742,1138
2,7,7,1,0,0,739,他の交通,81,76.1,15,17,43,12,85,21,359
2,5,7,2,0,0,0,自動車等関係費,20815,28.3,14694,23783,11007,16986,29868,28640,19797
2,6,7,2,1,0,0,自動車等購入,7461,74.9,5833,15076,-,2737,15773,12240,-
2,7,7,2,1,0,740,自動車購入,7367,75.6,5833,15076,-,2737,15390,11951,-
2,7,7,2,1,0,742,自動車以外の輸送機器購入,94,32.4,-,-,-,-,382,289,-
2,6,7,2,2,0,745,自転車購入,807,11.2,640,275,1239,1036,794,431,1288
2,6,7,2,3,0,0,自動車等維持,12547,11.7,8221,8432,9768,13214,13302,15969,18509
2,7,7,2,3,0,750,ガソリン,2570,30.7,1659,1687,1934,2908,3384,2789,3493
2,7,7,2,3,0,751,自動車等部品,1153,29,408,378,694,2350,610,1702,1851
2,7,7,2,3,0,752,自動車等関連用品,1021,72.5,563,1836,357,728,719,2528,449
2,7,7,2,3,0,753,自動車整備費,1659,-13.2,1045,1002,1261,1166,2097,2448,2572
2,7,7,2,3,0,755,自動車以外の輸送機器整備費,151,22.8,145,64,103,41,114,133,435
2,7,7,2,3,0,75X,年極・月極駐車場借料,2257,18.7,1676,1204,1385,1883,2567,2549,4512
2,7,7,2,3,0,756,他の駐車場借料,451,26,164,269,354,664,390,630,667
2,7,7,2,3,0,75B,レンタカー・カーシェアリング料金,618,-7.6,433,446,820,1153,182,251,970
2,7,7,2,3,0,754,他の自動車等関連サービス,670,-7.7,523,540,568,561,856,794,804
2,7,7,2,3,0,757,自動車保険料（自賠責）,336,-13.2,276,268,231,311,592,421,248
2,7,7,2,3,0,758,自動車保険料（任   意）,1604,-3.6,1329,738,1989,1399,1746,1639,2352
2,7,7,2,3,0,759,自動車保険料以外の輸送機器保険料,56,51.4,-,-,71,50,44,83,155
2,5,7,3,0,0,0,通信,14165,-4.3,10136,12232,13660,14915,15454,16535,16156
2,7,7,3,0,0,760,郵便料,392,-10.1,381,213,269,300,318,308,916
2,7,7,3,0,0,762,固定電話通信料,1147,-2.5,1171,885,1229,1219,1263,1159,1098
2,7,7,3,0,0,763,携帯電話通信料,11171,-5.1,7854,9977,11136,12194,12717,12748,11610
2,7,7,3,0,0,769,運送料,486,23,284,252,634,247,783,490,691
2,7,7,3,0,0,766,携帯電話機,755,-5,374,696,262,744,182,1529,1451
2,7,7,3,0,0,764,他の通信機器,214,-5.3,72,208,130,211,189,300,390
2,4,8,0,0,0,0,教育,29385,2.7,10379,13744,25475,30393,46575,37925,43213
2,5,8,1,0,0,0,授業料等,21160,-0.5,8326,11472,19496,24535,37358,25330,23911
2,7,8,1,0,0,770,国公立小学校,382,-7.5,84,242,441,618,475,277,508
2,7,8,1,0,0,771,私立小学校,1005,261.5,50,-,245,6,2173,1297,3346
2,7,8,1,0,0,772,国公立中学校,403,4.4,97,181,388,621,440,498,544
2,7,8,1,0,0,773,私立中学校,1922,-1.3,1346,433,1337,884,3129,3287,3254
2,7,8,1,0,0,774,国公立高校,436,-33.7,163,136,136,870,576,770,359
2,7,8,1,0,0,775,私立高校,3877,7.2,469,895,3937,5232,7008,3745,6297
2,7,8,1,0,0,776,国公立大学,906,36,-,-,303,25,2936,1781,1374
2,7,8,1,0,0,777,私立大学,10108,3.3,5878,6144,8484,13989,19099,12616,6120
2,7,8,1,0,0,778,幼児教育費用,1585,-13.9,238,2905,1800,1609,1415,965,2108
2,7,8,1,0,0,779,専修学校,536,-68.2,-,536,2425,683,107,94,-
2,5,8,2,0,0,0,教科書・学習参考教材,452,10,161,387,313,512,831,604,397
2,7,8,2,0,0,780,教科書,159,-1.2,95,51,106,260,274,267,90
2,7,8,2,0,0,781,学習参考教材,294,17.6,66,335,207,252,558,337,308
2,5,8,3,0,0,0,補習教育,7773,12.4,1893,1886,5667,5346,8385,11991,18905
2,7,8,3,0,0,790,幼児・小学校補習教育,2755,19.1,859,565,1452,1591,3859,3493,7254
2,7,8,3,0,0,791,中学校補習教育,2130,-10.7,939,559,2670,1225,2476,2683,4227
2,7,8,3,0,0,792,高校補習教育・予備校,2888,30.4,95,762,1545,2530,2050,5815,7424
2,4,9,0,0,0,0,教養娯楽,37404,6.6,22392,23623,30146,38358,36187,45194,65374
2,5,9,1,0,0,0,教養娯楽用耐久財,4445,9.6,1242,2220,4078,5578,4709,5536,7926
2,7,9,1,0,0,801,テレビ,579,-35.7,30,517,730,354,487,1231,740
2,7,9,1,0,0,813,ビデオレコーダー・プレイヤー,125,-16.1,-,121,166,225,71,246,40
2,7,9,1,0,0,810,パソコン,2183,15.4,1060,677,1735,3140,2844,2919,3143
2,7,9,1,0,0,804,カメラ・ビデオカメラ,332,104.9,-,268,244,403,62,-,1289
2,7,9,1,0,0,806,楽器,280,24.4,9,22,5,778,459,339,315
2,7,9,1,0,0,807,書斎・学習用机・椅子,140,-38.1,14,17,556,62,201,97,64
2,7,9,1,0,0,809,他の教養娯楽用耐久財,728,59,75,497,536,566,552,623,2212
2,7,9,1,0,0,812,教養娯楽用耐久財修理代,80,86,53,101,107,49,34,80,123
2,5,9,2,0,0,0,教養娯楽用品,9148,6,6147,6712,7534,8154,9441,10527,15513
2,7,9,2,0,821-829,0,文房具,802,0.6,451,539,707,848,863,944,1274
2,7,9,2,0,821-829,821,筆記・絵画用具,136,-2.2,77,89,129,152,152,144,209
2,7,9,2,0,821-829,826,ノート・紙製品,329,-0.3,208,251,254,328,327,441,492
2,7,9,2,0,821-829,827,他の学習用消耗品,72,0,47,50,74,74,71,81,110
2,7,9,2,0,821-829,828,他の学習用文房具,162,2.5,71,95,152,187,206,172,258
2,7,9,2,0,821-829,829,他の文房具,103,4,48,53,98,106,107,106,205
2,7,9,2,0,832-834,0,運動用具類,1855,11.3,887,733,1911,2017,2083,2058,3289
2,7,9,2,0,832-834,832,ゴルフ用具,161,101.3,43,6,257,59,174,104,493
2,7,9,2,0,832-834,833,他の運動用具,532,-1.3,249,203,465,666,709,752,658
2,7,9,2,0,832-834,834,スポーツウェア,1162,10.9,594,523,1189,1293,1201,1201,2138
2,7,9,2,0,835-837,0,玩具,1191,-2.1,513,795,1352,1263,1028,930,2384
2,7,9,2,0,835-837,836,ゲーム機,123,-42.5,-,53,120,137,33,-,513
2,7,9,2,0,835-837,835,ゲームソフト等,300,4.2,102,150,409,409,375,256,405
2,7,9,2,0,835-837,837,他の玩具,767,7.6,411,592,823,717,620,675,1466
2,7,9,2,0,0,840,切り花,483,-10.4,505,360,314,639,367,453,734
2,7,9,2,0,842 843 845-849 84A 84Y,0,他の教養娯楽用品,3216,4.9,2472,2647,2417,2833,2928,4143,5150
2,7,9,2,0,842 843 845-849 84A 84Y,846,音楽・映像用未使用メディア,75,-23.5,60,47,120,87,96,55,49
2,7,9,2,0,842 843 845-849 84A 84Y,845,音楽・映像収録済メディア,313,-10.3,193,129,136,440,265,393,648
2,7,9,2,0,842 843 845-849 84A 84Y,848,ペットフード,647,-2.7,842,463,515,514,683,581,947
2,7,9,2,0,842 843 845-849 84A 84Y,84Y,ペット・他のペット用品,605,-12.2,315,466,405,391,567,1240,888
2,7,9,2,0,842 843 845-849 84A 84Y,84A,園芸用植物,192,20.8,186,153,201,140,215,256,198
2,7,9,2,0,842 843 845-849 84A 84Y,847,園芸用品,210,20,233,158,150,124,107,468,245
2,7,9,2,0,842 843 845-849 84A 84Y,843,手芸・工芸材料,84,-7.7,51,42,66,134,133,37,120
2,7,9,2,0,842 843 845-849 84A 84Y,849,電池,181,2.8,143,129,231,162,153,149,297
2,7,9,2,0,842 843 845-849 84A 84Y,842,他の教養娯楽用品のその他,910,36.6,448,1060,591,840,708,965,1757
2,7,9,2,0,0,84X,動物病院代,1223,23.3,1219,1219,583,446,1343,1363,2338
2,7,9,2,0,0,841,他のペット関連サービス,369,9.8,100,418,249,94,799,625,336
2,7,9,2,0,0,844,教養娯楽用品修理代,10,-47.4,1,-,1,13,31,11,8
2,5,9,3,0,0,0,書籍・他の印刷物,3370,-7.7,3155,2871,2647,2834,2950,4206,4917
2,7,9,3,0,0,850,新聞,1512,-18.2,1941,1308,1149,1411,1313,1621,1828
2,7,9,3,0,0,851,雑誌,291,15.9,190,253,286,261,190,470,400
2,7,9,3,0,0,854,書籍,1405,-0.4,926,1215,1071,942,1349,1870,2462
2,7,9,3,0,0,859,他の印刷物,162,14.9,99,95,141,221,99,245,227
2,5,9,4,0,0,0,教養娯楽サービス,20441,8.9,11848,11820,15886,21791,19087,24925,37017
2,6,9,4,1,0,860,宿泊料,2851,43.9,1782,1066,1789,2541,1795,4408,6391
2,6,9,4,2,0,0,パック旅行費,1290,-22.1,712,375,696,891,575,1800,3819
2,7,9,4,2,0,861,国内パック旅行費,1221,-21.9,712,375,696,891,575,1414,3748
2,7,9,4,2,0,862,外国パック旅行費,69,-24.2,-,-,-,-,-,386,71
2,6,9,4,3,0,0,月謝類,5363,8,1785,2809,3803,5697,5876,6148,11228
2,7,9,4,3,0,875,語学月謝,453,-3,110,246,178,528,568,469,1076
2,7,9,4,3,0,870,他の教育的月謝,475,74.6,71,349,332,444,587,597,918
2,7,9,4,3,0,876,音楽月謝,601,-13.9,128,364,443,565,804,675,1205
2,7,9,4,3,0,871,他の教養的月謝,414,33.5,273,81,255,271,346,857,790
2,7,9,4,3,0,872,スポーツ月謝,1949,21.9,401,1163,1852,2557,2170,2088,3300
2,7,9,4,3,0,873,自動車教習料,360,-48.1,1,8,21,224,-,504,1695
2,7,9,4,3,0,874,家事月謝,47,27,131,-,5,17,6,27,139
2,7,9,4,3,0,879,他の月謝類,1066,19.6,670,598,718,1089,1395,931,2104
2,6,9,4,4,0,0,他の教養娯楽サービス,10937,7.6,7568,7571,9597,12662,10841,12569,15580
2,7,9,4,4,880 88A 88B,0,放送受信料,2105,-7.8,1902,1816,2139,2265,1931,2247,2433
2,7,9,4,4,880 88A 88B,88A,ＮＨＫ放送受信料,1053,-7.5,964,993,1005,1088,914,1174,1243
2,7,9,4,4,880 88A 88B,88B,ケーブルテレビ放送受信料,893,-9.3,850,731,989,883,813,905,1068
2,7,9,4,4,880 88A 88B,880,他の放送受信料,159,-0.6,89,92,145,294,204,168,122
2,7,9,4,4,877 878 881-886,0,入場・観覧・ゲーム代,3131,14.2,2944,1447,2200,3870,2655,3732,5008
2,7,9,4,4,877 878 881-886,882,映画・演劇等入場料,725,66.7,511,311,545,940,505,941,1289
2,7,9,4,4,877 878 881-886,883,スポーツ観覧料,258,437.5,1783,-,24,46,3,18,34
2,7,9,4,4,877 878 881-886,877,ゴルフプレー料金,730,2.1,126,282,479,1243,939,719,1300
2,7,9,4,4,877 878 881-886,878,スポーツクラブ使用料,340,-36,119,255,378,333,138,786,356
2,7,9,4,4,877 878 881-886,881,他のスポーツ施設使用料,204,33.3,89,80,194,370,155,277,256
2,7,9,4,4,877 878 881-886,884,文化施設入場料,218,5.3,151,117,100,228,216,275,417
2,7,9,4,4,877 878 881-886,886,遊園地入場・乗物代,335,8.4,87,212,220,292,380,421,684
2,7,9,4,4,877 878 881-886,885,他の入場・ゲーム代,322,-6.7,78,189,260,419,319,295,672
2,7,9,4,4,0,888,諸会費,166,-2.9,113,131,193,193,150,253,135
2,7,9,4,4,0,887,写真撮影・プリント代,615,0.2,75,758,370,954,927,594,639
2,7,9,4,4,0,88X,教養娯楽賃借料,72,-28.7,45,24,65,78,61,69,157
2,7,9,4,4,0,88Y,インターネット接続料,3368,10.9,1894,2830,3419,3880,3632,3944,3947
2,7,9,4,4,0,889,他の教養娯楽サービスのその他,1480,21.9,595,565,1210,1420,1485,1730,3261
2,4,10,0,0,0,0,その他の消費支出,56069,14.2,29357,31339,41976,43454,73783,83802,89484
2,5,10,1,0,0,0,諸雑費,33021,20.2,18798,17250,24601,26167,47544,50203,46926
2,6,10,1,1,0,0,理美容サービス,4333,12.4,2185,2760,4095,4118,4410,6302,6509
2,7,10,1,1,0,890,温泉・銭湯入浴料,116,-4.1,100,34,84,71,158,171,191
