項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,35歳未満／実数（円）,35歳未満／構成比（％）,35～39歳／実数（円）,35～39歳／構成比（％）,40～44歳／実数（円）,40～44歳／構成比（％）,45～49歳／実数（円）,45～49歳／構成比（％）,50～54歳／実数（円）,50～54歳／構成比（％）,55～59歳／実数（円）,55～59歳／構成比（％）,60～64歳／実数（円）,60～64歳／構成比（％）,65歳以上／実数（円）,65歳以上／構成比（％）,（再掲）75歳以上／実数（円）,（再掲）75歳以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,609,-,642,-,814,-,1018,-,977,-,1129,-,680,-,4130,-,2045,-
0,0,0,0,0,調査世帯数,667,-,36,-,47,-,56,-,69,-,66,-,76,-,42,-,275,-,136,-
0,0,0,0,0,世帯人員,2.93,-,2.87,-,3.64,-,3.68,-,3.59,-,3.21,-,3.12,-,2.69,-,2.44,-,2.31,-
0,0,0,0,0,有業人員,1.38,-,1.65,-,1.63,-,1.49,-,1.67,-,1.83,-,1.91,-,1.85,-,0.87,-,0.54,-
0,0,0,0,0,世帯主平均年齢,59.4,-,30.7,-,37.1,-,42.3,-,47.1,-,51.9,-,56.9,-,61.8,-,75.7,-,81.8,-
2,2,0,0,0,生計支出,298350,-,287086,-,423466,-,327727,-,329061,-,353667,-,306037,-,291501,-,253127,-,243857,-
2,3,0,0,0,消費支出,286222,100,253874,100,329079,100,278091,100,329061,100,353667,100,306037,100,291501,100,253127,100,243857,100
2,4,1,0,0,食料,87483,30.6,67156,26.5,87626,26.6,81105,29.2,100268,30.5,96157,27.2,95256,31.1,97246,33.4,82778,32.7,75837,31.1
2,5,1,1,0,穀類,6783,2.4,3910,1.5,5631,1.7,6674,2.4,7225,2.2,7249,2,7569,2.5,7811,2.7,6803,2.7,6422,2.6
2,6,1,1,1,米類,1773,0.6,721,0.3,1240,0.4,1781,0.6,1420,0.4,1823,0.5,2063,0.7,1888,0.6,1987,0.8,1864,0.8
2,6,1,1,2,パン,2892,1,1710,0.7,2477,0.8,2732,1,3517,1.1,2878,0.8,3312,1.1,3757,1.3,2754,1.1,2755,1.1
2,6,1,1,3,麺類,1678,0.6,1065,0.4,1419,0.4,1699,0.6,1825,0.6,2075,0.6,1779,0.6,1788,0.6,1629,0.6,1408,0.6
2,6,1,1,4,他の穀類,439,0.2,415,0.2,494,0.2,462,0.2,463,0.1,472,0.1,415,0.1,378,0.1,433,0.2,395,0.2
2,5,1,2,0,魚介類,6730,2.4,2482,1,4268,1.3,4958,1.8,5900,1.8,6337,1.8,7066,2.3,8160,2.8,8058,3.2,7308,3
2,6,1,2,1,生鮮魚介,4054,1.4,1311,0.5,2322,0.7,3240,1.2,3379,1,4121,1.2,4186,1.4,4905,1.7,4861,1.9,4104,1.7
2,6,1,2,2,塩干魚介,1131,0.4,503,0.2,912,0.3,713,0.3,1018,0.3,949,0.3,1065,0.3,1329,0.5,1396,0.6,1417,0.6
2,6,1,2,3,魚肉練製品,555,0.2,207,0.1,269,0.1,292,0.1,520,0.2,404,0.1,594,0.2,702,0.2,712,0.3,710,0.3
2,6,1,2,4,他の魚介加工品,990,0.3,461,0.2,765,0.2,712,0.3,983,0.3,863,0.2,1220,0.4,1224,0.4,1089,0.4,1077,0.4
2,5,1,3,0,肉類,9144,3.2,6299,2.5,7842,2.4,8129,2.9,10602,3.2,12799,3.6,11008,3.6,10755,3.7,7967,3.1,6485,2.7
2,6,1,3,1,生鮮肉,7461,2.6,5079,2,6188,1.9,6452,2.3,8743,2.7,10535,3,9313,3,8867,3,6427,2.5,4962,2
2,6,1,3,2,加工肉,1684,0.6,1220,0.5,1654,0.5,1678,0.6,1859,0.6,2265,0.6,1695,0.6,1888,0.6,1540,0.6,1523,0.6
2,5,1,4,0,乳卵類,4778,1.7,3706,1.5,4788,1.5,4189,1.5,4174,1.3,4849,1.4,5937,1.9,4521,1.6,4908,1.9,5131,2.1
2,6,1,4,1,牛乳,1393,0.5,836,0.3,1358,0.4,1394,0.5,1150,0.3,1289,0.4,1829,0.6,1173,0.4,1481,0.6,1638,0.7
2,6,1,4,2,乳製品,2479,0.9,2304,0.9,2664,0.8,1936,0.7,2103,0.6,2602,0.7,3039,1,2334,0.8,2516,1,2605,1.1
