項目,階層,大分類,中分類,小分類,中間計,符号,項目名,都平均／実数（円）,都平均／対前年同月増加率（％）,35歳未満（円）,35～39歳（円）,40～44歳（円）,45～49歳（円）,50～54歳（円）,55～59歳（円）,60～64歳（円）,65歳以上（円）,（再掲）75歳以上（円）
0,0,0,0,0,0,0,世帯数分布,10000,-,487,732,770,1082,1003,1238,955,3733,1852
0,0,0,0,0,0,0,調査世帯数,690,-,33,53,53,76,66,86,65,258,127
0,0,0,0,0,0,0,世帯人員,2.93,-,2.88,3.59,3.53,3.52,3.15,3.11,2.83,2.41,2.32
0,0,0,0,0,0,0,有業人員,1.4,-,1.7,1.63,1.62,1.69,1.71,1.94,1.71,0.85,0.57
0,0,0,0,0,0,0,世帯主平均年齢,58.9,-,30.9,37,42.7,46.9,51.8,56.8,61.9,75.5,81.5
2,2,0,0,0,0,0,生計支出,364505,22.1,512849,301872,366118,390592,498070,438936,333940,296789,251177
2,3,0,0,0,0,0,消費支出,364505,22.1,512849,301872,366118,390592,498070,438936,333940,296789,251177
2,4,1,0,0,0,0,食料,91068,8.3,67558,95413,87218,97988,93678,109126,91989,85145,78240
2,5,1,1,0,0,0,穀類,7146,-9.8,4826,6705,7161,7094,7350,7888,7456,7167,6972
2,6,1,1,1,0,0,米類,1912,-12.4,869,1502,1895,1783,2102,2086,2313,1958,1935
2,7,1,1,1,0,102,米,1912,-12.4,869,1502,1895,1783,2102,2086,2313,1958,1935
2,6,1,1,2,0,0,パン,3096,0.7,2053,3323,2628,3011,2862,3768,2995,3176,3021
2,7,1,1,2,0,120,食パン,982,-10.2,638,888,945,981,841,1010,1027,1071,1078
2,7,1,1,2,0,129,他のパン,2114,6.7,1415,2435,1683,2030,2021,2758,1968,2105,1943
2,6,1,1,3,0,0,麺類,1643,-20.3,1465,1502,1840,1699,1907,1529,1736,1580,1646
2,7,1,1,3,0,130,生うどん・そば,240,-30,112,184,212,227,197,231,250,290,344
2,7,1,1,3,0,131,乾うどん・そば,179,-17.5,215,95,173,113,175,201,82,229,332
2,7,1,1,3,0,134,パスタ,161,-25.8,173,155,174,195,279,152,172,117,101
2,7,1,1,3,0,133,中華麺,403,-28.9,244,381,547,424,513,368,450,361,311
2,7,1,1,3,0,135,カップ麺,396,-1.5,518,389,449,428,433,398,433,342,339
2,7,1,1,3,0,132,即席麺,174,-13.9,164,211,173,238,195,114,214,153,140
2,7,1,1,3,0,139,他の麺類,90,-21.1,38,87,111,74,115,64,134,88,80
2,6,1,1,4,0,0,他の穀類,495,-18,439,379,798,601,480,506,411,453,370
2,7,1,1,4,0,140,小麦粉,86,-12.2,24,34,197,58,122,100,74,78,75
2,7,1,1,4,0,150,もち,56,-38.5,18,31,75,85,24,43,48,70,81
