実数・増減率,年次コード,年次,調査世帯数(世帯）,世帯人員（人）,有業人員（人）,世帯主平均年齢（歳）,生計支出（円）,生計支出／消費支出（円）,生計支出／消費支出／食料（円）,生計支出／消費支出／食料／穀類（円）,生計支出／消費支出／食料／魚介類（円）,生計支出／消費支出／食料／肉類（円）,生計支出／消費支出／食料／乳卵類（円）,生計支出／消費支出／食料／野菜・海藻（円）,生計支出／消費支出／食料／果物（円）,生計支出／消費支出／食料／油脂・調味料（円）,生計支出／消費支出／食料／菓子類（円）,生計支出／消費支出／食料／調理食品（円）,生計支出／消費支出／食料／飲料（円）,生計支出／消費支出／食料／酒類（円）,生計支出／消費支出／食料／外食（円）,生計支出／消費支出／住居（円）,生計支出／消費支出／住居／家賃地代（円）,生計支出／消費支出／住居／設備修繕・維持（円）,生計支出／消費支出／光熱・水道（円）,生計支出／消費支出／光熱・水道／電気代（円）,生計支出／消費支出／光熱・水道／ガス代（円）,生計支出／消費支出／光熱・水道／他の光熱（円）,生計支出／消費支出／光熱・水道／上下水道料（円）,生計支出／消費支出／家具・家事用品（円）,生計支出／消費支出／家具・家事用品／家庭用耐久財（円）,生計支出／消費支出／家具・家事用品／室内装備・装飾品（円）,生計支出／消費支出／家具・家事用品／寝具類（円）,生計支出／消費支出／家具・家事用品／家事雑貨（円）,生計支出／消費支出／家具・家事用品／家事用消耗品（円）,生計支出／消費支出／家具・家事用品／家事サービス（円）,生計支出／消費支出／被服及び履物（円）,生計支出／消費支出／被服及び履物／和服（円）,生計支出／消費支出／被服及び履物／洋服（円）,生計支出／消費支出／被服及び履物／シャツ・セーター類（円）,生計支出／消費支出／被服及び履物／下着類（円）,生計支出／消費支出／被服及び履物／生地・糸類（円）,生計支出／消費支出／被服及び履物／他の被服（円）,生計支出／消費支出／被服及び履物／履物類（円）,生計支出／消費支出／被服及び履物／被服関連サービス（円）,生計支出／消費支出／保健医療（円）,生計支出／消費支出／保健医療／医薬品（円）,生計支出／消費支出／保健医療／健康保持用摂取品（円）,生計支出／消費支出／保健医療／保健医療用品・器具（円）,生計支出／消費支出／保健医療／保健医療サービス（円）,生計支出／消費支出／交通・通信（円）,生計支出／消費支出／交通・通信／交通（円）,生計支出／消費支出／交通・通信／自動車等関係費（円）,生計支出／消費支出／交通・通信／通信（円）,生計支出／消費支出／教育（円）,生計支出／消費支出／教育／授業料等（円）,生計支出／消費支出／教育／教科書・学習参考教材（円）,生計支出／消費支出／教育／補習教育（円）,生計支出／消費支出／教養娯楽（円）,生計支出／消費支出／教養娯楽／教養娯楽用耐久財（円）,生計支出／消費支出／教養娯楽／教養娯楽用品（円）,生計支出／消費支出／教養娯楽／書籍・他の印刷物（円）,生計支出／消費支出／教養娯楽／教養娯楽サービス（円）,生計支出／消費支出／その他の消費支出（円）,生計支出／消費支出／その他の消費支出／諸雑費（円）,生計支出／消費支出／その他の消費支出／こづかい（円）,生計支出／消費支出／その他の消費支出／交際費（円）,生計支出／消費支出／その他の消費支出／仕送り金（円）,生計支出／土地家屋購入（円）,エンゲル係数（％）,選択的支出係数（％）,公共的料金負担率（％）,公共的料金負担率／公共料金等負担率（％）,公共的料金負担率／準公共料金等負担率（％）
meimoku,tuki,対前年（同月）名目増加率_令和 3年 5月,-,-,-,-,22.4,21,5.4,-2.9,3.8,-3.1,-10.2,-8.2,-11.3,-8.9,5.5,8.1,7,17.3,77.3,11.7,-15.2,88.8,-9.5,-11.1,-11.3,0,-3.3,9.6,9.7,5.2,56.5,21.8,2,-27,39.4,...,51,68.1,47.2,-46.6,7.9,57.4,-14.8,31.5,-7,-4.6,11.1,65.5,26.5,12.3,48.6,2.8,44.8,60.4,-65.1,11.8,27.6,0,17.9,-11.9,63.9,57.8,103.4,0.2,-5.4,168.3,...,,,,,
meimoku,tuki,対前年（同月）名目増加率_令和 3年 6月,-,-,-,-,-2.9,-6.9,0.2,-5.5,1.4,0.7,-5.9,-5.1,-9,-8.8,1.7,3.8,2.8,12.4,7.9,-39.3,-22.6,-63.7,-10.2,-13.9,-12.1,14.3,-3.7,-26.1,-40.9,-49.1,-31.8,-15.2,-8.6,3.2,-13.9,-38.9,-11,-17,-3.2,8.6,-13.1,-2.7,-48,30.7,10.1,-12.9,-3.8,60,-32.8,19.5,-55.5,-17,5.9,-8.7,-30.7,37.2,8.3,-20.1,-7.9,-10.2,32.2,6.2,24,-21.1,-8.8,51.6,...,,,,,
meimoku,tuki,対前年（同月）名目増加率_令和 3年 7月,-,-,-,-,-3.4,-4.7,-0.3,-6.7,-4.7,0.4,-2,-9,1.3,-6.5,1.7,11.7,8.9,-3.3,-0.7,-36.3,-21.6,-50.7,-11.2,-16.8,-10.8,42.1,-0.6,-3.7,-7.6,-0.7,61.3,-12.2,-4.6,-20.5,-8.2,-88.7,-20.5,2.1,-5.9,-11.7,22.8,31.4,-39.2,-11.4,-8.4,-19.9,-20,-8.7,34.6,57.2,90.8,-14.2,-27,-32.5,-76.8,-13.8,0.2,-42.3,-11.3,-7.7,27.2,-3.8,5,-31.4,-0.6,7.6,...,,,,,
meimoku,tuki,対前年（同月）名目増加率_令和 3年 8月,-,-,-,-,-1.5,-5.5,-4.2,-4.8,-0.9,0.1,-2.2,-12.7,6.7,-4.1,3,4.9,-8.4,0.9,-16.7,5,-4.8,20.5,-7.4,-6.1,-9.5,143.8,-8.2,-11.5,-3.8,-58,-17.1,-11.9,-12.6,6.6,-24.9,331.3,-34.4,-6.1,-20.4,-51.8,-32.3,-18,-39.6,-17.3,-11,-42,-6.5,-18.9,18.2,4,62.8,-10.3,21,-7,95,61.6,-7.7,-22.6,-10,-13,-3,-18.4,-12.9,-17.5,-30.1,-8.8,...,,,,,
meimoku,tuki,対前年（同月）名目増加率_令和 3年 9月,-,-,-,-,37.8,-1.4,-0.6,6.2,4.6,0.4,-0.4,-1.5,6.5,-0.7,2.3,14.5,-2.6,-6,-20.6,1.4,8.3,-8.3,-3.1,-7.1,5.1,15.8,0,-13.7,-23.3,-25.2,-24.3,-8.9,-3.1,14,-19,233.3,-42.3,-20.2,1.8,-37.3,-5.6,0.1,49.9,14.9,-0.7,-6.4,-11.1,32.8,1.6,-4.6,12.3,-6.9,-21.3,-23.2,-57.5,-11.9,1.5,-24.8,-2,-12.5,10.9,5.4,8,-7,10.8,-7,...,,,,,
meimoku,tuki,対前年（同月）名目増加率_令和 3年10月,-,-,-,-,-11.2,-7.8,-2.5,-3.1,-3.6,-4,-0.8,-10.5,-2.3,-7.1,1.6,4.1,0.1,5.7,-4.6,-22.4,-1.5,-39.8,-4.3,-8.8,-7.1,-10.1,5.3,14.7,37.1,280.2,-37.3,-12.8,-8.9,36.2,-19.1,100,-15.1,-39.4,-24.2,-66.8,-0.6,13.3,-32.3,-14.7,-5.1,25.6,-31,-16.1,2.5,-4.4,23,-18.9,-17.4,-13,-0.6,-35.6,-9.1,-38.1,-12.7,-6.2,-3.2,-9.7,-17.6,-5.9,-16.7,83.9,-100,,,,,
meimoku,tuki,対前年（同月）名目増加率_令和 3年11月,-,-,-,-,-17,-3.3,-4.6,-2.9,-1.1,-8.6,-4.3,-9.4,2.2,-10.1,0.1,4.1,-0.2,-18,-7.3,-9.4,-8.5,-10.2,-10.3,-14.8,-6,35.3,-8.4,-6.4,-42.8,119,41,-8.4,-2.4,33.1,-8.6,-35.9,-1.7,-2.4,-5.7,-67.3,-8.5,9.4,-57.8,0.6,-1.5,8,3.5,-0.6,-12.8,17.4,-19.2,-16,-17.3,-18.3,9.6,-15.8,4.4,70.6,-5.3,-6,4,13.3,12.4,-28.5,21.9,61,-91.4,,,,,
meimoku,tuki,対前年（同月）名目増加率_令和 3年12月,-,-,-,-,4.6,0.3,2.3,0.1,4.7,-0.1,5.2,-1,5.7,-3.2,5.1,1.7,1.7,-10.5,9.7,61.6,-5.1,179.9,3.5,-4.3,9.3,17.5,7.7,-7.7,5.5,-37.8,-29.5,-13,-4.3,-6.3,-0.1,-97,8.1,28.4,-8.7,-21.1,0.5,2.7,-42.5,-0.9,-17.8,5.9,-16.7,11.2,-18,59.7,-45.8,1.1,-22.3,-23.2,58.3,-22.5,0.8,-31.8,-14.6,13,13.6,-7.9,-5.6,-20.2,-7.7,5.2,406.1,,,,,
jissitu,nen,対前年（同月）実質増加率_平成22年,-,-,-,-,-,0.8,-2.2,-2.1,-4,1.7,-1,-5.9,-7.2,-2.3,1.9,3.4,1.2,-7,-4,-0.8,-3.3,4.4,4.8,9.9,-0.3,12,2.8,4.5,17.4,-23.7,-32.7,2.5,5.2,25.3,0.3,-41.6,4.8,-1.1,2.5,-,-3.4,2.4,-3.7,-1.9,13.1,21.4,-6.2,-6.8,1.7,4.2,0.4,1.5,7.5,6.5,44.4,8.5,7.7,66.6,3.9,0,4.3,-,3.5,-,-,-,-,,,,,
jissitu,nen,対前年（同月）実質増加率_平成23年,-,-,-,-,-,-4.7,-0.4,0.3,-3.5,-1.2,-3.5,2.3,-0.3,4.2,-1,0.1,8.8,-0.8,-2.7,-5.8,1.6,-20.3,-7.7,-10.4,-7.2,-8.7,-3.7,2,5.8,16,42.7,-4.4,4.1,-25.9,-11.4,-17,-15,-11.2,3.4,-,-3.7,-10.3,-17.4,3.4,0.8,-6.5,-3.9,7.6,-7.3,-13.2,-6.7,-3.2,2.2,7.9,-30.4,-9.7,-11.4,-18.3,-4,-8.5,-13,-,-9.7,-,-,-,-,,,,,
jissitu,nen,対前年（同月）実質増加率_平成24年,-,-,-,-,-,2.9,2,-2.4,-0.3,-0.6,7.5,0,-0.2,1.3,-1.2,4.3,3.7,11.4,4.2,8.8,-4.1,40.7,2.5,1,7.5,11.8,-0.7,9.9,15.8,47.9,4.9,3.9,4.8,-3.4,6.1,-3.4,4.6,8.7,7.6,-,6.4,5.4,12.5,0.6,6.2,14.2,6.8,-4.1,5.3,11.6,5.5,0.6,-3.1,-3,0.1,-3.4,2.4,1.3,5,-6.3,3.4,-,7.5,-,-,-,-,,,,,
jissitu,nen,対前年（同月）実質増加率_平成25年,-,-,-,-,-,3.4,2.1,1.4,-1,4,1.5,0.1,1.1,1.3,6.1,0,7.4,-0.8,3.6,16.1,15,17.7,-3.5,-1.2,-7.3,-21.5,-0.9,4.1,18.6,-29.7,30.3,-5.4,4.5,3,3.8,3.6,4.2,3.9,2.3,-,-0.2,9.1,-2.2,1.3,2.1,-4.9,7.7,0.3,6.6,2.3,11,3.7,-9.3,-7.4,-10.9,-15.1,5.3,-1.3,2.9,0.5,7.4,-,5.9,-,-,-,-,,,,,
jissitu,nen,対前年（同月）実質増加率_平成26年,-,-,-,-,-,-5.6,-2.2,-1.2,-5.4,1.1,1.5,1.3,1.1,1.8,-2.6,0.4,-4.3,1.3,-8,-14.3,-16,-12.1,-4.1,-6.2,-1,13.1,-4.2,2.4,3.5,3.3,-12.7,1.9,1.2,18.9,-2.1,77.1,-4,-2.9,-9.5,-,2.8,5.4,-6.5,-2.9,3.8,1.1,-8.8,-3.9,-5,-10.7,-3.7,-1.9,-14.6,-17,-14.1,-5.5,-3.2,-10.2,3,-3.2,-4.2,-,-6.9,-,-,-,-,,,,,
jissitu,nen,対前年（同月）実質増加率_平成27年,-,-,-,-,-,-0.1,0.6,0.2,0.7,-2.3,4,0.9,0.4,0.5,-1.5,0.4,-1.1,-0.3,2.8,-1.4,8.1,-15.9,0.2,-0.6,2.9,-25.7,0.5,-6.8,-11.6,7.4,-16.7,-4.6,-2.7,-7.5,-1,-23.2,7.3,-1.2,-7.2,-,-10.9,-6.9,-11.1,-1.8,-5.7,-3.3,-6.3,1,-3,-1.4,-10.1,6.1,22.6,30.1,11.6,1.5,-3.7,-16.7,-8.3,-3.6,-0.9,-,-2.8,-,-,-,-,,,,,
jissitu,nen,対前年（同月）実質増加率_平成28年,-,-,-,-,-,-1.8,-0.5,-2.7,-2,-0.7,2.1,-4.4,-6.4,-0.4,-2.4,7.3,4.6,-3.8,-0.6,-1.1,-5.3,6.9,-1.8,-1.6,-2.4,-1.1,-1,0.6,0.7,6.6,1.1,-6.9,7.7,-6,-5.5,-20.7,-8.3,-3.5,1.9,-,-11,-6,10.7,-2.2,-1.3,1,8,-5.5,-4.4,0.7,-12.7,1.3,4.1,1.6,-22.4,15.4,-4.6,-4.3,-0.4,-6.3,-5.6,-,0.8,-,-,-,-,,,,,
jissitu,nen,対前年（同月）実質増加率_平成29年,-,-,-,-,-,2.1,0.6,-0.4,-7.7,2.3,0.7,0.9,0.2,4,0.5,1.7,0.1,6,1,-2.8,-7.2,4.7,0.8,-1.7,2.1,19.7,2.7,8.4,12.9,14.6,4.1,7.1,3.7,5.8,-3,-30.6,-0.6,-3.1,-7.3,-,-0.5,-4.3,-9,2.4,4.4,16.4,-0.4,0.7,10.5,0.3,23.8,5,-1.9,0.8,14.5,-11.7,2.1,27.6,5.9,-2.1,-0.3,-,-0.2,-,-,-,-,,,,,
jissitu,nen,対前年（同月）実質増加率_平成30年,-,-,-,-,-,-2.9,-0.7,1.5,-7.6,-1.2,-4.4,-2.4,-3.8,-1.1,4.4,1.4,6.7,-10.1,1.4,-0.1,2.2,-3.3,-2.4,-0.4,-5.6,-14.4,-1.5,-11.4,-15.4,-46.3,-10.5,-5,0,-4.5,-3.9,-5,-1.4,-10.3,-2,-,-5,-0.6,-6,1.9,-1.2,-13.2,0.5,5.8,-3.5,4.3,-12.4,2.2,3.5,0.6,-18.2,15.5,-4.5,-8.3,-4.8,-5.1,-3.8,-,-1.8,-,-,-,-,,,,,
jissitu,nen,対前年（同月）実質増加率_平成31年・令和元年,-,-,-,-,-,0.4,1.4,0.7,-2.4,-1.9,-0.8,-1.5,-1.7,0.3,3.2,3.6,1.5,11.6,3.5,-2.3,-8.4,7.2,-3.7,-3.7,-2.3,4.9,-5.5,11.8,12.4,41.3,23,9.8,5.2,3.6,1.7,64.5,0.9,4.9,-6,-,6.1,-3.8,0.6,3,11.8,0.9,9.5,-0.6,3,7.1,3.5,0.1,-4.5,-7.1,15.3,2.4,2.3,15.2,7.9,-0.1,-0.3,-,0.3,-,-,-,-,,,,,
jissitu,nen,対前年（同月）実質増加率_令和 2年,-,-,-,-,-,-2.2,1.3,5.1,9.4,17.2,14.3,10.2,4.4,19.8,4.7,4.9,8.1,17.9,-29.1,15,19.4,8.1,4.3,4.6,3.7,-17.8,5.7,8.3,11.2,-10.7,-6.1,8.1,18.5,-3.9,-20.6,39.4,-24.7,-25.8,-4.7,-,-21.4,-21.8,-9.5,5.5,1.5,9.1,17.1,2.5,-6.9,-43.3,6.3,7.5,6.4,11.3,28.1,-9.5,-15.1,33.4,-0.9,-1.3,-28.1,-,-3.4,-,-,-,-,,,,,
jissitu,nen,対前年（同月）実質増加率_令和 3年,-,-,-,-,-,1.3,0.3,-2.1,-1,-2.7,-4.3,-4.6,0.7,-4.7,3.8,8.6,4.2,9.8,-2.3,-5,-11.1,3.3,-5.3,-8.9,-4.6,-7.4,0.6,-1.3,-3.2,31.4,12.6,-2.2,-8.6,-0.6,-3.4,-44.1,-3.7,3.4,3.6,-,-4.3,9.9,-26.7,3.8,-1.5,-10.2,-3.2,9.7,8.6,6.4,4.1,20,-1,0.4,1,-4.5,0.5,-7.3,2.8,-7.7,3.6,-,12.5,-,-,-,-,,,,,
jissitu,tuki,対前年（同月）実質増加率_令和 3年 1月,-,-,-,-,-,-6.7,2.8,11,11.6,13.1,5,9,17.7,21.9,13.6,15.2,16.8,63,-38.6,11.4,-9.8,114.3,5.9,9.5,6.8,16.4,-2.1,13.7,14.5,-11.1,118.1,7.1,15.3,-28.7,-30.3,-60.9,-25.6,-41.5,-2.7,-,-32.4,-31.8,-37.1,4.9,5.6,-38.4,37.8,3.1,-21.3,-49.5,-21,-4,-12.3,-19.8,451.8,-0.2,-16.5,-1.5,14.6,-9,-29.4,-,-11.7,-,-,-,-,,,,,
jissitu,tuki,対前年（同月）実質増加率_令和 3年 2月,-,-,-,-,-,-3,-1.8,-4.6,5.5,1.9,-6.1,-2,2.8,3.9,4.5,7.3,11.9,49.8,-28.2,-0.7,-3.7,1.8,1.7,1.6,-1.9,-8.6,8.9,-9.5,0.1,7.2,44.1,-16.9,-20.9,-15.3,-6.3,-,-9.6,11.6,9.1,-,-30.9,-8.8,-49.8,-13.5,-6.8,-9.9,-19.2,-14.1,-11.5,-47.9,-7.7,7.9,28.8,44,234.7,-14.7,-13.1,-14.8,39.1,-11.8,-29.6,-,-7,-,-,-,-,,,,,
jissitu,tuki,対前年（同月）実質増加率_令和 3年 3月,-,-,-,-,-,14.9,1.1,-12.9,0.4,-8,-12.8,-6.2,-5.4,-11.1,5,15.7,11.7,42.9,5.1,-6.9,-14.3,3.7,6.2,5.9,7,-29.9,12.9,23.5,27.2,403.3,3.1,23,-14.2,-21.1,21.5,-3,21.4,36.3,31.9,-,16.1,18.9,-16.5,17.1,18.4,-20.5,31.2,19.2,54.6,0.6,127.4,22.9,33.2,40.6,-20.9,27.3,11.2,38.8,19.1,5.2,3.5,-,7.4,-,-,-,-,,,,,
jissitu,tuki,対前年（同月）実質増加率_令和 3年 4月,-,-,-,-,-,24,8,-8.7,-5.9,-12.1,-14.3,-8.9,-6.3,-9.2,6.9,20.5,11.9,12.4,159,0.4,-24.5,70,-5.6,-8.6,-3.9,-40.4,-0.8,56.8,164.9,9.7,245,53.8,-14.7,44.8,107,-43.2,176.5,343.5,122.7,-,179.2,134.8,57.5,23.3,12,15.1,12.8,30.9,10.8,181.2,-31.9,26.8,17.2,18,30.5,9.4,47.4,53.5,22.4,-2.3,85.9,-,117.4,-,-,-,-,,,,,
jissitu,tuki,対前年（同月）実質増加率_令和 3年 5月,-,-,-,-,-,22.3,6.6,-1.4,3.7,-3.2,-10.5,-2.8,-6.7,-8,5.6,9.5,6.3,18,77.5,10.4,-15.3,83.5,-6.6,-7.2,-7.4,-5.7,-3.3,6.6,6.1,2.2,56.7,19.1,-2,-27,38.7,-,51,63.2,46,-,5.2,61.6,-14.6,31.8,-7.5,-5.1,12.1,66,36.6,12.5,46,34.9,42,59.1,-65.1,6.6,27.7,3.4,19,-12.5,63.1,-,101.4,-,-,-,-,,,,,
jissitu,tuki,対前年（同月）実質増加率_令和 3年 6月,-,-,-,-,-,-6.3,0.6,-4.2,1.4,0.3,-5.5,-5.5,-8.5,-7.5,1.2,5.5,4.3,13.5,7.8,-40,-22.7,-64.8,-8.2,-11.5,-9,7.2,-3.7,-28,-43.3,-50.3,-31.6,-16.5,-11.6,3.2,-14.2,-38.7,-11.4,-19.2,-2.4,-,-14.2,-0.6,-47.9,31.4,10.8,-12.4,-3.1,60.5,-27.4,19.4,-56.3,9.8,1.9,-9.5,-30.7,23,7.9,-16.9,-7.4,-10.7,30.6,-,22.7,-,-,-,-,,,,,
jissitu,tuki,対前年（同月）実質増加率_令和 3年 7月,-,-,-,-,-,-4.2,0.4,-4.6,-6.4,0.1,-2.3,-4.1,0.9,-6,1.9,12.4,9.7,-3.1,-0.9,-37.1,-21.7,-52.1,-10.1,-16.1,-7.8,29.7,-0.6,-7,-14.8,-5.7,65.8,-12.4,-6.8,-20.5,-8.8,-88.7,-20.7,-0.8,-4.8,-,19.3,32.3,-39.1,-10.9,-7.4,-19,-19.4,-8.4,45.8,56.4,87.2,14.4,-28.1,-33.3,-76.8,-15.8,-2.1,-40.4,-11.7,-10.6,22.8,-,3.7,-,-,-,-,,,,,
jissitu,tuki,対前年（同月）実質増加率_令和 3年 8月,-,-,-,-,-,-5,-2.9,-3.2,-3.3,-0.4,-2.7,-0.6,7.8,-4.6,2.3,4.8,-8.2,1.1,-16.6,3.4,-5,16.7,-6.7,-6.5,-5.6,118.5,-8.2,-15.2,-12.9,-60,-15.8,-11.6,-15.6,6.6,-25.6,333.9,-34.5,-9.7,-20,-,-33.2,-18.2,-39.5,-17.1,-11.1,-42.1,-6.4,-18.7,29.9,3.8,60.4,24.6,18.5,-8.5,95,56.3,-11.8,-19.8,-9.3,-15.7,-9.9,-,-13.9,-,-,-,-,,,,,
jissitu,tuki,対前年（同月）実質増加率_令和 3年 9月,-,-,-,-,-,-1.7,-1.5,8.7,1,-1.9,-0.3,-7.2,15.6,-3,1.1,13.7,-2.3,-5.9,-20.5,-0.2,8.1,-11.6,-5.2,-11.4,5.8,4.9,0,-16.5,-28.4,-30.5,-24.2,-8.6,-5.6,14,-19,234,-42.4,-20.5,1.1,-,-7,2.4,50.2,15,-0.9,-6.6,-11.1,33.2,11.2,-5.5,10.4,28.6,-22.7,-24.4,-57.5,-14,-2.5,-24.1,-1.1,-15.2,4.1,-,6.8,-,-,-,-,,,,,
jissitu,tuki,対前年（同月）実質増加率_令和 3年10月,-,-,-,-,-,-7.9,-2.8,-1.2,-7.1,-5.5,0.1,-8.4,-2.8,-8.7,1.2,3.2,-1.4,6.2,-4.5,-23.5,-1.7,-41.8,-9.4,-16.6,-10.8,-21.7,5.3,13,34.3,265.9,-37.5,-12.8,-10.9,36.2,-18.4,101,-14.3,-38.4,-24.4,-,-2.5,16.1,-32.2,-14.4,-5.4,25.2,-30.9,-15.4,14.1,-5.2,20.1,21,-18.5,-14.4,-0.6,-36.2,-13.4,-38,-10.8,-9.1,-10.6,-,-18.5,-,-,-,-,,,,,
jissitu,tuki,対前年（同月）実質増加率_令和 3年11月,-,-,-,-,-,-3.8,-5.8,-1.9,-8.3,-10,-3.6,-8.9,-3.2,-12.6,-0.8,2.3,-2.4,-18,-7.4,-10.8,-8.7,-13.4,-17.7,-24.7,-14.5,8.5,-8.4,-6.2,-41.7,108,40.3,-8.3,-2.8,33.1,-8,-35.6,-2.3,0.4,-6.5,-,-9,13.5,-57.7,1.1,-1.2,8.3,3.2,0.2,-3,17.3,-21.6,25.4,-18.4,-19.6,9.6,-16.6,-0.6,69.9,-3,-8.9,-4,-,11.3,-,-,-,-,,,,,
jissitu,tuki,対前年（同月）実質増加率_令和 3年12月,-,-,-,-,-,-0.7,0.2,2.1,-3.8,-2.4,6.7,-6.3,-2.5,-5,4.2,-0.5,-0.3,-10.1,9.6,58.9,-5.2,169.1,-7.6,-17.7,-5.4,-5.1,7.7,-8,6.5,-40.8,-30.6,-12.4,-5.5,-6.3,-0.4,-97,6,31.8,-7.8,-,0.3,2.7,-42.5,-0.4,-17.8,5.9,-16.3,12.1,-8.5,58.7,-47,51.8,-23.4,-24.4,58.3,-23.3,-3.8,-33.4,-13.1,9.3,5.9,-,-6.9,-,-,-,-,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東京都生計分析調査　令和 3年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第１表　　　　　　　主　な　支　出　及　び　対　前　年　(　同　月  ）　増　加　率            ―　全　世　帯　―,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注１）　平成30年１月に調査で使用する家計簿を改正し順次変更を行ったため、平成30年及び平成31年・令和元年の「対前年増加率」の値には当該改正の影響による変動が含まれ得る。　,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注２）　平成31年・令和元年からは、調査対象に農林漁家世帯を含めている。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyoutou0,hyoutou0,hyoutou0,hyoutou0,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou3,hyoutou3,hyoutou3,hyoutou3,hyoutou3,,,
bunrui0,bunrui0,bunrui0,bunrui0,bunrui2,bunrui3,bunrui4,bunrui5,bunrui5,bunrui5,bunrui5,bunrui5,bunrui5,bunrui5,bunrui5,bunrui5,bunrui5,bunrui5,bunrui5,bunrui4,bunrui5,bunrui5,bunrui4,bunrui5,bunrui5,bunrui5,bunrui5,bunrui4,bunrui5,bunrui5,bunrui5,bunrui5,bunrui5,bunrui5,bunrui4,bunrui5,bunrui5,bunrui5,bunrui5,bunrui5,bunrui5,bunrui5,bunrui5,bunrui4,bunrui5,bunrui5,bunrui5,bunrui5,bunrui4,bunrui5,bunrui5,bunrui5,bunrui4,bunrui5,bunrui5,bunrui5,bunrui4,bunrui5,bunrui5,bunrui5,bunrui5,bunrui4,bunrui5,bunrui5,bunrui5,bunrui5,bunrui3,bunrui1,bunrui1,bunrui1,bunrui2,bunrui2,,,
youto001,youto002,youto003,youto004,youto005,youto006,youto007,youto008,youto009,youto010,youto011,youto012,youto013,youto014,youto015,youto016,youto017,youto018,youto019,youto020,youto021,youto022,youto023,youto024,youto025,youto026,youto027,youto028,youto029,youto030,youto031,youto032,youto033,youto034,youto035,youto036,youto037,youto038,youto039,youto040,youto041,youto042,youto043,youto044,youto045,youto046,youto047,youto048,youto049,youto050,youto051,youto052,youto053,youto054,youto055,youto056,youto057,youto058,youto059,youto060,youto061,youto062,youto063,youto064,youto065,youto066,youto067,youto068,youto069,youto070,youto071,youto072,,,
