項目,階層,大分類,中分類,小分類,中間計,符号,項目名,都平均／実数（円）,都平均／対前年増加率（％）,35歳未満（円）,35～39歳（円）,40～44歳（円）,45～49歳（円）,50～54歳（円）,55～59歳（円）,60～64歳（円）,65歳以上（円）,（再掲）75歳以上（円）
2,5,3,1,0,0,430,電気代,9174,-9.3,6749,7084,8060,8907,9934,10184,10289,9422,8954
2,5,3,2,0,0,0,ガス代,5444,-6.9,3947,4244,5582,4978,6178,5706,5479,5655,5552
2,7,3,2,0,0,431,都市ガス,5031,-7.7,3671,3892,5299,4646,5791,5361,5256,5097,5012
2,7,3,2,0,0,432,プロパンガス,413,4.6,276,352,283,333,387,345,222,558,540
2,5,3,3,0,0,0,他の光熱,265,-0.4,46,70,108,161,189,268,175,426,490
2,7,3,3,0,0,433,灯油,238,-1.7,27,46,74,132,158,236,154,398,460
2,7,3,3,0,0,439,他の光熱のその他,28,16.7,19,24,34,29,30,32,21,28,30
2,5,3,4,0,0,440,上下水道料,5313,0.6,3628,4477,5568,5511,6279,5427,5548,5238,5145
2,4,4,0,0,0,0,家具・家事用品,13926,0.8,13069,16763,14990,15524,16131,13648,14242,12334,11187
2,5,4,1,0,0,0,家庭用耐久財,4658,0.5,3361,4450,4203,5430,6153,4648,5201,4228,3422
2,6,4,1,1,0,0,家事用耐久財,2345,-10.6,2755,3087,2168,1555,3233,2660,3015,1923,1636
2,7,4,1,1,0,45X,電子レンジ,168,0,-,230,468,90,99,286,397,58,58
2,7,4,1,1,0,451,炊事用電気器具,349,-23.5,1094,534,270,395,693,124,230,210,243
2,7,4,1,1,0,452,炊事用ガス器具,49,-18.3,15,78,2,2,78,-,38,75,53
2,7,4,1,1,0,453,電気冷蔵庫,584,-10.3,360,109,273,250,498,1376,1482,456,428
2,7,4,1,1,0,455,電気掃除機,270,-19.6,62,237,256,245,340,281,197,291,281
2,7,4,1,1,0,456,電気洗濯機,655,-4.2,925,1351,493,434,1205,369,330,617,420
2,7,4,1,1,0,459,他の家事用耐久財,272,0.7,299,549,407,140,320,223,341,215,153
2,6,4,1,2,0,0,冷暖房用器具,1709,31.4,252,750,988,2503,1888,1450,1923,1983,1565
2,7,4,1,2,0,470,エアコン,1320,42.1,-,222,605,2252,1416,797,1553,1658,1337
2,7,4,1,2,0,472,ストーブ・温風ヒーター,69,-21.6,-,-,36,14,103,98,176,62,27
2,7,4,1,2,0,479,他の冷暖房用器具,320,12.3,252,528,347,237,368,555,195,263,202
2,6,4,1,3,0,0,一般家具,604,-15,354,613,1048,1373,1032,538,263,322,221
2,7,4,1,3,0,480,たんす,49,8.9,66,79,102,67,58,73,-,23,6
2,7,4,1,3,0,482,テーブル・ソファー,237,-50.2,12,88,572,132,845,331,125,91,40
2,7,4,1,3,0,483,食器戸棚,49,716.7,-,-,54,347,-,-,-,36,-
2,7,4,1,3,0,489,他の家具,269,46.2,276,445,319,827,129,135,138,172,174
2,5,4,2,0,0,0,室内装備・装飾品,1016,38,882,3469,1550,748,777,615,587,898,1038
2,7,4,2,0,0,491,照明器具,283,157.3,27,3129,134,101,161,175,67,107,94
2,7,4,2,0,0,492,室内装飾品,195,31.8,185,64,69,92,92,107,138,318,543
2,7,4,2,0,0,493,敷物,142,-10.7,141,78,141,143,209,106,141,146,72
2,7,4,2,0,0,496,カーテン,213,71.8,236,20,1077,235,140,50,106,131,107
2,7,4,2,0,0,499,他の室内装備品,183,-6.2,294,178,130,177,176,177,135,196,223
2,5,4,3,0,0,0,寝具類,1089,12.4,1958,793,1369,1359,1754,702,894,856,1074
2,7,4,3,0,0,500,ベッド,295,57.8,1059,46,495,469,970,77,33,100,212
2,7,4,3,0,0,501,布団,219,-15.4,75,108,248,155,282,152,296,242,270
2,7,4,3,0,0,503,毛布,35,-16.7,26,34,49,32,41,49,68,20,9
2,7,4,3,0,0,505,敷布,97,79.6,39,64,50,45,91,46,116,149,226
2,7,4,3,0,0,509,他の寝具類,443,3.5,759,542,526,659,370,378,382,346,356
2,5,4,4,0,0,0,家事雑貨,2862,-2.4,3595,3674,3648,3827,3172,2882,3149,2057,1640
2,7,4,4,0,0,510,茶わん・皿・鉢,135,-21.5,164,167,153,221,181,191,137,74,52
2,7,4,4,0,0,514,他の食卓用品,280,-7.3,507,517,324,443,291,310,242,162,126
2,7,4,4,0,0,515,鍋・やかん,227,17,180,189,373,221,265,201,279,190,203
2,7,4,4,0,0,517,他の台所用品,332,2.2,359,426,302,294,318,389,439,285,227
2,7,4,4,0,0,518,電球・ランプ,103,17,19,67,82,74,124,122,106,118,131
2,7,4,4,0,0,519,タオル,216,-4,225,285,233,234,229,163,353,177,116
2,7,4,4,0,0,529,他の家事雑貨,1570,-3.4,2143,2023,2182,2341,1765,1507,1593,1052,785
2,5,4,5,0,0,0,家事用消耗品,3450,-6.4,2945,3907,3518,3671,3802,3677,3800,3131,2747
2,7,4,5,0,531-532,0,ティッシュペーパー・トイレットペーパー,601,-1.8,488,570,597,597,689,615,705,570,522
2,7,4,5,0,531-532,531,ティッシュペーパー,226,-5.8,231,230,234,197,230,215,266,221,206
2,7,4,5,0,531-532,532,トイレットペーパー,375,0.5,257,340,363,400,460,400,439,349,316
2,7,4,5,0,533-534,0,洗剤,767,0.3,599,962,845,850,970,737,797,667,581
2,7,4,5,0,533-534,533,台所・住居用洗剤,345,-4.2,328,457,374,348,405,336,376,301,267
2,7,4,5,0,533-534,534,洗濯用洗剤,422,4.5,271,505,471,502,566,401,420,367,314
2,7,4,5,0,530 535-539,0,他の家事用消耗品,2082,-9.8,1859,2374,2077,2225,2142,2325,2298,1894,1645
2,7,4,5,0,530 535-539,530,ポリ袋・ラップ,410,2.8,368,463,428,417,454,424,442,381,351
2,7,4,5,0,530 535-539,535,殺虫・防虫剤,207,-12.7,208,191,178,218,153,165,210,238,223
2,7,4,5,0,530 535-539,536,柔軟仕上剤,216,9.1,132,295,260,268,276,262,249,158,131
2,7,4,5,0,530 535-539,537,芳香・消臭剤,187,-6,202,177,142,213,191,228,245,162,133
2,7,4,5,0,530 535-539,539,他の家事用消耗品のその他,1062,-16.6,949,1249,1069,1109,1068,1247,1152,955,806
2,5,4,6,0,0,0,家事サービス,851,-0.6,328,471,702,488,473,1124,611,1164,1267
2,7,4,6,0,0,540,家事代行料,160,-9.6,-,-,71,89,35,315,64,250,225
2,7,4,6,0,0,541,清掃代,218,-12.1,199,198,172,123,156,233,182,271,259
2,7,4,6,0,0,542,家具・家事用品関連サービス,473,9.5,129,273,458,277,283,575,366,643,783
2,4,5,0,0,0,0,被服及び履物,11344,-3.5,12460,12921,13403,15582,16282,12578,12095,7664,5748
2,5,5,1,0,0,558,和服,162,-43.4,114,70,35,12,72,235,347,201,14
2,5,5,2,0,0,0,洋服,4655,-3.7,4765,6155,6533,7402,6634,5462,4618,2595,1913
2,6,5,2,1,0,0,男子用洋服,1496,10.2,1510,1596,1575,2351,2641,1947,1127,908,662
2,7,5,2,1,0,560,背広服,249,-34.8,422,339,377,292,693,465,110,24,39
2,7,5,2,1,0,561,男子用上着,144,73.5,119,23,338,77,71,302,163,120,76
2,7,5,2,1,0,562,男子用ズボン,356,35.9,331,213,288,494,563,333,426,303,272
2,7,5,2,1,0,563,男子用コート,105,-11,184,129,29,227,150,43,88,89,9
2,7,5,2,1,0,565,男子用学校制服,113,162.8,21,124,76,427,363,131,-,-,-
2,7,5,2,1,0,569,他の男子用洋服,528,12.6,432,768,468,834,801,674,340,372,267
2,6,5,2,2,0,0,婦人用洋服,2586,-7.9,2283,2543,3133,4132,3559,3366,3180,1518,1153
2,7,5,2,2,0,570,婦人服,500,22.2,565,466,619,793,648,766,919,194,182
2,7,5,2,2,0,574,婦人用上着,123,-1.6,147,201,119,192,155,140,88,82,60
2,7,5,2,2,0,571,スカート,138,-32.7,171,221,129,153,225,120,229,77,47
2,7,5,2,2,0,572,婦人用スラックス,534,1.3,452,347,360,849,764,529,794,392,303
2,7,5,2,2,0,573,婦人用コート,253,-36.6,169,145,267,392,256,531,235,172,92
2,7,5,2,2,0,575,女子用学校制服,81,-40,-,120,347,310,126,-,-,-,-
2,7,5,2,2,0,576,他の婦人用洋服,958,-4.9,780,1045,1292,1442,1386,1279,916,601,468
2,6,5,2,3,0,0,子供用洋服,573,-14.6,972,2016,1825,919,434,149,311,169,98
2,7,5,2,3,0,580,子供服,498,-16,597,1919,1720,847,429,78,215,133,86
2,7,5,2,3,0,582,乳児服,75,-3.8,375,97,105,73,5,71,96,36,12
2,5,5,3,0,0,0,シャツ・セーター類,2196,4.1,2050,1782,2349,3162,3217,2224,2075,1764,1329
2,6,5,3,1,0,0,男子用シャツ・セーター類,732,18.3,716,601,611,1237,1177,772,788,516,316
2,7,5,3,1,0,590,ワイシャツ,122,7,148,97,75,142,310,195,143,51,35
2,7,5,3,1,0,591,他の男子用シャツ,456,9.1,467,454,401,674,676,412,496,360,204
2,7,5,3,1,0,592,男子用セーター,153,73.9,101,50,135,422,191,166,150,105,76
2,6,5,3,2,0,0,婦人用シャツ・セーター類,1292,-1.4,975,627,1161,1580,1938,1414,1251,1198,986
2,7,5,3,2,0,593,ブラウス,246,-5.7,158,111,178,238,546,260,245,208,205
2,7,5,3,2,0,594,他の婦人用シャツ,614,-0.3,513,338,584,853,835,658,624,539,416
2,7,5,3,2,0,595,婦人用セーター,432,-0.2,304,178,400,489,556,496,382,451,365
2,6,5,3,3,0,596,子供用シャツ・セーター類,172,-4.4,359,554,577,344,102,38,36,50,28
2,5,5,4,0,0,0,下着類,1091,1.9,1414,1304,1046,1231,1288,1050,1149,939,875
2,6,5,4,1,0,0,男子用下着類,312,-3.1,220,184,155,305,329,252,395,373,388
2,7,5,4,1,0,600,男子用下着,229,-3.4,181,129,135,279,261,225,271,244,243
2,7,5,4,1,0,602,男子用寝巻き,83,-2.4,39,55,20,25,69,27,125,129,144
2,6,5,4,2,0,0,婦人用下着類,646,4.2,816,674,434,689,870,765,726,542,475
2,7,5,4,2,0,610,婦人用ファンデーション,102,1,159,222,58,136,156,74,60,81,89
2,7,5,4,2,0,612,他の婦人用下着,430,-1.4,539,378,321,478,591,507,457,363,299
2,7,5,4,2,0,614,婦人用寝巻き,114,37.3,117,74,55,75,123,183,210,98,87
2,6,5,4,3,0,0,子供用下着類,132,2.3,379,447,458,237,89,33,27,24,12
2,7,5,4,3,0,620,子供用下着,74,-7.5,185,279,222,155,59,24,9,12,4
2,7,5,4,3,0,621,子供用寝巻き,58,18.4,194,168,236,82,30,9,17,12,8
2,5,5,5,0,0,0,生地・糸類,122,-24.2,86,108,65,116,167,97,88,146,120
2,7,5,5,0,0,631,着尺地・生地,65,-30.1,43,75,21,82,79,60,31,77,64
2,7,5,5,0,0,640,他の生地・糸類,57,-16.2,43,33,44,34,87,37,57,69,56
2,5,5,6,0,0,0,他の被服,833,-2,1019,1064,971,933,1367,838,845,579,476
2,7,5,6,0,0,650,帽子,117,15.8,152,240,160,97,120,98,144,91,92
2,7,5,6,0,0,651,ネクタイ,33,50,85,25,11,34,156,39,0,4,8
2,7,5,6,0,0,652,マフラー・スカーフ,55,-31.3,54,21,28,50,109,70,71,43,34
2,7,5,6,0,0,653,手袋,56,-18.8,28,51,99,60,111,70,61,30,26
2,7,5,6,0,0,654,男子用靴下,118,-13.2,106,126,120,135,147,123,115,106,89
2,7,5,6,0,0,655,婦人用ストッキング,33,-8.3,39,24,20,37,33,61,67,19,18
2,7,5,6,0,0,656,婦人用ソックス,123,-6.8,104,100,106,113,220,137,170,96,83
2,7,5,6,0,0,657,子供用靴下,38,-11.6,78,148,116,81,33,9,6,6,3
2,7,5,6,0,0,659,他の被服のその他,262,13.4,373,330,312,327,439,232,212,184,123
2,5,5,7,0,0,0,履物類,1578,6.9,2622,2032,2081,2191,2072,1397,1835,973,702
2,7,5,7,0,0,675,大人用運動靴,314,5,502,351,361,687,497,187,314,169,140
2,7,5,7,0,0,679,大人用サンダル,20,-28.6,19,14,17,16,14,19,14,25,26
2,7,5,7,0,0,670,男子靴,317,0.6,838,380,490,229,482,379,285,160,145
2,7,5,7,0,0,672,婦人靴,568,26.2,704,444,403,701,729,621,905,441,259
2,7,5,7,0,0,676,子供用靴・サンダル,188,-14.9,350,691,698,353,159,22,46,29,12
2,7,5,7,0,0,680,他の履物,171,4.3,210,153,113,206,192,169,270,149,120
2,5,5,8,0,0,0,被服関連サービス,709,-26.6,392,404,322,536,1464,1276,1139,468,318
2,7,5,8,0,0,691,洗濯代,510,-24.1,366,262,238,440,681,989,1076,335,274
2,7,5,8,0,0,694,被服賃借料,97,-43.6,-,16,-,54,677,125,-,13,-
2,7,5,8,0,0,692,他の被服関連サービス,103,-15.6,25,126,84,42,106,163,64,121,44
2,4,6,0,0,0,0,保健医療,18485,3.7,19484,14849,14339,15807,15678,20252,20090,20187,21060
2,5,6,1,0,0,0,医薬品,2984,-1.1,1849,1606,1990,2406,2231,3172,4029,3619,3263
2,7,6,1,0,0,700,感冒薬,134,-16.3,139,163,195,179,106,177,116,105,89
2,7,6,1,0,0,701,胃腸薬,109,-6.8,45,39,41,137,90,116,100,141,139
2,7,6,1,0,0,702,栄養剤,283,6.4,194,108,333,295,161,338,214,341,400
2,7,6,1,0,0,704,外傷・皮膚病薬,71,-7.8,49,52,81,84,52,82,62,77,71
2,7,6,1,0,0,706,他の外用薬,307,-11.3,164,218,220,302,241,383,323,353,296
2,7,6,1,0,0,709,他の医薬品,2081,1.5,1258,1025,1120,1410,1583,2077,3216,2603,2268
2,5,6,2,0,0,710,健康保持用摂取品,1310,-9.8,482,334,668,831,947,1736,1733,1699,1882
2,5,6,3,0,0,0,保健医療用品・器具,3316,-2.1,4173,4207,4452,3397,3779,3691,3026,2633,2691
2,7,6,3,0,0,713,紙おむつ,268,0,1261,1090,585,179,62,70,70,116,182
2,7,6,3,0,0,711,保健用消耗品,1328,-14.2,1337,1790,1629,1656,1531,1415,1223,1057,1007
2,7,6,3,0,0,712,眼鏡,650,-0.6,224,445,791,384,1013,690,711,666,648
2,7,6,3,0,0,714,コンタクトレンズ,469,3.1,902,482,767,964,837,614,581,63,25
2,7,6,3,0,0,719,他の保健医療用品・器具,601,29.2,448,401,680,215,336,901,441,730,829
2,5,6,4,0,0,0,保健医療サービス,10875,9.2,12979,8701,7230,9172,8720,11653,11302,12237,13224
2,7,6,4,0,0,720,医科診療代,4020,8,5689,2234,2148,2426,2903,4103,5739,4682,4439
2,7,6,4,0,0,722,歯科診療代,3218,17.2,1607,3008,2711,4197,2709,3543,2197,3569,3083
2,7,6,4,0,0,723,出産入院料,235,-6,3103,606,460,-,-,-,-,-,-
2,7,6,4,0,0,721,他の入院料,1606,-8.3,905,963,191,705,1271,2038,1144,2338,4068
2,7,6,4,0,0,724,整骨(接骨)・鍼灸院治療代,462,42.6,164,518,240,288,412,371,644,590,393
2,7,6,4,0,0,728,マッサージ料金等(診療外),531,14.7,761,370,571,528,666,714,883,351,479
2,7,6,4,0,0,727,人間ドック等受診料,336,3.4,187,287,273,416,330,575,311,294,302
2,7,6,4,0,0,729,他の保健医療サービス,468,24.1,564,715,636,612,429,311,384,415,460
2,4,7,0,0,0,0,交通・通信,34724,1.4,42185,29854,33508,47332,46563,44644,35476,25576,17591
2,5,7,1,0,0,0,交通,6104,6.6,8138,5461,7011,6897,9618,9194,6995,3625,2405
2,7,7,1,0,0,730,鉄道運賃,2043,22,2524,2123,1563,2185,3221,2849,2668,1379,713
2,7,7,1,0,0,731,鉄道通学定期代,365,55.3,-,2,231,944,1310,833,204,13,-
2,7,7,1,0,0,732,鉄道通勤定期代,1715,-18.7,3588,1766,2987,2304,2734,2772,1918,471,363
2,7,7,1,0,0,733,バス代,212,-5.4,217,102,215,122,216,317,411,173,101
2,7,7,1,0,0,734,バス通学定期代,65,30,7,-,165,114,201,123,26,-,-
2,7,7,1,0,0,735,バス通勤定期代,131,36.5,348,22,7,263,292,54,1,117,79
2,7,7,1,0,0,736,タクシー代,520,-9.9,595,503,280,310,361,632,338,653,900
2,7,7,1,0,0,737,航空運賃,416,65.1,555,539,1002,55,368,815,770,185,-
2,7,7,1,0,0,738,有料道路料,583,23,258,383,527,571,645,777,613,607,220
2,7,7,1,0,0,739,他の交通,55,66.7,47,21,33,29,270,20,45,26,28
2,5,7,2,0,0,0,自動車等関係費,15885,5.2,24511,14883,12518,24905,19479,19375,13970,11734,6434
2,6,7,2,1,0,0,自動車等購入,4688,1.8,14191,3968,-,10356,4116,5248,2153,3489,735
2,7,7,2,1,0,740,自動車購入,4637,2.9,14191,3968,-,10356,3792,5073,2153,3489,735
2,7,7,2,1,0,742,自動車以外の輸送機器購入,51,-48,-,-,-,-,324,175,-,-,-
2,6,7,2,2,0,745,自転車購入,691,27,1045,1965,1095,1291,803,185,623,360,384
2,6,7,2,3,0,0,自動車等維持,10507,5.6,9275,8950,11423,13258,14561,13942,11194,7885,5315
2,7,7,2,3,0,750,ガソリン,2209,33.8,1493,2100,2261,3176,3058,2692,3072,1547,955
2,7,7,2,3,0,751,自動車等部品,874,18.6,1224,1431,1066,1127,1679,974,698,447,284
2,7,7,2,3,0,752,自動車等関連用品,679,4.6,758,658,323,1454,1000,1106,453,374,118
2,7,7,2,3,0,753,自動車整備費,1444,-18,962,871,1680,1500,2112,1844,1692,1144,803
2,7,7,2,3,0,755,自動車以外の輸送機器整備費,105,-5.4,66,139,99,98,55,419,41,54,26
2,7,7,2,3,0,75X,年極・月極駐車場借料,1911,15.7,2110,1305,2097,2190,3004,2103,1921,1564,1227
2,7,7,2,3,0,756,他の駐車場借料,383,32.5,206,462,477,397,688,527,765,171,126
2,7,7,2,3,0,75B,レンタカー・カーシェアリング料金,385,-5.2,817,234,472,267,205,1134,486,194,136
2,7,7,2,3,0,754,他の自動車等関連サービス,561,-9.8,673,590,561,710,590,742,652,418,226
2,7,7,2,3,0,757,自動車保険料（自賠責）,282,-17.8,357,256,318,429,277,318,254,226,126
2,7,7,2,3,0,758,自動車保険料（任   意）,1631,-3.9,484,869,1952,1886,1892,2002,1126,1730,1284
2,7,7,2,3,0,759,自動車保険料以外の輸送機器保険料,42,10.5,126,35,118,25,2,84,35,17,3
2,5,7,3,0,0,0,通信,12735,-5.1,9536,9511,13978,15530,17466,16076,14511,10217,8751
2,7,7,3,0,0,760,郵便料,429,-10.6,233,323,287,402,404,381,493,497,522
2,7,7,3,0,0,762,固定電話通信料,1493,-4.7,149,231,654,1327,1643,1673,1691,1939,2267
2,7,7,3,0,0,763,携帯電話通信料,9509,-4.3,7716,8155,10578,12236,13963,12507,11054,6764,5039
2,7,7,3,0,0,769,運送料,484,-18.8,743,195,528,430,456,354,490,531,493
2,7,7,3,0,0,766,携帯電話機,640,-4.5,581,414,1674,852,698,1037,637,356,290
2,7,7,3,0,0,764,他の通信機器,179,2.3,115,193,257,284,302,124,147,131,139
2,4,8,0,0,0,0,教育,19095,-0.4,6647,14015,26737,40789,60432,31701,15419,1662,5
2,5,8,1,0,0,0,授業料等,14281,-0.1,5649,7710,13236,28222,43644,28599,14929,1567,5
2,7,8,1,0,0,770,国公立小学校,226,-9.6,46,727,813,753,321,34,-,7,5
2,7,8,1,0,0,771,私立小学校,575,153.3,9,1785,3132,1562,731,-,-,-,-
2,7,8,1,0,0,772,国公立中学校,242,2.1,35,161,660,891,830,84,6,-,-
2,7,8,1,0,0,773,私立中学校,1056,-8.4,-,-,3423,2572,2887,1343,765,-,-
2,7,8,1,0,0,774,国公立高校,245,-34.8,-,285,248,675,736,450,178,-,-
2,7,8,1,0,0,775,私立高校,2736,-2.8,-,67,1490,6958,13762,4103,885,1,-
2,7,8,1,0,0,776,国公立大学,599,69.2,60,-,-,810,2776,1688,466,-,-
2,7,8,1,0,0,777,私立大学,7369,7.7,480,269,695,12233,19882,20454,12057,1559,-
2,7,8,1,0,0,778,幼児教育費用,940,-10.4,4338,4417,2775,1768,373,-,-,-,-
2,7,8,1,0,0,779,専修学校,293,-70.5,681,-,-,-,1346,443,572,-,-
2,5,8,2,0,0,0,教科書・学習参考教材,283,0.4,365,760,819,545,503,311,54,19,-
2,7,8,2,0,0,780,教科書,99,-18.9,-,161,152,260,172,249,54,-,-
2,7,8,2,0,0,781,学習参考教材,184,15,365,599,667,285,331,62,-,19,-
2,5,8,3,0,0,0,補習教育,4531,-1.4,634,5544,12682,12022,16285,2791,437,76,-
2,7,8,3,0,0,790,幼児・小学校補習教育,1585,-0.9,144,5263,6163,4207,2950,374,-,76,-
2,7,8,3,0,0,791,中学校補習教育,1233,-24.3,489,282,3267,5020,3938,237,360,-,-
2,7,8,3,0,0,792,高校補習教育・予備校,1712,25.3,-,-,3252,2796,9397,2180,77,-,-
2,4,9,0,0,0,0,教養娯楽,33055,2.4,31012,35835,40684,40706,43198,34949,32456,26443,22677
2,5,9,1,0,0,0,教養娯楽用耐久財,3239,-9.4,6242,4236,3600,4194,6523,2890,2162,1883,1502
2,7,9,1,0,0,801,テレビ,561,-30.7,1400,637,205,226,944,286,218,643,704
2,7,9,1,0,0,813,ビデオレコーダー・プレイヤー,84,-43.2,-,124,9,245,98,94,117,42,12
2,7,9,1,0,0,810,パソコン,1514,-13.9,3790,607,1756,2236,3365,1547,1212,730,319
2,7,9,1,0,0,804,カメラ・ビデオカメラ,189,54.9,476,1181,3,-,337,419,83,11,3
2,7,9,1,0,0,806,楽器,172,37.6,8,571,688,158,202,186,180,21,15
2,7,9,1,0,0,807,書斎・学習用机・椅子,99,-33.6,3,270,279,274,124,36,64,18,-
2,7,9,1,0,0,809,他の教養娯楽用耐久財,513,36.1,566,790,626,999,1340,243,129,262,188
2,7,9,1,0,0,812,教養娯楽用耐久財修理代,108,24.1,-,55,34,57,114,81,158,156,262
2,5,9,2,0,0,0,教養娯楽用品,8125,1.8,6442,9195,10722,11164,10043,10092,8114,5885,4381
2,7,9,2,0,821-829,0,文房具,631,-2.6,627,1067,1127,1081,761,613,440,363,364
2,7,9,2,0,821-829,821,筆記・絵画用具,105,-1.9,122,174,229,222,100,74,63,55,57
2,7,9,2,0,821-829,826,ノート・紙製品,270,-5.6,249,424,367,403,331,317,211,181,167
2,7,9,2,0,821-829,827,他の学習用消耗品,58,-1.7,41,87,108,98,73,55,45,35,37
2,7,9,2,0,821-829,828,他の学習用文房具,112,-6.7,105,255,269,249,156,69,72,34,33
2,7,9,2,0,821-829,829,他の文房具,86,14.7,109,127,154,109,102,98,50,58,70
2,7,9,2,0,832-834,0,運動用具類,1421,13.2,1259,2501,2052,2679,2465,1492,1039,668,547
2,7,9,2,0,832-834,832,ゴルフ用具,213,82.1,5,108,9,132,469,421,134,224,183
2,7,9,2,0,832-834,833,他の運動用具,366,-0.8,513,940,649,762,524,304,164,131,74
2,7,9,2,0,832-834,834,スポーツウェア,842,9.5,740,1452,1393,1784,1472,766,741,312,290
2,7,9,2,0,835-837,0,玩具,788,-4.9,1991,2441,2380,1344,718,238,252,221,77
2,7,9,2,0,835-837,836,ゲーム機,70,-50,13,256,306,163,116,-,13,3,-
2,7,9,2,0,835-837,835,ゲームソフト等,204,6.3,624,571,550,437,187,86,77,31,7
2,7,9,2,0,835-837,837,他の玩具,515,3.4,1354,1614,1525,744,416,151,162,187,70
2,7,9,2,0,0,840,切り花,682,-1.3,259,309,239,294,671,681,617,985,860
2,7,9,2,0,842 843 845-849 84A 84Y,0,他の教養娯楽用品,3100,0.5,2171,2596,2849,3745,4065,3825,3228,2674,1991
2,7,9,2,0,842 843 845-849 84A 84Y,846,音楽・映像用未使用メディア,67,-11.8,69,77,50,71,140,111,55,38,24
2,7,9,2,0,842 843 845-849 84A 84Y,845,音楽・映像収録済メディア,230,-17,576,563,223,287,325,276,210,93,54
2,7,9,2,0,842 843 845-849 84A 84Y,848,ペットフード,682,-2.3,134,199,743,650,752,1292,709,636,387
2,7,9,2,0,842 843 845-849 84A 84Y,84Y,ペット・他のペット用品,503,-25,441,486,716,1020,523,724,497,250,148
2,7,9,2,0,842 843 845-849 84A 84Y,84A,園芸用植物,275,7.4,69,163,146,212,149,184,351,399,353
2,7,9,2,0,842 843 845-849 84A 84Y,847,園芸用品,259,7,73,108,194,171,388,156,208,350,301
2,7,9,2,0,842 843 845-849 84A 84Y,843,手芸・工芸材料,85,13.3,34,149,100,103,51,149,64,71,72
2,7,9,2,0,842 843 845-849 84A 84Y,849,電池,215,11.4,127,202,161,222,237,156,175,258,225
2,7,9,2,0,842 843 845-849 84A 84Y,842,他の教養娯楽用品のその他,786,32.1,649,649,516,1010,1500,778,960,580,428
2,7,9,2,0,0,84X,動物病院代,1140,1.4,73,189,1587,1507,787,2732,1746,792,419
2,7,9,2,0,0,841,他のペット関連サービス,355,5,61,94,486,489,548,504,785,180,123
2,7,9,2,0,0,844,教養娯楽用品修理代,8,-46.7,-,-,3,25,27,6,7,3,-
2,5,9,3,0,0,0,書籍・他の印刷物,3745,-5.7,1271,2033,2609,3174,4124,3835,4302,4456,4607
2,7,9,3,0,0,850,新聞,2223,-10,98,430,555,982,1943,2102,2711,3413,3633
2,7,9,3,0,0,851,雑誌,291,12.4,145,193,226,282,338,365,362,290,295
2,7,9,3,0,0,854,書籍,1078,-2.7,945,1316,1632,1735,1619,1190,1094,617,530
2,7,9,3,0,0,859,他の印刷物,153,14.2,84,93,196,175,225,178,135,136,149
2,5,9,4,0,0,0,教養娯楽サービス,17947,7.1,17057,20373,23753,22174,22508,18132,17878,14219,12188
2,6,9,4,1,0,860,宿泊料,2133,33.6,3298,3166,2436,3569,2202,2876,2227,1221,511
2,6,9,4,2,0,0,パック旅行費,1183,-23.9,1749,836,1709,477,2394,941,592,1048,1027
2,7,9,4,2,0,861,国内パック旅行費,1147,-8.8,1749,836,1709,477,2394,601,592,1048,1027
2,7,9,4,2,0,862,外国パック旅行費,36,-87.9,-,-,-,-,-,340,-,-,-
2,6,9,4,3,0,0,月謝類,3969,3.1,3028,6557,9431,7499,5884,3485,2057,1758,1827
2,7,9,4,3,0,875,語学月謝,328,10.1,80,692,631,867,602,68,120,126,145
2,7,9,4,3,0,870,他の教育的月謝,327,16.8,7,352,983,632,491,360,125,155,143
2,7,9,4,3,0,876,音楽月謝,488,-11.9,240,796,1480,663,536,421,192,322,349
2,7,9,4,3,0,871,他の教養的月謝,412,31.6,74,339,607,460,635,292,313,405,451
2,7,9,4,3,0,872,スポーツ月謝,1347,20.7,1235,3215,4259,2450,1679,462,991,475,436
2,7,9,4,3,0,873,自動車教習料,222,-48.3,9,21,101,280,952,465,-,74,118
2,7,9,4,3,0,874,家事月謝,50,78.6,23,21,20,35,98,156,30,31,9
2,7,9,4,3,0,879,他の月謝類,796,-4.1,1362,1122,1351,2111,893,1263,285,170,177
2,6,9,4,4,0,0,他の教養娯楽サービス,10662,9.2,8982,9814,10177,10629,12027,10829,13003,10192,8823
2,7,9,4,4,880 88A 88B,0,放送受信料,2606,-0.4,909,981,1632,1720,2587,2965,3351,3238,3176
2,7,9,4,4,880 88A 88B,88A,ＮＨＫ放送受信料,1243,0.6,598,696,994,824,1241,1189,1441,1537,1662
2,7,9,4,4,880 88A 88B,88B,ケーブルテレビ放送受信料,1161,-0.1,233,238,489,817,1102,1581,1557,1462,1370
2,7,9,4,4,880 88A 88B,880,他の放送受信料,202,-7.3,78,47,149,79,244,195,352,239,144
2,7,9,4,4,877 878 881-886,0,入場・観覧・ゲーム代,3321,21.8,2160,2848,2628,2854,3232,2824,4993,3573,2901
2,7,9,4,4,877 878 881-886,882,映画・演劇等入場料,649,74.5,692,826,652,524,843,829,758,507,500
2,7,9,4,4,877 878 881-886,883,スポーツ観覧料,162,92.9,-,19,-,28,38,45,1390,36,56
2,7,9,4,4,877 878 881-886,877,ゴルフプレー料金,1098,14.7,10,80,197,666,989,946,1151,1753,1027
