項目,階層,大分類,中分類,小分類,中間計,符号,項目名,都平均／実数（円）,都平均／対前年同月増加率（％）,35歳未満（円）,35～39歳（円）,40～44歳（円）,45～49歳（円）,50～54歳（円）,55～59歳（円）,60～64歳（円）,65歳以上（円）,（再掲）75歳以上（円）
0,0,0,0,0,0,0,世帯数分布,10000,-,562,592,826,869,1009,960,990,4194,1918
0,0,0,0,0,0,0,調査世帯数,662,-,38,40,52,61,64,65,65,277,126
0,0,0,0,0,0,0,世帯人員,2.9,-,3.13,3.78,3.88,3.47,3.62,2.86,2.77,2.31,2.22
0,0,0,0,0,0,0,有業人員,1.33,-,1.58,1.47,1.59,1.78,1.89,1.99,1.75,0.76,0.52
0,0,0,0,0,0,0,世帯主平均年齢,59.9,-,30.7,37.3,41.8,46.8,52,56.9,62.1,75.4,81.8
2,2,0,0,0,0,0,生計支出,331094,-17,291663,256352,409826,334713,446516,356750,371525,287493,276442
2,3,0,0,0,0,0,消費支出,325749,-3.3,291663,256352,345081,334713,446516,356750,371525,287493,276442
2,4,1,0,0,0,0,食料,92192,-4.4,70850,80029,98647,88450,116044,92221,104792,87553,76421
2,5,1,1,0,0,0,穀類,6364,-2,4611,6032,6591,5852,7933,5991,7221,6212,5503
2,6,1,1,1,0,0,米類,1481,-11.4,864,884,1175,1211,1580,1458,2132,1592,1494
2,7,1,1,1,0,102,米,1481,-11.4,864,884,1175,1211,1580,1458,2132,1592,1494
2,6,1,1,2,0,0,パン,2877,4.8,2235,3190,3181,2823,3691,2560,3109,2692,2316
2,7,1,1,2,0,120,食パン,909,1.1,831,700,1060,637,1265,867,978,883,736
2,7,1,1,2,0,129,他のパン,1968,6.6,1404,2491,2121,2186,2426,1693,2131,1809,1580
2,6,1,1,3,0,0,麺類,1532,-0.1,1033,1491,1619,1388,2146,1535,1474,1483,1293
2,7,1,1,3,0,130,生うどん・そば,274,-2.1,188,192,227,262,297,247,300,303,239
2,7,1,1,3,0,131,乾うどん・そば,180,26.8,-,48,224,16,382,55,75,253,290
2,7,1,1,3,0,134,パスタ,121,-2.4,112,148,112,146,167,160,133,92,63
2,7,1,1,3,0,133,中華麺,351,-3.8,202,341,411,418,388,286,274,371,354
2,7,1,1,3,0,135,カップ麺,359,-2.4,318,393,356,324,535,430,503,276,198
2,7,1,1,3,0,132,即席麺,169,11.9,121,202,209,159,318,293,100,118,104
2,7,1,1,3,0,139,他の麺類,77,-26,91,167,79,63,59,64,89,70,46
2,6,1,1,4,0,0,他の穀類,473,-12.6,479,467,616,431,516,437,505,445,399
2,7,1,1,4,0,140,小麦粉,41,-37.9,19,27,58,36,38,17,41,50,53
2,7,1,1,4,0,150,もち,141,-9.6,-,73,99,121,94,125,50,218,228
2,7,1,1,4,0,160,他の穀類のその他,292,-8.5,460,367,459,274,384,295,414,177,119
2,5,1,2,0,0,0,魚介類,6475,-3.6,2737,3277,4654,4426,6076,6225,7317,8165,7860
2,6,1,2,1,0,0,生鮮魚介,3682,-1.9,1409,2015,2649,2765,3500,3622,4128,4568,4285
2,7,1,2,1,170-189,0,鮮魚,3317,-1.3,1331,1839,2470,2356,3208,3158,3739,4120,3859
2,7,1,2,1,170-189,170,まぐろ,591,-5.7,107,365,412,328,562,503,531,818,745
2,7,1,2,1,170-189,172,あじ,71,-7.8,33,29,25,43,134,53,87,82,80
2,7,1,2,1,170-189,173,いわし,15,0,4,9,4,8,21,19,11,20,17
2,7,1,2,1,170-189,174,かつお,88,14.3,81,25,24,109,71,114,203,77,55
2,7,1,2,1,170-189,175,かれい,40,-40.3,16,40,7,18,7,61,19,61,59
2,7,1,2,1,170-189,176,さけ,452,-4,182,386,328,450,480,311,576,518,526
2,7,1,2,1,170-189,177,さば,71,7.6,34,31,51,61,73,95,96,75,78
2,7,1,2,1,170-189,178,さんま,105,-13.2,2,132,53,54,163,68,129,125,169
2,7,1,2,1,170-189,180,たい,69,-20.7,28,41,-,48,116,44,102,84,80
2,7,1,2,1,170-189,181,ぶり,234,-23.3,172,201,235,186,273,195,195,266,205
2,7,1,2,1,170-189,182,いか,107,-20.7,25,41,74,119,135,90,112,127,77
2,7,1,2,1,170-189,183,たこ,96,-22,111,6,229,35,117,127,73,86,54
2,7,1,2,1,170-189,185,えび,225,5.1,152,291,204,100,180,222,239,263,249
2,7,1,2,1,170-189,186,かに,71,-16.5,-,22,4,38,5,70,361,55,11
2,7,1,2,1,170-189,189,他の鮮魚,707,13.3,298,126,670,585,554,545,594,978,968
2,7,1,2,1,170-189,187,さしみ盛合わせ,376,42.4,84,95,151,176,318,642,412,485,486
2,7,1,2,1,190-194,0,貝類,366,-7.3,78,176,179,409,292,464,388,448,426
2,7,1,2,1,190-194,190,あさり,46,2.2,11,44,35,17,20,39,48,67,87
2,7,1,2,1,190-194,192,しじみ,23,-25.8,11,24,14,6,-,10,14,40,43
2,7,1,2,1,190-194,191,かき(貝),165,16.2,14,74,61,206,186,121,158,217,184
2,7,1,2,1,190-194,194,ほたて貝,117,-12.7,27,26,64,137,85,269,137,115,107
2,7,1,2,1,190-194,193,他の貝,15,-65.1,15,7,5,42,-,24,31,10,4
2,6,1,2,2,0,0,塩干魚介,1208,-5.9,496,477,867,546,1155,1300,1404,1556,1518
2,7,1,2,2,0,195,塩さけ,200,-36.1,32,70,33,71,113,105,147,355,152
2,7,1,2,2,0,196,たらこ,261,40.3,45,75,101,66,245,592,611,235,304
2,7,1,2,2,0,197,しらす干し,154,-9.9,78,125,165,91,165,82,190,185,211
2,7,1,2,2,0,198,干しあじ,65,12.1,-,30,41,53,91,72,50,82,100
2,7,1,2,2,0,202,他の塩干魚介,527,-5.2,342,177,527,265,541,449,406,698,752
2,6,1,2,3,0,0,魚肉練製品,628,3.3,312,353,463,376,547,449,748,825,760
2,7,1,2,3,0,203,揚げかまぼこ,174,-5.4,60,83,114,110,169,153,246,215,205
2,7,1,2,3,0,204,ちくわ,108,5.9,54,90,72,80,114,74,108,137,130
2,7,1,2,3,0,205,かまぼこ,173,16.1,66,70,133,78,153,125,140,253,260
2,7,1,2,3,0,209,他の魚肉練製品,173,0.6,132,110,143,108,111,97,255,219,164
2,6,1,2,4,0,0,他の魚介加工品,957,-10.8,519,432,675,738,874,853,1037,1216,1298
2,7,1,2,4,0,210,かつお節・削り節,76,10.1,57,9,19,24,72,38,56,125,151
2,7,1,2,4,0,213,魚介の漬物,338,-22.1,125,65,103,349,155,278,425,487,531
2,7,1,2,4,0,215,魚介のつくだ煮,68,-37.6,-,13,2,3,19,50,31,135,158
2,7,1,2,4,0,216,魚介の缶詰,202,-8.2,140,100,190,176,265,219,265,198,192
2,7,1,2,4,0,217,他の魚介加工品のその他,273,12.8,197,245,361,186,363,268,259,270,266
2,5,1,3,0,0,0,肉類,7999,-9.9,6223,6930,9063,7943,12465,8477,8633,6857,6031
2,6,1,3,1,0,0,生鮮肉,6407,-9.3,4825,5551,7165,6443,10221,7103,7049,5356,4822
2,7,1,3,1,0,220,牛肉,1652,-22.7,959,1069,1319,1312,2584,1545,1847,1718,1824
2,7,1,3,1,0,221,豚肉,2880,-1.5,1998,2441,3439,2918,4375,3254,3357,2385,2026
2,7,1,3,1,0,222,鶏肉,1417,-6.5,1555,1542,1728,1689,2399,1632,1504,958,763
2,7,1,3,1,0,22X,合いびき肉,236,-4.8,150,204,380,240,549,324,201,136,117
2,7,1,3,1,0,224,他の生鮮肉,222,-7.5,163,295,298,282,313,348,139,160,92
2,6,1,3,2,0,0,加工肉,1592,-12.1,1398,1379,1899,1500,2244,1374,1585,1501,1209
2,7,1,3,2,0,225,ハム,462,-29.8,173,249,366,360,447,324,554,585,427
2,7,1,3,2,0,226,ソーセージ,560,-13,827,600,746,639,737,546,553,428,405
2,7,1,3,2,0,227,ベーコン,266,-7.6,212,282,401,215,342,191,272,253,212
2,7,1,3,2,0,229,他の加工肉,304,36.9,185,248,386,285,718,313,206,236,165
2,5,1,4,0,0,0,乳卵類,4183,-4.4,3872,3463,4316,3713,5343,4089,4116,4157,3700
2,6,1,4,1,0,230,牛乳,1274,-4.8,716,1097,1341,1153,1735,1230,1098,1327,1231
2,6,1,4,2,0,0,乳製品,2112,-5.9,2620,1664,2218,1711,2624,2155,2088,2043,1742
2,7,1,4,2,0,231,粉ミルク,90,12.5,1207,96,44,62,-,-,35,10,4
2,7,1,4,2,0,232,ヨーグルト,1147,1,671,693,1166,920,1426,1426,1034,1213,1033
2,7,1,4,2,0,233,バター,138,-12.7,100,87,205,69,196,124,175,132,116
2,7,1,4,2,0,234,チーズ,689,-14.5,627,726,732,648,961,552,721,650,553
2,7,1,4,2,0,235,他の乳製品,49,-24.6,15,61,71,13,41,53,123,38,37
2,6,1,4,3,0,238,卵,797,0.5,537,701,757,848,984,705,930,787,726
2,5,1,5,0,0,0,野菜・海藻,9448,-9.3,5633,6483,7723,7025,9769,8536,10940,10998,10849
2,6,1,5,1,0,0,生鮮野菜,6264,-10.5,3677,4589,5362,4872,6509,5992,7346,7060,7058
2,7,1,5,1,240-249,0,葉茎菜,2014,-12.8,1188,1680,1657,1573,2240,2098,2508,2144,2039
2,7,1,5,1,240-249,240,キャベツ,190,-7.8,93,172,195,147,237,189,225,193,185
2,7,1,5,1,240-249,241,ほうれんそう,225,-10.7,125,173,172,208,244,128,292,261,261
2,7,1,5,1,240-249,242,はくさい,168,-5.1,110,109,155,126,200,193,207,172,166
