"年月日時［西暦]","地区","二酸化硫黄[ppb]","一酸化窒素[ppb]","二酸化窒素[ppb]","窒素酸化物[ppb]","オキシダント[ppb]","一酸化炭素[0.1ppm]","ノンメタン炭化水素(非メタン9[0.01ppmC]","メタン[0.01ppmC]","浮遊粒子状物質[μg/立方メートル]","PM2.5[μg/m3]","風速[0.1m/s]","風向","温度[0.1℃]","湿度[%]","THC[0.01ppmC]"
2018120101,"港南",1,3,22,25,7,,,,13,,8,"NNE",,,
2018120102,"港南",1,3,15,18,10,,,,9,,7,"NNE",,,
2018120103,"港南",1,0,14,14,10,,,,10,,8,"NNW",,,
2018120104,"港南",1,1,13,14,11,,,,9,,12,"NW",,,
2018120105,"港南",1,0,13,13,12,,,,4,,8,"NNW",,,
2018120106,"港南",1,1,13,14,12,,,,5,,8,"WNW",,,
2018120107,"港南",1,1,17,18,7,,,,8,,10,"NW",,,
2018120108,"港南",1,2,19,21,7,,,,11,,7,"NW",,,
2018120109,"港南",1,10,23,33,5,,,,6,,3,"Calm",,,
2018120110,"港南",4,57,36,93,1,,,,10,,11,"S",,,
2018120111,"港南",7,65,41,106,2,,,,25,,13,"SSW",,,
2018120112,"港南",4,43,40,83,4,,,,16,,14,"SW",,,
2018120113,"港南",3,19,36,55,7,,,,26,,9,"S",,,
2018120114,"港南",6,27,47,74,4,,,,26,,6,"SSE",,,
2018120115,"港南",5,38,54,92,3,,,,30,,6,"SE",,,
2018120116,"港南",5,34,54,88,4,,,,28,,6,"ESE",,,
2018120117,"港南",3,14,37,51,11,,,,24,,10,"NE",,,
2018120118,"港南",1,2,13,15,21,,,,15,,12,"NE",,,
2018120119,"港南",0,1,11,12,19,,,,14,,16,"N",,,
2018120120,"港南",0,0,8,8,23,,,,5,,25,"NNW",,,
2018120121,"港南",0,0,5,5,26,,,,3,,20,"N",,,
2018120122,"港南",1,0,9,9,20,,,,3,,7,"NNE",,,
2018120123,"港南",0,1,10,11,18,,,,6,,11,"N",,,
2018120124,"港南",0,0,8,8,20,,,,6,,9,"NNW",,,
2018120201,"港南",0,0,8,8,21,,,,6,,7,"N",,,
2018120202,"港南",0,0,7,7,20,,,,11,,12,"NW",,,
2018120203,"港南",0,0,6,6,21,,,,4,,7,"NNW",,,
2018120204,"港南",0,0,9,9,17,,,,12,,14,"E",,,
2018120205,"港南",0,0,10,10,17,,,,11,,6,"NNE",,,
2018120206,"港南",0,0,10,10,16,,,,15,,5,"NNE",,,
2018120207,"港南",1,1,12,13,14,,,,10,,8,"NNW",,,
2018120208,"港南",1,1,12,13,15,,,,13,,13,"WNW",,,
2018120209,"港南",1,1,16,17,12,,,,11,,9,"NNW",,,
2018120210,"港南",1,3,16,19,14,,,,15,,11,"NE",,,
2018120211,"港南",0,2,13,15,16,,,,14,,8,"NE",,,
2018120212,"港南",1,3,15,18,14,,,,15,,8,"N",,,
2018120213,"港南",1,2,15,17,15,,,,26,,9,"NW",,,
2018120214,"港南",1,1,14,15,16,,,,17,,12,"NW",,,
2018120215,"港南",1,1,14,15,16,,,,15,,6,"N",,,
2018120216,"港南",1,1,15,16,16,,,,16,,7,"NNW",,,
2018120217,"港南",1,1,14,15,16,,,,15,,6,"NNW",,,
2018120218,"港南",1,1,16,17,14,,,,15,,5,"NW",,,
2018120219,"港南",1,2,16,18,14,,,,22,,11,"NW",,,
2018120220,"港南",1,1,14,15,15,,,,20,,8,"NNW",,,
2018120221,"港南",1,0,16,16,14,,,,17,,10,"N",,,
2018120222,"港南",1,1,14,15,16,,,,21,,9,"NNE",,,
2018120223,"港南",1,0,13,13,15,,,,17,,9,"NNW",,,
2018120224,"港南",1,0,13,13,15,,,,14,,7,"N",,,
2018120301,"港南",1,0,12,12,"校正",,,,18,,16,"NNW",,,
2018120302,"港南",1,1,16,17,12,,,,13,,6,"WNW",,,
2018120303,"港南",1,1,17,18,10,,,,18,,5,"NNW",,,
2018120304,"港南",1,2,17,19,10,,,,17,,4,"Calm",,,
2018120305,"港南",1,2,16,18,11,,,,16,,5,"NW",,,
2018120306,"港南",1,5,21,26,7,,,,16,,6,"NW",,,
2018120307,"港南",1,18,33,51,1,,,,18,,4,"Calm",,,
2018120308,"港南",1,14,30,44,2,,,,13,,4,"Calm",,,
2018120309,"港南",1,21,31,52,3,,,,14,,8,"NNW",,,
2018120310,"港南",1,26,33,59,3,,,,11,,5,"W",,,
2018120311,"港南","調整","調整","調整","調整","調整",,,,"調整",,7,"SW",,,
2018120312,"港南",9,81,51,132,1,,,,22,,6,"S",,,
2018120313,"港南",10,106,57,163,1,,,,31,,12,"SW",,,
2018120314,"港南",9,86,55,141,1,,,,28,,13,"SW",,,
2018120315,"港南",10,106,55,161,1,,,,41,,4,"Calm",,,
2018120316,"港南",6,84,58,142,1,,,,32,,3,"Calm",,,
2018120317,"港南",7,100,58,158,1,,,,28,,2,"Calm",,,
2018120318,"港南",5,110,60,170,1,,,,21,,6,"SE",,,
2018120319,"港南",4,101,59,160,1,,,,26,,2,"Calm",,,
2018120320,"港南",5,84,56,140,1,,,,30,,3,"Calm",,,
2018120321,"港南",7,68,49,117,1,,,,30,,2,"Calm",,,
2018120322,"港南",5,54,45,99,1,,,,32,,7,"NNW",,,
2018120323,"港南",2,32,42,74,1,,,,23,,6,"NNW",,,
2018120324,"港南",2,24,38,62,1,,,,33,,6,"ENE",,,
2018120401,"港南",2,20,35,55,1,,,,20,,2,"Calm",,,
