階層コード,地域コード,地域,人口総数／平成31年１月１日,人口総数／平成30年12月１日,人口総数／平成30年１月１日,前月との比較／増減数,前月との比較／増減率（％）,前年同月との比較／増減数,前年同月との比較／増減率（％）
0,13000,総数,13740732,13743053,13637348,-2321,-0.02,103384,0.76
1,13100,区部,9486618,9488708,9396595,-2090,-0.02,90023,0.96
1,13200,市部,4171067,4171203,4156737,-136,0,14330,0.34
1,13300,郡部,57341,57386,57968,-45,-0.08,-627,-1.08
1,13350,島部,25706,25756,26048,-50,-0.19,-342,-1.31
,,,,,,,,,
住民基本台帳による世帯と人口_平成31年１月,,,,,,,,,
＜参考＞前月及び前年同月との比較,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部）,,,,,,,,,
