地域階層,地域コード,地域,人口総数（日本人＋外国人）,前月人口総数との増減,人口／日本人／総数,人口／日本人／男,人口／日本人／女,人口／外国人／総数,人口／外国人／男,人口／外国人／女,世帯数／総世帯数,世帯数／日本人のみの世帯数,世帯数／外国人のみの世帯数,世帯数／日本人と外国人の複数国籍世帯数
0,13000,総数,13740418,-1596,13188258,6493952,6694306,552160,269830,282330,7199349,6784489,323970,90890
1,13100,区部,9489766,36,9023754,4434135,4589619,466012,228855,237157,5159829,4811106,277786,70937
1,13200,市部,4167765,-1564,4082821,2018390,2064431,84944,40380,44564,1998526,1933365,45602,19559
2,13300,郡部,57190,-64,56262,28301,27961,928,481,447,26143,25429,443,271
2,13350,島部,25697,-4,25421,13126,12295,276,114,162,14851,14589,139,123
1,13100,区部,9489766,36,9023754,4434135,4589619,466012,228855,237157,5159829,4811106,277786,70937
4,13101,千代田区,64098,205,61017,30483,30534,3081,1691,1390,36095,33688,1918,489
4,13102,中央区,163137,261,155350,73640,81710,7787,3905,3882,92126,86441,4300,1385
4,13103,港区,258093,225,237847,111045,126802,20246,10659,9587,146187,131990,10952,3245
4,13104,新宿区,345931,-378,303313,151720,151593,42618,21787,20831,219362,185010,30891,3461
4,13105,文京区,221775,169,210979,100411,110568,10796,5195,5601,121158,112341,7487,1330
4,13106,台東区,199742,244,184304,94429,89875,15438,7716,7722,119239,107286,9980,1973
4,13107,墨田区,272168,169,259553,129319,130234,12615,5472,7143,151087,141491,7049,2547
4,13108,江東区,518497,-106,488919,242026,246893,29578,13999,15579,267243,248343,14241,4659
4,13109,品川区,395206,100,382011,187368,194643,13195,6499,6696,221011,211107,7242,2662
4,13110,目黒区,279553,16,270466,127482,142984,9087,4814,4273,156719,149472,5276,1971
4,13111,大田区,729813,230,705489,351192,354297,24324,11520,12804,391387,373927,12571,4889
4,13112,世田谷区,909167,-29,887743,420226,467517,21424,10841,10583,479843,462654,12349,4840
4,13113,渋谷区,226985,178,216233,103092,113141,10752,5873,4879,137875,129322,6706,1847
4,13114,中野区,331677,-61,312447,157573,154874,19230,9866,9364,204562,188075,14458,2029
4,13115,杉並区,569263,-56,551534,264370,287164,17729,8770,8959,321512,306772,12146,2594
4,13116,豊島区,289209,-304,259177,130086,129091,30032,15157,14875,179618,154586,22754,2278
4,13117,北区,351774,-172,329124,163279,165845,22650,11542,11108,196584,179825,14185,2574
4,13118,荒川区,215953,-14,196872,98022,98850,19081,9232,9849,115925,102333,11250,2342
4,13119,板橋区,566780,-105,539898,265943,273955,26882,12546,14336,309207,288815,16307,4085
4,13120,練馬区,732641,22,712847,347042,365805,19794,9249,10545,370944,355591,11583,3770
4,13121,足立区,688303,-9,656307,330386,325921,31996,14752,17244,347107,325910,14545,6652
