階層コード,地域コード,地域,人口総数／平成31年4月１日,人口総数／平成31年3月１日,人口総数／平成30年4月１日,前月との比較／増減数,前月との比較／増減率（％）,前年同月との比較／増減数,前年同月との比較／増減率（％）
0,13000,総数,13768387,13740418,13667501,27969,0.2,100886,0.74
1,13100,区部,9514625,9489766,9426273,24859,0.26,88352,0.94
1,13200,市部,4171577,4167765,4158087,3812,0.09,13490,0.32
1,13300,郡部,57072,57190,57787,-118,-0.21,-715,-1.24
1,13350,島部,25113,25697,25354,-584,-2.27,-241,-0.95
,,,,,,,,,
住民基本台帳による世帯と人口_平成31年4月１日,,,,,,,,,
＜参考＞前月及び前年同月との比較,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部）,,,,,,,,,
