"年月日時［西暦]","地区","二酸化硫黄[ppb]","一酸化窒素[ppb]","二酸化窒素[ppb]","窒素酸化物[ppb]","オキシダント[ppb]","一酸化炭素[0.1ppm]","ノンメタン炭化水素(非メタン9[0.01ppmC]","メタン[0.01ppmC]","浮遊粒子状物質[μg/立方メートル]","PM2.5[μg/m3]","風速[0.1m/s]","風向","温度[0.1℃]","湿度[%]","THC[0.01ppmC]"
2014120101,"麻布",,9997,9997,9997,8,,,,23,,9,"NNE",141,85,
2014120102,"麻布",,5,30,35,4,,,,11,,9,"N",135,89,
2014120103,"麻布",,4,25,29,6,,,,11,,12,"NNW",133,90,
2014120104,"麻布",,3,21,24,8,,,,11,,7,"N",133,90,
2014120105,"麻布",,2,18,20,9,,,,8,,9,"ESE",131,90,
2014120106,"麻布",,3,20,23,7,,,,7,,4,"ESE",131,91,
2014120107,"麻布",,2,19,21,7,,,,13,,4,"SSW",131,91,
2014120108,"麻布",,12,25,37,4,,,,18,,7,"SW",133,91,
2014120109,"麻布",,23,29,52,2,,,,22,,9,"ENE",136,91,
2014120110,"麻布",,41,34,75,1,,,,21,,11,"N",136,91,
2014120111,"麻布",,42,36,78,1,,,,14,,16,"N",133,91,
2014120112,"麻布",,9998,9998,9998,9998,,,,9998,,11,"WNW",136,91,
2014120113,"麻布",,47,37,84,2,,,,15,,9,"SW",147,90,
2014120114,"麻布",,30,35,65,5,,,,7,,13,"WSW",155,87,
2014120115,"麻布",,38,38,76,1,,,,15,,11,"NE",143,88,
2014120116,"麻布",,18,32,50,4,,,,21,,18,"NNE",140,89,
2014120117,"麻布",,9,29,38,9,,,,18,,6,"NE",145,86,
2014120118,"麻布",,12,34,46,3,,,,12,,6,"SW",142,87,
2014120119,"麻布",,21,37,58,1,,,,8,,13,"WSW",140,88,
2014120120,"麻布",,33,39,72,1,,,,23,,11,"WSW",141,88,
2014120121,"麻布",,41,37,78,1,,,,16,,2,"SE",135,89,
2014120122,"麻布",,53,38,91,1,,,,25,,2,"SW",143,89,
2014120123,"麻布",,67,39,106,1,,,,27,,5,"SW",143,88,
2014120124,"麻布",,64,38,102,1,,,,24,,5,"SW",134,88,
2014120201,"麻布",,17,33,50,9997,,,,23,,9,"SW",129,83,
2014120202,"麻布",,6,19,25,12,,,,12,,15,"SW",126,59,
2014120203,"麻布",,4,10,14,23,,,,8,,14,"SW",122,57,
2014120204,"麻布",,3,8,11,26,,,,7,,24,"WSW",120,54,
2014120205,"麻布",,4,9,13,24,,,,12,,30,"SW",114,56,
2014120206,"麻布",,3,10,13,22,,,,7,,26,"SW",110,56,
2014120207,"麻布",,4,13,17,21,,,,11,,26,"SW",104,51,
2014120208,"麻布",,5,16,21,21,,,,6,,22,"SW",103,45,
2014120209,"麻布",,8,19,27,22,,,,7,,19,"SW",115,37,
2014120210,"麻布",,8,17,25,24,,,,7,,27,"SW",120,34,
2014120211,"麻布",,8,16,24,26,,,,12,,21,"SW",126,32,
2014120212,"麻布",,6,14,20,29,,,,17,,18,"WSW",133,31,
2014120213,"麻布",,5,13,18,29,,,,5,,8,"SW",136,30,
2014120214,"麻布",,4,12,16,31,,,,5,,9,"WSW",136,30,
2014120215,"麻布",,5,14,19,29,,,,13,,24,"SW",140,28,
2014120216,"麻布",,4,16,20,26,,,,10,,24,"WSW",135,26,
2014120217,"麻布",,2,13,15,28,,,,11,,19,"SW",123,29,
2014120218,"麻布",,5,22,27,17,,,,16,,20,"SW",108,34,
2014120219,"麻布",,5,20,25,18,,,,26,,17,"SW",102,35,
2014120220,"麻布",,5,23,28,15,,,,10,,17,"SW",93,38,
2014120221,"麻布",,4,19,23,18,,,,5,,18,"SW",84,40,
2014120222,"麻布",,3,13,16,22,,,,10,,11,"SW",80,41,
2014120223,"麻布",,3,13,16,22,,,,5,,8,"WSW",78,38,
2014120224,"麻布",,2,12,14,24,,,,11,,17,"WSW",75,40,
2014120301,"麻布",,1,12,13,23,,,,8,,5,"SE",67,41,
2014120302,"麻布",,1,12,13,21,,,,12,,19,"SW",68,39,
2014120303,"麻布",,1,11,12,22,,,,15,,5,"WSW",65,37,
2014120304,"麻布",,2,12,14,21,,,,14,,6,"SW",62,39,
2014120305,"麻布",,1,11,12,22,,,,20,,5,"SW",60,42,
2014120306,"麻布",,2,10,12,24,,,,10,,28,"SW",65,38,
2014120307,"麻布",,7,17,24,21,,,,5,,22,"SW",66,39,
2014120308,"麻布",,8,21,29,16,,,,9,,20,"SW",72,36,
2014120309,"麻布",,16,24,40,15,,,,7,,14,"WSW",91,30,
2014120310,"麻布",,11,18,29,21,,,,12,,20,"SW",98,27,
2014120311,"麻布",,8,15,23,26,,,,10,,14,"SW",108,25,
2014120312,"麻布",,8,17,25,26,,,,15,,13,"WSW",116,25,
2014120313,"麻布",,5,13,18,29,,,,7,,7,"W",124,27,
2014120314,"麻布",,6,15,21,28,,,,15,,11,"WSW",129,25,
2014120315,"麻布",,5,16,21,27,,,,15,,18,"SW",126,30,
2014120316,"麻布",,5,16,21,26,,,,14,,15,"SW",117,28,
2014120317,"麻布",,6,18,24,24,,,,20,,24,"SW",109,29,
2014120318,"麻布",,3,15,18,26,,,,13,,37,"SW",104,29,
2014120319,"麻布",,4,17,21,24,,,,12,,19,"SW",100,31,
2014120320,"麻布",,2,16,18,24,,,,8,,28,"SW",98,31,
2014120321,"麻布",,2,14,16,25,,,,16,,18,"SW",95,33,
2014120322,"麻布",,4,18,22,22,,,,12,,19,"SW",96,32,
2014120323,"麻布",,3,15,18,24,,,,9,,17,"SW",95,35,
2014120324,"麻布",,2,14,16,24,,,,10,,18,"WSW",95,35,
2014120401,"麻布",,1,16,17,21,,,,7,,24,"WSW",92,36,
2014120402,"麻布",,1,14,15,23,,,,12,,27,"SW",98,40,
2014120403,"麻布",,2,13,15,23,,,,6,,10,"WSW",92,43,
2014120404,"麻布",,3,26,29,11,,,,14,,3,"ESE",85,47,
