一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準類型等,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),等価騒音ﾚﾍﾞﾙ(Leq)／昼間(dB),等価騒音ﾚﾍﾞﾙ(Leq)／夜間(dB)
1,千代田区神田神保町2-15,35.696636,139.756454,JGD2011,白山祝田田町線（白山通り）,c,2004-06-01,2004-06-08,4,6,8.8,1.5,71,69
3,千代田区九段南1-1,35.693378,139.754913,JGD2011,麹町竹平線（内堀通り）,b,2004-07-20,2004-07-22,4,4,1.7,1.5,68,66
4,千代田区飯田橋4-5-14,35.700676,139.747147,JGD2011,千代田練馬田無線（目白通り）,c,2004-07-20,2004-07-22,4,5,4.4,1.5,71,70
6,千代田区九段南3-8-14,35.692753,139.742584,JGD2011,新宿両国線（靖国通り）,c,2004-09-28,2004-09-30,4,5,4.5,1.5,69,67
7,千代田区神田須田町1-3,35.696018,139.769287,JGD2011,新宿両国線（靖国通り）,c,2004-09-28,2004-09-30,4,6,6.0,1.5,69,67
8,千代田区東神田2-10-18,35.695621,139.780716,JGD2011,新宿両国線（靖国通り）,c,2004-09-28,2004-09-30,4,6,6.0,1.5,71,69
9,千代田区外神田3-16-12,35.702133,139.771149,JGD2011,秋葉原雑司ケ谷線,c,2005-01-25,2005-01-27,4,6,6.6,1.5,71,69
11,千代田区神田神保町2-15,35.696636,139.756454,JGD2011,白山祝田田町線（白山通り）,c,2004-11-05,2004-11-12,4,6,8.8,1.5,71,69
19,千代田区内神田1-14,35.692028,139.765015,JGD2011,大手町湯島線,C,2004-11-24,2004-11-25,4,6,5.5,1.2,71,69
21,中央区日本橋本町2-2-10先,35.687996,139.775497,JGD2011,日本橋芝浦大森線（昭和通り）,c,2004-06-22,2004-06-25,4,7,4.5,1.2,72,71
22,中央区築地6-1-11先,35.665749,139.772690,JGD2011,日比谷豊洲埠頭東雲町線（晴海通り）,c,2004-07-06,2004-07-09,4,5,4.5,1.2,71,70
23,中央区京橋3-11-8先,35.674385,139.771667,JGD2011,日本橋芝浦大森線（昭和通り）,c,2004-10-26,2004-10-29,4,8,4.6,1.2,71,70
25,中央区新富2-15-5先,35.671257,139.775208,JGD2011,東京市川線（新大橋通り）,c,2004-11-30,2004-12-03,4,6,4.5,1.2,71,69
26,中央区日本橋人形町2-36-1先,35.685848,139.786469,JGD2011,東京市川線（新大橋通り）,c,2004-12-07,2004-12-10,4,6,4.5,1.2,72,70
27,中央区晴海3-1-4先,35.656456,139.779572,JGD2011,日比谷豊洲埠頭東雲町線（晴海通り）,c,2005-01-25,2005-01-28,4,9,5.0,1.2,70,68
28,中央区勝どき2-15,35.658085,139.778656,JGD2011,日比谷豊洲埠頭東雲町線（晴海通り）,C,2004-11-16,2004-11-17,4,4,9.0,1.2,70,68
29,中央区勝どき2-5,35.658321,139.779022,JGD2011,日比谷豊洲埠頭東雲町線（晴海通り）,C,2004-11-16,2004-11-17,4,4,9.0,1.2,71,69
30,中央区日本橋蛎殻町1-16,35.683125,139.782669,JGD2011,東京市川線（新大橋通り）,C,2004-11-29,2004-11-30,4,6,5.5,1.2,70,70
31,中央区日本橋蛎殻町1-29,35.683262,139.783646,JGD2011,東京市川線（新大橋通り）,C,2004-11-29,2004-11-30,4,6,5.6,1.2,72,71
32,中央区銀座1-14,35.673042,139.769714,JGD2011,日本橋芝浦大森線（昭和通り）,C,2004-11-24,2004-11-25,4,10,6.0,1.2,73,73
33,中央区銀座1-20,35.672783,139.770218,JGD2011,日本橋芝浦大森線（昭和通り）,C,2004-11-24,2004-11-25,4,10,6.0,1.2,72,73
34,中央区月島3-11,35.662590,139.781677,JGD2011,上野月島線（清澄通り）,C,2004-11-16,2004-11-17,4,6,5.1,1.2,69,66
35,中央区月島4-1,35.662067,139.782181,JGD2011,上野月島線（清澄通り）,C,2004-11-16,2004-11-17,4,6,7.2,1.2,68,66
38,中央区新川1-3,35.678551,139.781754,JGD2011,東京浦安線（永代通り）,C,2004-11-29,2004-11-30,4,6,6.5,1.2,70,68
39,中央区新川1-1,35.679291,139.782104,JGD2011,東京浦安線（永代通り）,C,2004-11-29,2004-11-30,4,6,6.5,1.2,70,68
43,港区芝5-18,35.648060,139.748489,JGD2011,日比谷芝浦線（日比谷通り）,c,2004-05-24,2004-11-11,4,6,2.7,2.9,69,66
44,港区西麻布3-12,35.656204,139.724091,JGD2011,北品川四谷線（外苑西通り）,b,2004-05-24,2004-11-11,4,6,2.7,1.2,70,70
45,港区白金台4-8,35.637562,139.724762,JGD2011,白金台町等々力線（目黒通り）,c,2004-05-24,2004-11-11,4,4,5.5,2.2,68,67
