一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準類型等,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),等価騒音ﾚﾍﾞﾙ(Leq)／昼間(dB),等価騒音ﾚﾍﾞﾙ(Leq)／夜間(dB)
485,日野市日野本町7-5-14,35.679592,139.399765,JGD2011,都道八王子国立線（甲州街道）,c,2007-10-12,2007-10-18,4,3,2.0,1.3,66,62
486,日野市多摩平4-3-1,35.666470,139.378754,JGD2011,国道２０号（日野バイパス）,a,2007-10-19,2007-10-25,3,4,3.0,1.3,69,65
487,日野市万願寺6-35-13,35.669601,139.410080,JGD2011,国道２０号（日野バイパス）,b,2007-10-26,2007-11-01,3,4,3.0,1.3,66,63
488,日野市旭が丘1-8,35.657703,139.375183,JGD2011,都道町田平山八王子線,a,2007-11-02,2007-11-08,4,3,3.0,1.3,70,64
489,日野市平山5-12-16,35.647003,139.383423,JGD2011,都道上館日野線（北野街道）,c,2007-11-09,2007-11-15,4,2,1.0,1.3,67,65
490,日野市三沢1-19-1,35.659542,139.421097,JGD2011,都道稲城日野線（川崎街道）,a,2007-11-16,2007-11-21,4,2,2.0,1.3,68,65
491,日野市多摩平7-23-23,35.669273,139.389725,JGD2011,国道２０号（日野バイパス）,a,2007-11-22,2007-11-29,3,4,2.0,1.3,70,66
492,日野市日野本町7-5,35.679592,139.399765,JGD2011,国道20号（甲州街道）,C,2008-02-14,2008-02-15,3,4,4.3,1.2,66,63
493,日野市三沢3-24,35.658882,139.418762,JGD2011,都道稲城日野線(川崎街道）,A,2008-02-14,2008-02-15,4,2,1.3,1.2,69,65
494,日野市万願寺6-36,35.669605,139.411499,JGD2011,国道20号（甲州街道）,B,2008-02-14,2008-02-15,3,4,0.0,1.0,66,61
