一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準類型等,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),等価騒音ﾚﾍﾞﾙ(Leq)／昼間(dB),等価騒音ﾚﾍﾞﾙ(Leq)／夜間(dB)
40,港区芝大門1-4,35.658218,139.754623,JGD2011,国道１５号（第一京浜）,C,2005-05-25,2005-05-26,3,8,3.4,1.2,72,71
41,港区赤坂7-3,35.673260,139.728806,JGD2011,国道２４６号（青山通り）,C,2005-05-25,2005-05-26,3,8,4.3,1.2,70,71
42,港区三田2-13,35.649624,139.744522,JGD2011,国道１号（桜田通り）,C,2005-05-25,2005-05-26,3,4,5.0,1.2,68,66
43,港区高輪2-13,35.634586,139.737762,JGD2011,国道１５号（第一京浜）,C,2005-05-25,2005-05-26,3,8,3.1,1.2,73,71
44,港区北青山3-3,35.668293,139.714828,JGD2011,国道２４６号（青山通り）,C,2005-05-25,2005-05-26,3,8,5.8,1.2,70,71
45,港区白金台1-2,35.636738,139.730743,JGD2011,国道１号（桜田通り）,c,2005-05-23,2005-05-27,3,8,3.1,1.2,74,72
46,港区芝大門1-4,35.658218,139.754623,JGD2011,国道１５号（第一京浜）,c,2005-05-23,2005-05-27,3,8,3.4,1.2,71,70
47,港区赤坂7-3,35.673260,139.728806,JGD2011,国道２４６号（青山通り）,a,2005-05-23,2005-05-27,3,8,4.3,1.2,71,71
48,港区芝5-18,35.648060,139.748489,JGD2011,日比谷芝浦線（日比谷通り）,c,2005-05-23,2005-05-27,4,6,3.7,1.2,70,66
49,港区西麻布3-12,35.656204,139.724091,JGD2011,北品川四谷線（外苑西通り）,b,2005-05-23,2005-05-27,4,6,2.7,1.2,71,70
50,港区赤坂8-11,35.668865,139.727951,JGD2011,環状３号線（外苑東通り）,c,2005-05-23,2005-05-27,4,4,2.1,1.2,70,70
51,港区白金台4-8,35.637562,139.724762,JGD2011,白金台町等々力線（目黒通り）,c,2005-05-23,2005-05-27,4,4,8.3,1.2,67,66
52,港区港南3-9,35.632515,139.751373,JGD2011,国道１号（海岸通り）,c,2005-05-23,2005-05-27,4,6,5.5,1.2,72,70
53,港区台場1-3,35.632473,139.778198,JGD2011,臨港道路,c,2005-05-23,2005-05-27,4,5,4.3,3.3,73,70
54,港区三田2-13,35.649624,139.744522,JGD2011,国道１号（桜田通り）,c,2005-05-23,2005-05-27,3,4,4.8,1.2,68,66
55,港区高輪2-13,35.634586,139.737762,JGD2011,国道１５号（第一京浜）,c,2005-05-23,2005-05-27,3,8,3.1,1.2,74,72
56,港区北青山3-3,35.668293,139.714828,JGD2011,国道２４６号（青山通り）,c,2005-05-23,2005-05-27,3,8,5.8,1.2,70,71
57,港区西麻布3-21,35.659618,139.725067,JGD2011,霞ヶ関渋谷線（六本木通り）,c,2005-05-23,2005-05-27,4,8,4.5,1.2,73,73
