一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準類型等,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),等価騒音ﾚﾍﾞﾙ(Leq)／昼間(dB),等価騒音ﾚﾍﾞﾙ(Leq)／夜間(dB)
251,豊島区池袋1-13-22,35.737099,139.713638,JGD2011,首都高速５号池袋線／国道254号,ｃ,2007-11-12,2007-11-15,2,4,8.3,22.0,76,75
252,豊島区池袋1-13-22,35.737099,139.713638,JGD2011,国道２５４号（川越街道）,ｃ,2007-11-12,2007-11-15,3,4,9.2,1.2,74,72
253,豊島区池袋本町1-7-4,35.738117,139.712723,JGD2011,国道２５４号（川越街道）,ｃ,2007-11-13,2007-11-14,3,6,5.7,1.2,71,69
254,豊島区高田3-20-11,35.714901,139.708984,JGD2011,都道千代田練馬田無線（新目白通り）,ｃ,2007-11-15,2007-11-16,4,6,3.3,1.2,71,69
255,豊島区南長崎6-1-4,35.728416,139.679932,JGD2011,都道千代田練馬田無線（目白通り）,ｃ,2007-11-15,2007-11-16,4,4,4.7,1.2,69,68
256,豊島区上池袋2-40-12,35.736561,139.719757,JGD2011,都道芝新宿王子線（明治通り）,ｃ,2007-11-13,2007-11-14,4,4,4.5,1.2,71,70
257,豊島区目白2-5-27,35.720997,139.712143,JGD2011,都道芝新宿王子線（明治通り）,ｃ,2007-11-15,2007-11-16,4,4,5.0,1.2,70,68
258,豊島区東池袋3-4,35.730648,139.717163,JGD2011,都道音羽池袋線,ｃ,2007-11-13,2007-11-14,4,6,5.0,1.2,69,66
259,豊島区南大塚2-21-9,35.727779,139.732727,JGD2011,都道小石川西巣鴨線,ｃ,2007-11-15,2007-11-16,4,4,4.1,1.2,66,63
260,豊島区北大塚3-30-10,35.735489,139.726135,JGD2011,都道小石川西巣鴨線,ｃ,2007-11-15,2007-11-16,4,2,5.4,1.2,66,63
261,豊島区西池袋3-21-15,35.729572,139.706909,JGD2011,区道１２－７３０号（劇場通り）,ｃ,2007-11-13,2007-11-14,5,4,5.0,1.2,68,66
