一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準類型等,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),等価騒音ﾚﾍﾞﾙ(Leq)／昼間(dB),等価騒音ﾚﾍﾞﾙ(Leq)／夜間(dB)
236,中野区中央2-18-21,35.700245,139.682617,JGD2011,環状６号線（山手通り）,c,2002-10-03,2002-10-04,4,4,4.0,1.2,71,70
237,中野区弥生町2-41-2,35.691360,139.671951,JGD2011,区道補助６３号（本郷通り）,c,2002-11-12,2002-11-18,4,2,2.3,1.2,68,66
238,中野区江原町3-1,35.730118,139.677307,JGD2011,千代田練馬田無線（目白通り）,C,2002-12-05,2002-12-06,4,4,4.0,1.2,71,70
239,杉並区高円寺北2-1-22,35.705902,139.653915,JGD2011,環状７号線,c,2002-4-15,2002-4-18,4,6,7.0,1.4,72,71
240,杉並区和田2-7-1,35.686996,139.656174,JGD2011,環状７号線,c,2002-11-18,2002-11-21,4,6,3.0,1.4,76,76
241,杉並区和泉1-21-9,35.674351,139.659515,JGD2011,環状７号線,c,2002-4-22,2002-4-24,4,6,3.0,1.4,76,76
242,杉並区桃井1-39-9,35.713997,139.614243,JGD2011,環状８号線,b,2002-5-13,2002-5-16,4,4,4.0,1.4,77,75
243,杉並区荻窪5-10-25,35.701599,139.617706,JGD2011,環状８号線,c,2002-5-20,2002-5-23,4,4,3.0,1.4,75,74
244,杉並区高井戸西1-5-46,35.680756,139.613739,JGD2011,環状８号線,b,2002-8-26,2002-8-29,4,4,4.0,1.4,74,75
246,杉並区高井戸東2-3-4,35.677635,139.615311,JGD2011,新宿国立線,b,2002-9-10,2002-9-13,4,6,5.0,1.4,72,71
247,杉並区上高井戸2-16-13,35.679134,139.606979,JGD2011,新宿国立線,b,2002-9-30,2002-10-4,4,2,9.0,1.4,68,68
248,杉並区高円寺南2-11-3,35.698475,139.650757,JGD2011,東京所沢線（青梅街道）,c,2002-10-7,2002-10-10,4,4,4.0,1.4,75,73
249,杉並区成田東5-20-10,35.700909,139.631165,JGD2011,東京所沢線（青梅街道）,c,2002-10-22,2002-10-25,4,4,4.0,1.4,72,71
250,杉並区桃井4-2-5,35.712292,139.603058,JGD2011,東京所沢線（青梅街道）,c,2002-12-02,2002-12-6,4,4,5.0,1.4,73,71
251,杉並区高井戸東4-3-1,35.687462,139.620407,JGD2011,赤坂杉並線（井の頭通り）,b,2002-10-28,2002-10-31,4,4,3.0,1.9,74,75
252,杉並区松庵2-10-3,35.696754,139.595718,JGD2011,杉並五日市線（井の頭通り）,b,2002-11-11,2002-11-14,4,4,3.0,1.4,73,73
253,杉並区高井戸東4-13-5,35.690083,139.619766,JGD2011,杉並五日市線（五日市街道）,b,2002-11-25,2002-11-28,4,2,7.0,2.4,66,64
254,杉並区宮前1-18-23,35.690220,139.613647,JGD2011,杉並五日市線（五日市街道）,b,2002-6-10,2002-6-13,4,2,2.0,1.4,71,71
255,杉並区阿佐谷北5-45-24,35.711430,139.641129,JGD2011,飯田橋石神井新座線（早稲田通り）,c,2003-1-28,2003-1-31,4,2,3.0,2.3,70,71
256,杉並区上井草3-6-24,35.719406,139.602066,JGD2011,向井町新町線（早稲田通り）,a,2003-2-3,2003-2-6,4,2,2.0,1.4,70,67
257,杉並区堀ﾉ内1-9-1,35.683540,139.650314,JGD2011,新宿国立線（方南通り）,b,2003-2-17,2003-2-20,4,4,4.0,1.4,72,70
258,杉並区阿佐谷北1-32-12,35.708199,139.635712,JGD2011,瀬田貫井線（中杉通り）,c,2003-2-24,2003-2-28,4,2,6.0,1.4,70,71
262,杉並区阿佐谷南3-12,35.702820,139.628784,JGD2011,東京所沢線（青梅街道）,C,2002-12-11,2002-12-12,4,6,4.0,1.2,70,68
263,杉並区成田東1-50,35.693981,139.641068,JGD2011,杉並あきる野線（五日市街道）,C,2002-12-11,2002-12-12,4,2,2.8,1.2,69,65
264,杉並区高井戸西3-7,35.687328,139.612549,JGD2011,新宿国立線（人見街道）,A,2002-12-11,2002-12-12,4,2,0.6,1.2,67,65
265,杉並区井草1-18,35.725449,139.621872,JGD2011,飯田橋石神井新座線（旧早稲田通り）,A,2002-12-11,2002-12-12,4,2,1.0,1.2,68,65
269,豊島区南長崎4-13-35,35.724495,139.683685,JGD2011,千代田練馬田無線（目白通り）,c,2002-05-14,2002-05-17,4,4,4.0,2.8,69,68
270,豊島区南長崎3-5-2,35.723106,139.687775,JGD2011,千代田練馬田無線（目白通り）,c,2002-08-27,2002-08-30,4,2,3.0,1.5,71,70
