,,,,,,,,,,,,,,,,,,,2019年度　PAMS
,,,,,,,,,,,,,,,,,,,
37,"m,p-Xylene (14)",,,,,,,,,　　基準値  　：,,,,,,,,分子量：,106.2
,,,,,,,,,,　　定量下限値：,,0.04,μg/m3,(0.007 ppb),,,,換算係数(→ppb）：,0.226
,,2019年度,,,,,,,,　　検出下限値：,,0.01,,(0.003 ppb),,(単位：μg/m3）,,,(単位：ｐｐｂ）
測定地点（局）,,4月,5月,6月,7月,8月,9月,10月,11月,12月,1月,2月,3月,最大,最小,平 均,最大,最小,平 均
,中央区晴海,1.031,0.952,0.751,2.333,1.593,2.88,1.936,2.857,1.076,2.381,1.328,0.72,2.88,0.72,1.653,0.652,0.163,0.374
区,国設東京新宿,6.111,1.891,2.6,4.612,2.526,1.119,1.698,2.914,0.968,2.084,1.416,0.768,6.111,0.768,2.392,1.383,0.174,0.542
部,大田区東糀谷,1.494,1.379,0.922,4.115,2.078,1.264,1.881,4.524,2.674,3.579,1.713,1.212,4.524,0.922,2.236,1.024,0.209,0.506
一,世田谷区世田谷,1.264,1.089,1.091,1.822,1.15,0.986,1.578,3.262,1.23,2.248,1.408,0.814,3.262,0.814,1.495,0.739,0.184,0.338
般,板橋区氷川町,1.208,0.661,0.939,2.382,1.179,1.114,1.701,2.947,1.421,1.929,1.75,0.822,2.947,0.661,1.505,0.667,0.15,0.341
環,練馬区石神井台,0.967,0.621,0.491,1.633,0.916,0.919,1.572,2.819,1.723,1.792,1.517,0.536,2.819,0.491,1.292,0.638,0.111,0.293
境,足立区西新井,1.579,0.686,0.907,2.052,1.516,1.059,1.636,3.709,1.881,3.406,1.818,0.98,3.709,0.686,1.769,0.84,0.155,0.401
,江戸川区春江町,0.663,0.788,0.462,1.634,0.772,0.751,1.704,3.072,1.876,2.594,1.836,1.016,3.072,0.462,1.431,0.695,0.105,0.324
,区部一般平均,1.79,1.008,1.02,2.573,1.466,1.262,1.713,3.263,1.606,2.501,1.598,0.859,6.111,0.462,1.722,1.383,0.105,0.39
多,小金井市本町,0.889,0.652,0.541,1.865,1.135,0.985,1.838,2.053,1.314,1.919,1.427,0.468,2.053,0.468,1.257,0.465,0.106,0.285
摩,東大和市奈良橋,1.126,0.877,0.789,1.71,1.573,0.896,1.755,2.096,1.74,1.949,2.148,0.578,2.148,0.578,1.436,0.486,0.131,0.325
一般,多摩部一般平均,1.007,0.764,0.665,1.788,1.354,0.94,1.796,2.075,1.527,1.934,1.788,0.523,2.148,0.468,1.347,0.486,0.106,0.305
都一般平均,,1.633,0.96,0.949,2.416,1.444,1.197,1.73,3.025,1.59,2.388,1.636,0.791,6.111,0.462,1.647,1.383,0.105,0.373
,京葉道路亀戸,1.335,0.922,0.617,1.761,1.381,0.563,1.643,3.311,1.897,2.684,2.052,1.153,3.311,0.563,1.61,0.75,0.127,0.364
,環八通り八幡山,1.001,0.846,0.66,2.035,0.97,1.391,2.062,3.011,1.718,1.566,3.31,0.849,3.31,0.66,1.618,0.749,0.149,0.366
沿,２地点沿道平均,1.168,0.884,0.638,1.898,1.176,0.977,1.853,3.161,1.808,2.125,2.681,1.001,3.311,0.563,1.614,0.75,0.127,0.365
道,甲州街道大原,1.352,1.149,1.5,7.251,1.915,1.767,2.375,3.796,1.888,2.782,1.775,2.702,7.251,1.149,2.521,1.641,0.26,0.571
,中山道大和町,2.141,1.276,1.556,3.332,1.629,2.174,2.479,3.237,1.793,2.46,2.288,1.217,3.332,1.217,2.132,0.754,0.276,0.483
,４地点沿道平均,1.457,1.048,1.083,3.595,1.474,1.474,2.14,3.339,1.824,2.373,2.356,1.48,7.251,0.563,1.97,1.641,0.127,0.446
檜原(ﾊﾞｯｸｸﾞﾗｳﾝﾄﾞ),,0.403,0.099,0.172,0.313,0.247,0.718,0.304,0.54,0.24,0.228,0.573,0.436,0.718,0.099,0.356,0.163,0.022,0.081
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
38,o-Xylene (15),,,,,,,,,　　基準値  　：,,,,,,,,分子量：,106.2
,,,,,,,,,,　　定量下限値：,,0.05,μg/m3,(0.01 ppb),,,,換算係数(→ppb）：,0.226
,,2019年度,,,,,,,,　　検出下限値：,,0.02,,(0.003 ppb),,(単位：μg/m3）,,,(単位：ｐｐｂ）
測定地点（局）,,4月,5月,6月,7月,8月,9月,10月,11月,12月,1月,2月,3月,最大,最小,平 均,最大,最小,平 均
,中央区晴海,0.341,0.36,0.449,0.91,0.642,0.692,0.625,0.95,0.369,0.843,0.479,0.26,0.95,0.26,0.577,0.215,0.059,0.131
区,国設東京新宿,1.564,0.583,0.788,1.509,0.818,0.387,0.607,0.947,0.331,0.734,0.512,0.28,1.564,0.28,0.755,0.354,0.063,0.171
部,大田区東糀谷,0.492,0.473,0.357,1.426,0.673,0.449,0.687,1.562,0.839,1.287,0.751,0.451,1.562,0.357,0.787,0.354,0.081,0.178
一,世田谷区世田谷,0.43,0.38,0.395,0.743,0.432,0.363,0.581,1.137,0.421,0.805,0.494,0.3,1.137,0.3,0.54,0.258,0.068,0.122
般,板橋区氷川町,0.41,0.243,0.331,0.911,0.449,0.411,0.611,1.012,0.476,0.688,0.621,0.307,1.012,0.243,0.539,0.229,0.055,0.122
環,練馬区石神井町,0.351,0.219,0.205,0.65,0.348,0.342,0.597,1.001,0.551,0.659,0.549,0.207,1.001,0.205,0.473,0.227,0.046,0.107
境,足立区西新井,0.568,0.239,0.396,0.813,0.588,0.384,0.582,1.281,0.699,1.171,0.67,0.343,1.281,0.239,0.645,0.29,0.054,0.146
,江戸川区春江町,0.232,0.273,0.165,0.548,0.29,0.256,0.585,1.071,0.632,0.889,0.669,0.344,1.071,0.165,0.496,0.242,0.037,0.112
,区部一般平均,0.549,0.346,0.386,0.939,0.53,0.41,0.609,1.12,0.54,0.885,0.593,0.312,1.564,0.165,0.602,0.354,0.037,0.136
多,小金井市本町,0.335,0.209,0.214,0.754,0.41,0.356,0.655,0.722,0.468,0.687,0.52,0.191,0.754,0.191,0.46,0.171,0.043,0.104
摩,東大和市奈良橋,0.406,0.313,0.308,0.686,0.605,0.329,0.661,0.76,0.611,0.682,0.812,0.218,0.812,0.218,0.533,0.184,0.049,0.121
