一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準類型等,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),等価騒音ﾚﾍﾞﾙ(Leq)／昼間(dB),等価騒音ﾚﾍﾞﾙ(Leq)／夜間(dB)
157,大田区池上3-4,35.575981,139.699539,JGD2011,国道１号（第二京浜）,c,2007-12-03,2007-12-06,4,5,1.9,2.0,74,71
158,大田区南馬込5-42,35.585648,139.705750,JGD2011,国道１号（第二京浜）,b,2007-12-03,2007-12-06,4,6,2.0,2.1,71,68
159,大田区南馬込5-42,35.585648,139.705750,JGD2011,国道1号(第二京浜）,B,2007-12-03,2007-12-04,3,6,2.0,2.1,72,68
160,大田区大森中2-1,35.568119,139.730362,JGD2011,国道15号(第一京浜）,C,2007-11-26,2007-11-27,3,4,4.2,2.3,72,70
161,大田区西糀谷3-9-10,35.555283,139.738342,JGD2011,国道131号(産業道路）,C,2007-11-26,2007-11-27,3,4,5.0,3.3,68,67
165,大田区多摩川1-23-1,35.561272,139.697464,JGD2011,国道1号(第二京浜）,C,2007-11-15,2007-11-16,3,6,2.5,2.0,71,68
170,世田谷区太子堂1-4-24,35.646374,139.677002,JGD2011,国道２４６号（玉川通り）,ｃ,2007-05-29,2007-06-08,3,6,4.4,1.2,73,73
171,世田谷区上馬4-1-3,35.635326,139.664017,JGD2011,国道２４６号（玉川通り）,ｃ,2007-08-28,2007-09-07,3,6,3.3,1.2,74,74
174,世田谷区南烏山6-25-8,35.670761,139.597229,JGD2011,国道２０号（甲州街道）,ｂ,2007-12-11,2007-12-21,3,5,3.0,1.2,75,74
180,世田谷区太子堂2-13-2,35.644962,139.672821,JGD2011,国道２４６号（玉川通り）,ｃ,2007-12-18,2007-12-19,3,7,2.6,1.2,73,73
183,世田谷区瀬田2-31-2,35.618965,139.629761,JGD2011,国道２４６号（玉川通り）,ｂ,2007-12-18,2007-12-19,3,8,3.0,1.2,76,75
185,世田谷区松原1-39-11,35.669838,139.651657,JGD2011,国道２０号（甲州街道）,ｃ,2007-12-18,2007-12-19,3,8,3.5,1.2,73,72
188,世田谷区上馬2-1,35.635967,139.664734,JGD2011,国道246号(玉川通り）,C,2007-12-03,2007-12-04,3,6,3.5,1.2,72,72
195,渋谷区初台1-32,35.679077,139.684341,JGD2011,国道２０号（甲州街道）,c,2007-10-02,2007-10-03,3,8,5.0,2.0,74,73
198,渋谷区代々木3-21,35.686443,139.695099,JGD2011,国道２０号（甲州街道）,c,2007-10-02,2007-10-03,3,8,6.0,2.0,70,69
202,渋谷区代々木2-13,35.686928,139.695953,JGD2011,国道20号（甲州街道）,C,2007-10-04,2007-10-05,3,6,16.4,1.2,67,65
228,杉並区下高井戸3-3,35.670132,139.631882,JGD2011,国道２０号（甲州街道）,c,2007-09-11,2007-09-14,3,8,5.0,1.2,71,70
245,杉並区上高井戸1-21,35.672245,139.609314,JGD2011,国道20号（甲州街道）,B,2007-11-27,2007-11-28,3,4,3.5,1.2,77,76
252,豊島区池袋1-13-22,35.737099,139.713638,JGD2011,国道２５４号（川越街道）,ｃ,2007-11-12,2007-11-15,3,4,9.2,1.2,74,72
253,豊島区池袋本町1-7-4,35.738117,139.712723,JGD2011,国道２５４号（川越街道）,ｃ,2007-11-13,2007-11-14,3,6,5.7,1.2,71,69
262,北区岩淵町26-6,35.785709,139.722275,JGD2011,国道１２２号（北本通り）,ｃ,2007-11-15,2007-11-16,3,5,4.5,1.7,68,66
263,北区神谷3-30-2,35.771313,139.733536,JGD2011,国道１２２号（北本通り）,ｃ,2007-11-07,2007-11-08,3,6,3.4,1.3,72,69
264,北区神谷1-10-1,35.769032,139.734085,JGD2011,国道１２２号（北本通り）,ｃ,2007-11-06,2007-11-07,3,7,3.2,1.3,71,67
266,北区滝野川1-90-8,35.745979,139.730972,JGD2011,国道１２２号（明治通り）,ｃ,2007-11-01,2007-11-02,3,4,4.6,1.4,73,73
269,北区神谷3-16,35.773369,139.732498,JGD2011,国道122号(北本通り）,C,2008-01-22,2008-01-23,3,6,3.7,1.2,70,66
271,荒川区南千住1-59,35.734081,139.793381,JGD2011,国道４号（日光街道）,ｃ,2007-05-14,2007-05-18,3,4,4.1,1.4,72,69
280,板橋区板橋2-67-7,35.751736,139.709290,JGD2011,国道１７号(中山道）,c,2007-07-23,2007-07-26,3,6,4.0,1.0,69,66
284,板橋区南常磐台2-8-9,35.756393,139.689240,JGD2011,国道２５４号(川越街道）,c,2007-09-03,2007-09-06,3,4,4.0,1.0,72,72
