一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準類型等,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),等価騒音ﾚﾍﾞﾙ(Leq)／昼間(dB),等価騒音ﾚﾍﾞﾙ(Leq)／夜間(dB)
128,品川区上大崎3-14-23,35.632114,139.720078,JGD2011,北品川四谷線,b,2006-11-07,2006-11-10,4,5,7.0,1.5,69,66
130,品川区西五反田5-3-1,35.624962,139.716583,JGD2011,環状6号線,c,2006-04-18,2006-04-21,4,4,4.0,1.2,73,72
131,品川区西五反田6-6-19,35.623085,139.717300,JGD2011,東京丸子横浜線,c,2006-05-09,2006-05-12,4,6,6.0,3.0,69,68
132,品川区北品川3-10-13,35.616417,139.737625,JGD2011,環状6号線,c,2006-07-11,2006-07-14,4,4,4.0,1.2,71,68
133,品川区北品川5-1-12,35.624058,139.731888,JGD2011,環状6号線,c,2006-09-05,2006-09-08,4,4,4.0,1.2,71,69
134,品川区上大崎2-13-36,35.634651,139.717880,JGD2011,白金台等々力線,c,2006-09-25,2006-09-28,4,5,6.0,1.5,69,67
135,品川区旗の台1-11-17,35.607334,139.702728,JGD2011,東京丸子横浜線,c,2006-10-17,2006-10-20,4,4,5.0,3.0,70,68
138,品川区東品川3-1-5,35.616982,139.746597,JGD2011,日本橋芝浦大森線,C,2007-03-13,2007-03-16,4,6,5.0,1.8,71,69
141,品川区戸越5-8-22,35.609791,139.719727,JGD2011,鮫洲大山線,c,2006-11-07,2006-11-08,4,2,4.0,1.2,65,59
142,目黒区八雲5丁目13-14,35.622002,139.667343,JGD2011,上馬奥沢線（自由通り）,A,2007-01-30,2007-01-31,4,2,2.0,1.2,67,66
143,目黒区八雲2-9-12,35.615467,139.670166,JGD2011,白金台等々力線,b,2006-10-24,2006-10-27,4,6,4.3,1.2,69,67
144,目黒区八雲3-24-11,35.614319,139.665894,JGD2011,白金台等々力線,b,2006-11-07,2006-11-10,4,5,4.1,1.2,69,67
145,目黒区青葉台4-7-7,35.654041,139.690598,JGD2011,環状6号線,b,2006-11-07,2006-11-10,4,4,3.4,1.2,72,70
146,目黒区大橋2-19-38,35.655392,139.681992,JGD2011,渋谷経堂線,b,2006-11-28,2006-12-01,4,2,3.1,1.2,68,67
147,目黒区南1丁目23-8,35.613064,139.687805,JGD2011,環状7号線（環七通り）,B,2007-01-30,2007-01-31,4,4,8.0,1.2,73,73
148,目黒区柿の木坂2丁目4-3,35.625145,139.677933,JGD2011,環状7号線（環七通り）,B,2007-01-30,2007-01-31,4,6,3.9,1.2,71,69
149,目黒区下目黒2-20-15,35.632893,139.709885,JGD2011,白金台等々力線,c,2006-10-24,2006-10-27,4,4,4.3,1.2,74,73
150,目黒区中目黒1-4-2,35.644466,139.701752,JGD2011,古川橋二子玉川線,c,2006-12-04,2006-12-07,4,6,3.1,1.2,72,71
152,目黒区中町1丁目27,35.630047,139.696518,JGD2011,白金台町等々力線（目黒通り）,C,2007-01-18,2007-01-19,4,5,5.5,1.2,75,74
153,目黒区中目黒3丁目5-11,35.639923,139.702118,JGD2011,環状6号線(山手通り),C,2007-01-18,2007-01-19,4,4,8.5,1.2,73,71
154,大田区西嶺町10-9,35.582092,139.681564,JGD2011,環状8号線,b,2006-12-04,2006-12-07,4,6,2.7,3.1,71,68
155,大田区南久が原2-33-16,35.575401,139.684311,JGD2011,環状8号線,b,2006-12-11,2006-12-14,4,4,3.8,2.0,70,67
158,大田区山王4-13,35.588856,139.719299,JGD2011,環状7号線,B,2006-11-13,2006-11-14,4,4,4.2,1.8,72,71
159,大田区南千束3-32,35.599949,139.687881,JGD2011,東京丸子横浜線,B,2006-10-30,2006-10-31,4,4,4.2,1.6,69,68
160,大田区新蒲田1-14-5,35.559662,139.709015,JGD2011,環状8号線,c,2006-10-30,2006-11-02,4,4,5.8,2.3,69,67
161,大田区羽田4-2-3,35.550922,139.746613,JGD2011,環状8号線,c,2006-12-11,2006-12-14,4,6,4.4,2.1,67,65
165,大田区新蒲田1-14,35.559662,139.709015,JGD2011,環状8号線,C,2006-10-30,2006-10-31,4,4,5.8,2.3,69,67
167,大田区本羽田1-7-14,35.548412,139.727921,JGD2011,大師橋瓦斯橋線,C,2006-11-13,2006-11-14,4,2,2.3,2.2,68,63
