一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準類型等,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),等価騒音ﾚﾍﾞﾙ(Leq)／昼間(dB),等価騒音ﾚﾍﾞﾙ(Leq)／夜間(dB)
339,葛飾区堀切3-32,35.743622,139.833282,JGD2011,千住小松川葛西沖線,c,2006-08-04,2006-08-11,4,2,3.8,1.6,70,66
340,葛飾区東立石2-1,35.733753,139.843430,JGD2011,千住小松川葛西沖線,c,2006-08-04,2006-08-11,4,3,4.0,1.2,66,62
341,葛飾区奥戸2-37,35.734699,139.861832,JGD2011,市川四つ木線,c,2006-07-27,2006-08-03,4,2,3.2,1.8,66,62
342,葛飾区新小岩1-53,35.714451,139.861130,JGD2011,千住小松川葛西沖線,c,2006-08-04,2006-08-11,4,3,3.7,1.2,67,65
343,葛飾区東新小岩3-12,35.722919,139.861862,JGD2011,御徒町小岩線,c,2006-08-04,2006-08-11,4,4,4.6,1.4,70,68
344,葛飾区小菅1丁目15,35.755074,139.816559,JGD2011,千住小松川葛西沖線,C,2007-01-22,2007-01-23,4,4,3.8,1.2,72,68
345,葛飾区東新小岩5丁目14,35.722816,139.854050,JGD2011,千住小松川葛西沖線,C,2007-01-24,2007-01-25,4,2,3.4,1.2,69,66
346,葛飾区青戸7丁目30,35.754524,139.856277,JGD2011,環状7号線,C,2007-01-24,2007-01-25,4,4,4.2,1.2,74,73
347,葛飾区堀切7丁目32,35.755867,139.828140,JGD2011,言問大谷田線,C,2007-01-22,2007-01-23,4,4,3.4,1.2,70,67
352,江戸川区船堀1丁目3番地,35.686417,139.862823,JGD2011,東京市川線,c,2006-11-13,2006-11-14,4,4,4.8,1.2,75,72
353,江戸川区一之江町2990,35.683815,139.872513,JGD2011,東京市川線,c,2006-11-13,2006-11-14,4,4,5.3,1.2,69,66
355,八王子市川口町907,35.694290,139.278366,JGD2011,主要地方道32号線,a,2007-02-26,2007-02-27,4,2,1.0,1.2,72,68
356,八王子市犬目町863,35.693054,139.303253,JGD2011,主要地方道46号線,a,2007-03-07,2007-03-08,4,2,2.0,1.2,71,68
357,八王子市狭間町1737,35.637131,139.287140,JGD2011,主要地方道47号線,a,2007-02-22,2007-02-23,4,2,3.0,1.2,72,68
358,八王子市片倉町119-4,35.643246,139.333313,JGD2011,都道173号線,a,2007-02-13,2007-02-14,4,2,2.0,1.2,70,66
359,八王子市西寺方町732,35.681908,139.273453,JGD2011,都道521号線,a,2007-02-19,2007-02-20,4,2,1.0,1.2,71,66
360,八王子市川口町3281,35.696354,139.275360,JGD2011,八王子五日市線,A,2007-02-07,2007-02-08,4,2,1.5,1.2,71,65
361,八王子市廿里町31-1,35.644920,139.282471,JGD2011,八王子あきる野線,A,2007-02-07,2007-02-08,4,2,2.0,1.2,66,62
362,八王子市絹ヶ丘2-19,35.637615,139.360565,JGD2011,下柚木八王子線,A,2007-02-15,2007-02-16,4,4,5.3,1.2,69,65
366,八王子市下柚木2-10-6,35.626877,139.382278,JGD2011,主要地方道20号線,b,2007-02-13,2007-02-14,4,4,3.0,1.2,71,66
367,八王子市四谷町740,35.675873,139.297012,JGD2011,主要地方道46号線,b,2007-02-26,2007-03-01,4,2,1.0,1.2,70,70
368,八王子市石川町2065,35.671555,139.360764,JGD2011,主要地方道59号線,b,2007-03-07,2007-03-08,4,2,3.0,1.2,69,67
369,八王子市大楽寺町539,35.670731,139.298981,JGD2011,都道521号線,b,2007-02-19,2007-02-20,4,2,2.0,1.2,72,69
370,八王子市下恩方町1849-1,35.672089,139.260956,JGD2011,主要地方道61号線,b,2007-02-19,2007-02-20,4,2,5.0,1.2,73,68
371,八王子市松木32-1,35.625431,139.394043,JGD2011,都道158号線,b,2007-02-13,2007-02-14,4,5,5.0,1.2,66,62
379,八王子市中野上町1-32-19,35.668297,139.322601,JGD2011,主要地方道32号線,c,2007-02-19,2007-02-20,4,2,1.0,1.2,68,64
381,八王子市下柚木341,35.628994,139.380585,JGD2011,都道160号線,c,2007-02-13,2007-02-14,4,4,5.0,1.2,69,64
391,立川市泉町786-11,35.718124,139.417175,JGD2011,立川東大和線,a,2006-10-18,2006-10-19,4,4,6.0,1.2,68,63
