一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準類型等,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),等価騒音ﾚﾍﾞﾙ(Leq)／昼間(dB),等価騒音ﾚﾍﾞﾙ(Leq)／夜間(dB)
546,稲城市大丸1173,35.649818,139.481720,JGD2011,都道41号線(稲城日野線),c,2006-08-22,2006-08-23,4,4,6.0,1.2,69,66
547,羽村市羽加美4-2-9,35.765034,139.299774,JGD2011,立川青梅線,a,2006-05-25,2006-05-26,4,2,1.5,1.2,69,64
548,羽村市富士見平2-20-1,35.762592,139.325638,JGD2011,羽村瑞穂線,a,2006-05-22,2006-05-22,4,4,2.5,1.2,69,-
549,羽村市羽加美4-2-9,35.765034,139.299774,JGD2011,立川青梅線,a,2006-11-16,2006-11-17,4,2,1.5,1.2,70,65
550,羽村市富士見平2-20-1,35.762592,139.325638,JGD2011,羽村瑞穂線,a,2006-11-14,2006-11-14,4,4,2.5,1.2,69,-
551,羽村市富士見平2-11,35.764153,139.329575,JGD2011,羽村瑞穂線,A,2007-01-29,2007-01-30,4,4,2.5,1.2,67,60
552,羽村市羽西1-15,35.770103,139.298401,JGD2011,立川青梅線,A,2007-01-29,2007-01-30,4,2,1.3,1.2,74,69
553,羽村市羽加美1-29-5,35.768253,139.307465,JGD2011,立川青梅線,b,2006-05-25,2006-05-26,4,2,3.5,1.2,65,62
554,羽村市羽加美1-29-5,35.768253,139.307465,JGD2011,立川青梅線,b,2006-11-16,2006-11-17,4,2,3.5,1.2,66,61
555,あきる野市小川638,35.721107,139.317123,JGD2011,都道166号線(瑞穂あきる野八王子線),a,2006-10-18,2006-10-19,4,2,1.0,1.2,70,65
557,あきる野市小川837,35.720715,139.319839,JGD2011,都道杉並あきる野線(主地道7号),b,2006-10-18,2006-10-19,4,4,3.0,1.2,65,61
558,あきる野市舘谷199,35.730366,139.231628,JGD2011,都道杉並あきる野線(主地道7号),c,2006-10-18,2006-10-19,4,4,3.0,1.2,65,57
559,西東京市住吉町6-1-5,35.743519,139.551392,JGD2011,主要地方道36号,a,2006-06-13,2006-06-14,4,2,1.5,1.5,67,66
561,西東京市向台町2-5-1,35.720837,139.542542,JGD2011,都道12号線,b,2006-11-29,2006-11-30,4,2,6.0,1.5,68,64
562,西東京市保谷町1-19-11,35.732288,139.555161,JGD2011,都道245号線,b,2006-11-28,2006-11-29,4,2,1.5,1.5,71,68
563,西東京市田無町1-1,35.731247,139.542877,JGD2011,都道5号線,c,2006-12-06,2006-12-07,4,4,0.0,1.5,74,72
564,西東京市田無町6-3-12,35.729973,139.531281,JGD2011,都道5号線,c,2006-12-05,2006-12-06,4,2,2.0,1.5,67,65
565,西東京市柳沢2-18-46,35.724911,139.552231,JGD2011,主要地方道4号線,c,2006-06-07,2006-06-08,4,6,0.0,1.5,70,68
