No.,区市町村名,可燃ごみ,不燃ごみ,粗大ごみ,資源ごみ,有害ごみ,合計
1,千代田区,14829,609,493,4111,0,20043
2,中央区,33283,1358,1428,7135,0,43205
3,港区,50857,1500,1512,15113,0,68981
4,新宿区,67183,2164,2287,13738,0,85373
5,文京区,39843,1517,1324,8349,0,51034
6,台東区,39449,2417,1435,6270,0,49571
7,墨田区,51105,1898,2036,7335,0,62374
8,江東区,89966,0,3232,15505,0,108703
9,品川区,67833,2746,2231,15385,0,88195
10,目黒区,48820,2156,2338,6713,0,60027
11,大田区,125427,3353,3649,22905,0,155334
12,世田谷区,162606,4316,6919,36171,0,210012
13,渋谷区,47856,1954,1500,10872,0,62182
14,中野区,54493,1665,1853,7203,0,65214
15,杉並区,90748,2829,3606,29761,0,126944
16,豊島区,52679,2030,2166,10711,0,67586
17,北区,62589,1617,1761,11670,0,77637
18,荒川区,40710,1456,1039,219,0,43424
19,板橋区,102517,306,3400,13343,0,119565
20,練馬区,120165,4812,4533,29034,0,158544
21,足立区,128753,253,2835,15363,0,147204
22,葛飾区,79457,3386,2876,16995,0,102714
23,江戸川区,123054,2371,4223,20069,0,149717
24,八王子市,112184,5905,2136,31618,337,152180
25,立川市,26148,1968,1189,12174,58,41537
26,武蔵野市,26100,1105,1467,10477,82,39231
27,三鷹市,27386,1588,1749,13804,52,44579
28,青梅市,27027,2796,1408,5464,51,36746
29,府中市,36813,3256,2027,15058,84,57238
30,昭島市,20557,1280,1027,6434,42,29340
31,調布市,32771,3419,1559,18351,86,56186
32,町田市,83356,6528,2866,16262,144,109156
33,小金井市,11964,3709,900,8655,39,25267
34,小平市,32919,4586,1079,9696,72,48352
35,日野市,26691,5253,1290,8935,56,42225
36,東村山市,23633,1980,1406,8876,51,35946
37,国分寺市,16251,1717,868,8640,41,27517
38,国立市,13970,1620,596,4461,27,20674
39,福生市,10837,538,532,3724,21,15652
40,狛江市,13117,889,431,4335,19,18791
41,東大和市,14439,652,301,4374,29,19795
42,清瀬市,12317,1356,116,4008,26,17823
43,東久留米市,20169,2194,212,6768,41,29384
44,武蔵村山市,14170,899,255,4332,25,19681
45,多摩市,29219,991,1196,6648,44,38098
46,稲城市,16918,1147,421,3250,30,21766
47,羽村市,10897,370,568,4065,22,15922
48,あきる野市,17792,352,806,4041,33,23024
49,西東京市,29718,3459,225,13561,51,47014
50,瑞穂町,8334,317,446,2500,16,11613
51,日の出町,4108,72,205,601,5,4991
52,檜原村,578,13,50,171,0,812
53,奥多摩町,1325,33,64,431,4,1857
54,大島町,3051,156,157,318,4,3686
55,利島村,99,3,0,11,0,113
56,新島村,1082,643,5,42,0,1772
57,神津島村,1432,53,459,13,0,1957
58,三宅村,1203,128,68,0,0,1399
59,御蔵島村,172,0,0,4,1,177
60,八丈町,2981,95,500,626,3,4205
61,青ヶ島村,60,22,0,20,0,102
62,小笠原村,646,0,34,476,21,1177
