一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準類型等,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),等価騒音ﾚﾍﾞﾙ(Leq)／昼間(dB),等価騒音ﾚﾍﾞﾙ(Leq)／夜間(dB)
497,昭島市松原町5-14,35.719196,139.340836,JGD2011,国道１６号（東京環状）,C,2003-01-08,2003-01-09,3,2,1.9,1.2,77,79
500,調布市仙川2-6-5,35.660881,139.585602,JGD2011,国道２０号（甲州街道）,c,2003-01-15,2003-01-22,3,4,1.5,2.5,74,73
502,調布市西つつじヶ丘3-19-1,35.657852,139.571289,JGD2011,国道２０号（甲州街道）,b,2003-01-21,2003-01-22,3,4,9.0,3.5,67,65
505,調布市国領町1-30,35.650757,139.554688,JGD2011,国道２０号（甲州街道）,B,2002-12-11,2002-12-12,3,4,2.5,1.2,79,79
506,調布市小島町3-81,35.646393,139.540543,JGD2011,国道２０号（旧甲州街道）,C,2002-12-11,2002-12-12,3,2,0.8,1.2,69,68
518,町田市鶴間1685,35.508492,139.467529,JGD2011,国道１６号（東京環状）,C,2002-12-18,2002-12-19,3,6,3.3,1.2,74,74
539,日野市日野本町7-5-14,35.679592,139.399765,JGD2011,国道２０号（甲州街道）,c,2002-10-02,2002-10-09,3,3,2.0,2.0,72,71
540,日野市多摩平5-10-4,35.670784,139.376984,JGD2011,国道２０号（甲州街道）,c,2002-10-15,2002-10-17,3,2,2.0,2.0,69,67
541,日野市日野1521,35.677761,139.405807,JGD2011,国道２０号（甲州街道）,c,2002-10-09,2002-10-11,3,2,1.0,2.0,71,71
558,国立市谷保7190-4,35.682117,139.441635,JGD2011,国道２０号（甲州街道）,b,2002-10-29,2002-10-31,3,4,1.0,1.2,76,75
563,福生市福生2300-4,35.740284,139.337677,JGD2011,国道１６号（東京環状）,c,2002-11-06,2002-11-07,3,4,3.0,1.5,77,79
616,あきる野市菅生725,35.747017,139.289734,JGD2011,国道４１１号（滝山街道）,b,2002-10-23,2002-10-24,3,2,2.0,1.2,72,69
620,あきる野市瀬戸岡781,35.740265,139.289917,JGD2011,国道４１１号（滝山街道）,B,2003-01-09,2003-01-10,3,2,4.0,1.2,71,68
635,西多摩郡瑞穂町箱根ヶ関西松原2-1,35.768150,139.336990,JGD2011,国道１６号（東京環状）,A,2003-01-09,2003-01-10,3,4,14.6,1.2,60,57
