年度（平成）,10,,18,19,20,2１ ,22,23,24,25 ／排出量,25 ／構成比(%）
大気への排出量(g-TEQ/年),62.31,,2.78,2.40,2.28,2.12,1.87,1.98,2.01,1.37,100.0
廃棄物焼却炉(g-TEQ/年),62.03,,2.24,1.79,1.78,1.78,1.55,1.58,1.53,1.04,75.9
一般廃棄物焼却炉(g-TEQ/年),39.57,,1.05,0.88,0.90,0.76,1.02,0.86,1.01,0.41,29.9
産業廃棄物焼却炉(g-TEQ/年),9.85,,0.67,0.32,0.34,0.37,0.15,0.43,0.20,0.19,13.9
小型廃棄物焼却炉等(g-TEQ/年),12.61,,0.52,0.59,0.54,0.65,0.38,0.29,0.32,0.44,32.1
製鋼用電気炉(g-TEQ/年),0.28,,0.01,0.06,0.03,0.03,0.03,0.11,0.17,0.01,0.7
火葬場(g-TEQ/年),―,,0.47,0.49,0.42,0.24,0.24,0.24,0.26,0.27,19.7
自動車排気ガス(g-TEQ/年),―,,0.02,0.01,0.06,0.03,0.05,0.05,0.05,0.05,3.6
水域への排出量(g-TEQ/年),―,,0.08,0.06,0.01,0.02,0.01,0.00,0.01,0.00,0.0
廃棄物焼却炉関連施設(g-TEQ/年),―,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0
下水道終末処理施設(g-TEQ/年),―,,0.08,0.06,0.01,0.02,0.01,0.00,0.01,0.00,0.0
合計(g-TEQ/年),62.31,,2.86,2.46,2.29,2.14,1.88,1.98,2.02,1.37,100.0
(注1)小型廃棄物焼却炉等については、施設規模が200kg/h未満の焼却炉(自家用を含む)及びし尿処理施設汚泥焼却炉等,,,,,,,,,,,
(注2)水域への排出量については、事業場全体からの排出量,,,,,,,,,,,
(注3)自動車排出ｶﾞｽ及び火葬場については､PRTRのﾃﾞｰﾀを用い平成13年度から計算し直しました｡,,,,,,,,,,,
(注4)数字の丸め方により合わない場合があります｡,,,,,,,,,,,
