一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準類型等,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),等価騒音ﾚﾍﾞﾙ(Leq)／昼間(dB),等価騒音ﾚﾍﾞﾙ(Leq)／夜間(dB)
14,千代田区和泉橋出張所4階,35.697285,139.774338,JGD2011,高速1号,c,2006-11-07,2006-11-14,2,4,18.2,13.6,75,73
20,千代田区神田岩本町15,35.696655,139.775024,JGD2011,高速1号上野線,C,2006-11-15,2006-11-16,2,4,14.8,13.6,76,73
102,墨田区緑1丁目1,35.692417,139.799179,JGD2011,高速７号小松川線,C,2006-10-25,2006-10-26,2,4,8.5,1.2,63,60
122,江東区大島7-30,35.693832,139.841415,JGD2011,高速7号小松川線,c,2006-10-11,2006-10-12,2,4,23.0,25.8,67,66
123,江東区枝川2-1,35.659821,139.805649,JGD2011,高速9号深川線,c,2006-11-06,2006-11-07,2,4,28.0,27.0,71,68
129,品川区上大崎3-14-23,35.632114,139.720078,JGD2011,首都高速2号目黒線,b,2006-11-07,2006-11-10,2,4,15.0,8.0,69,65
193,世田谷区上北沢5丁目2,35.671509,139.622253,JGD2011,高速4号新宿線,C,2006-11-30,2006-12-01,2,4,18.1,1.2,68,66
256,豊島区南池袋4-18-10,35.724346,139.720291,JGD2011,首都高速5号池袋線,c,2006-11-13,2006-11-16,2,4,3.5,16.5,75,75
287,板橋区前野町4丁目45,35.773193,139.689606,JGD2011,高速5号池袋線,B,2006-12-04,2006-12-05,2,4,2.6,1.2,68,65
300,板橋区高島平6-1-1,35.791908,139.645660,JGD2011,首都高速5号池袋線,c,2006-12-04,2006-12-05,2,4,4.0,1.0,72,69
309,足立区綾瀬1-13,35.757832,139.820755,JGD2011,首都高速6号(三郷線),b,2006-11-21,2006-11-22,2,4,3.2,1.2,71,68
310,足立区綾瀬1-13,35.757832,139.820755,JGD2011,首都高速6号三郷線,B,2006-11-21,2006-11-22,2,4,3.2,1.2,71,68
318,足立区江北2-4,35.766647,139.763733,JGD2011,首都高速川口線,c,2006-11-21,2006-11-22,2,4,5.5,1.2,70,67
322,足立区江北2-4,35.766647,139.763733,JGD2011,首都高速川口線,C,2006-11-21,2006-11-22,2,4,5.5,1.2,70,67
348,江戸川区松江2丁目22番地,35.699268,139.873093,JGD2011,首都高速7号小松川線,c,2006-11-08,2006-11-09,2,4,2.0,1.2,69,64
